File Name,0823GOLD_qPCR9.3.26.pcrd,,,,,,,,,
Created By User,admin,,,,,,,,,
Notes,,,,,,,,,,
ID,,,,,,,,,,
Run Started,09/03/2026 14:17:20 UTC,,,,,,,,,
Run Ended,09/03/2026 15:19:19 UTC,,,,,,,,,
Sample Vol,20,,,,,,,,,
Lid Temp,105,,,,,,,,,
Protocol File Name,Template_30_samples_triplex.prcl,,,,,,,,,
Plate Setup File Name,Template_30_samples_duplex.pltd,,,,,,,,,
Base Serial Number,795BR20267,,,,,,,,,
Optical Head Serial Number,795BR20267,,,,,,,,,
CFX Maestro Version,5.3.022.1030. ,,,,,,,,,
,,,,,,,,,,
Well group,All Wells,,,,,,,,,
Amplification step,3,,,,,,,,,
Melt step,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
Well,Fluor,Target,Content,Replicate,Sample,Cq,Starting Quantity (SQ),Cq Mean,Cq Std. Dev,SQ Std. Dev
A01,FAM,,Std-01,1,,13.06849899,100000000,13.10277903,0.039942552,0
A02,FAM,,Std-01,1,,13.09319702,100000000,13.10277903,0.039942552,0
A03,FAM,,Std-01,1,,13.14664107,100000000,13.10277903,0.039942552,0
A04,FAM,,0823GOLD_01,1,,39.77161162,3.493596352,39.77161162,0,0
A05,FAM,,0823GOLD_01,1,,NaN,NaN,0,0,0
A06,FAM,,0823GOLD_09,9,,NaN,NaN,0,0,0
A07,FAM,,0823GOLD_09,9,,NaN,NaN,0,0,0
A08,FAM,,0823GOLD_17,17,,NaN,NaN,0,0,0
A09,FAM,,0823GOLD_17,17,,39.97941953,3.053653932,39.97941953,0,0
A10,FAM,,0823GOLD_25,25,,38.20551111,9.633647479,38.20551111,0,0
A11,FAM,,0823GOLD_25,25,,NaN,NaN,0,0,0
A12,FAM,,NTC-01,1,,NaN,NaN,0,0,0
B01,FAM,,Std-02,2,,16.76056136,10000000,16.82053594,0.052014708,0
B02,FAM,,Std-02,2,,16.85331906,10000000,16.82053594,0.052014708,0
B03,FAM,,Std-02,2,,16.84772741,10000000,16.82053594,0.052014708,0
B04,FAM,,0823GOLD_02,2,,39.09712519,5.407475229,39.09712519,0,0
B05,FAM,,0823GOLD_02,2,,NaN,NaN,0,0,0
B06,FAM,,0823GOLD_10,10,,NaN,NaN,0,0,0
B07,FAM,,0823GOLD_10,10,,NaN,NaN,0,0,0
B08,FAM,,0823GOLD_18,18,,NaN,NaN,0,0,0
B09,FAM,,0823GOLD_18,18,,NaN,NaN,0,0,0
B10,FAM,,0823GOLD_26,26,,NaN,NaN,0,0,0
B11,FAM,,0823GOLD_26,26,,NaN,NaN,0,0,0
B12,FAM,,NTC-01,1,,NaN,NaN,0,0,0
C01,FAM,,Std-03,3,,20.56629201,1000000,20.625736,0.051490157,0
C02,FAM,,Std-03,3,,20.65648039,1000000,20.625736,0.051490157,0
C03,FAM,,Std-03,3,,20.65443561,1000000,20.625736,0.051490157,0
C04,FAM,,0823GOLD_03,3,,NaN,NaN,0,0,0
C05,FAM,,0823GOLD_03,3,,NaN,NaN,0,0,0
C06,FAM,,0823GOLD_11,11,,38.62640644,7.334996203,38.62640644,0,0
C07,FAM,,0823GOLD_11,11,,NaN,NaN,0,0,0
C08,FAM,,0823GOLD_19,19,,NaN,NaN,0,0,0
C09,FAM,,0823GOLD_19,19,,NaN,NaN,0,0,0
C10,FAM,,0823GOLD_27,27,,NaN,NaN,0,0,0
C11,FAM,,0823GOLD_27,27,,NaN,NaN,0,0,0
C12,FAM,,NTC-01,1,,NaN,NaN,0,0,0
D01,FAM,,Std-04,4,,23.36378462,100000,23.4374851,0.12326369,0
D02,FAM,,Std-04,4,,23.36888338,100000,23.4374851,0.12326369,0
D03,FAM,,Std-04,4,,23.5797873,100000,23.4374851,0.12326369,0
