File Name,0723GOLD_qPCR_8.26.26.pcrd,,,,,,,
Created By User,admin,,,,,,,
Notes,,,,,,,,
ID,,,,,,,,
Run Started,08/26/2026 15:32:38 UTC,,,,,,,
Run Ended,08/26/2026 16:34:52 UTC,,,,,,,
Sample Vol,20,,,,,,,
Lid Temp,105,,,,,,,
Protocol File Name,Template_30_samples_triplex.prcl,,,,,,,
Plate Setup File Name,Template_30_samples_duplex.pltd,,,,,,,
Base Serial Number,795BR20267,,,,,,,
Optical Head Serial Number,795BR20267,,,,,,,
CFX Maestro Version,5.3.022.1030. ,,,,,,,
,,,,,,,,
Well group,All Wells,,,,,,,
Amplification step,3,,,,,,,
Melt step,,,,,,,,
,,,,,,,,
,,,,,,,,
Well,Fluor,Content,Replicate,Cq,Starting Quantity (SQ),Cq Mean,Cq Std. Dev,SQ Std. Dev
A01,FAM,Std-01,1,14.25813708,100000000,14.28629828,0.024798845,0
A02,FAM,Std-01,1,14.29588528,100000000,14.28629828,0.024798845,0
A03,FAM,Std-01,1,14.30487249,100000000,14.28629828,0.024798845,0
A04,FAM,Unkn-01,1,38.17472998,33.36034582,38.17472998,0,0
A05,FAM,Unkn-01,1,NaN,NaN,0,0,0
A06,FAM,Unkn-09,9,38.32881608,30.2933284,38.79944305,0.665567054,9.536111347
A07,FAM,Unkn-09,9,39.27007003,16.80723041,38.79944305,0.665567054,9.536111347
A08,FAM,Unkn-17,17,36.41679237,100.2470569,36.82256207,0.573845013,28.23088972
A09,FAM,Unkn-17,17,37.22833177,60.32254978,36.82256207,0.573845013,28.23088972
A10,FAM,Unkn-25,25,34.17646158,407.4144384,34.43109666,0.360108377,78.62987935
A11,FAM,Unkn-25,25,34.68573173,296.2149966,34.43109666,0.360108377,78.62987935
A12,FAM,NTC-01,1,NaN,NaN,0,0,0
B01,FAM,Std-02,2,18.04515668,10000000,18.09737444,0.052607443,0
B02,FAM,Std-02,2,18.09660356,10000000,18.09737444,0.052607443,0
B03,FAM,Std-02,2,18.15036309,10000000,18.09737444,0.052607443,0
B04,FAM,Unkn-02,2,38.44765807,28.12182268,38.44765807,0,0
B05,FAM,Unkn-02,2,NaN,NaN,0,0,0
B06,FAM,Unkn-10,10,38.40351013,28.90970899,38.40351013,0,0
B07,FAM,Unkn-10,10,NaN,NaN,0,0,0
B08,FAM,Unkn-18,18,34.91109976,257.2454485,34.94117868,0.042538011,6.721562368
B09,FAM,Unkn-18,18,34.97125759,247.7397238,34.94117868,0.042538011,6.721562368
B10,FAM,Unkn-26,26,36.9744875,70.70976932,36.99550358,0.029721219,1.298200311
B11,FAM,Unkn-26,26,37.01651965,68.87383683,36.99550358,0.029721219,1.298200311
B12,FAM,NTC-01,1,NaN,NaN,0,0,0
C01,FAM,Std-03,3,21.96270993,1000000,21.96354217,0.036214319,0
C02,FAM,Std-03,3,22.00016543,1000000,21.96354217,0.036214319,0
C03,FAM,Std-03,3,21.92775114,1000000,21.96354217,0.036214319,0
C04,FAM,Unkn-03,3,NaN,NaN,0,0,0
C05,FAM,Unkn-03,3,NaN,NaN,0,0,0
C06,FAM,Unkn-11,11,NaN,NaN,0,0,0
C07,FAM,Unkn-11,11,38.56160413,26.18609534,38.56160413,0,0
C08,FAM,Unkn-19,19,38.10020894,34.95318768,37.72484821,0.530840223,14.82396176
C09,FAM,Unkn-19,19,37.34948749,55.91743545,37.72484821,0.530840223,14.82396176
C10,FAM,Unkn-27,27,39.09450851,18.75932192,37.99982298,1.54811911,38.95253773
C11,FAM,Unkn-27,27,36.90513746,73.84652907,37.99982298,1.54811911,38.95253773
C12,FAM,NTC-01,1,NaN,NaN,0,0,0
D01,FAM,Std-04,4,24.71180029,100000,24.77730317,0.059663771,0
D02,FAM,Std-04,4,24.79156691,100000,24.77730317,0.059663771,0
D03,FAM,Std-04,4,24.82854232,100000,24.77730317,0.059663771,0
D04,FAM,Unkn-04,4,NaN,NaN,0,0,0
D05,FAM,Unkn-04,4,39.33893157,16.09823523,39.33893157,0,0
D06,FAM,Unkn-12,12,39.14265654,18.20243877,38.36287336,1.102779954,21.29024618
D07,FAM,Unkn-12,12,37.58309017,48.31139366,38.36287336,1.102779954,21.29024618
D08,FAM,Unkn-20,20,35.42440774,186.5609589,35.52916834,0.148153853,16.21304711
D09,FAM,Unkn-20,20,35.63392893,163.6322478,35.52916834,0.148153853,16.21304711
D10,FAM,Unkn-28,28,37.05116707,67.39636046,36.44262893,0.860602899,54.42484922
D11,FAM,Unkn-28,28,35.83409078,144.3647204,36.44262893,0.860602899,54.42484922
E01,FAM,Std-05,5,29.3524246,10000,29.32163428,0.053533891,0
E02,FAM,Std-05,5,29.35265942,10000,29.32163428,0.053533891,0
E03,FAM,Std-05,5,29.25981882,10000,29.32163428,0.053533891,0
E04,FAM,Unkn-05,5,36.96579411,71.0955554,37.24489042,0.394701795,14.82347382
E05,FAM,Unkn-05,5,37.52398674,50.13199768,37.24489042,0.394701795,14.82347382
E06,FAM,Unkn-13,13,36.34962497,104.5511981,37.48856707,1.610707357,56.1607404
E07,FAM,Unkn-13,13,38.62750916,25.12791735,37.48856707,1.610707357,56.1607404
E08,FAM,Unkn-21,21,37.81860785,41.68994803,37.66890177,0.211716364,6.075888211
E09,FAM,Unkn-21,21,37.5191957,50.28255154,37.66890177,0.211716364,6.075888211
E10,FAM,Unkn-29,29,38.93975914,20.66716833,38.61352273,0.461367953,7.370806865
E11,FAM,Unkn-29,29,38.28728632,31.09106336,38.61352273,0.461367953,7.370806865
F01,FAM,Std-06,6,33.0829188,1000,32.91748253,0.169962352,0
F02,FAM,Std-06,6,32.74332955,1000,32.91748253,0.169962352,0
F03,FAM,Std-06,6,32.92619923,1000,32.91748253,0.169962352,0
F04,FAM,Unkn-06,6,38.16479071,33.5685226,38.99902261,1.179782072,15.3824845
F05,FAM,Unkn-06,6,39.83325451,11.8144044,38.99902261,1.179782072,15.3824845
F06,FAM,Unkn-14,14,16.09706876,33447326.06,16.07845197,0.026328127,557631.5194
F07,FAM,Unkn-14,14,16.05983517,34235936.12,16.07845197,0.026328127,557631.5194
F08,FAM,Unkn-22,22,34.33500117,368.9285985,34.21933049,0.163583036,40.64406348
F09,FAM,Unkn-22,22,34.10365982,426.4079843,34.21933049,0.163583036,40.64406348
F10,FAM,Unkn-30,30,36.52348453,93.77145599,36.94725832,0.599306636,27.29642703
F11,FAM,Unkn-30,30,37.3710321,55.16847867,36.94725832,0.599306636,27.29642703
G01,FAM,Std-07,7,36.28316619,100,36.42676563,0.457376242,0
G02,FAM,Std-07,7,36.93871013,100,36.42676563,0.457376242,0
G03,FAM,Std-07,7,36.05842057,100,36.42676563,0.457376242,0
G04,FAM,Unkn-07,7,NaN,NaN,0,0,0
G05,FAM,Unkn-07,7,NaN,NaN,0,0,0
G06,FAM,Unkn-15,15,30.0331323,5448.445549,30.10474999,0.101282717,330.3558805
G07,FAM,Unkn-15,15,30.17636769,4981.251782,30.10474999,0.101282717,330.3558805
G08,FAM,Unkn-23,23,35.86278913,141.794803,35.95075115,0.124397084,10.45383981
G09,FAM,Unkn-23,23,36.03871317,127.010841,35.95075115,0.124397084,10.45383981
H01,FAM,Std-08,8,NaN,10,0,0,0
H02,FAM,Std-08,8,NaN,10,0,0,0
H03,FAM,Std-08,8,39.79212192,10,39.79212192,0,0
H04,FAM,Unkn-08,8,34.69871932,293.8168958,34.47857434,0.311332018,65.91878575
H05,FAM,Unkn-08,8,34.25842936,387.0401366,34.47857434,0.311332018,65.91878575
H06,FAM,Unkn-16,16,36.68786694,84.60350886,36.89989597,0.299854332,13.94552437
H07,FAM,Unkn-16,16,37.111925,64.88155917,36.89989597,0.299854332,13.94552437
H08,FAM,Unkn-24,24,36.24017157,111.9645513,36.45284317,0.300763053,18.50436738
H09,FAM,Unkn-24,24,36.66551476,85.79542395,36.45284317,0.300763053,18.50436738
A01,HEX,Std-01,1,15.06834023,100000000,15.35348392,0.417017822,0
A02,HEX,Std-01,1,15.1600146,100000000,15.35348392,0.417017822,0
A03,HEX,Std-01,1,15.83209694,100000000,15.35348392,0.417017822,0
A04,HEX,Unkn-01,1,NaN,NaN,0,0,0
A05,HEX,Unkn-01,1,NaN,NaN,0,0,0
A06,HEX,Unkn-09,9,NaN,NaN,0,0,0
A07,HEX,Unkn-09,9,NaN,NaN,0,0,0
A08,HEX,Unkn-17,17,NaN,NaN,0,0,0
A09,HEX,Unkn-17,17,39.13879265,13.92747883,39.13879265,0,0
A10,HEX,Unkn-25,25,NaN,NaN,0,0,0
A11,HEX,Unkn-25,25,NaN,NaN,0,0,0
A12,HEX,NTC-01,1,NaN,NaN,0,0,0
B01,HEX,Std-02,2,19.57331454,10000000,19.06827614,0.527137703,0
B02,HEX,Std-02,2,19.10999548,10000000,19.06827614,0.527137703,0
B03,HEX,Std-02,2,18.5215184,10000000,19.06827614,0.527137703,0
B04,HEX,Unkn-02,2,NaN,NaN,0,0,0
B05,HEX,Unkn-02,2,NaN,NaN,0,0,0
B06,HEX,Unkn-10,10,NaN,NaN,0,0,0
B07,HEX,Unkn-10,10,NaN,NaN,0,0,0
B08,HEX,Unkn-18,18,NaN,NaN,0,0,0
B09,HEX,Unkn-18,18,NaN,NaN,0,0,0
B10,HEX,Unkn-26,26,32.82668587,930.1698886,33.11008746,0.400790384,206.7081146
B11,HEX,Unkn-26,26,33.39348906,637.8404695,33.11008746,0.400790384,206.7081146
B12,HEX,NTC-01,1,NaN,NaN,0,0,0
C01,HEX,Std-03,3,22.34200276,1000000,22.19765182,0.1421437,0
C02,HEX,Std-03,3,22.05782329,1000000,22.19765182,0.1421437,0
C03,HEX,Std-03,3,22.19312941,1000000,22.19765182,0.1421437,0
C04,HEX,Unkn-03,3,NaN,NaN,0,0,0
C05,HEX,Unkn-03,3,NaN,NaN,0,0,0
C06,HEX,Unkn-11,11,NaN,NaN,0,0,0
C07,HEX,Unkn-11,11,NaN,NaN,0,0,0
C08,HEX,Unkn-19,19,NaN,NaN,0,0,0
C09,HEX,Unkn-19,19,NaN,NaN,0,0,0
C10,HEX,Unkn-27,27,NaN,NaN,0,0,0
C11,HEX,Unkn-27,27,NaN,NaN,0,0,0
C12,HEX,NTC-01,1,NaN,NaN,0,0,0
D01,HEX,Std-04,4,25.74003394,100000,25.62641754,0.162736448,0
D02,HEX,Std-04,4,25.43998821,100000,25.62641754,0.162736448,0
D03,HEX,Std-04,4,25.69923047,100000,25.62641754,0.162736448,0
D04,HEX,Unkn-04,4,38.93450791,15.95609769,38.93450791,0,0
D05,HEX,Unkn-04,4,NaN,NaN,0,0,0
D06,HEX,Unkn-12,12,NaN,NaN,0,0,0
D07,HEX,Unkn-12,12,NaN,NaN,0,0,0
D08,HEX,Unkn-20,20,27.60499868,30063.25335,27.65814021,0.075153482,1451.92438
D09,HEX,Unkn-20,20,27.71128175,28009.9222,27.65814021,0.075153482,1451.92438
D10,HEX,Unkn-28,28,NaN,NaN,0,0,0
D11,HEX,Unkn-28,28,36.68942614,71.10987611,36.68942614,0,0
E01,HEX,Std-05,5,29.58841601,10000,29.60491559,0.032119958,0
E02,HEX,Std-05,5,29.58439883,10000,29.60491559,0.032119958,0
E03,HEX,Std-05,5,29.64193194,10000,29.60491559,0.032119958,0
E04,HEX,Unkn-05,5,NaN,NaN,0,0,0
E05,HEX,Unkn-05,5,NaN,NaN,0,0,0
E06,HEX,Unkn-13,13,NaN,NaN,0,0,0
E07,HEX,Unkn-13,13,NaN,NaN,0,0,0
E08,HEX,Unkn-21,21,NaN,NaN,0,0,0
E09,HEX,Unkn-21,21,38.58072508,20.19284158,38.58072508,0,0
E10,HEX,Unkn-29,29,NaN,NaN,0,0,0
E11,HEX,Unkn-29,29,NaN,NaN,0,0,0
F01,HEX,Std-06,6,32.42452098,1000,32.58527196,0.321532941,0
F02,HEX,Std-06,6,32.95547977,1000,32.58527196,0.321532941,0
F03,HEX,Std-06,6,32.37581513,1000,32.58527196,0.321532941,0
F04,HEX,Unkn-06,6,NaN,NaN,0,0,0
F05,HEX,Unkn-06,6,NaN,NaN,0,0,0
F06,HEX,Unkn-14,14,26.08128266,82891.1963,26.06769857,0.019210817,1069.590165
F07,HEX,Unkn-14,14,26.05411447,84403.82522,26.06769857,0.019210817,1069.590165
F08,HEX,Unkn-22,22,NaN,NaN,0,0,0
F09,HEX,Unkn-22,22,NaN,NaN,0,0,0
F10,HEX,Unkn-30,30,NaN,NaN,0,0,0
F11,HEX,Unkn-30,30,NaN,NaN,0,0,0
G01,HEX,Std-07,7,36.41763714,100,36.15964791,0.338823137,0
G02,HEX,Std-07,7,36.2853733,100,36.15964791,0.338823137,0
G03,HEX,Std-07,7,35.77593328,100,36.15964791,0.338823137,0
G04,HEX,Unkn-07,7,NaN,NaN,0,0,0
G05,HEX,Unkn-07,7,NaN,NaN,0,0,0
G06,HEX,Unkn-15,15,NaN,NaN,0,0,0
G07,HEX,Unkn-15,15,NaN,NaN,0,0,0
G08,HEX,Unkn-23,23,NaN,NaN,0,0,0
G09,HEX,Unkn-23,23,NaN,NaN,0,0,0
H01,HEX,Std-08,8,NaN,10,0,0,0
H02,HEX,Std-08,8,NaN,10,0,0,0
H03,HEX,Std-08,8,NaN,10,0,0,0
H04,HEX,Unkn-08,8,NaN,NaN,0,0,0
H05,HEX,Unkn-08,8,NaN,NaN,0,0,0
H06,HEX,Unkn-16,16,NaN,NaN,0,0,0
H07,HEX,Unkn-16,16,NaN,NaN,0,0,0
H08,HEX,Unkn-24,24,NaN,NaN,0,0,0
H09,HEX,Unkn-24,24,NaN,NaN,0,0,0
