File Name,0623FENC_qPCR.pcrd,,,,,,,,
Created By User,admin,,,,,,,,
Notes,,,,,,,,,
ID,,,,,,,,,
Run Started,08/04/2026 16:57:46 UTC,,,,,,,,
Run Ended,08/04/2026 18:00:17 UTC,,,,,,,,
Sample Vol,20,,,,,,,,
Lid Temp,105,,,,,,,,
Protocol File Name,Triplex_Template_Setup.prcl,,,,,,,,
Plate Setup File Name,Template_30_samples_duplex.pltd,,,,,,,,
Base Serial Number,795BR20267,,,,,,,,
Optical Head Serial Number,795BR20267,,,,,,,,
CFX Maestro Version,5.3.022.1030. ,,,,,,,,
,,,,,,,,,
Well group,All Wells,,,,,,,,
Amplification step,3,,,,,,,,
Melt step,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
Well,Fluor,Target,Content,Sample,Cq,Starting Quantity (SQ),Cq Mean,Cq Std. Dev,SQ Std. Dev
A01,FAM,,Std-01,,14.56996623,100000000,14.6178077,0.041658224,0
A02,FAM,,Std-01,,14.64606468,100000000,14.6178077,0.041658224,0
A03,FAM,,Std-01,,14.63739218,100000000,14.6178077,0.041658224,0
A04,FAM,,0623FENC_01,,28.89874941,13743.82964,28.93064099,0.045101497,388.9977597
A05,FAM,,0623FENC_01,,28.96253256,13193.70373,28.93064099,0.045101497,388.9977597
A06,FAM,,0623FENC_09,,39.94690301,11.6173398,39.93373442,0.018623191,0.139738932
A07,FAM,,0623FENC_09,,39.92056584,11.81496049,39.93373442,0.018623191,0.139738932
A08,FAM,,0623FENC_17,,27.01020873,46067.85914,26.99026234,0.028208445,842.9963517
A09,FAM,,0623FENC_17,,26.97031596,47260.03602,26.99026234,0.028208445,842.9963517
A10,FAM,,0623FENC_25,,24.74934842,195996.157,24.7719022,0.031895861,3946.50297
A11,FAM,,0623FENC_25,,24.79445598,190414.959,24.7719022,0.031895861,3946.50297
A12,FAM,,NTC-01,,NaN,NaN,0,0,0
B01,FAM,,Std-02,,18.60098377,10000000,18.70707504,0.093174957,0
B02,FAM,,Std-02,,18.744627,10000000,18.70707504,0.093174957,0
B03,FAM,,Std-02,,18.77561436,10000000,18.70707504,0.093174957,0
B04,FAM,,0623FENC_02,,26.68921832,56582.25704,26.71636733,0.038394502,1367.440677
B05,FAM,,0623FENC_02,,26.74351634,54648.40389,26.71636733,0.038394502,1367.440677
B06,FAM,,0623FENC_10,,27.62512235,31071.4979,27.62958454,0.006310494,125.220004
B07,FAM,,0623FENC_10,,27.63404674,30894.41007,27.62958454,0.006310494,125.220004
B08,FAM,,0623FENC_18,,26.86115291,50682.41806,26.99745108,0.192754723,5741.054388
B09,FAM,,0623FENC_18,,27.13374925,42563.34108,26.99745108,0.192754723,5741.054388
B10,FAM,,0623FENC_26,,26.31120558,72081.37219,26.37044513,0.083777383,3724.478468
B11,FAM,,0623FENC_26,,26.42968469,66814.16423,26.37044513,0.083777383,3724.478468
B12,FAM,,NTC-01,,NaN,NaN,0,0,0
C01,FAM,,Std-03,,22.44261464,1000000,22.50448754,0.055556053,0
C02,FAM,,Std-03,,22.55009651,1000000,22.50448754,0.055556053,0
C03,FAM,,Std-03,,22.52075147,1000000,22.50448754,0.055556053,0
C04,FAM,,0623FENC_03,,NaN,NaN,0,0,0
C05,FAM,,0623FENC_03,,NaN,NaN,0,0,0
C06,FAM,,0623FENC_11,,22.85728711,658441.3099,22.92939505,0.101976027,41077.27979
C07,FAM,,0623FENC_11,,23.00150299,600349.2637,22.92939505,0.101976027,41077.27979
C08,FAM,,0623FENC_19,,23.33539941,484765.817,23.48549897,0.212272835,59956.21403
C09,FAM,,0623FENC_19,,23.63559853,399974.926,23.48549897,0.212272835,59956.21403
C10,FAM,,0623FENC_27,,34.31648518,427.7456222,34.42808648,0.157828076,40.28902762
C11,FAM,,0623FENC_27,,34.53968778,370.768333,34.42808648,0.157828076,40.28902762
C12,FAM,,NTC-01,,NaN,NaN,0,0,0
D01,FAM,,Std-04,,25.48867226,100000,25.51073115,0.035744577,0
