C09,FAM,,Unkn-19,,30.9179489884943,1774.55376019821,0.207731173924147,
C10,FAM,,Unkn-27,,31.2009155851283,1469.33374384599,0.0155707602098068,
C11,FAM,,Unkn-27,,31.1788952048631,1491.0741258361,0.0155707602098068,
C12,FAM,,NTC-01,,NaN,NaN,0,
D01,FAM,,Std-04,,24.6739016787345,100000,0.050258488010037,
D02,FAM,,Std-04,,24.6765481784276,100000,0.050258488010037,
D03,FAM,,Std-04,,24.7622450060385,100000,0.050258488010037,
D04,FAM,,Unkn-04,,33.3594488866755,348.212675320651,0.262856399111223,
D05,FAM,,Unkn-04,,33.7311839712552,271.745113223593,0.262856399111223,
D06,FAM,,Unkn-12,,28.7557129512602,7506.5024748641,0.0961508545175789,
D07,FAM,,Unkn-12,,28.8916907937527,6855.64116462912,0.0961508545175789,
D08,FAM,,Unkn-20,,29.7442798343733,3882.15851386192,0.0653401620823449,
D09,FAM,,Unkn-20,,29.8366847777578,3650.10825426577,0.0653401620823449,
D10,FAM,,Unkn-28,,29.7589594956312,3844.33224826798,0.085728964870182,
D11,FAM,,Unkn-28,,29.6377204308236,4168.12749631393,0.085728964870182,
E01,FAM,,Std-05,,28.4594347142231,10000,0.218554891241281,
E02,FAM,,Std-05,,28.3148527547341,10000,0.218554891241281,
E03,FAM,,Std-05,,28.029903249372,10000,0.218554891241281,
E04,FAM,,Unkn-05,,26.2287489191707,40498.5196530971,0.0172473984533909,
E05,FAM,,Unkn-05,,26.2531404239791,39844.9704010744,0.0172473984533909,
E06,FAM,,Unkn-13,,36.7058511212754,37.3655394733508,0.192060050905901,
E07,FAM,,Unkn-13,,36.9774650500566,31.1739006468891,0.192060050905901,
E08,FAM,,Unkn-21,,NaN,NaN,0,
E09,FAM,,Unkn-21,,NaN,NaN,0,
E10,FAM,,Unkn-29,,NaN,NaN,0,
E11,FAM,,Unkn-29,,39.384978414576,6.25736738614269,0,
F01,FAM,,Std-06,,31.8735860932391,1000,0.0667865657971628,
F02,FAM,,Std-06,,31.8173078980477,1000,0.0667865657971628,
F03,FAM,,Std-06,,31.7405379413515,1000,0.0667865657971628,
F04,FAM,,Unkn-06,,25.550608604046,63662.0040767469,0.0823715200572478,
F05,FAM,,Unkn-06,,25.4341176832278,68805.7861902937,0.0823715200572478,
F06,FAM,,Unkn-14,,32.4089189367297,656.433213324905,0.231421859500028,
F07,FAM,,Unkn-14,,32.7361988690643,527.697840077909,0.231421859500028,
F08,FAM,,Unkn-22,,29.8346541105252,3655.05554310058,0.0346503005679879,
F09,FAM,,Unkn-22,,29.8836570355287,3537.52075367039,0.0346503005679879,
F10,FAM,,Unkn-30,,30.3781454798387,2543.65043827236,0.0664443784433208,
F11,FAM,,Unkn-30,,30.2841789387007,2708.17862042719,0.0664443784433208,
G01,FAM,,Std-07,,35.4040277552034,100,0.354792846852072,
G02,FAM,,Std-07,,35.6150930444896,100,0.354792846852072,
G03,FAM,,Std-07,,34.9228556399578,100,0.354792846852072,
G04,FAM,,Unkn-07,,26.8422989466428,26897.2738661379,0.05210420957885,
G05,FAM,,Unkn-07,,26.9159854264859,25607.2558271875,0.05210420957885,
G06,FAM,,Unkn-15,,30.0591774304134,3146.69683300687,0.00668285693213738,
G07,FAM,,Unkn-15,,30.0686284173222,3126.92292408069,0.00668285693213738,
G08,FAM,,Unkn-23,,NaN,NaN,0,
G09,FAM,,Unkn-23,,NaN,NaN,0,
H01,FAM,,Std-08,,NaN,10,0,
H02,FAM,,Std-08,,NaN,10,0,
H03,FAM,,Std-08,,38.7170276824371,10,0,
H04,FAM,,Unkn-08,,28.7295967662102,7638.40833462563,0.0270138866670418,
H05,FAM,,Unkn-08,,28.6913933613133,7835.55008647576,0.0270138866670418,
H06,FAM,,Unkn-16,,27.2932969515442,19909.7059029654,0.0789592932152285,
H07,FAM,,Unkn-16,,27.1816316482038,21449.2264100528,0.0789592932152285,
H08,FAM,,Unkn-24,,36.0456271497081,58.0393412676143,0.0631311011469212,
H09,FAM,,Unkn-24,,35.9563462902585,61.6006111723515,0.0631311011469212,
A01,HEX,,Std-01,,15.0272139206531,100000000,0.13691132969563,
A02,HEX,,Std-01,,14.7546879623252,100000000,0.13691132969563,
A03,HEX,,Std-01,,14.8679001687224,100000000,0.13691132969563,
A04,HEX,,Unkn-01,,NaN,NaN,0,
A05,HEX,,Unkn-01,,38.7397991396856,4.11956106487287,0,
A06,HEX,,Unkn-09,,NaN,NaN,0,
A07,HEX,,Unkn-09,,NaN,NaN,0,
A08,HEX,,Unkn-17,,NaN,NaN,0,
A09,HEX,,Unkn-17,,NaN,NaN,0,
A10,HEX,,Unkn-25,,NaN,NaN,0,
A11,HEX,,Unkn-25,,NaN,NaN,0,
A12,HEX,,NTC-01,,NaN,NaN,0,
B01,HEX,,Std-02,,18.1330941241034,10000000,0.035850169765354,
B02,HEX,,Std-02,,18.1660869480842,10000000,0.035850169765354,
B03,HEX,,Std-02,,18.2047204661766,10000000,0.035850169765354,
B04,HEX,,Unkn-02,,NaN,NaN,0,
B05,HEX,,Unkn-02,,NaN,NaN,0,
B06,HEX,,Unkn-10,,NaN,NaN,0,
B07,HEX,,Unkn-10,,NaN,NaN,0,
B08,HEX,,Unkn-18,,38.9904138011535,3.44592161849045,0.007256475623887,
B09,HEX,,Unkn-18,,38.9801515949111,3.47120882583642,0.007256475623887,
B10,HEX,,Unkn-26,,NaN,NaN,0,
B11,HEX,,Unkn-26,,NaN,NaN,0,
B12,HEX,,NTC-01,,NaN,NaN,0,
C01,HEX,,Std-03,,20.6881824080847,1000000,0.0717041260196717,
C02,HEX,,Std-03,,20.8273181051967,1000000,0.0717041260196717,
C03,HEX,,Std-03,,20.7276605838838,1000000,0.0717041260196717,
C04,HEX,,Unkn-03,,NaN,NaN,0,
C05,HEX,,Unkn-03,,NaN,NaN,0,
C06,HEX,,Unkn-11,,NaN,NaN,0,
C07,HEX,,Unkn-11,,NaN,NaN,0,
C08,HEX,,Unkn-19,,NaN,NaN,0,
C09,HEX,,Unkn-19,,NaN,NaN,0,
C10,HEX,,Unkn-27,,NaN,NaN,0,
C11,HEX,,Unkn-27,,NaN,NaN,0,
C12,HEX,,NTC-01,,NaN,NaN,0,
D01,HEX,,Std-04,,24.7320079839339,100000,0.212539085890689,
D02,HEX,,Std-04,,24.5768817765018,100000,0.212539085890689,
D03,HEX,,Std-04,,24.9971845539056,100000,0.212539085890689,
D04,HEX,,Unkn-04,,NaN,NaN,0,
D05,HEX,,Unkn-04,,NaN,NaN,0,
D06,HEX,,Unkn-12,,NaN,NaN,0,
D07,HEX,,Unkn-12,,NaN,NaN,0,
D08,HEX,,Unkn-20,,NaN,NaN,0,
D09,HEX,,Unkn-20,,NaN,NaN,0,
D10,HEX,,Unkn-28,,35.0267889845002,58.0411360785663,0,
D11,HEX,,Unkn-28,,NaN,NaN,0,
E01,HEX,,Std-05,,27.459570904772,10000,0.0717272291364124,
E02,HEX,,Std-05,,27.5904665990983,10000,0.0717272291364124,
E03,HEX,,Std-05,,27.5758530327296,10000,0.0717272291364124,
E04,HEX,,Unkn-05,,NaN,NaN,0,
E05,HEX,,Unkn-05,,NaN,NaN,0,
E06,HEX,,Unkn-13,,NaN,NaN,0,
E07,HEX,,Unkn-13,,NaN,NaN,0,
E08,HEX,,Unkn-21,,38.2999410699285,5.63575965170183,0,
E09,HEX,,Unkn-21,,NaN,NaN,0,
E10,HEX,,Unkn-29,,NaN,NaN,0,
E11,HEX,,Unkn-29,,NaN,NaN,0,
F01,HEX,,Std-06,,31.4290309096502,1000,0.341435633518471,
F02,HEX,,Std-06,,32.1089704236465,1000,0.341435633518471,
F03,HEX,,Std-06,,31.8237415881634,1000,0.341435633518471,
F04,HEX,,Unkn-06,,NaN,NaN,0,
F05,HEX,,Unkn-06,,NaN,NaN,0,
F06,HEX,,Unkn-14,,NaN,NaN,0,
F07,HEX,,Unkn-14,,NaN,NaN,0,
F08,HEX,,Unkn-22,,NaN,NaN,0,
F09,HEX,,Unkn-22,,NaN,NaN,0,
F10,HEX,,Unkn-30,,NaN,NaN,0,
F11,HEX,,Unkn-30,,38.1441410454828,6.29738625408084,0,
G01,HEX,,Std-07,,36.0894097216157,100,0.949267280286051,
G02,HEX,,Std-07,,35.3098817572593,100,0.949267280286051,
G03,HEX,,Std-07,,34.2004535493382,100,0.949267280286051,
G04,HEX,,Unkn-07,,NaN,NaN,0,
G05,HEX,,Unkn-07,,NaN,NaN,0,
G06,HEX,,Unkn-15,,NaN,NaN,0,
G07,HEX,,Unkn-15,,NaN,NaN,0,
G08,HEX,,Unkn-23,,NaN,NaN,0,
G09,HEX,,Unkn-23,,NaN,NaN,0,
H01,HEX,,Std-08,,36.2983182497826,10,0.114062290771318,
H02,HEX,,Std-08,,36.5036032243544,10,0.114062290771318,
H03,HEX,,Std-08,,36.3147970675824,10,0.114062290771318,
H04,HEX,,Unkn-08,,NaN,NaN,0,
H05,HEX,,Unkn-08,,NaN,NaN,0,
H06,HEX,,Unkn-16,,NaN,NaN,0,
H07,HEX,,Unkn-16,,NaN,NaN,0,
H08,HEX,,Unkn-24,,NaN,NaN,0,
H09,HEX,,Unkn-24,,NaN,NaN,0,
