File Name,0723FENC_qPCR.pcrd,,,,,,,,
Created By User,admin,,,,,,,,
Notes,,,,,,,,,
ID,,,,,,,,,
Run Started,08/13/2026 15:41:30 UTC,,,,,,,,
Run Ended,08/13/2026 16:43:49 UTC,,,,,,,,
Sample Vol,20,,,,,,,,
Lid Temp,105,,,,,,,,
Protocol File Name,Template_30_samples_triplex.prcl,,,,,,,,
Plate Setup File Name,Template_30_samples_duplex.pltd,,,,,,,,
Base Serial Number,795BR20267,,,,,,,,
Optical Head Serial Number,795BR20267,,,,,,,,
CFX Maestro Version,5.3.022.1030. ,,,,,,,,
,,,,,,,,,
Well group,All Wells,,,,,,,,
Amplification step,3,,,,,,,,
Melt step,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
Well,Fluor,Target,Content,Sample,Cq,Starting Quantity (SQ),Cq Mean,Cq Std. Dev,SQ Std. Dev
A01,FAM,,Std-01,,14.57485521,100000000,14.57456813,0.032580594,0
A02,FAM,,Std-01,,14.54184494,100000000,14.57456813,0.032580594,0
A03,FAM,,Std-01,,14.60700423,100000000,14.57456813,0.032580594,0
A04,FAM,,Unkn-01,,28.55427105,16414.95032,28.64556423,0.129108057,1258.56302
A05,FAM,,Unkn-01,,28.73685741,14635.07343,28.64556423,0.129108057,1258.56302
A06,FAM,,Unkn-09,,23.26981306,454836.9816,23.29924356,0.041621001,11682.20449
A07,FAM,,Unkn-09,,23.32867405,438315.8496,23.29924356,0.041621001,11682.20449
A08,FAM,,Unkn-17,,24.17579588,257353.1333,24.16151855,0.020191198,3295.801319
A09,FAM,,Unkn-17,,24.14724122,262014.1002,24.16151855,0.020191198,3295.801319
A10,FAM,,Unkn-25,,39.63050807,15.54219846,38.67883136,1.345874108,25.36785896
A11,FAM,,Unkn-25,,37.72715466,51.41776865,38.67883136,1.345874108,25.36785896
A12,FAM,,NTC-01,,NaN,NaN,0,0,0
B01,FAM,,Std-02,,18.39357425,10000000,18.43706895,0.048782959,0
B02,FAM,,Std-02,,18.48981526,10000000,18.43706895,0.048782959,0
B03,FAM,,Std-02,,18.42781734,10000000,18.43706895,0.048782959,0
B04,FAM,,Unkn-02,,29.88596326,7107.189375,29.93492205,0.069238184,299.9941463
B05,FAM,,Unkn-02,,29.98388084,6682.933585,29.93492205,0.069238184,299.9941463
B06,FAM,,Unkn-10,,25.82710106,91145.64142,25.7122886,0.162369334,10007.50479
B07,FAM,,Unkn-10,,25.59747615,105298.3904,25.7122886,0.162369334,10007.50479
B08,FAM,,Unkn-18,,28.50295517,16953.0721,28.66944952,0.235458566,2263.965419
B09,FAM,,Unkn-18,,28.83594387,13751.3415,28.66944952,0.235458566,2263.965419
B10,FAM,,Unkn-26,,24.90585327,162640.7751,24.78833012,0.16620282,18310.98553
B11,FAM,,Unkn-26,,24.67080698,188536.4192,24.78833012,0.16620282,18310.98553
B12,FAM,,NTC-01,,NaN,NaN,0,0,0
C01,FAM,,Std-03,,22.16741198,1000000,22.24574028,0.068039856,0
C02,FAM,,Std-03,,22.29018929,1000000,22.24574028,0.068039856,0
C03,FAM,,Std-03,,22.27961958,1000000,22.24574028,0.068039856,0
C04,FAM,,Unkn-03,,25.62034158,103795.7678,25.63578536,0.021840807,1411.253914
C05,FAM,,Unkn-03,,25.65122915,101799.9534,25.63578536,0.021840807,1411.253914
C06,FAM,,Unkn-11,,31.18308496,3144.804753,31.08799445,0.13447829,282.3770908
C07,FAM,,Unkn-11,,30.99290394,3544.146264,31.08799445,0.13447829,282.3770908
C08,FAM,,Unkn-19,,28.40883852,17986.28742,28.46418231,0.078267938,854.8120437
C09,FAM,,Unkn-19,,28.5195261,16777.40064,28.46418231,0.078267938,854.8120437
C10,FAM,,Unkn-27,,26.00866477,81314.95339,25.93055524,0.110463552,5932.711603
C11,FAM,,Unkn-27,,25.85244571,89705.0746,25.93055524,0.110463552,5932.711603
C12,FAM,,NTC-01,,NaN,NaN,0,0,0
D01,FAM,,Std-04,,25.11591852,100000,25.14732628,0.027232635,0
D02,FAM,,Std-04,,25.16436478,100000,25.14732628,0.027232635,0
D03,FAM,,Std-04,,25.16169553,100000,25.14732628,0.027232635,0
D04,FAM,,Unkn-04,,24.97461338,155760.9032,24.93475821,0.056363718,5659.130575
D05,FAM,,Unkn-04,,24.89490304,163764.1224,24.93475821,0.056363718,5659.130575
D06,FAM,,Unkn-12,,26.01870193,80803.53274,26.07389089,0.078048976,3829.874544
D07,FAM,,Unkn-12,,26.12907985,75387.27222,26.07389089,0.078048976,3829.874544
D08,FAM,,Unkn-20,,27.21697841,38046.09849,27.15260706,0.091034838,2267.645581
D09,FAM,,Unkn-20,,27.08823571,41253.03362,27.15260706,0.091034838,2267.645581
D10,FAM,,Unkn-28,,22.48405351,745353.091,22.50663375,0.031933295,14751.02448
D11,FAM,,Unkn-28,,22.529214,724491.9921,22.50663375,0.031933295,14751.02448
E01,FAM,,Std-05,,29.68080061,10000,29.63163848,0.044771749,0
E02,FAM,,Std-05,,29.62090742,10000,29.63163848,0.044771749,0
E03,FAM,,Std-05,,29.5932074,10000,29.63163848,0.044771749,0
E04,FAM,,Unkn-05,,27.06359622,41896.93779,26.9944875,0.097734488,2689.050125
E05,FAM,,Unkn-05,,26.92537878,45699.82895,26.9944875,0.097734488,2689.050125
E06,FAM,,Unkn-13,,27.30037136,36103.10022,27.23692543,0.089726105,2119.652797
E07,FAM,,Unkn-13,,27.17347949,39100.74196,27.23692543,0.089726105,2119.652797
E08,FAM,,Unkn-21,,21.3386348,1531272.609,21.17658423,0.229174104,244665.8962
E09,FAM,,Unkn-21,,21.01453367,1877282.437,21.17658423,0.229174104,244665.8962
E10,FAM,,Unkn-29,,26.76918421,50414.38625,26.86601339,0.136937134,4085.792085
E11,FAM,,Unkn-29,,26.96284257,44636.20367,26.86601339,0.136937134,4085.792085
F01,FAM,,Std-06,,33.12890669,1000,33.20863028,0.09513293,0
F02,FAM,,Std-06,,33.18304449,1000,33.20863028,0.09513293,0
F03,FAM,,Std-06,,33.31393966,1000,33.20863028,0.09513293,0
F04,FAM,,Unkn-06,,28.85419555,13594.47686,28.90620928,0.073558525,608.4705713
F05,FAM,,Unkn-06,,28.95822302,12733.96953,28.90620928,0.073558525,608.4705713
F06,FAM,,Unkn-14,,29.96435612,6765.458616,29.85744287,0.151198172,688.2134857
F07,FAM,,Unkn-14,,29.75052962,7738.739462,29.85744287,0.151198172,688.2134857
F08,FAM,,Unkn-22,,25.66537558,100898.7329,25.82501769,0.225768036,12973.63846
F09,FAM,,Unkn-22,,25.9846598,82551.2374,25.82501769,0.225768036,12973.63846
F10,FAM,,Unkn-30,,29.86631662,7195.504828,29.93705789,0.100043263,432.9586836
F11,FAM,,Unkn-30,,30.00779916,6583.208785,29.93705789,0.100043263,432.9586836
G01,FAM,,Std-07,,36.78903529,100,36.68748341,0.366384964,0
G02,FAM,,Std-07,,36.28103437,100,36.68748341,0.366384964,0
G03,FAM,,Std-07,,36.99238056,100,36.68748341,0.366384964,0
G04,FAM,,Unkn-07,,NaN,NaN,0,0,0
G05,FAM,,Unkn-07,,NaN,NaN,0,0,0
G06,FAM,,Unkn-15,,37.08333753,77.06733225,37.2136489,0.184288106,8.23465156
G07,FAM,,Unkn-15,,37.34396027,65.42177633,37.2136489,0.184288106,8.23465156
G08,FAM,,Unkn-23,,36.07411902,145.3380006,36.15019352,0.107585595,9.373398963
G09,FAM,,Unkn-23,,36.22626803,132.0820127,36.15019352,0.107585595,9.373398963
H01,FAM,,Std-08,,39.80646793,10,39.80646793,0,0
H02,FAM,,Std-08,,NaN,10,0,0,0
H03,FAM,,Std-08,,NaN,10,0,0,0
H04,FAM,,Unkn-08,,27.3576315,34826.74794,27.26508668,0.130878139,3038.470436
H05,FAM,,Unkn-08,,27.17254186,39123.79403,27.26508668,0.130878139,3038.470436
H06,FAM,,Unkn-16,,27.2461261,37355.36944,27.21392036,0.045545787,1091.41236
H07,FAM,,Unkn-16,,27.18171463,38898.8596,27.21392036,0.045545787,1091.41236
H08,FAM,,Unkn-24,,34.7861446,326.5774884,34.81742823,0.044241733,8.905785194
H09,FAM,,Unkn-24,,34.84871186,313.9828062,34.81742823,0.044241733,8.905785194
A01,HEX,,Std-01,,15.26377735,100000000,15.59764483,0.431368366,0
A02,HEX,,Std-01,,16.0847005,100000000,15.59764483,0.431368366,0
A03,HEX,,Std-01,,15.44445665,100000000,15.59764483,0.431368366,0
A04,HEX,,Unkn-01,,NaN,NaN,0,0,0
A05,HEX,,Unkn-01,,NaN,NaN,0,0,0
A06,HEX,,Unkn-09,,NaN,NaN,0,0,0
A07,HEX,,Unkn-09,,NaN,NaN,0,0,0
A08,HEX,,Unkn-17,,39.60490542,9.268263735,39.60490542,0,0
A09,HEX,,Unkn-17,,NaN,NaN,0,0,0
A10,HEX,,Unkn-25,,NaN,NaN,0,0,0
A11,HEX,,Unkn-25,,NaN,NaN,0,0,0
A12,HEX,,NTC-01,,NaN,NaN,0,0,0
B01,HEX,,Std-02,,18.74225173,10000000,19.09256938,0.33243664,0
B02,HEX,,Std-02,,19.13181543,10000000,19.09256938,0.33243664,0
B03,HEX,,Std-02,,19.40364096,10000000,19.09256938,0.33243664,0
B04,HEX,,Unkn-02,,NaN,NaN,0,0,0
