Run ID,Test Date,Assay Name,Sample Name,Original Sample Conc.,Original sample conc. units,Qubit Tube Conc.,Qubit tube conc. units,Sample Volume (uL),Dilution Factor,Extended Low Range,Core Range,Extended High Range,Excitation,Std 1 RFU,Std 2 RFU,Std 3 RFU,Sample RFU,Last Read Standards,Reagent Lot#,Plate Barcode,Well,Sample ID,Tags,Calibrated Tubes,Software Version,Selected Samples
210725-164237,21/07/2025 04:42:43 PM,dsDNA BR,0624GOLD_01,90,ng/uL,2.25,ug/mL,5,40,N/A,0.8-200,200-400,BLUE,17.22937507,1135.723528,,576,21/07/2025 03:51:29 PM,,,,,,8,1.9.0,8
210725-164237,21/07/2025 04:42:43 PM,dsDNA BR,0624GOLD_02,103,ng/uL,2.58,ug/mL,5,40,N/A,0.8-200,200-400,BLUE,17.30008386,1134.668822,,648,21/07/2025 03:51:29 PM,,,,,,8,1.9.0,8
210725-164237,21/07/2025 04:42:43 PM,dsDNA BR,0624GOLD_03,55.6,ng/uL,1.39,ug/mL,5,40,N/A,0.8-200,200-400,BLUE,15.77395248,1016.77748,,335,21/07/2025 03:51:29 PM,,,,,,8,1.9.0,8
210725-164237,21/07/2025 04:42:43 PM,dsDNA BR,0624GOLD_04,61.2,ng/uL,1.53,ug/mL,5,40,N/A,0.8-200,200-400,BLUE,16.3808696,1093.535303,,393,21/07/2025 03:51:29 PM,,,,,,8,1.9.0,8
210725-164237,21/07/2025 04:42:43 PM,dsDNA BR,0624GOLD_05,89.2,ng/uL,2.23,ug/mL,5,40,N/A,0.8-200,200-400,BLUE,16.84636913,1108.053709,,558,21/07/2025 03:51:29 PM,,,,,,8,1.9.0,8
210725-164237,21/07/2025 04:42:43 PM,dsDNA BR,0624GOLD_06,87.2,ng/uL,2.18,ug/mL,5,40,N/A,0.8-200,200-400,BLUE,14.9902634,965.7627231,,477,21/07/2025 03:51:29 PM,,,,,,8,1.9.0,8
210725-164237,21/07/2025 04:42:43 PM,dsDNA BR,0624GOLD_07,264,ng/uL,6.59,ug/mL,5,40,N/A,0.8-200,200-400,BLUE,14.78402943,1016.918893,,1260,21/07/2025 03:51:29 PM,,,,,,8,1.9.0,8
210725-164237,21/07/2025 04:42:43 PM,dsDNA BR,0624GOLD_08,123,ng/uL,3.08,ug/mL,5,40,N/A,0.8-200,200-400,BLUE,14.64850425,1004.769155,,670,21/07/2025 03:51:29 PM,,,,,,8,1.9.0,8
210725-164237,21/07/2025 04:43:22 PM,dsDNA BR,0624GOLD_09,108,ng/uL,2.71,ug/mL,5,40,N/A,0.8-200,200-400,BLUE,17.22937507,1135.723528,,678,21/07/2025 03:51:29 PM,,,,,,8,1.9.0,8
210725-164237,21/07/2025 04:43:22 PM,dsDNA BR,0624GOLD_10,60.4,ng/uL,1.51,ug/mL,5,40,N/A,0.8-200,200-400,BLUE,17.30008386,1134.668822,,404,21/07/2025 03:51:29 PM,,,,,,8,1.9.0,8
