Run ID,Test Date,Assay Name,Sample Name,Original Sample Conc.,Original sample conc. units,Qubit Tube Conc.,Qubit tube conc. units,Sample Volume (uL),Dilution Factor,Extended Low Range,Core Range,Extended High Range,Excitation,Std 1 RFU,Std 2 RFU,Std 3 RFU,Sample RFU,Last Read Standards,Reagent Lot#,Plate Barcode,Well,Sample ID,Tags,Calibrated Tubes,Software Version,Selected Samples
290726-205214,29/07/2026 08:52:20 PM,dsDNA BR,0426ASHC_01,26.6,ng/uL,0.664,ug/mL,5,40,N/A,0.8-200,200-400,BLUE,17.53843119,1215.221122,,206,29/07/2026 07:40:53 PM,,,,,,8,1.9.0,8
290726-205214,29/07/2026 08:52:20 PM,dsDNA BR,0426ASHC_02,93.2,ng/uL,2.33,ug/mL,5,40,N/A,0.8-200,200-400,BLUE,17.3175905,1203.934257,,629,29/07/2026 07:40:53 PM,,,,,,8,1.9.0,8
290726-205214,29/07/2026 08:52:20 PM,dsDNA BR,0426ASHC_03,110,ng/uL,2.75,ug/mL,5,40,N/A,0.8-200,200-400,BLUE,15.47725145,1080.809288,,652,29/07/2026 07:40:53 PM,,,,,,8,1.9.0,8
290726-205214,29/07/2026 08:52:20 PM,dsDNA BR,0426ASHC_04,88.4,ng/uL,2.21,ug/mL,5,40,N/A,0.8-200,200-400,BLUE,15.79010909,1042.826535,,521,29/07/2026 07:40:53 PM,,,,,,8,1.9.0,8
290726-205214,29/07/2026 08:52:20 PM,dsDNA BR,0426ASHC_05,134,ng/uL,3.35,ug/mL,5,40,N/A,0.8-200,200-400,BLUE,16.01708424,1038.262716,,743,29/07/2026 07:40:53 PM,,,,,,8,1.9.0,8
290726-205214,29/07/2026 08:52:20 PM,dsDNA BR,0426ASHC_06,116,ng/uL,2.91,ug/mL,5,40,N/A,0.8-200,200-400,BLUE,14.4589305,1008.732843,,641,29/07/2026 07:40:53 PM,,,,,,8,1.9.0,8
290726-205214,29/07/2026 08:52:20 PM,dsDNA BR,0426ASHC_07,108,ng/uL,2.71,ug/mL,5,40,N/A,0.8-200,200-400,BLUE,15.02330115,1000.279963,,597,29/07/2026 07:40:53 PM,,,,,,8,1.9.0,8
290726-205214,29/07/2026 08:52:20 PM,dsDNA BR,0426ASHC_08,102,ng/uL,2.54,ug/mL,5,40,N/A,0.8-200,200-400,BLUE,14.68590565,974.6882249,,550,29/07/2026 07:40:53 PM,,,,,,8,1.9.0,8
290726-205214,29/07/2026 08:53:10 PM,dsDNA BR,0426ASHC_09,78.8,ng/uL,1.97,ug/mL,5,40,N/A,0.8-200,200-400,BLUE,17.53843119,1215.221122,,546,29/07/2026 07:40:53 PM,,,,,,8,1.9.0,8
290726-205214,29/07/2026 08:53:10 PM,dsDNA BR,0426ASHC_10,94.4,ng/uL,2.36,ug/mL,5,40,N/A,0.8-200,200-400,BLUE,17.3175905,1203.934257,,635,29/07/2026 07:40:53 PM,,,,,,8,1.9.0,8
290726-205214,29/07/2026 08:53:10 PM,dsDNA BR,0426ASHC_11,53.6,ng/uL,1.34,ug/mL,5,40,N/A,0.8-200,200-400,BLUE,15.47725145,1080.809288,,345,29/07/2026 07:40:53 PM,,,,,,8,1.9.0,8
290726-205214,29/07/2026 08:53:10 PM,dsDNA BR,0426ASHC_12,65.2,ng/uL,1.63,ug/mL,5,40,N/A,0.8-200,200-400,BLUE,15.79010909,1042.826535,,397,29/07/2026 07:40:53 PM,,,,,,8,1.9.0,8
290726-205214,29/07/2026 08:53:10 PM,dsDNA BR,0426ASHC_13,116,ng/uL,2.9,ug/mL,5,40,N/A,0.8-200,200-400,BLUE,16.01708424,1038.262716,,656,29/07/2026 07:40:53 PM,,,,,,8,1.9.0,8
290726-205214,29/07/2026 08:53:10 PM,dsDNA BR,0426ASHC_14,69.2,ng/uL,1.73,ug/mL,5,40,N/A,0.8-200,200-400,BLUE,14.4589305,1008.732843,,403,29/07/2026 07:40:53 PM,,,,,,8,1.9.0,8
290726-205214,29/07/2026 08:53:10 PM,dsDNA BR,0426ASHC_15,68.8,ng/uL,1.72,ug/mL,5,40,N/A,0.8-200,200-400,BLUE,15.02330115,1000.279963,,398,29/07/2026 07:40:53 PM,,,,,,8,1.9.0,8
290726-205214,29/07/2026 08:53:10 PM,dsDNA BR,0426ASHC_16,64.4,ng/uL,1.61,ug/mL,5,40,N/A,0.8-200,200-400,BLUE,14.68590565,974.6882249,,366,29/07/2026 07:40:53 PM,,,,,,8,1.9.0,8
290726-205214,29/07/2026 08:53:47 PM,dsDNA BR,0426ASHC_17,67.6,ng/uL,1.69,ug/mL,5,40,N/A,0.8-200,200-400,BLUE,17.53843119,1215.221122,,478,29/07/2026 07:40:53 PM,,,,,,8,1.9.0,8
290726-205214,29/07/2026 08:53:47 PM,dsDNA BR,0426ASHC_18,71.2,ng/uL,1.78,ug/mL,5,40,N/A,0.8-200,200-400,BLUE,17.3175905,1203.934257,,496,29/07/2026 07:40:53 PM,,,,,,8,1.9.0,8
290726-205214,29/07/2026 08:53:47 PM,dsDNA BR,0426ASHC_19,143,ng/uL,3.57,ug/mL,5,40,N/A,0.8-200,200-400,BLUE,15.47725145,1080.809288,,816,29/07/2026 07:40:53 PM,,,,,,8,1.9.0,8
290726-205214,29/07/2026 08:53:47 PM,dsDNA BR,0426ASHC_20,56.8,ng/uL,1.42,ug/mL,5,40,N/A,0.8-200,200-400,BLUE,15.79010909,1042.826535,,350,29/07/2026 07:40:53 PM,,,,,,8,1.9.0,8
290726-205214,29/07/2026 08:53:47 PM,dsDNA BR,0426ASHC_21,65.2,ng/uL,1.63,ug/mL,5,40,N/A,0.8-200,200-400,BLUE,16.01708424,1038.262716,,395,29/07/2026 07:40:53 PM,,,,,,8,1.9.0,8
290726-205214,29/07/2026 08:53:47 PM,dsDNA BR,0426ASHC_22,56.8,ng/uL,1.42,ug/mL,5,40,N/A,0.8-200,200-400,BLUE,14.4589305,1008.732843,,338,29/07/2026 07:40:53 PM,,,,,,8,1.9.0,8
290726-205214,29/07/2026 08:53:47 PM,dsDNA BR,0426ASHC_23,100,ng/uL,2.51,ug/mL,5,40,N/A,0.8-200,200-400,BLUE,15.02330115,1000.279963,,559,29/07/2026 07:40:53 PM,,,,,,8,1.9.0,8
290726-205214,29/07/2026 08:53:47 PM,dsDNA BR,0426ASHC_24,59.2,ng/uL,1.48,ug/mL,5,40,N/A,0.8-200,200-400,BLUE,14.68590565,974.6882249,,339,29/07/2026 07:40:53 PM,,,,,,8,1.9.0,8
290726-205214,29/07/2026 08:54:11 PM,dsDNA BR,0426ASHC_25,86.4,ng/uL,2.16,ug/mL,5,40,N/A,0.8-200,200-400,BLUE,17.53843119,1215.221122,,594,29/07/2026 07:40:53 PM,,,,,,8,1.9.0,6
290726-205214,29/07/2026 08:54:11 PM,dsDNA BR,0426ASHC_26,77.2,ng/uL,1.93,ug/mL,5,40,N/A,0.8-200,200-400,BLUE,17.3175905,1203.934257,,532,29/07/2026 07:40:53 PM,,,,,,8,1.9.0,6
290726-205214,29/07/2026 08:54:11 PM,dsDNA BR,0426ASHC_27,87.2,ng/uL,2.18,ug/mL,5,40,N/A,0.8-200,200-400,BLUE,15.47725145,1080.809288,,531,29/07/2026 07:40:53 PM,,,,,,8,1.9.0,6
290726-205214,29/07/2026 08:54:11 PM,dsDNA BR,0426ASHC_28,116,ng/uL,2.9,ug/mL,5,40,N/A,0.8-200,200-400,BLUE,15.79010909,1042.826535,,660,29/07/2026 07:40:53 PM,,,,,,8,1.9.0,6
290726-205214,29/07/2026 08:54:11 PM,dsDNA BR,0426ASHC_29,114,ng/uL,2.85,ug/mL,5,40,N/A,0.8-200,200-400,BLUE,16.01708424,1038.262716,,646,29/07/2026 07:40:53 PM,,,,,,8,1.9.0,6
290726-205214,29/07/2026 08:54:11 PM,dsDNA BR,0426ASHC_30,73.2,ng/uL,1.83,ug/mL,5,40,N/A,0.8-200,200-400,BLUE,14.4589305,1008.732843,,424,29/07/2026 07:40:53 PM,,,,,,8,1.9.0,6
290726-204938,29/07/2026 08:49:45 PM,dsDNA BR,0426ASHC_01,28.7,ng/uL,0.717,ug/mL,5,40,N/A,0.8-200,200-400,BLUE,17.53843119,1215.221122,,220,29/07/2026 07:40:53 PM,,,,,,8,1.9.0,8
290726-204938,29/07/2026 08:49:45 PM,dsDNA BR,0426ASHC_02,104,ng/uL,2.6,ug/mL,5,40,N/A,0.8-200,200-400,BLUE,17.3175905,1203.934257,,691,29/07/2026 07:40:53 PM,,,,,,8,1.9.0,8
