Run ID,Test Date,Assay Name,Sample Name,Original Sample Conc.,Original sample conc. units,Qubit Tube Conc.,Qubit tube conc. units,Sample Volume (uL),Dilution Factor,Extended Low Range,Core Range,Extended High Range,Excitation,Std 1 RFU,Std 2 RFU,Std 3 RFU,Sample RFU,Last Read Standards,Reagent Lot#,Plate Barcode,Well,Sample ID,Tags,Calibrated Tubes,Software Version,Selected Samples
230426-150232,23/04/2026 03:02:39 PM,dsDNA BR,1225GOLD_01,61.6,ng/uL,1.54,ug/mL,5,40,N/A,0.8-200,200-400,BLUE,17.45661881,1205.051947,,434,23/04/2026 02:04:59 PM,,,,,,8,1.9.0,8
230426-150232,23/04/2026 03:02:39 PM,dsDNA BR,1225GOLD_02,41.6,ng/uL,1.04,ug/mL,5,40,N/A,0.8-200,200-400,BLUE,16.93224954,1252.298013,,316,23/04/2026 02:04:59 PM,,,,,,8,1.9.0,8
230426-150232,23/04/2026 03:02:39 PM,dsDNA BR,1225GOLD_03,33.8,ng/uL,0.846,ug/mL,5,40,N/A,0.8-200,200-400,BLUE,15.46279612,1132.065216,,237,23/04/2026 02:04:59 PM,,,,,,8,1.9.0,8
230426-150232,23/04/2026 03:02:39 PM,dsDNA BR,1225GOLD_04,70,ng/uL,1.75,ug/mL,5,40,N/A,0.8-200,200-400,BLUE,15.86521905,1157.038049,,469,23/04/2026 02:04:59 PM,,,,,,8,1.9.0,8
230426-150232,23/04/2026 03:02:39 PM,dsDNA BR,1225GOLD_05,64.4,ng/uL,1.61,ug/mL,5,40,N/A,0.8-200,200-400,BLUE,15.94448417,1175.984008,,442,23/04/2026 02:04:59 PM,,,,,,8,1.9.0,8
230426-150232,23/04/2026 03:02:39 PM,dsDNA BR,1225GOLD_06,40.4,ng/uL,1.01,ug/mL,5,40,N/A,0.8-200,200-400,BLUE,13.93236953,1066.519145,,262,23/04/2026 02:04:59 PM,,,,,,8,1.9.0,8
230426-150232,23/04/2026 03:02:39 PM,dsDNA BR,1225GOLD_07,36.8,ng/uL,0.921,ug/mL,5,40,N/A,0.8-200,200-400,BLUE,14.0969971,1049.316044,,237,23/04/2026 02:04:59 PM,,,,,,8,1.9.0,8
230426-150232,23/04/2026 03:02:39 PM,dsDNA BR,1225GOLD_08,31.8,ng/uL,0.794,ug/mL,5,40,N/A,0.8-200,200-400,BLUE,14.18845685,1026.031223,,203,23/04/2026 02:04:59 PM,,,,,,8,1.9.0,8
230426-150232,23/04/2026 03:03:09 PM,dsDNA BR,1225GOLD_09,51.6,ng/uL,1.29,ug/mL,5,40,N/A,0.8-200,200-400,BLUE,17.45661881,1205.051947,,370,23/04/2026 02:04:59 PM,,,,,,8,1.9.0,2
230426-150232,23/04/2026 03:03:09 PM,dsDNA BR,blank,0.24,ng/uL,0.00601,ug/mL,5,40,N/A,0.8-200,200-400,BLUE,16.93224954,1252.298013,,18.7,23/04/2026 02:04:59 PM,,,,,,8,1.9.0,2
230426-145941,23/04/2026 02:59:48 PM,dsDNA BR,1225GOLD_01,64.8,ng/uL,1.62,ug/mL,5,40,N/A,0.8-200,200-400,BLUE,17.45661881,1205.051947,,456,23/04/2026 02:04:59 PM,,,,,,8,1.9.0,8
230426-145941,23/04/2026 02:59:48 PM,dsDNA BR,1225GOLD_02,41.6,ng/uL,1.04,ug/mL,5,40,N/A,0.8-200,200-400,BLUE,16.93224954,1252.298013,,316,23/04/2026 02:04:59 PM,,,,,,8,1.9.0,8
230426-145941,23/04/2026 02:59:48 PM,dsDNA BR,1225GOLD_03,33,ng/uL,0.825,ug/mL,5,40,N/A,0.8-200,200-400,BLUE,15.46279612,1132.065216,,232,23/04/2026 02:04:59 PM,,,,,,8,1.9.0,8
230426-145941,23/04/2026 02:59:48 PM,dsDNA BR,1225GOLD_04,73.2,ng/uL,1.83,ug/mL,5,40,N/A,0.8-200,200-400,BLUE,15.86521905,1157.038049,,487,23/04/2026 02:04:59 PM,,,,,,8,1.9.0,8
230426-145941,23/04/2026 02:59:48 PM,dsDNA BR,1225GOLD_05,69.2,ng/uL,1.73,ug/mL,5,40,N/A,0.8-200,200-400,BLUE,15.94448417,1175.984008,,471,23/04/2026 02:04:59 PM,,,,,,8,1.9.0,8
230426-145941,23/04/2026 02:59:48 PM,dsDNA BR,1225GOLD_06,43.2,ng/uL,1.08,ug/mL,5,40,N/A,0.8-200,200-400,BLUE,13.93236953,1066.519145,,279,23/04/2026 02:04:59 PM,,,,,,8,1.9.0,8
230426-145941,23/04/2026 02:59:48 PM,dsDNA BR,1225GOLD_07,37.6,ng/uL,0.94,ug/mL,5,40,N/A,0.8-200,200-400,BLUE,14.0969971,1049.316044,,242,23/04/2026 02:04:59 PM,,,,,,8,1.9.0,8
230426-145941,23/04/2026 02:59:48 PM,dsDNA BR,1225GOLD_08,31.7,ng/uL,0.792,ug/mL,5,40,N/A,0.8-200,200-400,BLUE,14.18845685,1026.031223,,203,23/04/2026 02:04:59 PM,,,,,,8,1.9.0,8
230426-145941,23/04/2026 03:00:25 PM,dsDNA BR,1225GOLD_09,52.4,ng/uL,1.31,ug/mL,5,40,N/A,0.8-200,200-400,BLUE,17.45661881,1205.051947,,376,23/04/2026 02:04:59 PM,,,,,,8,1.9.0,2
230426-145941,23/04/2026 03:00:25 PM,dsDNA BR,BLANK,0.1,ng/uL,0.00251,ug/mL,5,40,N/A,0.8-200,200-400,BLUE,16.93224954,1252.298013,,17.7,23/04/2026 02:04:59 PM,,,,,,8,1.9.0,2
