Run ID,Test Date,Assay Name,Sample Name,Original Sample Conc.,Original sample conc. units,Qubit Tube Conc.,Qubit tube conc. units,Sample Volume (uL),Dilution Factor,Extended Low Range,Core Range,Extended High Range,Excitation,Std 1 RFU,Std 2 RFU,Std 3 RFU,Sample RFU,Last Read Standards,Reagent Lot#,Plate Barcode,Well,Sample ID,Tags,Calibrated Tubes,Software Version,Selected Samples
030926-184303,3/9/2026 18:43,dsDNA BR,0826ASHC_01,20.6,ng/uL,0.516,ug/mL,5,40,N/A,0.8-200,200-400,BLUE,16.68751091,1238.488301,,167,3/9/2026 18:17,,,,,,8,1.9.0,8
030926-184303,3/9/2026 18:43,dsDNA BR,0826ASHC_02,40.4,ng/uL,1.01,ug/mL,5,40,N/A,0.8-200,200-400,BLUE,16.89958893,1294.582596,,319,3/9/2026 18:17,,,,,,8,1.9.0,8
030926-184303,3/9/2026 18:43,dsDNA BR,0826ASHC_03,110,ng/uL,2.74,ug/mL,5,40,N/A,0.8-200,200-400,BLUE,15.38474589,1220.293427,,733,3/9/2026 18:17,,,,,,8,1.9.0,8
030926-184303,3/9/2026 18:43,dsDNA BR,0826ASHC_04,40,ng/uL,1,ug/mL,5,40,N/A,0.8-200,200-400,BLUE,15.80284257,1246.224609,,303,3/9/2026 18:17,,,,,,8,1.9.0,8
030926-184303,3/9/2026 18:43,dsDNA BR,0826ASHC_05,15.4,ng/uL,0.385,ug/mL,5,40,N/A,0.8-200,200-400,BLUE,15.89979253,1245.40005,,129,3/9/2026 18:17,,,,,,8,1.9.0,8
030926-184303,3/9/2026 18:43,dsDNA BR,0826ASHC_06,67.6,ng/uL,1.69,ug/mL,5,40,N/A,0.8-200,200-400,BLUE,14.01532779,1102.193474,,430,3/9/2026 18:17,,,,,,8,1.9.0,8
030926-184303,3/9/2026 18:43,dsDNA BR,0826ASHC_07,24.4,ng/uL,0.61,ug/mL,5,40,N/A,0.8-200,200-400,BLUE,14.26376205,1090.880033,,170,3/9/2026 18:17,,,,,,8,1.9.0,8
030926-184303,3/9/2026 18:43,dsDNA BR,0826ASHC_08,40.4,ng/uL,1.01,ug/mL,5,40,N/A,0.8-200,200-400,BLUE,14.48189944,1048.081759,,258,3/9/2026 18:17,,,,,,8,1.9.0,8
030926-184303,3/9/2026 18:43,dsDNA BR,0826ASHC_09,97.2,ng/uL,2.43,ug/mL,5,40,N/A,0.8-200,200-400,BLUE,16.68751091,1238.488301,,669,3/9/2026 18:17,,,,,,8,1.9.0,8
030926-184303,3/9/2026 18:43,dsDNA BR,0826ASHC_10,60,ng/uL,1.5,ug/mL,5,40,N/A,0.8-200,200-400,BLUE,16.89958893,1294.582596,,454,3/9/2026 18:17,,,,,,8,1.9.0,8
030926-184303,3/9/2026 18:43,dsDNA BR,0826ASHC_11,27.8,ng/uL,0.695,ug/mL,5,40,N/A,0.8-200,200-400,BLUE,15.38474589,1220.293427,,213,3/9/2026 18:17,,,,,,8,1.9.0,8
030926-184303,3/9/2026 18:43,dsDNA BR,0826ASHC_12,86.4,ng/uL,2.16,ug/mL,5,40,N/A,0.8-200,200-400,BLUE,15.80284257,1246.224609,,608,3/9/2026 18:17,,,,,,8,1.9.0,8
030926-184303,3/9/2026 18:43,dsDNA BR,0826ASHC_13,45.2,ng/uL,1.13,ug/mL,5,40,N/A,0.8-200,200-400,BLUE,15.89979253,1245.40005,,337,3/9/2026 18:17,,,,,,8,1.9.0,8
030926-184303,3/9/2026 18:43,dsDNA BR,0826ASHC_14,49.2,ng/uL,1.23,ug/mL,5,40,N/A,0.8-200,200-400,BLUE,14.01532779,1102.193474,,324,3/9/2026 18:17,,,,,,8,1.9.0,8
030926-184303,3/9/2026 18:43,dsDNA BR,0826ASHC_15,62.4,ng/uL,1.56,ug/mL,5,40,N/A,0.8-200,200-400,BLUE,14.26376205,1090.880033,,397,3/9/2026 18:17,,,,,,8,1.9.0,8
