Run ID,Test Date,Assay Name,Sample Name,Original Sample Conc.,Original sample conc. units,Qubit Tube Conc.,Qubit tube conc. units,Sample Volume (uL),Dilution Factor,Extended Low Range,Core Range,Extended High Range,Excitation,Std 1 RFU,Std 2 RFU,Std 3 RFU,Sample RFU,Last Read Standards,Reagent Lot#,Plate Barcode,Well,Sample ID,Tags,Calibrated Tubes,Software Version,Selected Samples
270325-185255,27/03/2025 06:53:01 PM,dsDNA BR,1023GOLD_01,46.8,ng/uL,1.17,ug/mL,5,40,N/A,0.8-200,200-400,BLUE,16.09209726,1068.655394,,301,27/03/2025 06:05:59 PM,,,,,,8,1.9.0,8
270325-185255,27/03/2025 06:53:01 PM,dsDNA BR,1023GOLD_02,79.2,ng/uL,1.98,ug/mL,5,40,N/A,0.8-200,200-400,BLUE,14.78317069,1082.511139,,489,27/03/2025 06:05:59 PM,,,,,,8,1.9.0,8
270325-185255,27/03/2025 06:53:01 PM,dsDNA BR,1023GOLD_03,69.6,ng/uL,1.74,ug/mL,5,40,N/A,0.8-200,200-400,BLUE,14.18497348,1031.690964,,414,27/03/2025 06:05:59 PM,,,,,,8,1.9.0,8
270325-185255,27/03/2025 06:53:01 PM,dsDNA BR,1023GOLD_04,122,ng/uL,3.06,ug/mL,5,40,N/A,0.8-200,200-400,BLUE,14.30935111,1097.372638,,727,27/03/2025 06:05:59 PM,,,,,,8,1.9.0,8
270325-185255,27/03/2025 06:53:01 PM,dsDNA BR,1023GOLD_05,82.8,ng/uL,2.07,ug/mL,5,40,N/A,0.8-200,200-400,BLUE,14.01321388,1083.150089,,508,27/03/2025 06:05:59 PM,,,,,,8,1.9.0,8
270325-185255,27/03/2025 06:53:01 PM,dsDNA BR,1023GOLD_06,42.8,ng/uL,1.07,ug/mL,5,40,N/A,0.8-200,200-400,BLUE,12.05870814,939.8241799,,244,27/03/2025 06:05:59 PM,,,,,,8,1.9.0,8
270325-185255,27/03/2025 06:53:01 PM,dsDNA BR,1023GOLD_07,106,ng/uL,2.66,ug/mL,5,40,N/A,0.8-200,200-400,BLUE,12.35484537,924.3355632,,542,27/03/2025 06:05:59 PM,,,,,,8,1.9.0,8
270325-185255,27/03/2025 06:53:01 PM,dsDNA BR,1023GOLD_08,71.6,ng/uL,1.79,ug/mL,5,40,N/A,0.8-200,200-400,BLUE,12.41999557,909.8822818,,375,27/03/2025 06:05:59 PM,,,,,,8,1.9.0,8
270325-185255,27/03/2025 06:57:56 PM,dsDNA BR,1023GOLD_09,41.6,ng/uL,1.04,ug/mL,5,40,N/A,0.8-200,200-400,BLUE,16.09209726,1068.655394,,272,27/03/2025 06:05:59 PM,,,,,,8,1.9.0,8
270325-185255,27/03/2025 06:57:56 PM,dsDNA BR,1023GOLD_10,82.8,ng/uL,2.07,ug/mL,5,40,N/A,0.8-200,200-400,BLUE,14.78317069,1082.511139,,509,27/03/2025 06:05:59 PM,,,,,,8,1.9.0,8
270325-185255,27/03/2025 06:57:56 PM,dsDNA BR,1023GOLD_11,59.6,ng/uL,1.49,ug/mL,5,40,N/A,0.8-200,200-400,BLUE,14.18497348,1031.690964,,361,27/03/2025 06:05:59 PM,,,,,,8,1.9.0,8
270325-185255,27/03/2025 06:57:56 PM,dsDNA BR,1023GOLD_12,78.4,ng/uL,1.96,ug/mL,5,40,N/A,0.8-200,200-400,BLUE,14.30935111,1097.372638,,491,27/03/2025 06:05:59 PM,,,,,,8,1.9.0,8
270325-185255,27/03/2025 06:57:56 PM,dsDNA BR,1023GOLD_13,72.8,ng/uL,1.82,ug/mL,5,40,N/A,0.8-200,200-400,BLUE,14.01321388,1083.150089,,454,27/03/2025 06:05:59 PM,,,,,,8,1.9.0,8
270325-185255,27/03/2025 06:57:56 PM,dsDNA BR,1023GOLD_14,38.7,ng/uL,0.968,ug/mL,5,40,N/A,0.8-200,200-400,BLUE,12.05870814,939.8241799,,222,27/03/2025 06:05:59 PM,,,,,,8,1.9.0,8
270325-185255,27/03/2025 06:57:56 PM,dsDNA BR,1023GOLD_15,64.8,ng/uL,1.62,ug/mL,5,40,N/A,0.8-200,200-400,BLUE,12.35484537,924.3355632,,348,27/03/2025 06:05:59 PM,,,,,,8,1.9.0,8
270325-185255,27/03/2025 06:57:56 PM,dsDNA BR,1023GOLD_16,32.4,ng/uL,0.811,ug/mL,5,40,N/A,0.8-200,200-400,BLUE,12.41999557,909.8822818,,184,27/03/2025 06:05:59 PM,,,,,,8,1.9.0,8
270325-185255,27/03/2025 07:00:19 PM,dsDNA BR,1023GOLD_17,58,ng/uL,1.45,ug/mL,5,40,N/A,0.8-200,200-400,BLUE,16.09209726,1068.655394,,365,27/03/2025 06:05:59 PM,,,,,,8,1.9.0,8
270325-185255,27/03/2025 07:00:19 PM,dsDNA BR,1023GOLD_18,66.4,ng/uL,1.66,ug/mL,5,40,N/A,0.8-200,200-400,BLUE,14.78317069,1082.511139,,417,27/03/2025 06:05:59 PM,,,,,,8,1.9.0,8
270325-185255,27/03/2025 07:00:19 PM,dsDNA BR,1023GOLD_19,57.6,ng/uL,1.44,ug/mL,5,40,N/A,0.8-200,200-400,BLUE,14.18497348,1031.690964,,350,27/03/2025 06:05:59 PM,,,,,,8,1.9.0,8
270325-185255,27/03/2025 07:00:19 PM,dsDNA BR,1023GOLD_20,59.2,ng/uL,1.48,ug/mL,5,40,N/A,0.8-200,200-400,BLUE,14.30935111,1097.372638,,381,27/03/2025 06:05:59 PM,,,,,,8,1.9.0,8
270325-185255,27/03/2025 07:00:19 PM,dsDNA BR,1023GOLD_21,30.9,ng/uL,0.773,ug/mL,5,40,N/A,0.8-200,200-400,BLUE,14.01321388,1083.150089,,209,27/03/2025 06:05:59 PM,,,,,,8,1.9.0,8
270325-185255,27/03/2025 07:00:19 PM,dsDNA BR,1023GOLD_22,66,ng/uL,1.65,ug/mL,5,40,N/A,0.8-200,200-400,BLUE,12.05870814,939.8241799,,360,27/03/2025 06:05:59 PM,,,,,,8,1.9.0,8
270325-185255,27/03/2025 07:00:19 PM,dsDNA BR,1023GOLD_23,100,ng/uL,2.51,ug/mL,5,40,N/A,0.8-200,200-400,BLUE,12.35484537,924.3355632,,516,27/03/2025 06:05:59 PM,,,,,,8,1.9.0,8
270325-185255,27/03/2025 07:00:19 PM,dsDNA BR,1023GOLD_24,30.9,ng/uL,0.773,ug/mL,5,40,N/A,0.8-200,200-400,BLUE,12.41999557,909.8822818,,176,27/03/2025 06:05:59 PM,,,,,,8,1.9.0,8
270325-185255,27/03/2025 07:01:09 PM,dsDNA BR,1023GOLD_25,64.8,ng/uL,1.62,ug/mL,5,40,N/A,0.8-200,200-400,BLUE,16.09209726,1068.655394,,404,27/03/2025 06:05:59 PM,,,,,,8,1.9.0,7
270325-185255,27/03/2025 07:01:09 PM,dsDNA BR,1023GOLD_26,40,ng/uL,0.999,ug/mL,5,40,N/A,0.8-200,200-400,BLUE,14.78317069,1082.511139,,264,27/03/2025 06:05:59 PM,,,,,,8,1.9.0,7
270325-185255,27/03/2025 07:01:09 PM,dsDNA BR,1023GOLD_27,119,ng/uL,2.97,ug/mL,5,40,N/A,0.8-200,200-400,BLUE,14.18497348,1031.690964,,667,27/03/2025 06:05:59 PM,,,,,,8,1.9.0,7
270325-185255,27/03/2025 07:01:09 PM,dsDNA BR,1023GOLD_28,68,ng/uL,1.7,ug/mL,5,40,N/A,0.8-200,200-400,BLUE,14.30935111,1097.372638,,432,27/03/2025 06:05:59 PM,,,,,,8,1.9.0,7
270325-185255,27/03/2025 07:01:09 PM,dsDNA BR,1023GOLD_29,64,ng/uL,1.6,ug/mL,5,40,N/A,0.8-200,200-400,BLUE,14.01321388,1083.150089,,402,27/03/2025 06:05:59 PM,,,,,,8,1.9.0,7
270325-185255,27/03/2025 07:01:09 PM,dsDNA BR,1023GOLD_30,52,ng/uL,1.3,ug/mL,5,40,N/A,0.8-200,200-400,BLUE,12.05870814,939.8241799,,290,27/03/2025 06:05:59 PM,,,,,,8,1.9.0,7
270325-183123,27/03/2025 06:31:29 PM,dsDNA BR,1023GOLD_01,30,ng/uL,0.749,ug/mL,5,40,N/A,0.8-200,200-400,BLUE,16.09209726,1068.655394,,202,27/03/2025 06:05:59 PM,,,,,,8,1.9.0,8
270325-183123,27/03/2025 06:31:29 PM,dsDNA BR,1023GOLD_02,53.2,ng/uL,1.33,ug/mL,5,40,N/A,0.8-200,200-400,BLUE,14.78317069,1082.511139,,341,27/03/2025 06:05:59 PM,,,,,,8,1.9.0,8
270325-185255,27/03/2025 07:01:09 PM,dsDNA BR,1023GOLD_03,63.6,ng/uL,1.59,ug/mL,5,40,N/A,0.8-200,200-400,BLUE,12.35484537,924.3355632,,343,27/03/2025 06:05:59 PM,,,,,,8,1.9.0,7
270325-183123,27/03/2025 06:31:29 PM,dsDNA BR,1023GOLD_04,80,ng/uL,2,ug/mL,5,40,N/A,0.8-200,200-400,BLUE,14.30935111,1097.372638,,500,27/03/2025 06:05:59 PM,,,,,,8,1.9.0,8
270325-183123,27/03/2025 06:31:29 PM,dsDNA BR,1023GOLD_05,51.6,ng/uL,1.29,ug/mL,5,40,N/A,0.8-200,200-400,BLUE,14.01321388,1083.150089,,332,27/03/2025 06:05:59 PM,,,,,,8,1.9.0,8
