Run ID,Test Date,Assay Name,Sample Name,Original Sample Conc.,Original sample conc. units,Qubit Tube Conc.,Qubit tube conc. units,Sample Volume (uL),Dilution Factor,Extended Low Range,Core Range,Extended High Range,Excitation,Std 1 RFU,Std 2 RFU,Std 3 RFU,Sample RFU,Last Read Standards,Reagent Lot#,Plate Barcode,Well,Sample ID,Tags,Calibrated Tubes,Software Version,Selected Samples
230726-185131,23/07/2026 06:51:37 PM,dsDNA BR,0925ASHC_01,42.4,ng/uL,1.06,ug/mL,5,40,N/A,0.8-200,200-400,BLUE,18.46785455,1364.733061,,351,23/07/2026 05:45:48 PM,,,,,,8,1.9.0,8
230726-185131,23/07/2026 06:51:37 PM,dsDNA BR,0925ASHC_02,56.8,ng/uL,1.42,ug/mL,5,40,N/A,0.8-200,200-400,BLUE,18.24022611,1387.58601,,464,23/07/2026 05:45:48 PM,,,,,,8,1.9.0,8
230726-185131,23/07/2026 06:51:37 PM,dsDNA BR,0925ASHC_03,51.2,ng/uL,1.28,ug/mL,5,40,N/A,0.8-200,200-400,BLUE,16.83851416,1286.071248,,391,23/07/2026 05:45:48 PM,,,,,,8,1.9.0,8
230726-185131,23/07/2026 06:51:37 PM,dsDNA BR,0925ASHC_04,56,ng/uL,1.4,ug/mL,5,40,N/A,0.8-200,200-400,BLUE,17.37164392,1329.93262,,439,23/07/2026 05:45:48 PM,,,,,,8,1.9.0,8
230726-185131,23/07/2026 06:51:37 PM,dsDNA BR,0925ASHC_05,56.8,ng/uL,1.42,ug/mL,5,40,N/A,0.8-200,200-400,BLUE,17.35966347,1365.817019,,457,23/07/2026 05:45:48 PM,,,,,,8,1.9.0,8
230726-185131,23/07/2026 06:51:37 PM,dsDNA BR,0925ASHC_06,43.6,ng/uL,1.09,ug/mL,5,40,N/A,0.8-200,200-400,BLUE,15.29303687,1183.921681,,311,23/07/2026 05:45:48 PM,,,,,,8,1.9.0,8
230726-185131,23/07/2026 06:51:37 PM,dsDNA BR,0925ASHC_07,72,ng/uL,1.8,ug/mL,5,40,N/A,0.8-200,200-400,BLUE,15.53863597,1191.479443,,494,23/07/2026 05:45:48 PM,,,,,,8,1.9.0,8
230726-185131,23/07/2026 06:51:37 PM,dsDNA BR,0925ASHC_08,47.2,ng/uL,1.18,ug/mL,5,40,N/A,0.8-200,200-400,BLUE,15.53863597,1204.253379,,340,23/07/2026 05:45:48 PM,,,,,,8,1.9.0,8
230726-185131,23/07/2026 06:52:30 PM,dsDNA BR,0925ASHC_09,74.8,ng/uL,1.87,ug/mL,5,40,N/A,0.8-200,200-400,BLUE,18.46785455,1364.733061,,584,23/07/2026 05:45:48 PM,,,,,,8,1.9.0,8
230726-185131,23/07/2026 06:52:30 PM,dsDNA BR,0925ASHC_10,71.2,ng/uL,1.78,ug/mL,5,40,N/A,0.8-200,200-400,BLUE,18.24022611,1387.58601,,568,23/07/2026 05:45:48 PM,,,,,,8,1.9.0,8
230726-185131,23/07/2026 06:52:30 PM,dsDNA BR,0925ASHC_11,105,ng/uL,2.62,ug/mL,5,40,N/A,0.8-200,200-400,BLUE,16.83851416,1286.071248,,743,23/07/2026 05:45:48 PM,,,,,,8,1.9.0,8
230726-185131,23/07/2026 06:52:30 PM,dsDNA BR,0925ASHC_12,89.6,ng/uL,2.24,ug/mL,5,40,N/A,0.8-200,200-400,BLUE,17.37164392,1329.93262,,671,23/07/2026 05:45:48 PM,,,,,,8,1.9.0,8
230726-185131,23/07/2026 06:52:30 PM,dsDNA BR,0925ASHC_13,74,ng/uL,1.85,ug/mL,5,40,N/A,0.8-200,200-400,BLUE,17.35966347,1365.817019,,578,23/07/2026 05:45:48 PM,,,,,,8,1.9.0,8
230726-185131,23/07/2026 06:52:30 PM,dsDNA BR,0925ASHC_14,31.5,ng/uL,0.788,ug/mL,5,40,N/A,0.8-200,200-400,BLUE,15.29303687,1183.921681,,232,23/07/2026 05:45:48 PM,,,,,,8,1.9.0,8
230726-185131,23/07/2026 06:52:30 PM,dsDNA BR,0925ASHC_15,84.8,ng/uL,2.12,ug/mL,5,40,N/A,0.8-200,200-400,BLUE,15.53863597,1191.479443,,572,23/07/2026 05:45:48 PM,,,,,,8,1.9.0,8
230726-185131,23/07/2026 06:52:30 PM,dsDNA BR,0925ASHC_16,68,ng/uL,1.7,ug/mL,5,40,N/A,0.8-200,200-400,BLUE,15.53863597,1204.253379,,475,23/07/2026 05:45:48 PM,,,,,,8,1.9.0,8
230726-185131,23/07/2026 06:53:37 PM,dsDNA BR,0925ASHC_17,94.4,ng/uL,2.36,ug/mL,5,40,N/A,0.8-200,200-400,BLUE,18.46785455,1364.733061,,720,23/07/2026 05:45:48 PM,,,,,,8,1.9.0,8
230726-185131,23/07/2026 06:53:37 PM,dsDNA BR,0925ASHC_18,55.6,ng/uL,1.39,ug/mL,5,40,N/A,0.8-200,200-400,BLUE,18.24022611,1387.58601,,456,23/07/2026 05:45:48 PM,,,,,,8,1.9.0,8
230726-185131,23/07/2026 06:53:37 PM,dsDNA BR,0925ASHC_19,66,ng/uL,1.65,ug/mL,5,40,N/A,0.8-200,200-400,BLUE,16.83851416,1286.071248,,492,23/07/2026 05:45:48 PM,,,,,,8,1.9.0,8
230726-185131,23/07/2026 06:53:37 PM,dsDNA BR,0925ASHC_20,42.4,ng/uL,1.06,ug/mL,5,40,N/A,0.8-200,200-400,BLUE,17.37164392,1329.93262,,341,23/07/2026 05:45:48 PM,,,,,,8,1.9.0,8
230726-185131,23/07/2026 06:53:37 PM,dsDNA BR,0925ASHC_21,59.6,ng/uL,1.49,ug/mL,5,40,N/A,0.8-200,200-400,BLUE,17.35966347,1365.817019,,478,23/07/2026 05:45:48 PM,,,,,,8,1.9.0,8
230726-185131,23/07/2026 06:53:37 PM,dsDNA BR,0925ASHC_22,85.6,ng/uL,2.14,ug/mL,5,40,N/A,0.8-200,200-400,BLUE,15.29303687,1183.921681,,572,23/07/2026 05:45:48 PM,,,,,,8,1.9.0,8
230726-185131,23/07/2026 06:53:37 PM,dsDNA BR,0925ASHC_23,56,ng/uL,1.4,ug/mL,5,40,N/A,0.8-200,200-400,BLUE,15.53863597,1191.479443,,393,23/07/2026 05:45:48 PM,,,,,,8,1.9.0,8
230726-185131,23/07/2026 06:53:37 PM,dsDNA BR,0925ASHC_24,72.4,ng/uL,1.81,ug/mL,5,40,N/A,0.8-200,200-400,BLUE,15.53863597,1204.253379,,502,23/07/2026 05:45:48 PM,,,,,,8,1.9.0,8
230726-185131,23/07/2026 06:53:58 PM,dsDNA BR,0925ASHC_25,59.6,ng/uL,1.49,ug/mL,5,40,N/A,0.8-200,200-400,BLUE,18.46785455,1364.733061,,476,23/07/2026 05:45:48 PM,,,,,,8,1.9.0,6
230726-185131,23/07/2026 06:53:58 PM,dsDNA BR,0925ASHC_26,67.6,ng/uL,1.69,ug/mL,5,40,N/A,0.8-200,200-400,BLUE,18.24022611,1387.58601,,543,23/07/2026 05:45:48 PM,,,,,,8,1.9.0,6
230726-185131,23/07/2026 06:53:58 PM,dsDNA BR,0925ASHC_27,94.4,ng/uL,2.36,ug/mL,5,40,N/A,0.8-200,200-400,BLUE,16.83851416,1286.071248,,679,23/07/2026 05:45:48 PM,,,,,,8,1.9.0,6
230726-185131,23/07/2026 06:53:58 PM,dsDNA BR,0925ASHC_28,74.4,ng/uL,1.86,ug/mL,5,40,N/A,0.8-200,200-400,BLUE,17.37164392,1329.93262,,566,23/07/2026 05:45:48 PM,,,,,,8,1.9.0,6
230726-185131,23/07/2026 06:53:58 PM,dsDNA BR,0925ASHC_29,49.6,ng/uL,1.24,ug/mL,5,40,N/A,0.8-200,200-400,BLUE,17.35966347,1365.817019,,403,23/07/2026 05:45:48 PM,,,,,,8,1.9.0,6
230726-185131,23/07/2026 06:53:58 PM,dsDNA BR,0925ASHC_30,99.2,ng/uL,2.48,ug/mL,5,40,N/A,0.8-200,200-400,BLUE,15.29303687,1183.921681,,653,23/07/2026 05:45:48 PM,,,,,,8,1.9.0,6
