Run ID,Test Date,Assay Name,Sample Name,Original Sample Conc.,Original sample conc. units,Qubit Tube Conc.,Qubit tube conc. units,Sample Volume (uL),Dilution Factor,Extended Low Range,Core Range,Extended High Range,Excitation,Std 1 RFU,Std 2 RFU,Std 3 RFU,Sample RFU,Last Read Standards,Reagent Lot#,Plate Barcode,Well,Sample ID,Tags,Calibrated Tubes,Software Version,Selected Samples
020426-134710,2/4/2026 13:47,dsDNA BR,1025ASHC_01,36.2,ng/uL,0.906,ug/mL,5,40,N/A,0.8-200,200-400,BLUE,17.09781376,1205.030532,,269,2/4/2026 13:18,,,,,,8,1.9.0,8
020426-134710,2/4/2026 13:47,dsDNA BR,1025ASHC_02,36.3,ng/uL,0.907,ug/mL,5,40,N/A,0.8-200,200-400,BLUE,16.46169899,1219.83055,,272,2/4/2026 13:18,,,,,,8,1.9.0,8
020426-134710,2/4/2026 13:47,dsDNA BR,1025ASHC_03,45.6,ng/uL,1.14,ug/mL,5,40,N/A,0.8-200,200-400,BLUE,15.16568947,1106.577722,,304,2/4/2026 13:18,,,,,,8,1.9.0,8
020426-134710,2/4/2026 13:47,dsDNA BR,1025ASHC_04,84.4,ng/uL,2.11,ug/mL,5,40,N/A,0.8-200,200-400,BLUE,16.65193893,1209.571582,,579,2/4/2026 13:18,,,,,,8,1.9.0,8
020426-134710,2/4/2026 13:47,dsDNA BR,1025ASHC_05,56.4,ng/uL,1.41,ug/mL,5,40,N/A,0.8-200,200-400,BLUE,16.33090904,1228.187508,,407,2/4/2026 13:18,,,,,,8,1.9.0,8
020426-134710,2/4/2026 13:47,dsDNA BR,1025ASHC_06,50,ng/uL,1.25,ug/mL,5,40,N/A,0.8-200,200-400,BLUE,13.87562494,1087.242599,,324,2/4/2026 13:18,,,,,,8,1.9.0,8
020426-134710,2/4/2026 13:47,dsDNA BR,1025ASHC_07,64.4,ng/uL,1.61,ug/mL,5,40,N/A,0.8-200,200-400,BLUE,14.32149978,1061.601122,,397,2/4/2026 13:18,,,,,,8,1.9.0,8
020426-134710,2/4/2026 13:47,dsDNA BR,1025ASHC_08,46.4,ng/uL,1.16,ug/mL,5,40,N/A,0.8-200,200-400,BLUE,15.52238934,1052.9232,,296,2/4/2026 13:18,,,,,,8,1.9.0,8
020426-134710,2/4/2026 13:47,dsDNA BR,1025ASHC_09,40.8,ng/uL,1.02,ug/mL,5,40,N/A,0.8-200,200-400,BLUE,17.09781376,1205.030532,,301,2/4/2026 13:18,,,,,,8,1.9.0,8
020426-134710,2/4/2026 13:47,dsDNA BR,1025ASHC_10,54.8,ng/uL,1.37,ug/mL,5,40,N/A,0.8-200,200-400,BLUE,16.46169899,1219.83055,,394,2/4/2026 13:18,,,,,,8,1.9.0,8
020426-134710,2/4/2026 13:47,dsDNA BR,1025ASHC_11,76.8,ng/uL,1.92,ug/mL,5,40,N/A,0.8-200,200-400,BLUE,15.16568947,1106.577722,,486,2/4/2026 13:18,,,,,,8,1.9.0,8
020426-134710,2/4/2026 13:47,dsDNA BR,1025ASHC_12,62.4,ng/uL,1.56,ug/mL,5,40,N/A,0.8-200,200-400,BLUE,16.65193893,1209.571582,,442,2/4/2026 13:18,,,,,,8,1.9.0,8
020426-134710,2/4/2026 13:47,dsDNA BR,1025ASHC_13,43.6,ng/uL,1.09,ug/mL,5,40,N/A,0.8-200,200-400,BLUE,16.33090904,1228.187508,,322,2/4/2026 13:18,,,,,,8,1.9.0,8
020426-134710,2/4/2026 13:47,dsDNA BR,1025ASHC_14,64,ng/uL,1.6,ug/mL,5,40,N/A,0.8-200,200-400,BLUE,13.87562494,1087.242599,,405,2/4/2026 13:18,,,,,,8,1.9.0,8
020426-134710,2/4/2026 13:47,dsDNA BR,1025ASHC_15,61.6,ng/uL,1.54,ug/mL,5,40,N/A,0.8-200,200-400,BLUE,14.32149978,1061.601122,,383,2/4/2026 13:18,,,,,,8,1.9.0,8
020426-134710,2/4/2026 13:47,dsDNA BR,1025ASHC_16,56,ng/uL,1.4,ug/mL,5,40,N/A,0.8-200,200-400,BLUE,15.52238934,1052.9232,,349,2/4/2026 13:18,,,,,,8,1.9.0,8
020426-134710,2/4/2026 13:48,dsDNA BR,1025ASHC_17,55.6,ng/uL,1.39,ug/mL,5,40,N/A,0.8-200,200-400,BLUE,17.09781376,1205.030532,,396,2/4/2026 13:18,,,,,,8,1.9.0,8
020426-134710,2/4/2026 13:48,dsDNA BR,1025ASHC_18,40,ng/uL,0.999,ug/mL,5,40,N/A,0.8-200,200-400,BLUE,16.46169899,1219.83055,,297,2/4/2026 13:18,,,,,,8,1.9.0,8
020426-134710,2/4/2026 13:48,dsDNA BR,1025ASHC_19,40.4,ng/uL,1.01,ug/mL,5,40,N/A,0.8-200,200-400,BLUE,15.16568947,1106.577722,,272,2/4/2026 13:18,,,,,,8,1.9.0,8
020426-134710,2/4/2026 13:48,dsDNA BR,1025ASHC_20,119,ng/uL,2.97,ug/mL,5,40,N/A,0.8-200,200-400,BLUE,16.65193893,1209.571582,,781,2/4/2026 13:18,,,,,,8,1.9.0,8
020426-134710,2/4/2026 13:48,dsDNA BR,1025ASHC_21,65.2,ng/uL,1.63,ug/mL,5,40,N/A,0.8-200,200-400,BLUE,16.33090904,1228.187508,,465,2/4/2026 13:18,,,,,,8,1.9.0,8
020426-134710,2/4/2026 13:48,dsDNA BR,1025ASHC_22,61.6,ng/uL,1.54,ug/mL,5,40,N/A,0.8-200,200-400,BLUE,13.87562494,1087.242599,,391,2/4/2026 13:18,,,,,,8,1.9.0,8
020426-134710,2/4/2026 13:48,dsDNA BR,1025ASHC_23,72,ng/uL,1.8,ug/mL,5,40,N/A,0.8-200,200-400,BLUE,14.32149978,1061.601122,,440,2/4/2026 13:18,,,,,,8,1.9.0,8
020426-134710,2/4/2026 13:48,dsDNA BR,1025ASHC_24,48,ng/uL,1.2,ug/mL,5,40,N/A,0.8-200,200-400,BLUE,15.52238934,1052.9232,,304,2/4/2026 13:18,,,,,,8,1.9.0,8
020426-134710,2/4/2026 13:49,dsDNA BR,1025ASHC_25,72,ng/uL,1.8,ug/mL,5,40,N/A,0.8-200,200-400,BLUE,17.09781376,1205.030532,,500,2/4/2026 13:18,,,,,,8,1.9.0,8
020426-134710,2/4/2026 13:49,dsDNA BR,1025ASHC_26,50.4,ng/uL,1.26,ug/mL,5,40,N/A,0.8-200,200-400,BLUE,16.46169899,1219.83055,,366,2/4/2026 13:18,,,,,,8,1.9.0,8
020426-134710,2/4/2026 13:49,dsDNA BR,1025ASHC_27,91.6,ng/uL,2.29,ug/mL,5,40,N/A,0.8-200,200-400,BLUE,15.16568947,1106.577722,,568,2/4/2026 13:18,,,,,,8,1.9.0,8
020426-134710,2/4/2026 13:49,dsDNA BR,1025ASHC_28,83.2,ng/uL,2.08,ug/mL,5,40,N/A,0.8-200,200-400,BLUE,16.65193893,1209.571582,,570,2/4/2026 13:18,,,,,,8,1.9.0,8
020426-134710,2/4/2026 13:49,dsDNA BR,1025ASHC_29,60.4,ng/uL,1.51,ug/mL,5,40,N/A,0.8-200,200-400,BLUE,16.33090904,1228.187508,,434,2/4/2026 13:18,,,,,,8,1.9.0,8
020426-134710,2/4/2026 13:49,dsDNA BR,1025ASHC_30,76.4,ng/uL,1.91,ug/mL,5,40,N/A,0.8-200,200-400,BLUE,13.87562494,1087.242599,,475,2/4/2026 13:18,,,,,,8,1.9.0,8
020426-134710,2/4/2026 13:49,dsDNA BR,1025ASHC_Blank1,0.0836,ng/uL,0.00209,ug/mL,5,40,N/A,0.8-200,200-400,BLUE,15.52238934,1052.9232,,16,2/4/2026 13:18,,,,,,8,1.9.0,8
020426-134235,2/4/2026 13:42,dsDNA BR,1025ASHC_01,32.9,ng/uL,0.823,ug/mL,5,40,N/A,0.8-200,200-400,BLUE,17.09781376,1205.030532,,247,2/4/2026 13:18,,,,,,8,1.9.0,8
020426-134235,2/4/2026 13:42,dsDNA BR,1025ASHC_02,34.3,ng/uL,0.858,ug/mL,5,40,N/A,0.8-200,200-400,BLUE,16.46169899,1219.83055,,259,2/4/2026 13:18,,,,,,8,1.9.0,8
020426-134235,2/4/2026 13:42,dsDNA BR,1025ASHC_03,42.8,ng/uL,1.07,ug/mL,5,40,N/A,0.8-200,200-400,BLUE,15.16568947,1106.577722,,286,2/4/2026 13:18,,,,,,8,1.9.0,8
020426-134235,2/4/2026 13:42,dsDNA BR,1025ASHC_04,77.2,ng/uL,1.93,ug/mL,5,40,N/A,0.8-200,200-400,BLUE,16.65193893,1209.571582,,535,2/4/2026 13:18,,,,,,8,1.9.0,8
020426-134235,2/4/2026 13:42,dsDNA BR,1025ASHC_05,49.6,ng/uL,1.24,ug/mL,5,40,N/A,0.8-200,200-400,BLUE,16.33090904,1228.187508,,364,2/4/2026 13:18,,,,,,8,1.9.0,8
020426-134235,2/4/2026 13:42,dsDNA BR,1025ASHC_06,46.8,ng/uL,1.17,ug/mL,5,40,N/A,0.8-200,200-400,BLUE,13.87562494,1087.242599,,304,2/4/2026 13:18,,,,,,8,1.9.0,8
020426-134235,2/4/2026 13:42,dsDNA BR,1025ASHC_07,59.2,ng/uL,1.48,ug/mL,5,40,N/A,0.8-200,200-400,BLUE,14.32149978,1061.601122,,369,2/4/2026 13:18,,,,,,8,1.9.0,8
020426-134235,2/4/2026 13:42,dsDNA BR,1025ASHC_08,43.6,ng/uL,1.09,ug/mL,5,40,N/A,0.8-200,200-400,BLUE,15.52238934,1052.9232,,278,2/4/2026 13:18,,,,,,8,1.9.0,8
020426-134235,2/4/2026 13:43,dsDNA BR,1025ASHC_09,46.4,ng/uL,1.16,ug/mL,5,40,N/A,0.8-200,200-400,BLUE,17.09781376,1205.030532,,336,2/4/2026 13:18,,,,,,8,1.9.0,8
020426-134235,2/4/2026 13:43,dsDNA BR,1025ASHC_10,60.4,ng/uL,1.51,ug/mL,5,40,N/A,0.8-200,200-400,BLUE,16.46169899,1219.83055,,432,2/4/2026 13:18,,,,,,8,1.9.0,8
020426-134235,2/4/2026 13:43,dsDNA BR,1025ASHC_11,76,ng/uL,1.9,ug/mL,5,40,N/A,0.8-200,200-400,BLUE,15.16568947,1106.577722,,481,2/4/2026 13:18,,,,,,8,1.9.0,8
020426-134235,2/4/2026 13:43,dsDNA BR,1025ASHC_12,68.8,ng/uL,1.72,ug/mL,5,40,N/A,0.8-200,200-400,BLUE,16.65193893,1209.571582,,481,2/4/2026 13:18,,,,,,8,1.9.0,8
020426-134235,2/4/2026 13:43,dsDNA BR,1025ASHC_13,44.8,ng/uL,1.12,ug/mL,5,40,N/A,0.8-200,200-400,BLUE,16.33090904,1228.187508,,332,2/4/2026 13:18,,,,,,8,1.9.0,8
020426-134235,2/4/2026 13:43,dsDNA BR,1025ASHC_14,70.4,ng/uL,1.76,ug/mL,5,40,N/A,0.8-200,200-400,BLUE,13.87562494,1087.242599,,441,2/4/2026 13:18,,,,,,8,1.9.0,8
020426-134235,2/4/2026 13:43,dsDNA BR,1025ASHC_15,65.2,ng/uL,1.63,ug/mL,5,40,N/A,0.8-200,200-400,BLUE,14.32149978,1061.601122,,401,2/4/2026 13:18,,,,,,8,1.9.0,8
020426-134235,2/4/2026 13:43,dsDNA BR,1025ASHC_16,69.6,ng/uL,1.74,ug/mL,5,40,N/A,0.8-200,200-400,BLUE,15.52238934,1052.9232,,425,2/4/2026 13:18,,,,,,8,1.9.0,8
020426-134235,2/4/2026 13:45,dsDNA BR,1025ASHC_17,56.8,ng/uL,1.42,ug/mL,5,40,N/A,0.8-200,200-400,BLUE,17.09781376,1205.030532,,403,2/4/2026 13:18,,,,,,8,1.9.0,8
020426-134235,2/4/2026 13:45,dsDNA BR,1025ASHC_18,48.4,ng/uL,1.21,ug/mL,5,40,N/A,0.8-200,200-400,BLUE,16.46169899,1219.83055,,354,2/4/2026 13:18,,,,,,8,1.9.0,8
020426-134235,2/4/2026 13:45,dsDNA BR,1025ASHC_19,44.4,ng/uL,1.11,ug/mL,5,40,N/A,0.8-200,200-400,BLUE,15.16568947,1106.577722,,297,2/4/2026 13:18,,,,,,8,1.9.0,8
020426-134235,2/4/2026 13:45,dsDNA BR,1025ASHC_20,126,ng/uL,3.15,ug/mL,5,40,N/A,0.8-200,200-400,BLUE,16.65193893,1209.571582,,821,2/4/2026 13:18,,,,,,8,1.9.0,8
020426-134235,2/4/2026 13:45,dsDNA BR,1025ASHC_21,74.4,ng/uL,1.86,ug/mL,5,40,N/A,0.8-200,200-400,BLUE,16.33090904,1228.187508,,524,2/4/2026 13:18,,,,,,8,1.9.0,8
020426-134235,2/4/2026 13:45,dsDNA BR,1025ASHC_22,68.4,ng/uL,1.71,ug/mL,5,40,N/A,0.8-200,200-400,BLUE,13.87562494,1087.242599,,430,2/4/2026 13:18,,,,,,8,1.9.0,8
020426-134235,2/4/2026 13:45,dsDNA BR,1025ASHC_23,82.8,ng/uL,2.07,ug/mL,5,40,N/A,0.8-200,200-400,BLUE,14.32149978,1061.601122,,499,2/4/2026 13:18,,,,,,8,1.9.0,8
020426-134235,2/4/2026 13:45,dsDNA BR,1025ASHC_24,50.4,ng/uL,1.26,ug/mL,5,40,N/A,0.8-200,200-400,BLUE,15.52238934,1052.9232,,317,2/4/2026 13:18,,,,,,8,1.9.0,8
020426-134235,2/4/2026 13:45,dsDNA BR,1025ASHC_25,71.6,ng/uL,1.79,ug/mL,5,40,N/A,0.8-200,200-400,BLUE,17.09781376,1205.030532,,497,2/4/2026 13:18,,,,,,8,1.9.0,8
020426-134235,2/4/2026 13:45,dsDNA BR,1025ASHC_26,49.6,ng/uL,1.24,ug/mL,5,40,N/A,0.8-200,200-400,BLUE,16.46169899,1219.83055,,361,2/4/2026 13:18,,,,,,8,1.9.0,8
020426-134235,2/4/2026 13:45,dsDNA BR,1025ASHC_27,99.2,ng/uL,2.48,ug/mL,5,40,N/A,0.8-200,200-400,BLUE,15.16568947,1106.577722,,610,2/4/2026 13:18,,,,,,8,1.9.0,8
020426-134235,2/4/2026 13:45,dsDNA BR,1025ASHC_28,81.2,ng/uL,2.03,ug/mL,5,40,N/A,0.8-200,200-400,BLUE,16.65193893,1209.571582,,559,2/4/2026 13:18,,,,,,8,1.9.0,8
020426-134235,2/4/2026 13:45,dsDNA BR,1025ASHC_29,59.2,ng/uL,1.48,ug/mL,5,40,N/A,0.8-200,200-400,BLUE,16.33090904,1228.187508,,427,2/4/2026 13:18,,,,,,8,1.9.0,8
020426-134235,2/4/2026 13:45,dsDNA BR,1025ASHC_30,82.4,ng/uL,2.06,ug/mL,5,40,N/A,0.8-200,200-400,BLUE,13.87562494,1087.242599,,507,2/4/2026 13:18,,,,,,8,1.9.0,8
020426-134235,2/4/2026 13:45,dsDNA BR,1025ASHC_DNABlank1,0.26,ng/uL,0.0065,ug/mL,5,40,N/A,0.8-200,200-400,BLUE,14.32149978,1061.601122,,16,2/4/2026 13:18,,,,,,8,1.9.0,8
020426-134235,2/4/2026 13:45,dsDNA BR,1025ASHC_DNABlank2,0.0748,ng/uL,0.00187,ug/mL,5,40,N/A,0.8-200,200-400,BLUE,15.52238934,1052.9232,,16,2/4/2026 13:18,,,,,,8,1.9.0,8
