Run ID,Test Date,Assay Name,Sample Name,Original Sample Conc.,Original sample conc. units,Qubit Tube Conc.,Qubit tube conc. units,Sample Volume (uL),Dilution Factor,Extended Low Range,Core Range,Extended High Range,Excitation,Std 1 RFU,Std 2 RFU,Std 3 RFU,Sample RFU,Last Read Standards,Reagent Lot#,Plate Barcode,Well,Sample ID,Tags,Calibrated Tubes,Software Version,Selected Samples
100726-184547,10/7/2026 18:45,dsDNA BR,0625GOLD_01,75.6,ng/uL,1.89,ug/mL,5,40,N/A,0.8-200,200-400,BLUE,16.88675395,1223.516727,,530,10/7/2026 17:45,,,,,,8,1.9.0,8
100726-184547,10/7/2026 18:45,dsDNA BR,0625GOLD_02,80.8,ng/uL,2.02,ug/mL,5,40,N/A,0.8-200,200-400,BLUE,16.41751034,1209.200469,,556,10/7/2026 17:45,,,,,,8,1.9.0,8
100726-184547,10/7/2026 18:45,dsDNA BR,0625GOLD_03,47.6,ng/uL,1.19,ug/mL,5,40,N/A,0.8-200,200-400,BLUE,15.23236943,1168.970582,,334,10/7/2026 17:45,,,,,,8,1.9.0,8
100726-184547,10/7/2026 18:45,dsDNA BR,0625GOLD_04,25.4,ng/uL,0.636,ug/mL,5,40,N/A,0.8-200,200-400,BLUE,16.00241023,1203.955185,,195,10/7/2026 17:45,,,,,,8,1.9.0,8
100726-184547,10/7/2026 18:45,dsDNA BR,0625GOLD_05,19.8,ng/uL,0.496,ug/mL,5,40,N/A,0.8-200,200-400,BLUE,16.62806837,1219.47449,,159,10/7/2026 17:45,,,,,,8,1.9.0,8
100726-184547,10/7/2026 18:45,dsDNA BR,0625GOLD_06,43.2,ng/uL,1.08,ug/mL,5,40,N/A,0.8-200,200-400,BLUE,14.19762712,1076.799145,,282,10/7/2026 17:45,,,,,,8,1.9.0,8
100726-184547,10/7/2026 18:45,dsDNA BR,0625GOLD_07,73.2,ng/uL,1.83,ug/mL,5,40,N/A,0.8-200,200-400,BLUE,14.29388222,1075.018635,,452,10/7/2026 17:45,,,,,,8,1.9.0,8
100726-184547,10/7/2026 18:45,dsDNA BR,0625GOLD_08,18.3,ng/uL,0.457,ug/mL,5,40,N/A,0.8-200,200-400,BLUE,14.52248808,1067.583805,,129,10/7/2026 17:45,,,,,,8,1.9.0,8
100726-184547,10/7/2026 18:46,dsDNA BR,0625GOLD_09,17.6,ng/uL,0.44,ug/mL,5,40,N/A,0.8-200,200-400,BLUE,16.88675395,1223.516727,,144,10/7/2026 17:45,,,,,,8,1.9.0,8
100726-184547,10/7/2026 18:46,dsDNA BR,0625GOLD_10,123,ng/uL,3.08,ug/mL,5,40,N/A,0.8-200,200-400,BLUE,16.41751034,1209.200469,,806,10/7/2026 17:45,,,,,,8,1.9.0,8
