Run ID,Test Date,Assay Name,Sample Name,Original Sample Conc.,Original sample conc. units,Qubit Tube Conc.,Qubit tube conc. units,Sample Volume (uL),Dilution Factor,Extended Low Range,Core Range,Extended High Range,Excitation,Std 1 RFU,Std 2 RFU,Std 3 RFU,Sample RFU,Last Read Standards,Reagent Lot#,Plate Barcode,Well,Sample ID,Tags,Calibrated Tubes,Software Version,Selected Samples
290725-133951,29/07/2025 01:39:57 PM,dsDNA BR,1024GOLD_01,51.6,ng/uL,1.29,ug/mL,5,40,N/A,0.8-200,200-400,BLUE,15.95981825,1162.493104,,357,29/07/2025 12:56:41 PM,,,,,,8,1.9.0,8
290725-133951,29/07/2025 01:39:57 PM,dsDNA BR,1024GOLD_02,64.8,ng/uL,1.62,ug/mL,5,40,N/A,0.8-200,200-400,BLUE,16.25032015,981.1889614,,372,29/07/2025 12:56:41 PM,,,,,,8,1.9.0,8
290725-133951,29/07/2025 01:39:57 PM,dsDNA BR,1024GOLD_03,48,ng/uL,1.2,ug/mL,5,40,N/A,0.8-200,200-400,BLUE,15.05866953,985.1915876,,285,29/07/2025 12:56:41 PM,,,,,,8,1.9.0,8
290725-133951,29/07/2025 01:39:57 PM,dsDNA BR,1024GOLD_04,42.8,ng/uL,1.07,ug/mL,5,40,N/A,0.8-200,200-400,BLUE,15.38474308,1030.649562,,268,29/07/2025 12:56:41 PM,,,,,,8,1.9.0,8
290725-133951,29/07/2025 01:39:57 PM,dsDNA BR,1024GOLD_05,54.4,ng/uL,1.36,ug/mL,5,40,N/A,0.8-200,200-400,BLUE,15.49145806,1037.273167,,335,29/07/2025 12:56:41 PM,,,,,,8,1.9.0,8
290725-133951,29/07/2025 01:39:57 PM,dsDNA BR,1024GOLD_06,35.4,ng/uL,0.885,ug/mL,5,40,N/A,0.8-200,200-400,BLUE,13.38087288,901.0830691,,198,29/07/2025 12:56:41 PM,,,,,,8,1.9.0,8
290725-133951,29/07/2025 01:39:57 PM,dsDNA BR,1024GOLD_07,60.4,ng/uL,1.51,ug/mL,5,40,N/A,0.8-200,200-400,BLUE,13.45794481,915.539962,,324,29/07/2025 12:56:41 PM,,,,,,8,1.9.0,8
290725-133951,29/07/2025 01:39:57 PM,dsDNA BR,1024GOLD_08,44,ng/uL,1.1,ug/mL,5,40,N/A,0.8-200,200-400,BLUE,12.33743751,871.1315656,,233,29/07/2025 12:56:41 PM,,,,,,8,1.9.0,8
290725-133951,29/07/2025 01:41:50 PM,dsDNA BR,1024GOLD_09,38.1,ng/uL,0.953,ug/mL,5,40,N/A,0.8-200,200-400,BLUE,15.95981825,1162.493104,,271,29/07/2025 12:56:41 PM,,,,,,8,1.9.0,8
290725-133951,29/07/2025 01:41:50 PM,dsDNA BR,1024GOLD_10,66,ng/uL,1.65,ug/mL,5,40,N/A,0.8-200,200-400,BLUE,16.25032015,981.1889614,,379,29/07/2025 12:56:41 PM,,,,,,8,1.9.0,8
290725-133951,29/07/2025 01:41:50 PM,dsDNA BR,1024GOLD_11,46,ng/uL,1.15,ug/mL,5,40,N/A,0.8-200,200-400,BLUE,15.05866953,985.1915876,,273,29/07/2025 12:56:41 PM,,,,,,8,1.9.0,8
290725-133951,29/07/2025 01:41:50 PM,dsDNA BR,1024GOLD_12,28.2,ng/uL,0.704,ug/mL,5,40,N/A,0.8-200,200-400,BLUE,15.38474308,1030.649562,,184,29/07/2025 12:56:41 PM,,,,,,8,1.9.0,8
