Run ID,Test Date,Assay Name,Sample Name,Original Sample Conc.,Original sample conc. units,Qubit Tube Conc.,Qubit tube conc. units,Sample Volume (uL),Dilution Factor,Extended Low Range,Core Range,Extended High Range,Excitation,Std 1 RFU,Std 2 RFU,Std 3 RFU,Sample RFU,Last Read Standards,Reagent Lot#,Plate Barcode,Well,Sample ID,Tags,Calibrated Tubes,Software Version,Selected Samples
160626-180254,16/06/2026 06:03:00 PM,dsDNA BR,0525GOLD_01,286,ng/uL,7.16,ug/mL,5,40,N/A,0.8-200,200-400,BLUE,17.83277209,1147.43258,,1520,16/06/2026 02:55:07 PM,,,,,,8,1.9.0,2
160626-180254,16/06/2026 06:03:00 PM,dsDNA BR,0525GOLD_01,261,ng/uL,6.53,ug/mL,5,40,N/A,0.8-200,200-400,BLUE,17.37366278,1283.444481,,1590,16/06/2026 02:55:07 PM,,,,,,8,1.9.0,2
160626-162924,16/06/2026 04:29:31 PM,dsDNA BR,0525GOLD_01,272,ng/uL,6.79,ug/mL,5,40,N/A,0.8-200,200-400,BLUE,17.83277209,1147.43258,,1460,16/06/2026 02:55:07 PM,,,,,,8,1.9.0,8
160626-162924,16/06/2026 04:29:31 PM,dsDNA BR,0525GOLD_02,72.8,ng/uL,1.82,ug/mL,5,40,N/A,0.8-200,200-400,BLUE,17.37366278,1283.444481,,537,16/06/2026 02:55:07 PM,,,,,,8,1.9.0,8
160626-162924,16/06/2026 04:29:31 PM,dsDNA BR,0525GOLD_03,169,ng/uL,4.22,ug/mL,5,40,N/A,0.8-200,200-400,BLUE,15.89363935,1202.117342,,1050,16/06/2026 02:55:07 PM,,,,,,8,1.9.0,8
160626-162924,16/06/2026 04:29:31 PM,dsDNA BR,0525GOLD_04,143,ng/uL,3.58,ug/mL,5,40,N/A,0.8-200,200-400,BLUE,16.34670775,1239.917535,,939,16/06/2026 02:55:07 PM,,,,,,8,1.9.0,8
160626-162924,16/06/2026 04:29:31 PM,dsDNA BR,0525GOLD_05,109,ng/uL,2.73,ug/mL,5,40,N/A,0.8-200,200-400,BLUE,16.3708714,1240.002018,,744,16/06/2026 02:55:07 PM,,,,,,8,1.9.0,8
160626-162924,16/06/2026 04:29:31 PM,dsDNA BR,0525GOLD_06,85.6,ng/uL,2.14,ug/mL,5,40,N/A,0.8-200,200-400,BLUE,14.38945228,1090.774532,,527,16/06/2026 02:55:07 PM,,,,,,8,1.9.0,8
160626-162924,16/06/2026 04:29:31 PM,dsDNA BR,0525GOLD_07,40.8,ng/uL,1.02,ug/mL,5,40,N/A,0.8-200,200-400,BLUE,14.53443416,1099.784061,,273,16/06/2026 02:55:07 PM,,,,,,8,1.9.0,8
160626-162924,16/06/2026 04:29:31 PM,dsDNA BR,0525GOLD_08,80,ng/uL,2,ug/mL,5,40,N/A,0.8-200,200-400,BLUE,14.89084797,1074.976176,,489,16/06/2026 02:55:07 PM,,,,,,8,1.9.0,8
160626-162924,16/06/2026 04:29:57 PM,dsDNA BR,0525GOLD_09,96,ng/uL,2.4,ug/mL,5,40,N/A,0.8-200,200-400,BLUE,17.83277209,1147.43258,,616,16/06/2026 02:55:07 PM,,,,,,8,1.9.0,8
160626-162924,16/06/2026 04:29:57 PM,dsDNA BR,0525GOLD_10,105,ng/uL,2.62,ug/mL,5,40,N/A,0.8-200,200-400,BLUE,17.37366278,1283.444481,,742,16/06/2026 02:55:07 PM,,,,,,8,1.9.0,8
160626-162924,16/06/2026 04:29:57 PM,dsDNA BR,0525GOLD_11,78,ng/uL,1.95,ug/mL,5,40,N/A,0.8-200,200-400,BLUE,15.89363935,1202.117342,,535,16/06/2026 02:55:07 PM,,,,,,8,1.9.0,8
160626-162924,16/06/2026 04:29:57 PM,dsDNA BR,0525GOLD_12,77.2,ng/uL,1.93,ug/mL,5,40,N/A,0.8-200,200-400,BLUE,16.34670775,1239.917535,,547,16/06/2026 02:55:07 PM,,,,,,8,1.9.0,8
160626-162924,16/06/2026 04:29:57 PM,dsDNA BR,0525GOLD_13,66.4,ng/uL,1.66,ug/mL,5,40,N/A,0.8-200,200-400,BLUE,16.3708714,1240.002018,,478,16/06/2026 02:55:07 PM,,,,,,8,1.9.0,8
160626-162924,16/06/2026 04:29:57 PM,dsDNA BR,0525GOLD_14,56,ng/uL,1.4,ug/mL,5,40,N/A,0.8-200,200-400,BLUE,14.38945228,1090.774532,,361,16/06/2026 02:55:07 PM,,,,,,8,1.9.0,8
160626-162924,16/06/2026 04:29:57 PM,dsDNA BR,0525GOLD_15,35.6,ng/uL,0.889,ug/mL,5,40,N/A,0.8-200,200-400,BLUE,14.53443416,1099.784061,,241,16/06/2026 02:55:07 PM,,,,,,8,1.9.0,8
160626-162924,16/06/2026 04:29:57 PM,dsDNA BR,0525GOLD_16,70.8,ng/uL,1.77,ug/mL,5,40,N/A,0.8-200,200-400,BLUE,14.89084797,1074.976176,,439,16/06/2026 02:55:07 PM,,,,,,8,1.9.0,8
160626-162924,16/06/2026 04:30:42 PM,dsDNA BR,0525GOLD_17,137,ng/uL,3.43,ug/mL,5,40,N/A,0.8-200,200-400,BLUE,17.83277209,1147.43258,,840,16/06/2026 02:55:07 PM,,,,,,8,1.9.0,8
160626-162924,16/06/2026 04:30:42 PM,dsDNA BR,0525GOLD_18,124,ng/uL,3.09,ug/mL,5,40,N/A,0.8-200,200-400,BLUE,17.37366278,1283.444481,,858,16/06/2026 02:55:07 PM,,,,,,8,1.9.0,8
160626-162924,16/06/2026 04:30:42 PM,dsDNA BR,0525GOLD_19,57.6,ng/uL,1.44,ug/mL,5,40,N/A,0.8-200,200-400,BLUE,15.89363935,1202.117342,,408,16/06/2026 02:55:07 PM,,,,,,8,1.9.0,8
160626-162924,16/06/2026 04:30:42 PM,dsDNA BR,0525GOLD_20,41.2,ng/uL,1.03,ug/mL,5,40,N/A,0.8-200,200-400,BLUE,16.34670775,1239.917535,,309,16/06/2026 02:55:07 PM,,,,,,8,1.9.0,8
160626-162924,16/06/2026 04:30:42 PM,dsDNA BR,0525GOLD_21,86,ng/uL,2.15,ug/mL,5,40,N/A,0.8-200,200-400,BLUE,16.3708714,1240.002018,,602,16/06/2026 02:55:07 PM,,,,,,8,1.9.0,8
160626-162924,16/06/2026 04:30:42 PM,dsDNA BR,0525GOLD_22,38.3,ng/uL,0.957,ug/mL,5,40,N/A,0.8-200,200-400,BLUE,14.38945228,1090.774532,,255,16/06/2026 02:55:07 PM,,,,,,8,1.9.0,8
160626-162924,16/06/2026 04:30:42 PM,dsDNA BR,0525GOLD_23,72.4,ng/uL,1.81,ug/mL,5,40,N/A,0.8-200,200-400,BLUE,14.53443416,1099.784061,,457,16/06/2026 02:55:07 PM,,,,,,8,1.9.0,8
160626-162924,16/06/2026 04:30:42 PM,dsDNA BR,0525GOLD_24,103,ng/uL,2.57,ug/mL,5,40,N/A,0.8-200,200-400,BLUE,14.89084797,1074.976176,,612,16/06/2026 02:55:07 PM,,,,,,8,1.9.0,8
160626-162924,16/06/2026 04:31:04 PM,dsDNA BR,0525GOLD_25,232,ng/uL,5.79,ug/mL,5,40,N/A,0.8-200,200-400,BLUE,17.83277209,1147.43258,,1290,16/06/2026 02:55:07 PM,,,,,,8,1.9.0,8
160626-162924,16/06/2026 04:31:04 PM,dsDNA BR,0525GOLD_26,38.8,ng/uL,0.969,ug/mL,5,40,N/A,0.8-200,200-400,BLUE,17.37366278,1283.444481,,304,16/06/2026 02:55:07 PM,,,,,,8,1.9.0,8
160626-162924,16/06/2026 04:31:04 PM,dsDNA BR,0525GOLD_27,63.2,ng/uL,1.58,ug/mL,5,40,N/A,0.8-200,200-400,BLUE,15.89363935,1202.117342,,444,16/06/2026 02:55:07 PM,,,,,,8,1.9.0,8
160626-162924,16/06/2026 04:31:04 PM,dsDNA BR,0525GOLD_28,105,ng/uL,2.63,ug/mL,5,40,N/A,0.8-200,200-400,BLUE,16.34670775,1239.917535,,719,16/06/2026 02:55:07 PM,,,,,,8,1.9.0,8
160626-162924,16/06/2026 04:31:04 PM,dsDNA BR,0525GOLD_29,64.8,ng/uL,1.62,ug/mL,5,40,N/A,0.8-200,200-400,BLUE,16.3708714,1240.002018,,468,16/06/2026 02:55:07 PM,,,,,,8,1.9.0,8
160626-162924,16/06/2026 04:31:04 PM,dsDNA BR,0525GOLD_30,56.4,ng/uL,1.41,ug/mL,5,40,N/A,0.8-200,200-400,BLUE,14.38945228,1090.774532,,362,16/06/2026 02:55:07 PM,,,,,,8,1.9.0,8
160626-162924,16/06/2026 04:31:04 PM,dsDNA BR,blank,0.169,ng/uL,0.00422,ug/mL,5,40,N/A,0.8-200,200-400,BLUE,14.53443416,1099.784061,,15.6,16/06/2026 02:55:07 PM,,,,,,8,1.9.0,8
160626-162521,16/06/2026 04:25:27 PM,dsDNA BR,0525GOLD_01,287,ng/uL,7.18,ug/mL,5,40,N/A,0.8-200,200-400,BLUE,17.83277209,1147.43258,,1520,16/06/2026 02:55:07 PM,,,,,,8,1.9.0,8
160626-162521,16/06/2026 04:25:27 PM,dsDNA BR,0525GOLD_02,80,ng/uL,2,ug/mL,5,40,N/A,0.8-200,200-400,BLUE,17.37366278,1283.444481,,584,16/06/2026 02:55:07 PM,,,,,,8,1.9.0,8
160626-162521,16/06/2026 04:25:27 PM,dsDNA BR,0525GOLD_03,174,ng/uL,4.36,ug/mL,5,40,N/A,0.8-200,200-400,BLUE,15.89363935,1202.117342,,1070,16/06/2026 02:55:07 PM,,,,,,8,1.9.0,8
160626-162521,16/06/2026 04:25:27 PM,dsDNA BR,0525GOLD_04,145,ng/uL,3.63,ug/mL,5,40,N/A,0.8-200,200-400,BLUE,16.34670775,1239.917535,,949,16/06/2026 02:55:07 PM,,,,,,8,1.9.0,8
160626-162521,16/06/2026 04:25:27 PM,dsDNA BR,0525GOLD_05,110,ng/uL,2.75,ug/mL,5,40,N/A,0.8-200,200-400,BLUE,16.3708714,1240.002018,,749,16/06/2026 02:55:07 PM,,,,,,8,1.9.0,8
160626-162521,16/06/2026 04:25:27 PM,dsDNA BR,0525GOLD_06,87.6,ng/uL,2.19,ug/mL,5,40,N/A,0.8-200,200-400,BLUE,14.38945228,1090.774532,,538,16/06/2026 02:55:07 PM,,,,,,8,1.9.0,8
160626-162521,16/06/2026 04:25:27 PM,dsDNA BR,0525GOLD_07,43.2,ng/uL,1.08,ug/mL,5,40,N/A,0.8-200,200-400,BLUE,14.53443416,1099.784061,,288,16/06/2026 02:55:07 PM,,,,,,8,1.9.0,8
160626-162521,16/06/2026 04:25:27 PM,dsDNA BR,0525GOLD_08,76,ng/uL,1.9,ug/mL,5,40,N/A,0.8-200,200-400,BLUE,14.89084797,1074.976176,,468,16/06/2026 02:55:07 PM,,,,,,8,1.9.0,8
160626-162521,16/06/2026 04:26:00 PM,dsDNA BR,0525GOLD_09,104,ng/uL,2.6,ug/mL,5,40,N/A,0.8-200,200-400,BLUE,17.83277209,1147.43258,,659,16/06/2026 02:55:07 PM,,,,,,8,1.9.0,8
160626-162521,16/06/2026 04:26:00 PM,dsDNA BR,0525GOLD_10,112,ng/uL,2.8,ug/mL,5,40,N/A,0.8-200,200-400,BLUE,17.37366278,1283.444481,,786,16/06/2026 02:55:07 PM,,,,,,8,1.9.0,8
160626-162521,16/06/2026 04:26:00 PM,dsDNA BR,0525GOLD_11,84,ng/uL,2.1,ug/mL,5,40,N/A,0.8-200,200-400,BLUE,15.89363935,1202.117342,,573,16/06/2026 02:55:07 PM,,,,,,8,1.9.0,8
160626-162521,16/06/2026 04:26:00 PM,dsDNA BR,0525GOLD_12,75.2,ng/uL,1.88,ug/mL,5,40,N/A,0.8-200,200-400,BLUE,16.34670775,1239.917535,,534,16/06/2026 02:55:07 PM,,,,,,8,1.9.0,8
