Run ID,Test Date,Assay Name,Sample Name,Original Sample Conc.,Original sample conc. units,Qubit Tube Conc.,Qubit tube conc. units,Sample Volume (uL),Dilution Factor,Extended Low Range,Core Range,Extended High Range,Excitation,Std 1 RFU,Std 2 RFU,Std 3 RFU,Sample RFU,Last Read Standards,Reagent Lot#,Plate Barcode,Well,Sample ID,Tags,Calibrated Tubes,Software Version,Selected Samples
020426-144549,2/4/2026 14:45,dsDNA BR,1125ASHC_01,41.6,ng/uL,1.04,ug/mL,5,40,N/A,0.8-200,200-400,BLUE,17.09781376,1205.030532,,304,2/4/2026 13:18,,,,,,8,1.9.0,8
020426-144549,2/4/2026 14:45,dsDNA BR,1125ASHC_02,39.1,ng/uL,0.978,ug/mL,5,40,N/A,0.8-200,200-400,BLUE,16.46169899,1219.83055,,291,2/4/2026 13:18,,,,,,8,1.9.0,8
020426-144549,2/4/2026 14:45,dsDNA BR,1125ASHC_03,74,ng/uL,1.85,ug/mL,5,40,N/A,0.8-200,200-400,BLUE,15.16568947,1106.577722,,469,2/4/2026 13:18,,,,,,8,1.9.0,8
020426-144549,2/4/2026 14:45,dsDNA BR,1125ASHC_04,50.4,ng/uL,1.26,ug/mL,5,40,N/A,0.8-200,200-400,BLUE,16.65193893,1209.571582,,365,2/4/2026 13:18,,,,,,8,1.9.0,8
020426-144549,2/4/2026 14:45,dsDNA BR,1125ASHC_05,26.2,ng/uL,0.656,ug/mL,5,40,N/A,0.8-200,200-400,BLUE,16.33090904,1228.187508,,205,2/4/2026 13:18,,,,,,8,1.9.0,8
020426-144549,2/4/2026 14:45,dsDNA BR,1125ASHC_06,44,ng/uL,1.1,ug/mL,5,40,N/A,0.8-200,200-400,BLUE,13.87562494,1087.242599,,289,2/4/2026 13:18,,,,,,8,1.9.0,8
020426-144549,2/4/2026 14:45,dsDNA BR,1125ASHC_07,55.2,ng/uL,1.38,ug/mL,5,40,N/A,0.8-200,200-400,BLUE,14.32149978,1061.601122,,346,2/4/2026 13:18,,,,,,8,1.9.0,8
020426-144549,2/4/2026 14:45,dsDNA BR,1125ASHC_08,60.4,ng/uL,1.51,ug/mL,5,40,N/A,0.8-200,200-400,BLUE,15.52238934,1052.9232,,372,2/4/2026 13:18,,,,,,8,1.9.0,8
020426-144549,2/4/2026 14:46,dsDNA BR,1125ASHC_09,48.4,ng/uL,1.21,ug/mL,5,40,N/A,0.8-200,200-400,BLUE,17.09781376,1205.030532,,350,2/4/2026 13:18,,,,,,8,1.9.0,8
020426-144549,2/4/2026 14:46,dsDNA BR,1125ASHC_10,72,ng/uL,1.8,ug/mL,5,40,N/A,0.8-200,200-400,BLUE,16.46169899,1219.83055,,507,2/4/2026 13:18,,,,,,8,1.9.0,8
020426-144549,2/4/2026 14:46,dsDNA BR,1125ASHC_11,33.1,ng/uL,0.827,ug/mL,5,40,N/A,0.8-200,200-400,BLUE,15.16568947,1106.577722,,227,2/4/2026 13:18,,,,,,8,1.9.0,8
020426-144549,2/4/2026 14:46,dsDNA BR,1125ASHC_12,37,ng/uL,0.926,ug/mL,5,40,N/A,0.8-200,200-400,BLUE,16.65193893,1209.571582,,275,2/4/2026 13:18,,,,,,8,1.9.0,8
020426-144549,2/4/2026 14:46,dsDNA BR,1125ASHC_13,44,ng/uL,1.1,ug/mL,5,40,N/A,0.8-200,200-400,BLUE,16.33090904,1228.187508,,327,2/4/2026 13:18,,,,,,8,1.9.0,8
