Run ID,Test Date,Assay Name,Sample Name,Original Sample Conc.,Original sample conc. units,Qubit Tube Conc.,Qubit tube conc. units,Sample Volume (uL),Dilution Factor,Extended Low Range,Core Range,Extended High Range,Excitation,Std 1 RFU,Std 2 RFU,Std 3 RFU,Sample RFU,Last Read Standards,Reagent Lot#,Plate Barcode,Well,Sample ID,Tags,Calibrated Tubes,Software Version,Selected Samples
290726-183442,29/07/2026 06:34:48 PM,dsDNA BR,0326ASHC_01,48.8,ng/uL,1.22,ug/mL,5,40,N/A,0.8-200,200-400,BLUE,16.29277171,1154.636586,,337,29/07/2026 04:45:11 PM,,,,,,8,1.9.0,8
290726-183442,29/07/2026 06:34:48 PM,dsDNA BR,0326ASHC_02,56,ng/uL,1.4,ug/mL,5,40,N/A,0.8-200,200-400,BLUE,15.66216201,1147.059594,,380,29/07/2026 04:45:11 PM,,,,,,8,1.9.0,8
290726-183442,29/07/2026 06:34:48 PM,dsDNA BR,0326ASHC_03,45.6,ng/uL,1.14,ug/mL,5,40,N/A,0.8-200,200-400,BLUE,14.24329019,1017.232383,,280,29/07/2026 04:45:11 PM,,,,,,8,1.9.0,8
290726-183442,29/07/2026 06:34:48 PM,dsDNA BR,0326ASHC_04,62.8,ng/uL,1.57,ug/mL,5,40,N/A,0.8-200,200-400,BLUE,15.09825142,1079.400087,,397,29/07/2026 04:45:11 PM,,,,,,8,1.9.0,8
290726-183442,29/07/2026 06:34:48 PM,dsDNA BR,0326ASHC_05,47.2,ng/uL,1.18,ug/mL,5,40,N/A,0.8-200,200-400,BLUE,15.05580653,1100.536863,,312,29/07/2026 04:45:11 PM,,,,,,8,1.9.0,8
290726-183442,29/07/2026 06:34:48 PM,dsDNA BR,0326ASHC_06,60.8,ng/uL,1.52,ug/mL,5,40,N/A,0.8-200,200-400,BLUE,13.21854943,976.3954273,,347,29/07/2026 04:45:11 PM,,,,,,8,1.9.0,8
290726-183442,29/07/2026 06:34:48 PM,dsDNA BR,0326ASHC_07,76.8,ng/uL,1.92,ug/mL,5,40,N/A,0.8-200,200-400,BLUE,13.41258319,968.1516601,,426,29/07/2026 04:45:11 PM,,,,,,8,1.9.0,8
290726-183442,29/07/2026 06:34:48 PM,dsDNA BR,0326ASHC_08,32.8,ng/uL,0.821,ug/mL,5,40,N/A,0.8-200,200-400,BLUE,13.47928229,950.8215641,,194,29/07/2026 04:45:11 PM,,,,,,8,1.9.0,8
290726-183442,29/07/2026 06:35:16 PM,dsDNA BR,0326ASHC_09,51.6,ng/uL,1.29,ug/mL,5,40,N/A,0.8-200,200-400,BLUE,16.29277171,1154.636586,,355,29/07/2026 04:45:11 PM,,,,,,8,1.9.0,8
290726-183442,29/07/2026 06:35:16 PM,dsDNA BR,0326ASHC_10,50.4,ng/uL,1.26,ug/mL,5,40,N/A,0.8-200,200-400,BLUE,15.66216201,1147.059594,,345,29/07/2026 04:45:11 PM,,,,,,8,1.9.0,8
