Run ID,Test Date,Assay Name,Sample Name,Original Sample Conc.,Original sample conc. units,Qubit Tube Conc.,Qubit tube conc. units,Sample Volume (uL),Dilution Factor,Extended Low Range,Core Range,Extended High Range,Excitation,Std 1 RFU,Std 2 RFU,Std 3 RFU,Sample RFU,Last Read Standards,Reagent Lot#,Plate Barcode,Well,Sample ID,Tags,Calibrated Tubes,Software Version,Selected Samples
020426-150143,2/4/2026 15:01,dsDNA BR,1225ASHC_01,39.7,ng/uL,0.992,ug/mL,5,40,N/A,0.8-200,200-400,BLUE,17.09781376,1205.030532,,292,2/4/2026 13:18,,,,,,8,1.9.0,8
020426-150143,2/4/2026 15:01,dsDNA BR,1225ASHC_02,28.6,ng/uL,0.714,ug/mL,5,40,N/A,0.8-200,200-400,BLUE,16.46169899,1219.83055,,219,2/4/2026 13:18,,,,,,8,1.9.0,8
020426-150143,2/4/2026 15:01,dsDNA BR,1225ASHC_03,15.5,ng/uL,0.387,ug/mL,5,40,N/A,0.8-200,200-400,BLUE,15.16568947,1106.577722,,116,2/4/2026 13:18,,,,,,8,1.9.0,8
020426-150143,2/4/2026 15:01,dsDNA BR,1225ASHC_04,44.4,ng/uL,1.11,ug/mL,5,40,N/A,0.8-200,200-400,BLUE,16.65193893,1209.571582,,323,2/4/2026 13:18,,,,,,8,1.9.0,8
020426-150143,2/4/2026 15:01,dsDNA BR,1225ASHC_05,28.6,ng/uL,0.715,ug/mL,5,40,N/A,0.8-200,200-400,BLUE,16.33090904,1228.187508,,221,2/4/2026 13:18,,,,,,8,1.9.0,8
020426-150143,2/4/2026 15:01,dsDNA BR,1225ASHC_06,28.1,ng/uL,0.702,ug/mL,5,40,N/A,0.8-200,200-400,BLUE,13.87562494,1087.242599,,192,2/4/2026 13:18,,,,,,8,1.9.0,8
020426-150143,2/4/2026 15:01,dsDNA BR,1225ASHC_07,36.6,ng/uL,0.914,ug/mL,5,40,N/A,0.8-200,200-400,BLUE,14.32149978,1061.601122,,238,2/4/2026 13:18,,,,,,8,1.9.0,8
020426-150143,2/4/2026 15:01,dsDNA BR,1225ASHC_08,24.2,ng/uL,0.604,ug/mL,5,40,N/A,0.8-200,200-400,BLUE,15.52238934,1052.9232,,164,2/4/2026 13:18,,,,,,8,1.9.0,8
020426-150143,2/4/2026 15:02,dsDNA BR,1225ASHC_09,32.2,ng/uL,0.805,ug/mL,5,40,N/A,0.8-200,200-400,BLUE,17.09781376,1205.030532,,242,2/4/2026 13:18,,,,,,8,1.9.0,8
020426-150143,2/4/2026 15:02,dsDNA BR,1225ASHC_10,60.4,ng/uL,1.51,ug/mL,5,40,N/A,0.8-200,200-400,BLUE,16.46169899,1219.83055,,431,2/4/2026 13:18,,,,,,8,1.9.0,8
020426-150143,2/4/2026 15:02,dsDNA BR,1225ASHC_11,43.6,ng/uL,1.09,ug/mL,5,40,N/A,0.8-200,200-400,BLUE,15.16568947,1106.577722,,292,2/4/2026 13:18,,,,,,8,1.9.0,8
020426-150143,2/4/2026 15:02,dsDNA BR,1225ASHC_12,48.8,ng/uL,1.22,ug/mL,5,40,N/A,0.8-200,200-400,BLUE,16.65193893,1209.571582,,353,2/4/2026 13:18,,,,,,8,1.9.0,8
020426-150143,2/4/2026 15:02,dsDNA BR,1225ASHC_13,32,ng/uL,0.8,ug/mL,5,40,N/A,0.8-200,200-400,BLUE,16.33090904,1228.187508,,244,2/4/2026 13:18,,,,,,8,1.9.0,8
020426-150143,2/4/2026 15:02,dsDNA BR,1225ASHC_14,31,ng/uL,0.775,ug/mL,5,40,N/A,0.8-200,200-400,BLUE,13.87562494,1087.242599,,210,2/4/2026 13:18,,,,,,8,1.9.0,8
020426-150143,2/4/2026 15:02,dsDNA BR,1225ASHC_15,47.2,ng/uL,1.18,ug/mL,5,40,N/A,0.8-200,200-400,BLUE,14.32149978,1061.601122,,300,2/4/2026 13:18,,,,,,8,1.9.0,8
020426-150143,2/4/2026 15:02,dsDNA BR,1225ASHC_16,57.2,ng/uL,1.43,ug/mL,5,40,N/A,0.8-200,200-400,BLUE,15.52238934,1052.9232,,355,2/4/2026 13:18,,,,,,8,1.9.0,8
020426-150143,2/4/2026 15:02,dsDNA BR,1225ASHC_17,21.2,ng/uL,0.531,ug/mL,5,40,N/A,0.8-200,200-400,BLUE,17.09781376,1205.030532,,167,2/4/2026 13:18,,,,,,8,1.9.0,8
020426-150143,2/4/2026 15:02,dsDNA BR,1225ASHC_18,18.4,ng/uL,0.46,ug/mL,5,40,N/A,0.8-200,200-400,BLUE,16.46169899,1219.83055,,149,2/4/2026 13:18,,,,,,8,1.9.0,8
020426-150143,2/4/2026 15:02,dsDNA BR,1225ASHC_19,38.7,ng/uL,0.968,ug/mL,5,40,N/A,0.8-200,200-400,BLUE,15.16568947,1106.577722,,262,2/4/2026 13:18,,,,,,8,1.9.0,8
020426-150143,2/4/2026 15:02,dsDNA BR,1225ASHC_20,66.4,ng/uL,1.66,ug/mL,5,40,N/A,0.8-200,200-400,BLUE,16.65193893,1209.571582,,467,2/4/2026 13:18,,,,,,8,1.9.0,8
020426-150143,2/4/2026 15:02,dsDNA BR,1225ASHC_21,30.6,ng/uL,0.766,ug/mL,5,40,N/A,0.8-200,200-400,BLUE,16.33090904,1228.187508,,235,2/4/2026 13:18,,,,,,8,1.9.0,8
020426-150143,2/4/2026 15:02,dsDNA BR,1225ASHC_22,39.9,ng/uL,0.997,ug/mL,5,40,N/A,0.8-200,200-400,BLUE,13.87562494,1087.242599,,263,2/4/2026 13:18,,,,,,8,1.9.0,8
020426-150143,2/4/2026 15:02,dsDNA BR,1225ASHC_23,55.2,ng/uL,1.38,ug/mL,5,40,N/A,0.8-200,200-400,BLUE,14.32149978,1061.601122,,347,2/4/2026 13:18,,,,,,8,1.9.0,8
020426-150143,2/4/2026 15:02,dsDNA BR,1225ASHC_24,19.8,ng/uL,0.496,ug/mL,5,40,N/A,0.8-200,200-400,BLUE,15.52238934,1052.9232,,138,2/4/2026 13:18,,,,,,8,1.9.0,8
020426-150143,2/4/2026 15:02,dsDNA BR,1225ASHC_25,24.5,ng/uL,0.613,ug/mL,5,40,N/A,0.8-200,200-400,BLUE,17.09781376,1205.030532,,190,2/4/2026 13:18,,,,,,8,1.9.0,8
020426-150143,2/4/2026 15:02,dsDNA BR,1225ASHC_26,42.8,ng/uL,1.07,ug/mL,5,40,N/A,0.8-200,200-400,BLUE,16.46169899,1219.83055,,317,2/4/2026 13:18,,,,,,8,1.9.0,8
020426-150143,2/4/2026 15:02,dsDNA BR,1225ASHC_27,35.6,ng/uL,0.891,ug/mL,5,40,N/A,0.8-200,200-400,BLUE,15.16568947,1106.577722,,243,2/4/2026 13:18,,,,,,8,1.9.0,8
020426-150143,2/4/2026 15:02,dsDNA BR,1225ASHC_28,35.4,ng/uL,0.885,ug/mL,5,40,N/A,0.8-200,200-400,BLUE,16.65193893,1209.571582,,264,2/4/2026 13:18,,,,,,8,1.9.0,8
