"type","durationMinutes","startTime","endTime","startNum","endNum","eventDO"
"Severe",60.0000000028615,"2024-06-22 05:39:00","2024-06-22 06:39:00",54.51023,54.51035,1.2238282
"Severe",60.0000000028615,"2024-07-06 06:09:00","2024-07-06 07:09:00",54.54865,54.54876,0.903960613333333
"Severe",59.9999999953923,"2024-09-15 03:12:00","2024-09-15 04:12:00",54.74283,54.74295,0.81688613
"Moderately Severe",120.000000005723,"2024-06-19 03:09:00","2024-06-19 05:09:00",54.50173,54.50196,1.35536894
"Moderately Severe",60.0000000028615,"2024-06-21 06:09:00","2024-06-21 07:09:00",54.50755,54.50767,1.6245084
"Moderately Severe",150.000000001552,"2024-06-22 04:39:00","2024-06-22 07:09:00",54.51012,54.51041,1.28230796666667
"Moderately Severe",90.0000000024249,"2024-06-23 06:09:00","2024-06-23 07:39:00",54.51303,54.5132,1.577686675
"Moderately Severe",60.0000000028615,"2024-07-02 03:09:00","2024-07-02 04:09:00",54.53735,54.53746,1.77337893333333
"Moderately Severe",59.9999999953923,"2024-07-04 05:09:00","2024-07-04 06:09:00",54.54305,54.54317,1.72241326666667
"Moderately Severe",60.0000000028615,"2024-07-05 05:39:00","2024-07-05 06:39:00",54.54585,54.54596,1.37451123333333
"Moderately Severe",90.0000000024249,"2024-07-06 06:09:00","2024-07-06 07:39:00",54.54865,54.54882,1.004275485
"Moderately Severe",89.9999999986903,"2024-07-07 06:39:00","2024-07-07 08:09:00",54.55144,54.55162,1.4318507875
"Moderately Severe",120.000000005723,"2024-07-09 07:39:00","2024-07-09 09:39:00",54.55704,54.55727,1.68993654
"Moderately Severe",59.9999999991269,"2024-07-11 22:09:00","2024-07-11 23:09:00",54.56417,54.56429,1.59333553333333
"Moderately Severe",59.9999999991269,"2024-07-15 00:39:00","2024-07-15 01:39:00",54.57268,54.57279,1.73509256666667
"Moderately Severe",59.9999999991269,"2024-07-17 02:39:00","2024-07-17 03:39:00",54.57838,54.5785,1.46008006666667
"Moderately Severe",89.9999999986903,"2024-07-19 03:39:00","2024-07-19 05:09:00",54.58398,54.58415,1.72489285
"Moderately Severe",59.9999999953923,"2024-08-03 05:09:00","2024-08-03 06:09:00",54.62525,54.62536,1.50653826666667
"Moderately Severe",90.0000000024249,"2024-08-04 05:39:00","2024-08-04 07:09:00",54.62804,54.62821,1.6570176
"Moderately Severe",59.9999999991269,"2024-08-05 05:09:00","2024-08-05 06:09:00",54.63072,54.63084,1.98479026666667
"Moderately Severe",90.0000000024249,"2024-08-06 06:39:00","2024-08-06 08:09:00",54.63364,54.63381,1.7646039
"Moderately Severe",90.0000000024249,"2024-09-13 00:42:00","2024-09-13 02:12:00",54.73707,54.73724,1.6135631
"Moderately Severe",60.0000000028615,"2024-09-14 02:12:00","2024-09-14 03:12:00",54.73998,54.74009,1.57699366666667
"Moderately Severe",120.000000001988,"2024-09-15 02:42:00","2024-09-15 04:42:00",54.74277,54.743,1.094721058
"Moderately Severe",119.999999998254,"2024-09-16 03:42:00","2024-09-16 05:42:00",54.74563,54.74586,1.58187854
"Moderately Severe",120.000000001988,"2024-09-17 04:12:00","2024-09-17 06:12:00",54.74842,54.74865,1.79285474
"Moderately Severe",119.999999998254,"2024-09-18 05:12:00","2024-09-18 07:12:00",54.75128,54.75151,1.70277528
"Moderately Severe",120.000000001988,"2024-09-19 05:42:00","2024-09-19 07:42:00",54.75408,54.7543,1.36154836
"Moderately Severe",59.9999999991269,"2024-09-20 07:12:00","2024-09-20 08:12:00",54.75699,54.7571,1.2613745
"Moderately Severe",90.0000000024249,"2024-09-20 19:42:00","2024-09-20 21:12:00",54.75841,54.75858,1.753049375
"Moderately Severe",60.0000000028615,"2024-09-21 08:12:00","2024-09-21 09:12:00",54.75984,54.75995,1.6432462
"Moderate",59.9999999953923,"2024-06-15 00:39:00","2024-06-15 01:39:00",54.49049,54.4906,2.34561056666667
"Moderate",60.0000000028615,"2024-06-16 01:39:00","2024-06-16 02:39:00",54.49334,54.49345,2.45882076666667
"Moderate",150.000000001552,"2024-06-17 01:09:00","2024-06-17 03:39:00",54.49602,54.49631,2.9233337
"Moderate",89.9999999986903,"2024-06-18 02:39:00","2024-06-18 04:09:00",54.49893,54.4991,2.367448125
"Moderate",180.000000001115,"2024-06-19 02:09:00","2024-06-19 05:09:00",54.50162,54.50196,1.66355704285714
"Moderate",179.999999997381,"2024-06-20 03:09:00","2024-06-20 06:09:00",54.50447,54.50481,1.86241404285714
"Moderate",210.000000000679,"2024-06-21 03:39:00","2024-06-21 07:09:00",54.50727,54.50767,1.869468325
"Moderate",209.999999996944,"2024-06-22 04:09:00","2024-06-22 07:39:00",54.51006,54.51046,1.6014601375
"Moderate",150.000000001552,"2024-06-23 05:39:00","2024-06-23 08:09:00",54.51297,54.51326,1.89018205
"Moderate",60.0000000028615,"2024-06-24 06:09:00","2024-06-24 07:09:00",54.51577,54.51588,1.97811513333333
"Moderate",59.9999999991269,"2024-06-27 22:39:00","2024-06-27 23:39:00",54.52587,54.52599,2.6226942
"Moderate",59.9999999991269,"2024-06-29 00:09:00","2024-06-29 01:09:00",54.52878,54.5289,2.48017556666667
"Moderate",120.000000005723,"2024-06-30 00:09:00","2024-06-30 02:09:00",54.53152,54.53175,2.147884
"Moderate",180.000000001115,"2024-07-01 00:09:00","2024-07-01 03:09:00",54.53426,54.53461,2.13067025714286
"Moderate",90.0000000024249,"2024-07-02 02:39:00","2024-07-02 04:09:00",54.53729,54.53746,1.88839085
"Moderate",60.0000000028615,"2024-07-03 04:09:00","2024-07-03 05:09:00",54.5402,54.54031,2.07858556666667
"Moderate",119.999999998254,"2024-07-04 04:09:00","2024-07-04 06:09:00",54.54294,54.54317,1.93668636
"Moderate",90.0000000024249,"2024-07-05 05:09:00","2024-07-05 06:39:00",54.54579,54.54596,1.5567445
"Moderate",149.999999997817,"2024-07-06 05:09:00","2024-07-06 07:39:00",54.54853,54.54882,1.46845237333333
"Moderate",150.000000001552,"2024-07-07 05:39:00","2024-07-07 08:09:00",54.55133,54.55162,1.90253779166667
"Moderate",59.9999999953923,"2024-07-08 06:39:00","2024-07-08 07:39:00",54.55418,54.5543,2.578607
"Moderate",180.000000001115,"2024-07-09 06:39:00","2024-07-09 09:39:00",54.55692,54.55727,2.03130187142857
"Moderate",59.9999999991269,"2024-07-09 20:09:00","2024-07-09 21:09:00",54.55846,54.55858,2.3064174
"Moderate",119.999999998254,"2024-07-10 06:39:00","2024-07-10 08:39:00",54.55966,54.55989,2.84908304
"Moderate",120.000000001988,"2024-07-11 07:39:00","2024-07-11 09:39:00",54.56252,54.56275,2.45369804
"Moderate",89.9999999986903,"2024-07-11 21:39:00","2024-07-11 23:09:00",54.56412,54.56429,1.808739125
"Moderate",149.999999997817,"2024-07-12 06:39:00","2024-07-12 09:09:00",54.56514,54.56543,2.4599483
"Moderate",119.999999998254,"2024-07-12 22:09:00","2024-07-13 00:09:00",54.56691,54.56714,1.98034122
"Moderate",180.000000001115,"2024-07-13 05:09:00","2024-07-13 08:09:00",54.56771,54.56805,2.68187774285714
"Moderate",90.0000000024249,"2024-07-13 23:09:00","2024-07-14 00:39:00",54.56977,54.56994,2.200847325
"Moderate",119.999999998254,"2024-07-14 23:39:00","2024-07-15 01:39:00",54.57256,54.57279,2.08573314
"Moderate",150.000000005286,"2024-07-15 07:09:00","2024-07-15 09:39:00",54.57342,54.5737,2.76312883333333
"Moderate",180.000000001115,"2024-07-15 23:39:00","2024-07-16 02:39:00",54.5753,54.57564,2.28482222857143
"Moderate",150.000000001552,"2024-07-17 01:09:00","2024-07-17 03:39:00",54.57821,54.5785,1.95338835
