"type","durationMinutes","startTime","endTime","startNum","endNum","eventpH"
"Moderate",59.9999999953923,"2024-07-09 08:09:00","2024-07-09 09:09:00",54.55709,54.55721,7.166539
"Moderate",60.0000000028615,"2024-07-13 12:09:00","2024-07-13 13:09:00",54.56851,54.56862,7.1478602
"Moderate",150.000000001552,"2024-07-13 22:09:00","2024-07-14 00:39:00",54.56965,54.56994,7.10269315
"Moderate",89.9999999986903,"2024-07-16 00:39:00","2024-07-16 02:09:00",54.57542,54.57559,7.15716005
"Moderate",59.9999999991269,"2024-07-17 02:39:00","2024-07-17 03:39:00",54.57838,54.5785,7.167219
"Moderate",240.000000000242,"2024-07-18 01:09:00","2024-07-18 05:09:00",54.58095,54.58141,6.97023453333333
"Moderate",89.9999999986903,"2024-07-19 03:39:00","2024-07-19 05:09:00",54.58398,54.58415,7.1222114
"Moderate",59.9999999953923,"2024-07-20 05:09:00","2024-07-20 06:09:00",54.58689,54.587,7.155065
"Moderate",180.000000001115,"2024-07-23 05:39:00","2024-07-23 08:39:00",54.59517,54.59551,7.09913358571429
"Moderate",150.000000001552,"2024-08-04 04:39:00","2024-08-04 07:09:00",54.62793,54.62821,7.12917036666667
"Moderate",89.9999999986903,"2024-08-05 06:09:00","2024-08-05 07:39:00",54.63084,54.63101,7.151083325
"Moderate",60.0000000028615,"2024-08-06 07:09:00","2024-08-06 08:09:00",54.63369,54.63381,7.15727566666667
"Moderate",150.000000001552,"2024-08-07 06:09:00","2024-08-07 08:39:00",54.63632,54.6366,7.03733676666667
"Moderate",89.9999999986903,"2024-08-08 07:39:00","2024-08-08 09:09:00",54.63923,54.6394,7.167008175
"Moderate",149.999999994083,"2024-08-18 15:39:00","2024-08-18 18:09:00",54.66754,54.66783,7.08103748333333
"Moderate",150.000000001552,"2024-08-19 04:09:00","2024-08-19 06:39:00",54.66897,54.66925,7.08186328333333
"Marginal",149.999999994083,"2024-06-14 23:09:00","2024-06-15 01:39:00",54.49031,54.4906,6.99220478333333
"Marginal",119.999999998254,"2024-06-16 00:39:00","2024-06-16 02:39:00",54.49322,54.49345,7.20535812
"Marginal",150.000000001552,"2024-06-17 01:09:00","2024-06-17 03:39:00",54.49602,54.49631,7.23295918333333
"Marginal",89.9999999986903,"2024-06-18 02:39:00","2024-06-18 04:09:00",54.49893,54.4991,7.19796215
"Marginal",180.000000001115,"2024-06-19 02:09:00","2024-06-19 05:09:00",54.50162,54.50196,7.17956691428571
"Marginal",179.999999997381,"2024-06-20 03:09:00","2024-06-20 06:09:00",54.50447,54.50481,7.1624866
"Marginal",210.000000000679,"2024-06-21 03:39:00","2024-06-21 07:09:00",54.50727,54.50767,7.155880925
"Marginal",209.999999996944,"2024-06-22 04:09:00","2024-06-22 07:39:00",54.51006,54.51046,7.0601605625
"Marginal",150.000000001552,"2024-06-23 05:39:00","2024-06-23 08:09:00",54.51297,54.51326,7.18108065
"Marginal",60.0000000028615,"2024-06-24 06:09:00","2024-06-24 07:09:00",54.51577,54.51588,7.21796043333333
"Marginal",90.0000000024249,"2024-06-27 08:09:00","2024-06-27 09:39:00",54.52422,54.52439,7.177018175
"Marginal",59.9999999991269,"2024-06-27 22:39:00","2024-06-27 23:39:00",54.52587,54.52599,7.20641343333333
"Marginal",59.9999999991269,"2024-06-29 00:09:00","2024-06-29 01:09:00",54.52878,54.5289,7.23144686666667
"Marginal",90.0000000024249,"2024-06-30 00:39:00","2024-06-30 02:09:00",54.53158,54.53175,7.196534675
"Marginal",210.000000000679,"2024-06-30 23:39:00","2024-07-01 03:09:00",54.53421,54.53461,7.11443325
"Marginal",90.0000000024249,"2024-07-02 02:39:00","2024-07-02 04:09:00",54.53729,54.53746,7.187102125
"Marginal",89.9999999986903,"2024-07-03 03:39:00","2024-07-03 05:09:00",54.54014,54.54031,7.198769975
"Marginal",119.999999998254,"2024-07-04 04:09:00","2024-07-04 06:09:00",54.54294,54.54317,7.21504984
"Marginal",90.0000000024249,"2024-07-05 05:09:00","2024-07-05 06:39:00",54.54579,54.54596,7.1907857
"Marginal",119.999999998254,"2024-07-06 05:39:00","2024-07-06 07:39:00",54.54859,54.54882,7.17655982
"Marginal",119.999999998254,"2024-07-06 17:09:00","2024-07-06 19:09:00",54.5499,54.55013,7.21961562
"Marginal",150.000000001552,"2024-07-07 05:39:00","2024-07-07 08:09:00",54.55133,54.55162,7.14416671666667
"Marginal",150.000000005286,"2024-07-08 06:09:00","2024-07-08 08:39:00",54.55413,54.55441,7.22771963333333
"Marginal",150.000000001552,"2024-07-09 07:09:00","2024-07-09 09:39:00",54.55698,54.55727,7.19442488333333
"Marginal",90.0000000024249,"2024-07-09 20:09:00","2024-07-09 21:39:00",54.55846,54.55864,7.23915165
"Marginal",60.0000000028615,"2024-07-10 07:39:00","2024-07-10 08:39:00",54.55978,54.55989,7.25836453333333
"Marginal",60.0000000028615,"2024-07-11 08:39:00","2024-07-11 09:39:00",54.56263,54.56275,7.2708237
"Marginal",59.9999999991269,"2024-07-11 22:09:00","2024-07-11 23:09:00",54.56417,54.56429,7.243148
"Marginal",59.9999999991269,"2024-07-12 08:09:00","2024-07-12 09:09:00",54.56531,54.56543,7.26676366666667
"Marginal",89.9999999986903,"2024-07-12 22:39:00","2024-07-13 00:09:00",54.56697,54.56714,7.2393724
"Marginal",210.000000000679,"2024-07-13 09:39:00","2024-07-13 13:09:00",54.56822,54.56862,7.1882754625
"Marginal",180.000000001115,"2024-07-13 21:39:00","2024-07-14 00:39:00",54.56959,54.56994,7.12755944285714
"Marginal",89.9999999986903,"2024-07-14 23:39:00","2024-07-15 01:09:00",54.57256,54.57273,7.176006575
"Marginal",120.000000001988,"2024-07-16 00:09:00","2024-07-16 02:09:00",54.57536,54.57559,7.17466536
"Marginal",120.000000001988,"2024-07-17 01:39:00","2024-07-17 03:39:00",54.57827,54.5785,7.19506912
"Marginal",269.999999999806,"2024-07-18 00:39:00","2024-07-18 05:09:00",54.5809,54.58141,6.99302533
"Marginal",179.999999997381,"2024-07-18 13:09:00","2024-07-18 16:09:00",54.58232,54.58267,7.2346732
"Marginal",180.000000001115,"2024-07-19 02:09:00","2024-07-19 05:09:00",54.58381,54.58415,7.166541
"Marginal",119.999999998254,"2024-07-20 04:09:00","2024-07-20 06:09:00",54.58678,54.587,7.1862132
"Marginal",119.999999998254,"2024-07-21 05:09:00","2024-07-21 07:09:00",54.58963,54.58986,7.21090586
"Marginal",89.9999999986903,"2024-07-22 06:09:00","2024-07-22 07:39:00",54.59248,54.59265,7.2464093
"Marginal",180.000000001115,"2024-07-23 05:39:00","2024-07-23 08:39:00",54.59517,54.59551,7.09913358571429
"Marginal",89.9999999986903,"2024-07-24 07:39:00","2024-07-24 09:09:00",54.59813,54.5983,7.202083825
"Marginal",90.0000000024249,"2024-07-24 20:09:00","2024-07-24 21:39:00",54.59956,54.59973,7.250525225
"Marginal",179.999999997381,"2024-07-25 07:09:00","2024-07-25 10:09:00",54.60082,54.60116,7.26000524285714
"Marginal",90.0000000024249,"2024-08-01 03:09:00","2024-08-01 04:39:00",54.61954,54.61971,7.248333075
"Marginal",60.0000000028615,"2024-08-02 04:39:00","2024-08-02 05:39:00",54.62245,54.62256,7.23105423333333
"Marginal",59.9999999953923,"2024-08-03 05:09:00","2024-08-03 06:09:00",54.62525,54.62536,7.23019693333333
"Marginal",210.000000000679,"2024-08-04 03:39:00","2024-08-04 07:09:00",54.62781,54.62821,7.1597840875
"Marginal",180.000000001115,"2024-08-05 04:39:00","2024-08-05 07:39:00",54.63067,54.63101,7.19174111428571
"Marginal",90.0000000024249,"2024-08-06 06:39:00","2024-08-06 08:09:00",54.63364,54.63381,7.167808875
"Marginal",59.9999999991269,"2024-08-06 20:09:00","2024-08-06 21:09:00",54.63518,54.63529,7.18740183333333
"Marginal",209.999999996944,"2024-08-07 05:09:00","2024-08-07 08:39:00",54.6362,54.6366,7.087193
"Marginal",119.999999998254,"2024-08-07 19:09:00","2024-08-07 21:09:00",54.6378,54.63803,7.21374264
"Marginal",149.999999997817,"2024-08-08 06:39:00","2024-08-08 09:09:00",54.63912,54.6394,7.18854928333333
"Marginal",60.0000000028615,"2024-08-08 20:39:00","2024-08-08 21:39:00",54.64071,54.64083,7.2721825
"Marginal",90.0000000024249,"2024-08-09 08:09:00","2024-08-09 09:39:00",54.64203,54.6422,7.270531325
"Marginal",179.999999997381,"2024-08-18 15:09:00","2024-08-18 18:09:00",54.66748,54.66783,7.10236321428571
"Marginal",179.999999997381,"2024-08-19 03:39:00","2024-08-19 06:39:00",54.66891,54.66925,7.09800301428571
"Marginal",119.999999998254,"2024-08-20 05:09:00","2024-08-20 07:09:00",54.67182,54.67205,7.21785894
"Marginal",59.9999999991269,"2024-09-02 05:12:00","2024-09-02 06:12:00",54.70744,54.70756,7.28046806666667
"Marginal",60.0000000028615,"2024-09-07 20:42:00","2024-09-07 21:42:00",54.72291,54.72303,7.22542043333333
"Sub-Optimal",210.000000000679,"2024-06-14 22:39:00","2024-06-15 02:09:00",54.49026,54.49066,7.0740441875
"Sub-Optimal",60.0000000028615,"2024-06-15 11:39:00","2024-06-15 12:39:00",54.49174,54.49186,7.38881383333333
"Sub-Optimal",119.999999998254,"2024-06-16 00:39:00","2024-06-16 02:39:00",54.49322,54.49345,7.20535812
"Sub-Optimal",150.000000001552,"2024-06-17 01:09:00","2024-06-17 03:39:00",54.49602,54.49631,7.23295918333333
"Sub-Optimal",150.000000001552,"2024-06-18 01:39:00","2024-06-18 04:09:00",54.49882,54.4991,7.24277376666667
"Sub-Optimal",210.000000004413,"2024-06-19 01:39:00","2024-06-19 05:09:00",54.50156,54.50196,7.202029875
"Sub-Optimal",209.999999996944,"2024-06-20 02:39:00","2024-06-20 06:09:00",54.50441,54.50481,7.1886206125
"Sub-Optimal",240.000000003977,"2024-06-21 03:09:00","2024-06-21 07:09:00",54.50721,54.50767,7.1796436
"Sub-Optimal",239.999999996508,"2024-06-22 03:39:00","2024-06-22 07:39:00",54.51001,54.51046,7.09095656666667
"Sub-Optimal",210.000000004413,"2024-06-23 04:39:00","2024-06-23 08:09:00",54.51286,54.51326,7.229719775
"Sub-Optimal",119.999999998254,"2024-06-24 05:39:00","2024-06-24 07:39:00",54.51571,54.51594,7.26593002
"Sub-Optimal",119.999999998254,"2024-06-25 05:39:00","2024-06-25 07:39:00",54.51845,54.51868,7.3397335
"Sub-Optimal",89.9999999986903,"2024-06-26 07:09:00","2024-06-26 08:39:00",54.52136,54.52154,7.395198175
"Sub-Optimal",60.0000000028615,"2024-06-26 22:09:00","2024-06-26 23:09:00",54.52308,54.52319,7.352239
"Sub-Optimal",120.000000005723,"2024-06-27 07:39:00","2024-06-27 09:39:00",54.52416,54.52439,7.2155244
"Sub-Optimal",119.999999998254,"2024-06-27 21:39:00","2024-06-27 23:39:00",54.52576,54.52599,7.25605564
"Sub-Optimal",89.9999999986903,"2024-06-28 23:39:00","2024-06-29 01:09:00",54.52873,54.5289,7.2531789
"Sub-Optimal",150.000000001552,"2024-06-29 23:39:00","2024-06-30 02:09:00",54.53147,54.53175,7.23722945
"Sub-Optimal",239.999999996508,"2024-06-30 23:09:00","2024-07-01 03:09:00",54.53415,54.53461,7.13537744444444
"Sub-Optimal",119.999999998254,"2024-07-02 02:09:00","2024-07-02 04:09:00",54.53723,54.53746,7.2125909
"Sub-Optimal",120.000000001988,"2024-07-03 03:09:00","2024-07-03 05:09:00",54.54009,54.54031,7.22470718
"Sub-Optimal",149.999999997817,"2024-07-04 03:39:00","2024-07-04 06:09:00",54.54288,54.54317,7.23805325
"Sub-Optimal",150.000000001552,"2024-07-05 04:09:00","2024-07-05 06:39:00",54.54568,54.54596,7.24891101666667
"Sub-Optimal",180.000000001115,"2024-07-06 04:39:00","2024-07-06 07:39:00",54.54848,54.54882,7.22351511428571
"Sub-Optimal",150.000000001552,"2024-07-06 16:39:00","2024-07-06 19:09:00",54.54985,54.55013,7.23547678333333
"Sub-Optimal",210.000000000679,"2024-07-07 04:39:00","2024-07-07 08:09:00",54.55122,54.55162,7.1939219125
"Sub-Optimal",180.000000001115,"2024-07-08 05:39:00","2024-07-08 08:39:00",54.55407,54.55441,7.24130262857143
"Sub-Optimal",210.000000004413,"2024-07-09 06:09:00","2024-07-09 09:39:00",54.55687,54.55727,7.2287400375
"Sub-Optimal",120.000000005723,"2024-07-09 19:39:00","2024-07-09 21:39:00",54.55841,54.55864,7.26320972
"Sub-Optimal",240.000000000242,"2024-07-10 06:09:00","2024-07-10 10:09:00",54.55961,54.56006,7.3087481125
"Sub-Optimal",60.0000000028615,"2024-07-10 21:09:00","2024-07-10 22:09:00",54.56132,54.56143,7.313231
"Sub-Optimal",150.000000001552,"2024-07-11 07:39:00","2024-07-11 10:09:00",54.56252,54.5628,7.29231985
"Sub-Optimal",120.000000001988,"2024-07-11 21:09:00","2024-07-11 23:09:00",54.56406,54.56429,7.2818588
"Sub-Optimal",299.999999999369,"2024-07-12 06:39:00","2024-07-12 11:39:00",54.56514,54.56571,7.30835567272727
"Sub-Optimal",119.999999998254,"2024-07-12 22:09:00","2024-07-13 00:09:00",54.56691,54.56714,7.2551944
"Sub-Optimal",330.000000002667,"2024-07-13 07:39:00","2024-07-13 13:09:00",54.568,54.56862,7.24023198333333
"Sub-Optimal",240.000000003977,"2024-07-13 20:39:00","2024-07-14 00:39:00",54.56948,54.56994,7.17712703333333
"Sub-Optimal",210.000000004413,"2024-07-14 09:09:00","2024-07-14 12:39:00",54.57091,54.57131,7.339866825
"Sub-Optimal",180.000000001115,"2024-07-14 22:39:00","2024-07-15 01:39:00",54.57245,54.57279,7.2372828
"Sub-Optimal",240.000000003977,"2024-07-15 09:09:00","2024-07-15 13:09:00",54.57365,54.5741,7.3520899
"Sub-Optimal",179.999999997381,"2024-07-15 23:09:00","2024-07-16 02:09:00",54.57525,54.57559,7.21844372857143
"Sub-Optimal",210.000000004413,"2024-07-16 10:39:00","2024-07-16 14:09:00",54.57656,54.57696,7.356938675
"Sub-Optimal",179.999999997381,"2024-07-17 00:39:00","2024-07-17 03:39:00",54.57816,54.5785,7.23503065714286
"Sub-Optimal",300.000000003104,"2024-07-18 00:09:00","2024-07-18 05:09:00",54.58084,54.58141,7.02416311818182
"Sub-Optimal",389.999999998059,"2024-07-18 09:39:00","2024-07-18 16:09:00",54.58192,54.58267,7.29087152857143
"Sub-Optimal",360.000000002231,"2024-07-18 23:39:00","2024-07-19 05:39:00",54.58352,54.58421,7.25168619230769
"Sub-Optimal",210.000000004413,"2024-07-20 03:09:00","2024-07-20 06:39:00",54.58666,54.58706,7.248767
"Sub-Optimal",180.000000001115,"2024-07-21 04:09:00","2024-07-21 07:09:00",54.58951,54.58986,7.25326371428571
"Sub-Optimal",179.999999997381,"2024-07-22 05:09:00","2024-07-22 08:09:00",54.59237,54.59271,7.28921455714286
"Sub-Optimal",210.000000000679,"2024-07-23 05:09:00","2024-07-23 08:39:00",54.59511,54.59551,7.1248563125
"Sub-Optimal",90.0000000024249,"2024-07-23 19:09:00","2024-07-23 20:39:00",54.59671,54.59688,7.280149775
"Sub-Optimal",149.999999997817,"2024-07-24 06:39:00","2024-07-24 09:09:00",54.59802,54.5983,7.23833295
"Sub-Optimal",120.000000005723,"2024-07-24 19:39:00","2024-07-24 21:39:00",54.5995,54.59973,7.27692158
"Sub-Optimal",269.999999999806,"2024-07-25 05:39:00","2024-07-25 10:09:00",54.60064,54.60116,7.28424798
"Sub-Optimal",90.0000000024249,"2024-07-25 21:09:00","2024-07-25 22:39:00",54.60241,54.60259,7.300018875
"Sub-Optimal",119.999999998254,"2024-07-26 07:09:00","2024-07-26 09:09:00",54.60356,54.60378,7.36102316
"Sub-Optimal",89.9999999986903,"2024-07-26 22:09:00","2024-07-26 23:39:00",54.60527,54.60544,7.310007375
"Sub-Optimal",89.9999999986903,"2024-07-27 23:09:00","2024-07-28 00:39:00",54.60812,54.60829,7.34683265
"Sub-Optimal",89.9999999986903,"2024-07-31 02:09:00","2024-07-31 03:39:00",54.61668,54.61686,7.341121725
"Sub-Optimal",149.999999997817,"2024-08-01 02:09:00","2024-08-01 04:39:00",54.61942,54.61971,7.28697121666667
"Sub-Optimal",150.000000001552,"2024-08-02 03:09:00","2024-08-02 05:39:00",54.62228,54.62256,7.27898041666667
"Sub-Optimal",89.9999999986903,"2024-08-03 04:39:00","2024-08-03 06:09:00",54.62519,54.62536,7.263778325
"Sub-Optimal",240.000000003977,"2024-08-04 03:09:00","2024-08-04 07:09:00",54.62776,54.62821,7.1815726
"Sub-Optimal",89.9999999986903,"2024-08-05 01:09:00","2024-08-05 02:39:00",54.63027,54.63044,7.3754178
"Sub-Optimal",210.000000004413,"2024-08-05 04:39:00","2024-08-05 08:09:00",54.63067,54.63107,7.21586235
"Sub-Optimal",180.000000001115,"2024-08-06 05:09:00","2024-08-06 08:09:00",54.63346,54.63381,7.23877268571429
"Sub-Optimal",119.999999998254,"2024-08-06 19:09:00","2024-08-06 21:09:00",54.63506,54.63529,7.24325632
"Sub-Optimal",240.000000003977,"2024-08-07 04:39:00","2024-08-07 08:39:00",54.63615,54.6366,7.11466804444444
"Sub-Optimal",149.999999994083,"2024-08-07 18:39:00","2024-08-07 21:09:00",54.63775,54.63803,7.23649828333333
"Sub-Optimal",209.999999996944,"2024-08-08 05:39:00","2024-08-08 09:09:00",54.639,54.6394,7.222673
"Sub-Optimal",180.000000001115,"2024-08-08 18:39:00","2024-08-08 21:39:00",54.64049,54.64083,7.30630601428571
"Sub-Optimal",269.999999999806,"2024-08-09 05:39:00","2024-08-09 10:09:00",54.64174,54.64225,7.311198
"Sub-Optimal",89.9999999986903,"2024-08-09 20:39:00","2024-08-09 22:09:00",54.64345,54.64362,7.35402075
"Sub-Optimal",119.999999998254,"2024-08-10 08:09:00","2024-08-10 10:09:00",54.64477,54.64499,7.32690428
"Sub-Optimal",60.0000000028615,"2024-08-10 22:09:00","2024-08-10 23:09:00",54.64636,54.64648,7.33471423333333
"Sub-Optimal",179.999999997381,"2024-08-11 08:09:00","2024-08-11 11:09:00",54.64751,54.64785,7.34197861428571
"Sub-Optimal",179.999999997381,"2024-08-18 15:09:00","2024-08-18 18:09:00",54.66748,54.66783,7.10236321428571
"Sub-Optimal",210.000000004413,"2024-08-19 03:09:00","2024-08-19 06:39:00",54.66885,54.66925,7.1266533875
"Sub-Optimal",179.999999997381,"2024-08-20 04:09:00","2024-08-20 07:09:00",54.67171,54.67205,7.24712871428571
"Sub-Optimal",120.000000005723,"2024-08-21 06:09:00","2024-08-21 08:09:00",54.67467,54.6749,7.3319362
"Sub-Optimal",150.000000001552,"2024-08-29 00:42:00","2024-08-29 03:12:00",54.69597,54.69626,7.32896173333333
"Sub-Optimal",59.9999999991269,"2024-09-01 04:42:00","2024-09-01 05:42:00",54.70465,54.70476,7.35338626666667
"Sub-Optimal",150.000000001552,"2024-09-02 04:12:00","2024-09-02 06:42:00",54.70733,54.70761,7.312182
"Sub-Optimal",119.999999998254,"2024-09-03 05:12:00","2024-09-03 07:12:00",54.71018,54.71041,7.32619474
"Sub-Optimal",59.9999999953923,"2024-09-06 07:42:00","2024-09-06 08:42:00",54.71869,54.7188,7.35037753333333
"Sub-Optimal",120.000000001988,"2024-09-07 07:12:00","2024-09-07 09:12:00",54.72137,54.7216,7.36037206
"Sub-Optimal",60.0000000028615,"2024-09-07 20:42:00","2024-09-07 21:42:00",54.72291,54.72303,7.22542043333333
"Sub-Optimal",179.999999997381,"2024-09-08 06:42:00","2024-09-08 09:42:00",54.72405,54.72439,7.31234872857143
"Sub-Optimal",89.9999999986903,"2024-09-11 23:42:00","2024-09-12 01:12:00",54.73421,54.73438,7.38709215
"Sub-Optimal",59.9999999953923,"2024-09-15 03:12:00","2024-09-15 04:12:00",54.74283,54.74295,7.3571969
"Sub-Optimal",120.000000001988,"2024-09-19 05:42:00","2024-09-19 07:42:00",54.75408,54.7543,7.32774086
"Sub-Optimal",59.9999999953923,"2024-09-27 01:42:00","2024-09-27 02:42:00",54.77554,54.77565,7.34131256666667
"Sub-Optimal",60.0000000028615,"2024-09-28 02:42:00","2024-09-28 03:42:00",54.77839,54.7785,7.31420436666667
