"type","durationMinutes","startTime","endTime","startNum","endNum","eventDO"
"Marginal",90.0000000024249,"2024-06-30 01:00:00","2024-06-30 02:30:00",54.53162,54.53179,2.681095275
"Marginal",240.000000003977,"2024-07-01","2024-07-01 04:00:00",54.53425,54.5347,3.04703681111111
"Marginal",119.999999998254,"2024-07-02 03:00:00","2024-07-02 05:00:00",54.53733,54.53756,3.07801242
"Marginal",90.0000000024249,"2024-07-03 04:30:00","2024-07-03 06:00:00",54.54024,54.54041,2.915272475
"Marginal",150.000000001552,"2024-07-04 04:30:00","2024-07-04 07:00:00",54.54298,54.54326,3.10586635
"Marginal",150.000000001552,"2024-07-05 05:00:00","2024-07-05 07:30:00",54.54578,54.54606,2.80019083333333
"Marginal",210.000000000679,"2024-07-06 04:30:00","2024-07-06 08:00:00",54.54846,54.54886,2.6854405875
"Marginal",210.000000000679,"2024-07-07 05:00:00","2024-07-07 08:30:00",54.55126,54.55166,2.855322525
"Marginal",209.999999996944,"2024-07-08 06:00:00","2024-07-08 09:30:00",54.55411,54.55451,3.006516925
"Marginal",210.000000004413,"2024-07-09 06:30:00","2024-07-09 10:00:00",54.55691,54.55731,2.63609355
"Marginal",209.999999996944,"2024-07-10 07:00:00","2024-07-10 10:30:00",54.5597,54.5601,2.9034009375
"Marginal",179.999999997381,"2024-07-11 08:00:00","2024-07-11 11:00:00",54.56256,54.5629,3.02974827142857
"Marginal",240.000000003977,"2024-07-12 08:00:00","2024-07-12 12:00:00",54.5653,54.56575,3.04983225555556
"Marginal",60.0000000028615,"2024-07-13","2024-07-13 01:00:00",54.56712,54.56724,2.68102916666667
"Marginal",209.999999996944,"2024-07-13 22:30:00","2024-07-14 02:00:00",54.56969,54.57009,2.9283359875
"Marginal",180.000000001115,"2024-07-14 23:30:00","2024-07-15 02:30:00",54.57255,54.57289,2.65187265714286
"Marginal",180.000000001115,"2024-07-16","2024-07-16 03:00:00",54.57534,54.57568,2.52106352857143
"Marginal",240.000000000242,"2024-07-17 00:30:00","2024-07-17 04:30:00",54.57814,54.5786,2.25574987777778
"Marginal",209.999999996944,"2024-07-18 01:30:00","2024-07-18 05:00:00",54.58099,54.58139,2.44361105
"Marginal",239.999999996508,"2024-07-19 02:30:00","2024-07-19 06:30:00",54.58385,54.5843,2.62157608888889
"Marginal",180.000000001115,"2024-07-20 04:00:00","2024-07-20 07:00:00",54.58676,54.5871,2.84887994285714
"Marginal",210.000000000679,"2024-07-21 04:30:00","2024-07-21 08:00:00",54.58955,54.58995,2.4635253
"Marginal",179.999999997381,"2024-07-22 05:30:00","2024-07-22 08:30:00",54.59241,54.59275,2.84050304285714
"Marginal",210.000000000679,"2024-07-23 05:30:00","2024-07-23 09:00:00",54.59515,54.59555,2.6808812875
"Marginal",89.9999999986903,"2024-07-23 20:00:00","2024-07-23 21:30:00",54.5968,54.59697,3.050275575
"Marginal",210.000000004413,"2024-07-24 06:30:00","2024-07-24 10:00:00",54.598,54.5984,2.871876925
"Marginal",60.0000000028615,"2024-07-24 21:00:00","2024-07-24 22:00:00",54.59966,54.59977,3.17350873333333
"Marginal",150.000000001552,"2024-07-25 06:30:00","2024-07-25 09:00:00",54.60074,54.60103,3.03365266666667
"Marginal",150.000000001552,"2024-07-25 20:52:00","2024-07-25 23:22:00",54.60238,54.60267,2.78989041666667
"Marginal",119.999999998254,"2024-07-26 07:22:00","2024-07-26 09:22:00",54.60358,54.60381,3.25152254
"Marginal",179.999999997381,"2024-07-26 21:22:00","2024-07-27 00:22:00",54.60518,54.60552,2.70109852857143
"Marginal",239.999999996508,"2024-07-27 08:22:00","2024-07-27 12:22:00",54.60643,54.60689,3.24348655555556
"Marginal",210.000000000679,"2024-07-27 21:52:00","2024-07-28 01:22:00",54.60798,54.60838,2.6207819375
"Marginal",89.9999999986903,"2024-07-28 09:52:00","2024-07-28 11:22:00",54.60935,54.60952,3.392010875
"Marginal",210.000000004413,"2024-07-28 22:52:00","2024-07-29 02:22:00",54.61083,54.61123,3.244606775
"Marginal",210.000000000679,"2024-07-29 10:22:00","2024-07-29 13:52:00",54.61214,54.61254,3.143523625
"Marginal",239.999999996508,"2024-07-29 23:22:00","2024-07-30 03:22:00",54.61363,54.61408,2.63528991111111
"Marginal",269.999999999806,"2024-07-30 23:52:00","2024-07-31 04:22:00",54.61642,54.61694,2.38325992
"Marginal",59.9999999953923,"2024-07-31 12:52:00","2024-07-31 13:52:00",54.61791,54.61802,3.3986978
"Marginal",299.999999999369,"2024-08-01 00:52:00","2024-08-01 05:52:00",54.61928,54.61985,2.09891303636364
"Marginal",59.9999999991269,"2024-08-01 16:22:00","2024-08-01 17:22:00",54.62105,54.62116,2.44173933333333
"Marginal",239.999999996508,"2024-08-02 02:22:00","2024-08-02 06:22:00",54.62219,54.62264,2.51054671111111
"Marginal",89.9999999986903,"2024-08-02 16:52:00","2024-08-02 18:22:00",54.62384,54.62401,2.6162323
"Marginal",269.999999999806,"2024-08-03 02:52:00","2024-08-03 07:22:00",54.62498,54.6255,2.19657321
"Marginal",90.0000000024249,"2024-08-03 17:22:00","2024-08-03 18:52:00",54.62664,54.62681,2.744339625
"Marginal",269.999999999806,"2024-08-04 03:22:00","2024-08-04 07:52:00",54.62778,54.6283,1.882994324
"Marginal",120.000000001988,"2024-08-04 16:52:00","2024-08-04 18:52:00",54.62932,54.62955,3.1410991
"Marginal",299.999999995634,"2024-08-05 03:52:00","2024-08-05 08:52:00",54.63058,54.63115,2.39038728181818
"Marginal",59.9999999991269,"2024-08-05 19:22:00","2024-08-05 20:22:00",54.63235,54.63246,2.16468556666667
"Marginal",239.999999996508,"2024-08-06 05:22:00","2024-08-06 09:22:00",54.63349,54.63395,2.2325253
"Marginal",119.999999998254,"2024-08-06 19:22:00","2024-08-06 21:22:00",54.63509,54.63532,3.33386948
"Marginal",239.999999996508,"2024-08-07 05:22:00","2024-08-07 09:22:00",54.63623,54.63669,2.7051925
"Marginal",120.000000001988,"2024-08-07 19:52:00","2024-08-07 21:52:00",54.63788,54.63811,3.13520362
"Marginal",180.000000001115,"2024-08-08 06:52:00","2024-08-08 09:52:00",54.63914,54.63948,3.07480934285714
"Marginal",150.000000001552,"2024-08-09 07:52:00","2024-08-09 10:22:00",54.64199,54.64228,3.3953896
"Marginal",179.999999997381,"2024-08-10 07:52:00","2024-08-10 10:52:00",54.64473,54.64508,3.06637934285714
"Marginal",179.999999997381,"2024-08-10 21:22:00","2024-08-11 00:22:00",54.64627,54.64662,2.67818058571429
"Marginal",240.000000003977,"2024-08-11 07:52:00","2024-08-11 11:52:00",54.64747,54.64793,2.9897396
"Marginal",59.9999999953923,"2024-08-11 23:22:00","2024-08-12 00:22:00",54.64924,54.64936,2.9788274
"Marginal",59.9999999953923,"2024-08-12 11:22:00","2024-08-12 12:22:00",54.65061,54.65073,3.4028092
"Marginal",89.9999999986903,"2024-08-13 00:22:00","2024-08-13 01:52:00",54.6521,54.65227,3.037949825
"Marginal",119.999999998254,"2024-08-16 02:52:00","2024-08-16 04:52:00",54.6606,54.66083,3.18393708
"Marginal",150.000000001552,"2024-08-17 02:52:00","2024-08-17 05:22:00",54.66334,54.66363,2.6683913
"Marginal",180.000000001115,"2024-08-18 03:22:00","2024-08-18 06:22:00",54.66614,54.66648,3.11655798571429
"Marginal",179.999999997381,"2024-08-19 04:22:00","2024-08-19 07:22:00",54.66899,54.66933,3.0726833
"Marginal",120.000000001988,"2024-08-20 04:52:00","2024-08-20 06:52:00",54.67179,54.67202,3.41986684
"Marginal",60.0000000028615,"2024-08-22 21:22:00","2024-08-22 22:22:00",54.67915,54.67927,2.6664376
"Marginal",119.999999998254,"2024-08-23 08:22:00","2024-08-23 10:22:00",54.68041,54.68064,3.29297556
"Marginal",120.000000001988,"2024-08-23 21:22:00","2024-08-23 23:22:00",54.68189,54.68212,2.72343336
"Marginal",149.999999997817,"2024-08-24 08:22:00","2024-08-24 10:52:00",54.68315,54.68343,2.90573428333333
"Marginal",149.999999997817,"2024-08-24 21:52:00","2024-08-25 00:22:00",54.68469,54.68497,2.80041281666667
"Marginal",180.000000001115,"2024-08-25 08:52:00","2024-08-25 11:52:00",54.68594,54.68629,3.10780881428571
"Marginal",179.999999997381,"2024-08-25 22:22:00","2024-08-26 01:22:00",54.68748,54.68783,2.71555221428571
"Marginal",210.000000000679,"2024-08-26 09:22:00","2024-08-26 12:52:00",54.68874,54.68914,3.2020767
"Marginal",210.000000004413,"2024-08-26 22:52:00","2024-08-27 02:22:00",54.69028,54.69068,2.72773005
"Marginal",180.000000001115,"2024-08-28 00:22:00","2024-08-28 03:22:00",54.69319,54.69354,2.70332144285714
"Marginal",180.000000001115,"2024-08-29 01:22:00","2024-08-29 04:22:00",54.69605,54.69639,2.68997797142857
"Marginal",59.9999999953923,"2024-08-30 03:52:00","2024-08-30 04:52:00",54.69907,54.69919,3.18640983333333
"Marginal",89.9999999986903,"2024-08-31 04:22:00","2024-08-31 05:52:00",54.70187,54.70204,3.17610785
"Marginal",119.999999998254,"2024-09-01 04:22:00","2024-09-01 06:22:00",54.70461,54.70484,2.96060784
"Marginal",89.9999999986903,"2024-09-01 16:52:00","2024-09-01 18:22:00",54.70604,54.70621,3.178408925
"Marginal",240.000000000242,"2024-09-02 03:22:00","2024-09-02 07:22:00",54.70723,54.70769,2.26519488888889
"Marginal",60.0000000028615,"2024-09-02 18:22:00","2024-09-02 19:22:00",54.70895,54.70906,3.35159673333333
"Marginal",239.999999996508,"2024-09-03 03:52:00","2024-09-03 07:52:00",54.71003,54.71049,2.79119486666667
"Marginal",60.0000000028615,"2024-09-03 19:22:00","2024-09-03 20:22:00",54.7118,54.71191,3.6037145
"Marginal",150.000000001552,"2024-09-04 05:52:00","2024-09-04 08:22:00",54.713,54.71328,3.3093109
"Marginal",179.999999997381,"2024-09-06 06:22:00","2024-09-06 09:22:00",54.71854,54.71888,3.26177107142857
"Marginal",149.999999997817,"2024-09-07 06:52:00","2024-09-07 09:22:00",54.72133,54.72162,3.12362145
"Marginal",90.0000000024249,"2024-09-07 20:52:00","2024-09-07 22:22:00",54.72293,54.7231,2.830131325
"Marginal",240.000000000242,"2024-09-08 06:22:00","2024-09-08 10:22:00",54.72401,54.72447,2.93102582222222
"Marginal",90.0000000024249,"2024-09-08 22:22:00","2024-09-08 23:52:00",54.72584,54.72601,2.823952225
"Marginal",59.9999999991269,"2024-09-09 09:52:00","2024-09-09 10:52:00",54.72715,54.72727,2.94274786666667
"Marginal",150.000000001552,"2024-09-10 08:52:00","2024-09-10 11:22:00",54.72978,54.73006,2.93749743333333
"Marginal",180.000000001115,"2024-09-10 22:22:00","2024-09-11 01:22:00",54.73132,54.73166,2.29574548857143
"Marginal",150.000000001552,"2024-09-11 23:52:00","2024-09-12 02:22:00",54.73423,54.73452,2.27197381666667
"Marginal",150.000000001552,"2024-09-12 10:52:00","2024-09-12 13:22:00",54.73549,54.73577,3.14050075
"Marginal",209.999999996944,"2024-09-12 23:52:00","2024-09-13 03:22:00",54.73697,54.73737,2.0364704275
"Marginal",150.000000001552,"2024-09-13 12:22:00","2024-09-13 14:52:00",54.7384,54.73868,2.43397106666667
"Marginal",210.000000000679,"2024-09-14 00:52:00","2024-09-14 04:22:00",54.73982,54.74022,1.64526974625
"Marginal",269.999999999806,"2024-09-14 11:52:00","2024-09-14 16:22:00",54.74108,54.74159,2.66640948
"Marginal",240.000000000242,"2024-09-15 01:22:00","2024-09-15 05:22:00",54.74262,54.74308,1.25980054222222
"Marginal",269.999999999806,"2024-09-15 12:52:00","2024-09-15 17:22:00",54.74393,54.74445,2.59746737
"Marginal",329.999999998932,"2024-09-16 00:52:00","2024-09-16 06:22:00",54.7453,54.74593,1.8007401875
"Marginal",269.999999999806,"2024-09-16 13:52:00","2024-09-16 18:22:00",54.74679,54.7473,2.13393141
"Marginal",300.000000003104,"2024-09-17 01:52:00","2024-09-17 06:52:00",54.74816,54.74873,1.63712800363636
"Marginal",299.999999999369,"2024-09-17 14:22:00","2024-09-17 19:22:00",54.74959,54.75016,1.94613496363636
"Marginal",330.000000002667,"2024-09-18 01:52:00","2024-09-18 07:22:00",54.7509,54.75153,1.4618911275
"Marginal",269.999999999806,"2024-09-18 15:22:00","2024-09-18 19:52:00",54.75244,54.75295,1.710082241
"Marginal",299.999999999369,"2024-09-19 02:52:00","2024-09-19 07:52:00",54.75375,54.75432,1.65854347636364
"Marginal",240.000000003977,"2024-09-19 16:52:00","2024-09-19 20:52:00",54.75535,54.75581,2.03101814444444
"Marginal",300.000000003104,"2024-09-20 03:22:00","2024-09-20 08:22:00",54.75655,54.75712,2.06622648181818
"Marginal",180.000000001115,"2024-09-20 18:22:00","2024-09-20 21:22:00",54.75826,54.7586,2.25294775714286
"Marginal",269.999999999806,"2024-09-21 04:52:00","2024-09-21 09:22:00",54.75946,54.75997,2.41706864
"Marginal",150.000000001552,"2024-09-21 19:52:00","2024-09-21 22:22:00",54.76117,54.76146,2.73194955
"Marginal",240.000000000242,"2024-09-22 05:52:00","2024-09-22 09:52:00",54.76231,54.76277,2.68589532222222
"Marginal",179.999999997381,"2024-09-22 19:52:00","2024-09-22 22:52:00",54.76391,54.76425,2.61427357142857
"Marginal",210.000000000679,"2024-09-23 06:52:00","2024-09-23 10:22:00",54.76517,54.76557,2.7159514375
"Marginal",180.000000001115,"2024-09-23 20:52:00","2024-09-23 23:52:00",54.76677,54.76711,2.4085281
"Marginal",269.999999999806,"2024-09-24 06:52:00","2024-09-24 11:22:00",54.76791,54.76842,2.6692724
"Marginal",180.000000001115,"2024-09-24 21:52:00","2024-09-25 00:52:00",54.76962,54.76996,2.44970657142857
"Marginal",90.0000000024249,"2024-09-25 08:52:00","2024-09-25 10:22:00",54.77088,54.77105,3.29367655
"Sub-Optimal",150.000000001552,"2024-06-10 06:30:00","2024-06-10 09:00:00",54.47745,54.47774,4.37956041666667
"Sub-Optimal",59.9999999991269,"2024-06-11 07:30:00","2024-06-11 08:30:00",54.48031,54.48042,4.61311613333333
"Sub-Optimal",89.9999999986903,"2024-06-15 01:00:00","2024-06-15 02:30:00",54.49053,54.4907,4.3635997
"Sub-Optimal",90.0000000024249,"2024-06-17 03:00:00","2024-06-17 04:30:00",54.49623,54.4964,4.0656339
"Sub-Optimal",120.000000001988,"2024-06-18 03:30:00","2024-06-18 05:30:00",54.49903,54.49926,3.35665436
