Sample_ID,Date_collected,Site,Lab_sample,Date_read1,P. marinus1,Haplosporidium1,Nematopsis1,General_ciliates1,Notes1,Reader_1,Duplicate_read,Date_read2,P. marinus2,Haplosporidium2,Nematopsis2,General_ciliates2,Notes2,Reader_2,,,,,,,,,,,,,
0724GOLD_01,7/22/2024,GOLD,1,07-22-2026,3,1,FALSE,FALSE,little to no gill,SND,,,,,,,,,,,,,,,,,,,,,
0724GOLD_02,7/22/2024,GOLD,2,07-22-2026,0.5,1,FALSE,TRUE,spheno ,LMB,,,,,,,,,,,,,,,,,,,,,
0724GOLD_03,7/22/2024,GOLD,3,07-22-2026,0.5,0,FALSE,FALSE,,KJL,,,,,,,,,,,,,,,,,,,,,
0724GOLD_04,7/22/2024,GOLD,4,07-22-2026,0,0,FALSE,FALSE,,MLK,,,,,,,,,,,,,,,,,,,,,
0724GOLD_05,7/22/2024,GOLD,5,07-22-2026,0,2,FALSE,FALSE,,MLK,,,,,,,,,,,,,,,,,,,,,
0724GOLD_06,7/22/2024,GOLD,6,07-22-2026,2,0,TRUE,TRUE,spheno ,SND,,,,,,,,,,,,,,,,,,,,,
0724GOLD_07,7/22/2024,GOLD,7,07-22-2026,0,2,FALSE,FALSE,,LMB,,,,,,,,,,,,,,,,,,,,,
0724GOLD_08,7/22/2024,GOLD,8,07-22-2026,0.5,0,FALSE,FALSE,little gill tissue,KJL,,,,,,,,,,,,,,,,,,,,,
0724GOLD_09,7/22/2024,GOLD,9,07-22-2026,0.5,0,FALSE,FALSE,,LMB,,,,,,,,,,,,,,,,,,,,,
0724GOLD_10,7/22/2024,GOLD,10,07-22-2026,0,0,FALSE,FALSE,,MLK,,,,,,,,,,,,,,,,,,,,,
0724GOLD_11,7/22/2024,GOLD,11,07-22-2026,3,0,FALSE,FALSE,,KJL,,,,,,,,,,,,,,,,,,,,,
0724GOLD_12,7/22/2024,GOLD,12,07-22-2026,3,0,FALSE,FALSE,little gill,LMB,,,,,,,,,,,,,,,,,,,,,
0724GOLD_13,7/22/2024,GOLD,13,07-22-2026,1,0,FALSE,TRUE,,SND,,,,,,,,,,,,,,,,,,,,,
0724GOLD_14,7/22/2024,GOLD,14,07-22-2026,0.5,1,FALSE,FALSE,,LMB,,,,,,,,,,,,,,,,,,,,,
0724GOLD_15,7/22/2024,GOLD,15,07-28-2026,0.5,0,FALSE,TRUE,spheno ,SND,,,,,,,,,,,,,,,,,,,,,
0724GOLD_16,7/22/2024,GOLD,16,07-28-2026,0.5,0,FALSE,FALSE,,MLK,,,,,,,,,,,,,,,,,,,,,
0724GOLD_17,7/22/2024,GOLD,17,07-28-2026,0.5,0,FALSE,TRUE,spheno ,KJL,,,,,,,,,,,,,,,,,,,,,
0724GOLD_18,7/22/2024,GOLD,18,07-28-2026,0.5,2,FALSE,FALSE,,KJL,,,,,,,,,,,,,,,,,,,,,
0724GOLD_19,7/22/2024,GOLD,19,07-28-2026,0,0,FALSE,TRUE,spheno ,MLK,,,,,,,,,,,,,,,,,,,,,
0724GOLD_20,7/22/2024,GOLD,20,07-28-2026,0.5,0,FALSE,FALSE,,SND,,,,,,,,,,,,,,,,,,,,,
0724GOLD_21,7/22/2024,GOLD,21,07-28-2026,0.5,2,FALSE,FALSE,,KJL,,,,,,,,,,,,,,,,,,,,,
0724GOLD_22,7/22/2024,GOLD,22,07-28-2026,0,0,FALSE,TRUE,spheno ,MLK,,,,,,,,,,,,,,,,,,,,,
0724GOLD_23,7/22/2024,GOLD,23,07-28-2026,1,1,TRUE,TRUE,"spheno,  prokaryotic inclusion ",SND,,,,,,,,,,,,,,,,,,,,,
0724GOLD_24,7/22/2024,GOLD,24,07-28-2026,0.5,0,FALSE,FALSE,,KJL,,,,,,,,,,,,,,,,,,,,,
0724GOLD_25,7/22/2024,GOLD,25,07-28-2026,0,0,FALSE,FALSE,poorly cut,MLK,,,,,,,,,,,,,,,,,,,,,
0724GOLD_26,7/22/2024,GOLD,26,07-28-2026,0.5,0,FALSE,TRUE,spheno ,SND,,,,,,,,,,,,,,,,,,,,,
0724GOLD_27,7/22/2024,GOLD,27,07-28-2026,0.5,4,FALSE,FALSE,,KJL,,,,,,,,,,,,,,,,,,,,,
0724GOLD_28,7/22/2024,GOLD,28,07-28-2026,1,0,FALSE,TRUE,spheno ,SND,,,,,,,,,,,,,,,,,,,,,
