Sample_ID,Date_collected,Site,Lab_sample,Date_read1,P. marinus1,Haplosporidium1,Nematopsis1,General_ciliates1,Notes1,Reader_1,Duplicate_read,Date_read2,P. marinus2,Haplosporidium2,Nematopsis2,General_ciliates2,Notes2,Reader_2,,,,,,,,,,,,,
0825GOLD_01,8/18/2025,GOLD,1,04-13-2026,3,1,TRUE,FALSE,,SND,,,,,,,,,,,,,,,,,,,,,
0825GOLD_02,8/18/2025,GOLD,2,04-13-2026,0,0,FALSE,TRUE,spheno ,LMB,,,,,,,,,,,,,,,,,,,,,
0825GOLD_03,8/18/2025,GOLD,3,04-13-2026,3,0,FALSE,FALSE,gut epithelium cut up ,MLK,,,,,,,,,,,,,,,,,,,,,
0825GOLD_04,8/18/2025,GOLD,4,04-13-2026,0,0,FALSE,FALSE,,LMB,,,,,,,,,,,,,,,,,,,,,
0825GOLD_05,8/18/2025,GOLD,5,04-13-2026,0,0,FALSE,FALSE,,MLK,,,,,,,,,,,,,,,,,,,,,
0825GOLD_06,8/18/2025,GOLD,6,04-13-2026,0.5,0,FALSE,FALSE,,KJL,,,,,,,,,,,,,,,,,,,,,
0825GOLD_07,8/18/2025,GOLD,7,04-13-2026,0,0,TRUE,FALSE,,SND,,,,,,,,,,,,,,,,,,,,,
0825GOLD_08,8/18/2025,GOLD,8,04-13-2026,0,0,FALSE,FALSE,only a tiny patch of gill,LMB,,,,,,,,,,,,,,,,,,,,,
0825GOLD_09,8/18/2025,GOLD,9,04-13-2026,0.5,0,FALSE,FALSE,VGH,LMB,,,,,,,,,,,,,,,,,,,,,
0825GOLD_10,8/18/2025,GOLD,10,04-13-2026,0,0,TRUE,FALSE,prokaryotic inclusion ,KJL,,,,,,,,,,,,,,,,,,,,,
0825GOLD_11,8/18/2025,GOLD,11,07-28-2026,0,1,FALSE,FALSE,,MLK,,,,,,,,,,,,,,,,,,,,,
0825GOLD_12,8/18/2025,GOLD,12,07-28-2026,3,2,FALSE,FALSE,,KJL,,,,,,,,,,,,,,,,,,,,,
0825GOLD_13,8/18/2025,GOLD,13,07-28-2026,2,0,FALSE,FALSE,Tissue mounting casues unfocused areas,KJL,,,,,,,,,,,,,,,,,,,,,
0825GOLD_14,8/18/2025,GOLD,14,07-28-2026,4,1,TRUE,TRUE,,SND,,,,,,,,,,,,,,,,,,,,,
0825GOLD_15,8/18/2025,GOLD,15,07-28-2026,0.5,0,FALSE,FALSE,,MLK,,,,,,,,,,,,,,,,,,,,,
0825GOLD_16,8/18/2025,GOLD,16,07-28-2026,1,0,FALSE,FALSE,,SND,,,,,,,,,,,,,,,,,,,,,
0825GOLD_17,8/18/2025,GOLD,17,07-28-2026,4,0,FALSE,FALSE,prokaryotic inclusion ,SND,,,,,,,,,,,,,,,,,,,,,
0825GOLD_18,8/18/2025,GOLD,18,07-28-2026,0,0,FALSE,FALSE,,KJL,,,,,,,,,,,,,,,,,,,,,
0825GOLD_19,8/18/2025,GOLD,19,08-12-2026,4,0,FALSE,TRUE,spheno ,SND,,,,,,,,,,,,,,,,,,,,,
0825GOLD_20,8/18/2025,GOLD,20,08-12-2026,0,3,FALSE,FALSE,,MLK,,,,,,,,,,,,,,,,,,,,,
0825GOLD_21,8/18/2025,GOLD,21,08-12-2026,0,0,FALSE,FALSE,,KJL,,,,,,,,,,,,,,,,,,,,,
0825GOLD_22,8/18/2025,GOLD,22,08-12-2026,0,2,FALSE,FALSE,,LMB,,,,,,,,,,,,,,,,,,,,,
0825GOLD_23,8/18/2025,GOLD,23,08-12-2026,0,2,FALSE,FALSE,"no gills, msx in palps and gut epithelium ",LMB,,,,,,,,,,,,,,,,,,,,,
0825GOLD_24,8/18/2025,GOLD,24,08-12-2026,0,0,FALSE,FALSE,,LMB,,,,,,,,,,,,,,,,,,,,,
0825GOLD_25,8/18/2025,GOLD,25,08-12-2026,0,0,FALSE,FALSE,,KJL,,,,,,,,,,,,,,,,,,,,,
0825GOLD_26,8/18/2025,GOLD,26,08-12-2026,0,0,FALSE,FALSE,,LMB,,,,,,,,,,,,,,,,,,,,,
0825GOLD_27,8/18/2025,GOLD,27,08-12-2026,0,2,FALSE,FALSE,,MLK,,,,,,,,,,,,,,,,,,,,,
0825GOLD_28,8/18/2025,GOLD,28,08-12-2026,4,0,TRUE,FALSE,,SND,,,,,,,,,,,,,,,,,,,,,
0825GOLD_29,8/18/2025,GOLD,29,08-12-2026,0.5,0,FALSE,FALSE,,LMB,,,,,,,,,,,,,,,,,,,,,
0825GOLD_30,8/18/2025,GOLD,30,08-12-2026,0,0,FALSE,FALSE,,MLK,,,,,,,,,,,,,,,,,,,,,
