"Sample_ID","Date_collected","Site","Lab_sample","Date_read1","reader1","Sex1","Stage1","Duplicate_read","Date_read2","reader2","Sex2","Stage2","Notes","Sex_final","Stage_final","Date_read3","reader3","Sex3","Stage3"
"0724GOLD_25",2024-07-22,"GOLD",25,"10-07-2025","Sarina Dery","Male","4_Late_Mature",TRUE,"12-31-2025","Kyra Lenderman","Male","5_Spawning",NA,"Male","5_Spawning",NA,NA,NA,NA
"0724GOLD_26",2024-07-22,"GOLD",26,"10-07-2025","Sarina Dery","Male","7_Reabsorbing",TRUE,"12-31-2025","Kyra Lenderman","Male","7_Reabsorbing",NA,"Male","7_Reabsorbing",NA,NA,NA,NA
"0724GOLD_27",2024-07-22,"GOLD",27,"10-07-2025","Sarina Dery","ND","7_Reabsorbing",TRUE,"12-31-2025","Kyra Lenderman","ND","7_Reabsorbing",NA,"ND","7_Reabsorbing",NA,NA,NA,NA
"0724GOLD_28",2024-07-22,"GOLD",28,"10-07-2025","Sarina Dery","Female","6_Post_Spawning",TRUE,"12-31-2025","Kyra Lenderman","Female","6_Post_Spawning",NA,"Female","6_Post_Spawning",NA,NA,NA,NA
"0823ASHC_01",2023-08-07,"ASHC",1,"05-08-2025","Kyra Lenderman","Female","7_Reabsorbing",TRUE,"04-25-2025","Sarina Dery","ND","2_Developing",NA,"ND","7_Reabsorbing",NA,NA,NA,NA
"0823ASHC_02",2023-08-07,"ASHC",2,"05-08-2025","Kyra Lenderman","Female","6_Post_Spawning",TRUE,"04-25-2025","Sarina Dery","Female","7_Reabsorbing","partially post spawned -SD. Potentially diseased- KL","Female","6_Post_Spawning",NA,NA,NA,NA
"0823ASHC_03",2023-08-07,"ASHC",3,"05-08-2025","Kyra Lenderman","ND","2_Developing",TRUE,"04-25-2025","Sarina Dery","ND","2_Developing",NA,"ND","2_Developing",NA,NA,NA,NA
"0823ASHC_04",2023-08-07,"ASHC",4,"05-08-2025","Kyra Lenderman","Male","4_Late_Mature",TRUE,"04-25-2025","Sarina Dery","Male","4_Late_Mature",NA,"Male","4_Late_Mature",NA,NA,NA,NA
"0823ASHC_05",2023-08-07,"ASHC",5,"05-08-2025","Kyra Lenderman","Male","4_Late_Mature",TRUE,"04-25-2025","Sarina Dery","Male","4_Late_Mature",NA,"Male","4_Late_Mature",NA,NA,NA,NA
"0823ASHC_06",2023-08-07,"ASHC",6,"05-08-2025","Kyra Lenderman","Female","6_Post_Spawning",TRUE,"04-25-2025","Sarina Dery","Female","5_Spawning","partially post spawned - SD","Female","6_Post_Spawning",NA,NA,NA,NA
"0823ASHC_07",2023-08-07,"ASHC",7,"05-08-2025","Kyra Lenderman","ND","7_Reabsorbing",TRUE,"04-25-2025","Sarina Dery","ND","7_Reabsorbing",NA,"ND","7_Reabsorbing",NA,NA,NA,NA
"0823ASHC_08",2023-08-07,"ASHC",8,"05-08-2025","Kyra Lenderman","Female","3_Early_Active",TRUE,"04-25-2025","Sarina Dery","Female","4_Late_Mature","Check - KL","Female","3_Early_Active",NA,NA,NA,NA
"0823ASHC_09",2023-08-07,"ASHC",9,"05-08-2025","Kyra Lenderman","Female","6_Post_Spawning",TRUE,"04-25-2025","Sarina Dery","Female","6_Post_Spawning",NA,"Female","6_Post_Spawning",NA,NA,NA,NA
"0823ASHC_10",2023-08-07,"ASHC",10,"05-08-2025","Kyra Lenderman","Female","4_Late_Mature",TRUE,"04-25-2025","Sarina Dery","Female","4_Late_Mature",NA,"Female","4_Late_Mature",NA,NA,NA,NA
"0823ASHC_11",2023-08-07,"ASHC",11,"05-08-2025","Kyra Lenderman","Female","6_Post_Spawning",TRUE,"04-25-2025","Sarina Dery","Female","6_Post_Spawning",NA,"Female","6_Post_Spawning",NA,NA,NA,NA
"0823ASHC_12",2023-08-07,"ASHC",12,"05-08-2025","Kyra Lenderman","Female","6_Post_Spawning",TRUE,"04-25-2025","Sarina Dery","Female","4_Late_Mature","Potentially diseased - KL","Female","4_Late_Mature",NA,NA,NA,NA
"0823ASHC_13",2023-08-07,"ASHC",13,"05-08-2025","Kyra Lenderman","Female","4_Late_Mature",TRUE,"04-25-2025","Sarina Dery","Female","4_Late_Mature","May be post spawning","Female","4_Late_Mature",NA,NA,NA,NA
"0823ASHC_14",2023-08-07,"ASHC",14,"05-08-2025","Kyra Lenderman","Male","6_Post_Spawning",TRUE,"04-25-2025","Sarina Dery","Male","4_Late_Mature",NA,"Male","6_Post_Spawning",NA,NA,NA,NA
"0823ASHC_15",2023-08-07,"ASHC",15,"05-08-2025","Kyra Lenderman","ND","7_Reabsorbing",TRUE,"04-25-2025","Sarina Dery","ND","7_Reabsorbing",NA,"ND","7_Reabsorbing",NA,NA,NA,NA
"0823ASHC_16",2023-08-07,"ASHC",16,"05-08-2025","Kyra Lenderman","Female","6_Post_Spawning",TRUE,"04-25-2025","Sarina Dery","Female","6_Post_Spawning",NA,"Female","6_Post_Spawning",NA,NA,NA,NA
"0823ASHC_17",2023-08-07,"ASHC",17,"05-08-2025","Kyra Lenderman","Female","6_Post_Spawning",TRUE,"04-25-2025","Sarina Dery","Female","6_Post_Spawning","Some sections are reabsorption and others are inactive","Female","6_Post_Spawning",NA,NA,NA,NA
"0823ASHC_18",2023-08-07,"ASHC",18,"05-08-2025","Kyra Lenderman","Female","7_Reabsorbing",TRUE,"04-25-2025","Sarina Dery","Female","7_Reabsorbing",NA,"Female","7_Reabsorbing",NA,NA,NA,NA
"0823ASHC_19",2023-08-07,"ASHC",19,"05-08-2025","Kyra Lenderman","ND","7_Reabsorbing",TRUE,"04-25-2025","Sarina Dery","ND","7_Reabsorbing",NA,"ND","7_Reabsorbing",NA,NA,NA,NA
"0823ASHC_20",2023-08-07,"ASHC",20,"05-08-2025","Kyra Lenderman","Female","6_Post_Spawning",TRUE,"04-25-2025","Sarina Dery","Female","6_Post_Spawning","Some post-spawning sections","Female","6_Post_Spawning",NA,NA,NA,NA
"0823ASHC_21",2023-08-07,"ASHC",21,"05-08-2025","Kyra Lenderman","Male","6_Post_Spawning",TRUE,"04-25-2025","Sarina Dery","Male","6_Post_Spawning",NA,"Male","6_Post_Spawning",NA,NA,NA,NA
"0823ASHC_22",2023-08-07,"ASHC",22,"05-08-2025","Kyra Lenderman","Male","4_Late_Mature",TRUE,"04-25-2025","Sarina Dery","Male","4_Late_Mature",NA,"Male","4_Late_Mature",NA,NA,NA,NA
"0823ASHC_23",2023-08-07,"ASHC",23,"05-08-2025","Kyra Lenderman","Female","3_Early_Active",TRUE,"04-25-2025","Sarina Dery","Female","6_Post_Spawning","partially reabsorbing? -SD","Female","3_Early_Active",NA,NA,NA,NA
"0823ASHC_24",2023-08-07,"ASHC",24,"05-08-2025","Kyra Lenderman","Female","6_Post_Spawning",TRUE,"04-25-2025","Sarina Dery","Female","6_Post_Spawning","Could be post-spawning","Female","6_Post_Spawning",NA,NA,NA,NA
"0823ASHC_25",2023-08-07,"ASHC",25,"05-08-2025","Kyra Lenderman","Female","7_Reabsorbing",TRUE,"04-25-2025","Sarina Dery","Female","7_Reabsorbing",NA,"Female","7_Reabsorbing",NA,NA,NA,NA
"0823ASHC_26",2023-08-07,"ASHC",26,"05-08-2025","Kyra Lenderman","ND","7_Reabsorbing",TRUE,"04-25-2025","Sarina Dery","Female","7_Reabsorbing",NA,"Female","7_Reabsorbing",NA,NA,NA,NA
"0823ASHC_27",2023-08-07,"ASHC",27,"05-08-2025","Kyra Lenderman","ND","7_Reabsorbing",TRUE,"04-25-2025","Sarina Dery","ND","2_Developing",NA,"ND","7_Reabsorbing",NA,NA,NA,NA
"0823ASHC_28",2023-08-07,"ASHC",28,"05-08-2025","Kyra Lenderman","Male","4_Late_Mature",TRUE,"04-25-2025","Sarina Dery","Male","4_Late_Mature","partially spawning - SD","Male","4_Late_Mature",NA,NA,NA,NA
"0823ASHC_29",2023-08-07,"ASHC",29,"05-08-2025","Kyra Lenderman","Female","4_Late_Mature",TRUE,"04-25-2025","Sarina Dery","Female","4_Late_Mature","Some post-spawning sections","Female","4_Late_Mature",NA,NA,NA,NA
"0823ASHC_30",2023-08-07,"ASHC",30,"05-08-2025","Kyra Lenderman","Male","4_Late_Mature",TRUE,"04-25-2025","Sarina Dery","Male","4_Late_Mature",NA,"Male","4_Late_Mature",NA,NA,NA,NA
"0823FENC_01",2023-08-09,"FENC",1,"04-18-2025","Kyra Lenderman","Female","6_Post_Spawning",TRUE,"04-25-2025","Sarina Dery","Female","6_Post_Spawning","diseased? -SD","Female","6_Post_Spawning",NA,NA,NA,NA
"0823FENC_02",2023-08-09,"FENC",2,"04-18-2025","Kyra Lenderman","Female","6_Post_Spawning",TRUE,"04-25-2025","Sarina Dery","Female","6_Post_Spawning",NA,"Female","6_Post_Spawning",NA,NA,NA,NA
"0823FENC_03",2023-08-09,"FENC",3,"04-18-2025","Kyra Lenderman","ND","2_Developing",TRUE,"04-25-2025","Sarina Dery","ND","2_Developing",NA,"ND","2_Developing",NA,NA,NA,NA
"0823FENC_04",2023-08-09,"FENC",4,"04-18-2025","Kyra Lenderman","Female","6_Post_Spawning",TRUE,"04-25-2025","Sarina Dery","Female","5_Spawning","some areas are late/mature","Female","6_Post_Spawning",NA,NA,NA,NA
"0823FENC_05",2023-08-09,"FENC",5,"04-18-2025","Kyra Lenderman","Male","4_Late_Mature",TRUE,"04-25-2025","Sarina Dery","Male","4_Late_Mature",NA,"Male","4_Late_Mature",NA,NA,NA,NA
"0823FENC_06",2023-08-09,"FENC",6,"04-18-2025","Kyra Lenderman","ND","7_Reabsorbing",TRUE,"04-25-2025","Sarina Dery","ND","7_Reabsorbing",NA,"ND","7_Reabsorbing",NA,NA,NA,NA
"0823FENC_07",2023-08-09,"FENC",7,"04-18-2025","Kyra Lenderman","ND","2_Developing",TRUE,"04-25-2025","Sarina Dery","ND","2_Developing",NA,"ND","2_Developing",NA,NA,NA,NA
"0823FENC_08",2023-08-09,"FENC",8,"04-18-2025","Kyra Lenderman","Male","5_Spawning",TRUE,"04-25-2025","Sarina Dery","Male","5_Spawning",NA,"Male","5_Spawning",NA,NA,NA,NA
"0823FENC_09",2023-08-09,"FENC",9,"04-18-2025","Kyra Lenderman","Female","7_Reabsorbing",TRUE,"04-25-2025","Sarina Dery","Female","7_Reabsorbing",NA,"Female","7_Reabsorbing",NA,NA,NA,NA
"0823FENC_10",2023-08-09,"FENC",10,"04-18-2025","Kyra Lenderman","Female","6_Post_Spawning",TRUE,"04-25-2025","Sarina Dery","Female","6_Post_Spawning",NA,"Female","6_Post_Spawning",NA,NA,NA,NA
"0823FENC_11",2023-08-09,"FENC",11,"04-18-2025","Kyra Lenderman","Male","6_Post_Spawning",TRUE,"04-25-2025","Sarina Dery","Male","6_Post_Spawning",NA,"Male","6_Post_Spawning",NA,NA,NA,NA
"0823FENC_12",2023-08-09,"FENC",12,"04-18-2025","Kyra Lenderman","Female","5_Spawning",TRUE,"04-25-2025","Sarina Dery","Female","5_Spawning","some post spawning - SD","Female","5_Spawning",NA,NA,NA,NA
"0823FENC_13",2023-08-09,"FENC",13,"04-18-2025","Kyra Lenderman","Male","4_Late_Mature",TRUE,"04-25-2025","Sarina Dery","Male","4_Late_Mature",NA,"Male","4_Late_Mature",NA,NA,NA,NA
"0823FENC_14",2023-08-09,"FENC",14,"04-18-2025","Kyra Lenderman","Female","7_Reabsorbing",TRUE,"04-25-2025","Sarina Dery","Female","7_Reabsorbing",NA,"Female","7_Reabsorbing",NA,NA,NA,NA
"0823FENC_15",2023-08-09,"FENC",15,"04-18-2025","Kyra Lenderman","ND","2_Developing",TRUE,"04-25-2025","Sarina Dery","ND","2_Developing",NA,"ND","2_Developing",NA,NA,NA,NA
"0823FENC_16",2023-08-09,"FENC",16,"04-18-2025","Kyra Lenderman","ND","7_Reabsorbing",TRUE,"04-25-2025","Sarina Dery","Female","7_Reabsorbing",NA,"ND","7_Reabsorbing",NA,NA,NA,NA
"0823FENC_17",2023-08-09,"FENC",17,"04-18-2025","Kyra Lenderman","Male","6_Post_Spawning",TRUE,"04-25-2025","Sarina Dery","Male","7_Reabsorbing","majority reabsorbing - SD","Male","7_Reabsorbing",NA,NA,NA,NA
"0823FENC_18",2023-08-09,"FENC",18,"04-18-2025","Kyra Lenderman","Male","6_Post_Spawning",TRUE,"04-25-2025","Sarina Dery","Male","5_Spawning","some post spawned - SD","Male","6_Post_Spawning",NA,NA,NA,NA
"0823FENC_19",2023-08-09,"FENC",19,"04-18-2025","Kyra Lenderman","ND","7_Reabsorbing",TRUE,"04-25-2025","Sarina Dery","ND","7_Reabsorbing",NA,"ND","7_Reabsorbing",NA,NA,NA,NA
"0823FENC_20",2023-08-09,"FENC",20,"04-18-2025","Kyra Lenderman","Female","7_Reabsorbing",TRUE,"04-25-2025","Sarina Dery","Female","7_Reabsorbing",NA,"Female","7_Reabsorbing",NA,NA,NA,NA
"0823FENC_21",2023-08-09,"FENC",21,"04-18-2025","Kyra Lenderman","Male","4_Late_Mature",TRUE,"04-25-2025","Sarina Dery","Male","5_Spawning","partially late mature -SD","Male","5_Spawning",NA,NA,NA,NA
"0823FENC_22",2023-08-09,"FENC",22,"04-18-2025","Kyra Lenderman","Male","6_Post_Spawning",TRUE,"04-25-2025","Sarina Dery","Male","6_Post_Spawning",NA,"Male","6_Post_Spawning",NA,NA,NA,NA
"0823FENC_23",2023-08-09,"FENC",23,"04-18-2025","Kyra Lenderman","Female","7_Reabsorbing",TRUE,"04-25-2025","Sarina Dery","ND","7_Reabsorbing",NA,"Female","7_Reabsorbing",NA,NA,NA,NA
"0823FENC_24",2023-08-09,"FENC",24,"04-18-2025","Kyra Lenderman","ND","7_Reabsorbing",TRUE,"04-25-2025","Sarina Dery","ND","7_Reabsorbing",NA,"ND","7_Reabsorbing",NA,NA,NA,NA
"0823FENC_25",2023-08-09,"FENC",25,"04-18-2025","Kyra Lenderman","Female","7_Reabsorbing",TRUE,"04-25-2025","Sarina Dery","Female","7_Reabsorbing",NA,"Female","7_Reabsorbing",NA,NA,NA,NA
"0823FENC_26",2023-08-09,"FENC",26,"04-18-2025","Kyra Lenderman","Female","6_Post_Spawning",TRUE,"04-25-2025","Sarina Dery","Female","6_Post_Spawning","Some reabsorption areas","Female","6_Post_Spawning",NA,NA,NA,NA
"0823FENC_27",2023-08-09,"FENC",27,"04-18-2025","Kyra Lenderman","ND","7_Reabsorbing",TRUE,"04-25-2025","Sarina Dery","ND","7_Reabsorbing",NA,"ND","7_Reabsorbing",NA,NA,NA,NA
"0823FENC_28",2023-08-09,"FENC",28,"04-18-2025","Kyra Lenderman","Female","4_Late_Mature",TRUE,"04-25-2025","Sarina Dery","Female","4_Late_Mature",NA,"Female","4_Late_Mature",NA,NA,NA,NA
"0823FENC_29",2023-08-09,"FENC",29,"04-18-2025","Kyra Lenderman","Male","6_Post_Spawning",TRUE,"04-25-2025","Sarina Dery","Male","5_Spawning",NA,"Male","5_Spawning",NA,NA,NA,NA
"0823FENC_30",2023-08-09,"FENC",30,"04-18-2025","Kyra Lenderman","Female","6_Post_Spawning",TRUE,"04-25-2025","Sarina Dery","Female","6_Post_Spawning",NA,"Female","6_Post_Spawning",NA,NA,NA,NA
"0823GOLD_01",2023-08-14,"GOLD",1,"04-23-2025","Kyra Lenderman","Female","6_Post_Spawning",TRUE,"05-02-2025","Sarina Dery","Female","6_Post_Spawning",NA,"Female","6_Post_Spawning",NA,NA,NA,NA
"0823GOLD_02",2023-08-14,"GOLD",2,"04-23-2025","Kyra Lenderman","Female","4_Late_Mature",TRUE,"05-02-2025","Sarina Dery","Female","4_Late_Mature","bad cut, a lot of gaps. Cracked slide - SD","Female","4_Late_Mature",NA,NA,NA,NA
"0823GOLD_03",2023-08-14,"GOLD",3,"04-23-2025","Kyra Lenderman","Male","4_Late_Mature",TRUE,"05-02-2025","Sarina Dery","Male","4_Late_Mature",NA,"Male","4_Late_Mature",NA,NA,NA,NA
"0823GOLD_04",2023-08-14,"GOLD",4,"04-23-2025","Kyra Lenderman","Male","4_Late_Mature",TRUE,"05-02-2025","Sarina Dery","Male","4_Late_Mature",NA,"Male","4_Late_Mature",NA,NA,NA,NA
"0823GOLD_05",2023-08-14,"GOLD",5,"04-23-2025","Kyra Lenderman","ND","2_Developing",TRUE,"05-02-2025","Sarina Dery","ND","2_Developing",NA,"ND","2_Developing",NA,NA,NA,NA
"0823GOLD_06",2023-08-14,"GOLD",6,"04-23-2025","Kyra Lenderman","Female","6_Post_Spawning",TRUE,"05-02-2025","Sarina Dery","Female","6_Post_Spawning",NA,"Female","6_Post_Spawning",NA,NA,NA,NA
"0823GOLD_07",2023-08-14,"GOLD",7,"04-23-2025","Kyra Lenderman","ND","7_Reabsorbing",TRUE,"05-02-2025","Sarina Dery","ND","7_Reabsorbing",NA,"ND","7_Reabsorbing",NA,NA,NA,NA
"0823GOLD_08",2023-08-14,"GOLD",8,"04-23-2025","Kyra Lenderman","Male","6_Post_Spawning",TRUE,"05-02-2025","Sarina Dery","Male","6_Post_Spawning","Parts are reabsorbing","Male","6_Post_Spawning",NA,NA,NA,NA
"0823GOLD_09",2023-08-14,"GOLD",9,"04-23-2025","Kyra Lenderman","Male","6_Post_Spawning",TRUE,"05-02-2025","Sarina Dery","Male","5_Spawning","disease present - SD","Male","6_Post_Spawning",NA,NA,NA,NA
"0823GOLD_10",2023-08-14,"GOLD",10,"04-23-2025","Kyra Lenderman","Male","6_Post_Spawning",TRUE,"05-02-2025","Sarina Dery","Male","5_Spawning","majority spawned - SD","Male","6_Post_Spawning",NA,NA,NA,NA
"0823GOLD_11",2023-08-14,"GOLD",11,"04-23-2025","Kyra Lenderman","Female","5_Spawning",TRUE,"05-02-2025","Sarina Dery","Female","5_Spawning",NA,"Female","5_Spawning",NA,NA,NA,NA
"0823GOLD_12",2023-08-14,"GOLD",12,"04-23-2025","Kyra Lenderman","Male","5_Spawning",TRUE,"05-02-2025","Sarina Dery","Male","4_Late_Mature","Check. May be late/mature.","Male","4_Late_Mature",NA,NA,NA,NA
"0823GOLD_13",2023-08-14,"GOLD",13,"04-23-2025","Kyra Lenderman","ND","7_Reabsorbing",TRUE,"05-02-2025","Sarina Dery","ND","7_Reabsorbing",NA,"ND","7_Reabsorbing",NA,NA,NA,NA
"0823GOLD_14",2023-08-14,"GOLD",14,"04-23-2025","Kyra Lenderman","Male","6_Post_Spawning",TRUE,"05-02-2025","Sarina Dery","Male","5_Spawning",NA,"Male","5_Spawning",NA,NA,NA,NA
"0823GOLD_15",2023-08-14,"GOLD",15,"04-23-2025","Kyra Lenderman","ND","7_Reabsorbing",TRUE,"05-02-2025","Sarina Dery","ND","7_Reabsorbing",NA,"ND","7_Reabsorbing",NA,NA,NA,NA
"0823GOLD_16",2023-08-14,"GOLD",16,"04-23-2025","Kyra Lenderman","Female","5_Spawning",TRUE,"05-07-2025","Sarina Dery","Female","4_Late_Mature",NA,"Female","4_Late_Mature",NA,NA,NA,NA
"0823GOLD_17",2023-08-14,"GOLD",17,"04-23-2025","Kyra Lenderman","Female","6_Post_Spawning",TRUE,"05-07-2025","Sarina Dery","Female","5_Spawning","partially post spawned - SD","Female","6_Post_Spawning",NA,NA,NA,NA
"0823GOLD_18",2023-08-14,"GOLD",18,"04-23-2025","Kyra Lenderman","Male","4_Late_Mature",TRUE,"05-07-2025","Sarina Dery","Male","4_Late_Mature",NA,"Male","4_Late_Mature",NA,NA,NA,NA
"0823GOLD_19",2023-08-14,"GOLD",19,"04-23-2025","Kyra Lenderman","Female","6_Post_Spawning",TRUE,"05-07-2025","Sarina Dery","Female","6_Post_Spawning",NA,"Female","6_Post_Spawning",NA,NA,NA,NA
"0823GOLD_20",2023-08-14,"GOLD",20,"04-23-2025","Kyra Lenderman","Male","7_Reabsorbing",TRUE,"05-07-2025","Sarina Dery","Male","7_Reabsorbing",NA,"Male","7_Reabsorbing",NA,NA,NA,NA
"0823GOLD_21",2023-08-14,"GOLD",21,"04-23-2025","Kyra Lenderman","Male","6_Post_Spawning",TRUE,"05-07-2025","Sarina Dery","Male","5_Spawning","partiall post spawned -SD","Male","6_Post_Spawning",NA,NA,NA,NA
"0823GOLD_22",2023-08-14,"GOLD",22,"04-23-2025","Kyra Lenderman","ND","7_Reabsorbing",TRUE,"05-07-2025","Sarina Dery","ND","7_Reabsorbing",NA,"ND","7_Reabsorbing",NA,NA,NA,NA
"0823GOLD_23",2023-08-14,"GOLD",23,"04-23-2025","Kyra Lenderman","Female","7_Reabsorbing",TRUE,"05-07-2025","Sarina Dery","Female","7_Reabsorbing",NA,"Female","7_Reabsorbing",NA,NA,NA,NA
"0823GOLD_24",2023-08-14,"GOLD",24,"04-23-2025","Kyra Lenderman","Female","6_Post_Spawning",TRUE,"05-07-2025","Sarina Dery","Female","5_Spawning","partially post spawned - SD","Female","6_Post_Spawning",NA,NA,NA,NA
"0823GOLD_25",2023-08-14,"GOLD",25,"04-23-2025","Kyra Lenderman","ND","7_Reabsorbing",TRUE,"05-07-2025","Sarina Dery","ND","7_Reabsorbing",NA,"ND","7_Reabsorbing",NA,NA,NA,NA
"0823GOLD_26",2023-08-14,"GOLD",26,"04-23-2025","Kyra Lenderman","Male","5_Spawning",TRUE,"05-07-2025","Sarina Dery","Male","5_Spawning",NA,"Male","5_Spawning",NA,NA,NA,NA
"0823GOLD_27",2023-08-14,"GOLD",27,"04-23-2025","Kyra Lenderman","Male","6_Post_Spawning",TRUE,"05-07-2025","Sarina Dery","Male","6_Post_Spawning",NA,"Male","6_Post_Spawning",NA,NA,NA,NA
"0823GOLD_28",2023-08-14,"GOLD",28,"04-23-2025","Kyra Lenderman","Female","6_Post_Spawning",TRUE,"05-07-2025","Sarina Dery","Female","6_Post_Spawning","Most of mantle is missing","Female","6_Post_Spawning",NA,NA,NA,NA
"0823GOLD_30",2023-08-14,"GOLD",30,"04-23-2025","Kyra Lenderman","ND","7_Reabsorbing",TRUE,"05-07-2025","Sarina Dery","ND","7_Reabsorbing",NA,"ND","7_Reabsorbing",NA,NA,NA,NA
"0823LAUR_01",2023-08-14,"LAUR",1,"05-14-2025","Sarina Dery","ND","7_Reabsorbing",TRUE,"12-31-2025","Kyra Lenderman","ND","7_Reabsorbing",NA,"ND","7_Reabsorbing",NA,NA,NA,NA
"0823LAUR_02",2023-08-14,"LAUR",2,"05-14-2025","Sarina Dery","ND","7_Reabsorbing",TRUE,"06-04-2025","Kyra Lenderman","ND","7_Reabsorbing",NA,"ND","7_Reabsorbing",NA,NA,NA,NA
"0823LAUR_03",2023-08-14,"LAUR",3,"05-14-2025","Sarina Dery","ND","7_Reabsorbing",TRUE,"12-31-2025","Kyra Lenderman","ND","7_Reabsorbing",NA,"ND","7_Reabsorbing",NA,NA,NA,NA
"0823LAUR_04",2023-08-14,"LAUR",4,"05-14-2025","Sarina Dery","ND","7_Reabsorbing",TRUE,"12-31-2025","Kyra Lenderman","ND","7_Reabsorbing",NA,"ND","7_Reabsorbing",NA,NA,NA,NA
"0823LAUR_05",2023-08-14,"LAUR",5,"05-14-2025","Sarina Dery","ND","1_Inactive_Indeterminate",TRUE,"12-31-2025","Kyra Lenderman","ND","7_Reabsorbing",NA,"ND","1_Inactive_Indeterminate",NA,NA,NA,NA
"0823LAUR_06",2023-08-14,"LAUR",6,"05-14-2025","Sarina Dery","ND","7_Reabsorbing",TRUE,"12-31-2025","Kyra Lenderman","ND","7_Reabsorbing",NA,"ND","7_Reabsorbing",NA,NA,NA,NA
"0823LAUR_07",2023-08-14,"LAUR",7,"05-14-2025","Sarina Dery","ND","7_Reabsorbing",TRUE,"12-31-2025","Kyra Lenderman","ND","7_Reabsorbing",NA,"ND","7_Reabsorbing",NA,NA,NA,NA
"0823LAUR_08",2023-08-14,"LAUR",8,"05-14-2025","Sarina Dery","ND","7_Reabsorbing",TRUE,"12-31-2025","Kyra Lenderman","ND","7_Reabsorbing",NA,"ND","7_Reabsorbing",NA,NA,NA,NA
"0823LAUR_09",2023-08-14,"LAUR",9,"05-14-2025","Sarina Dery","ND","7_Reabsorbing",TRUE,"12-31-2025","Kyra Lenderman","ND","7_Reabsorbing",NA,"ND","7_Reabsorbing",NA,NA,NA,NA
"0823LAUR_10",2023-08-14,"LAUR",10,"05-14-2025","Sarina Dery","ND","7_Reabsorbing",TRUE,"06-04-2025","Kyra Lenderman","ND","7_Reabsorbing",NA,"ND","7_Reabsorbing",NA,NA,NA,NA
"0823LAUR_11",2023-08-14,"LAUR",11,"05-14-2025","Sarina Dery","ND","7_Reabsorbing",TRUE,"12-31-2025","Kyra Lenderman","Female","7_Reabsorbing",NA,"Female","7_Reabsorbing",NA,NA,NA,NA
"0823LAUR_12",2023-08-14,"LAUR",12,"05-14-2025","Sarina Dery","ND","7_Reabsorbing",TRUE,"12-31-2025","Kyra Lenderman","Female","7_Reabsorbing",NA,"Female","7_Reabsorbing",NA,NA,NA,NA
"0823LAUR_13",2023-08-14,"LAUR",13,"05-14-2025","Sarina Dery","ND","7_Reabsorbing",TRUE,"12-31-2025","Kyra Lenderman","Female","7_Reabsorbing",NA,"Female","7_Reabsorbing",NA,NA,NA,NA
"0823LAUR_14",2023-08-14,"LAUR",14,"05-14-2025","Sarina Dery","ND","7_Reabsorbing",TRUE,"12-31-2025","Kyra Lenderman","ND","7_Reabsorbing",NA,"ND","7_Reabsorbing",NA,NA,NA,NA
"0823LAUR_15",2023-08-14,"LAUR",15,"05-14-2025","Sarina Dery","ND","7_Reabsorbing",TRUE,"12-31-2025","Kyra Lenderman","ND","7_Reabsorbing",NA,"ND","7_Reabsorbing",NA,NA,NA,NA
"0823LAUR_16",2023-08-14,"LAUR",16,"05-14-2025","Sarina Dery","ND","7_Reabsorbing",TRUE,"12-31-2025","Kyra Lenderman","ND","7_Reabsorbing",NA,"ND","7_Reabsorbing",NA,NA,NA,NA
"0823LAUR_17",2023-08-14,"LAUR",17,"05-14-2025","Sarina Dery","Female","6_Post_Spawning",TRUE,"07-22-2025","Kyra Lenderman","Female","6_Post_Spawning",NA,"Female","6_Post_Spawning",NA,NA,NA,NA
"0823LAUR_18",2023-08-14,"LAUR",18,"05-14-2025","Sarina Dery","Female","7_Reabsorbing",TRUE,"07-22-2025","Kyra Lenderman","Female","7_Reabsorbing",NA,"Female","7_Reabsorbing",NA,NA,NA,NA
"0823LAUR_20",2023-08-14,"LAUR",20,"05-14-2025","Sarina Dery","ND","7_Reabsorbing",NA,"12-31-2025","Kyra Lenderman","ND","7_Reabsorbing",NA,"ND","7_Reabsorbing",NA,NA,NA,NA
"0823LAUR_21",2023-08-14,"LAUR",21,"05-14-2025","Sarina Dery","Male","4_Late_Mature",TRUE,"05-14-2025","Kyra Lenderman","Male","4_Late_Mature",NA,"Male","4_Late_Mature",NA,NA,NA,NA
"0823LAUR_22",2023-08-14,"LAUR",22,"05-14-2025","Sarina Dery","Female","6_Post_Spawning",TRUE,"07-22-2025","Kyra Lenderman","Female","6_Post_Spawning",NA,"Female","6_Post_Spawning",NA,NA,NA,NA
"0823LAUR_23",2023-08-14,"LAUR",23,"05-14-2025","Sarina Dery","ND","7_Reabsorbing",TRUE,"06-04-2025","Kyra Lenderman","ND","7_Reabsorbing",NA,"ND","7_Reabsorbing",NA,NA,NA,NA
"0823LAUR_24",2023-08-14,"LAUR",24,"05-14-2025","Sarina Dery","Female","7_Reabsorbing",TRUE,"07-22-2025","Kyra Lenderman","Female","7_Reabsorbing",NA,"Female","7_Reabsorbing",NA,NA,NA,NA
"0823LAUR_25",2023-08-14,"LAUR",25,"05-14-2025","Sarina Dery","ND","7_Reabsorbing",TRUE,"12-31-2025","Kyra Lenderman","ND","7_Reabsorbing",NA,"ND","7_Reabsorbing",NA,NA,NA,NA
