"lab_id","date_collected","site","lab_sample","date_processed","height_mm","condition","sample_notes","mantle_rftm","ggr1_frozen","ggr2_etoh","cross_histology","date_davidsons","date_etoh","...15","...16","...17","ww_total_g","length_mm","width_mm","dissection_notes","ggr1_etoh","adductor_etoh","...21","...22","...23","...24","...25","...26","...27","...28","...29","...30","...31","...32","...33","...18","...19","...20"
"0724GOLD_21",2024-07-22,"GOLD",21,2024-07-23,109.26,"6_fair_minus",NA,TRUE,TRUE,TRUE,TRUE,2024-07-23,2024-07-24,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"0724GOLD_22",2024-07-22,"GOLD",22,2024-07-23,90.16,"5_fair",NA,TRUE,TRUE,TRUE,TRUE,2024-07-23,2024-07-24,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"0724GOLD_23",2024-07-22,"GOLD",23,2024-07-23,69.73,"8_poor",NA,TRUE,TRUE,TRUE,TRUE,2024-07-23,2024-07-24,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"0724GOLD_24",2024-07-22,"GOLD",24,2024-07-23,102.16,"5_fair",NA,TRUE,TRUE,TRUE,TRUE,2024-07-23,2024-07-24,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"0724GOLD_25",2024-07-22,"GOLD",25,2024-07-23,75.68,"4_fair_plus",NA,TRUE,TRUE,TRUE,TRUE,2024-07-23,2024-07-24,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"0724GOLD_26",2024-07-22,"GOLD",26,2024-07-23,97.52,"5_fair","poor histology cut",TRUE,TRUE,TRUE,TRUE,2024-07-23,2024-07-24,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"0724GOLD_27",2024-07-22,"GOLD",27,2024-07-23,87.66,"9_very_poor","poor histology cut",TRUE,TRUE,TRUE,TRUE,2024-07-23,2024-07-24,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"0724GOLD_28",2024-07-22,"GOLD",28,2024-07-23,83.7,"4_fair_plus",NA,TRUE,TRUE,TRUE,TRUE,2024-07-23,2024-07-24,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"0724GOLD_29",2024-07-22,"GOLD",29,2024-07-23,NA,NA,NA,FALSE,FALSE,FALSE,FALSE,2024-07-23,2024-07-24,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"0724GOLD_30",2024-07-22,"GOLD",30,2024-07-23,NA,NA,NA,FALSE,FALSE,FALSE,FALSE,2024-07-23,2024-07-24,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"0725ASHC_01",2025-07-14,"ASHC",1,2025-07-14,110.39,"2_good",NA,TRUE,TRUE,TRUE,TRUE,2025-07-14,2025-07-15,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"0725ASHC_02",2025-07-14,"ASHC",2,2025-07-14,114.25,"3_good_minus",NA,TRUE,TRUE,TRUE,TRUE,2025-07-14,2025-07-15,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"0725ASHC_03",2025-07-14,"ASHC",3,2025-07-14,130.02,"2_good",NA,TRUE,TRUE,TRUE,TRUE,2025-07-14,2025-07-15,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"0725ASHC_04",2025-07-14,"ASHC",4,2025-07-14,98.55,"3_good_minus",NA,TRUE,TRUE,TRUE,TRUE,2025-07-14,2025-07-15,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"0725ASHC_05",2025-07-14,"ASHC",5,2025-07-14,123.88,"3_good_minus",NA,TRUE,TRUE,TRUE,TRUE,2025-07-14,2025-07-15,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"0725ASHC_06",2025-07-14,"ASHC",6,2025-07-14,116.63,"4_fair_plus",NA,TRUE,TRUE,TRUE,TRUE,2025-07-14,2025-07-15,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"0725ASHC_07",2025-07-14,"ASHC",7,2025-07-14,119.8,"4_fair_plus",NA,TRUE,TRUE,TRUE,TRUE,2025-07-14,2025-07-15,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"0725ASHC_08",2025-07-14,"ASHC",8,2025-07-14,118.45,"4_fair_plus",NA,TRUE,TRUE,TRUE,TRUE,2025-07-14,2025-07-15,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"0725ASHC_09",2025-07-14,"ASHC",9,2025-07-14,107.86,"4_fair_plus",NA,TRUE,TRUE,TRUE,TRUE,2025-07-14,2025-07-15,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"0725ASHC_10",2025-07-14,"ASHC",10,2025-07-14,94.37,"4_fair_plus",NA,TRUE,TRUE,TRUE,TRUE,2025-07-14,2025-07-15,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"0725ASHC_11",2025-07-14,"ASHC",11,2025-07-14,120.95,"4_fair_plus",NA,TRUE,TRUE,TRUE,TRUE,2025-07-14,2025-07-15,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"0725ASHC_12",2025-07-14,"ASHC",12,2025-07-14,116.91,"5_fair",NA,TRUE,TRUE,TRUE,TRUE,2025-07-14,2025-07-15,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"0725ASHC_13",2025-07-14,"ASHC",13,2025-07-14,109.91,"5_fair",NA,TRUE,TRUE,TRUE,TRUE,2025-07-14,2025-07-15,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"0725ASHC_14",2025-07-14,"ASHC",14,2025-07-14,90.21,"4_fair_plus",NA,TRUE,TRUE,TRUE,TRUE,2025-07-14,2025-07-15,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"0725ASHC_15",2025-07-14,"ASHC",15,2025-07-14,111.14,"2_good",NA,TRUE,TRUE,TRUE,TRUE,2025-07-14,2025-07-15,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"0725ASHC_16",2025-07-14,"ASHC",16,2025-07-14,93.42,"4_fair_plus",NA,TRUE,TRUE,TRUE,TRUE,2025-07-14,2025-07-15,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"0725ASHC_17",2025-07-14,"ASHC",17,2025-07-14,108.85,"2_good",NA,TRUE,TRUE,TRUE,TRUE,2025-07-14,2025-07-15,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"0725ASHC_18",2025-07-14,"ASHC",18,2025-07-14,108.07,"4_fair_plus",NA,TRUE,TRUE,TRUE,TRUE,2025-07-14,2025-07-15,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"0725ASHC_19",2025-07-14,"ASHC",19,2025-07-14,102.39,"4_fair_plus",NA,TRUE,TRUE,TRUE,TRUE,2025-07-14,2025-07-15,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"0725ASHC_20",2025-07-14,"ASHC",20,2025-07-14,115.14,"4_fair_plus",NA,TRUE,TRUE,TRUE,TRUE,2025-07-14,2025-07-15,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"0725ASHC_21",2025-07-14,"ASHC",21,2025-07-14,96.43,"5_fair",NA,TRUE,TRUE,TRUE,TRUE,2025-07-14,2025-07-15,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"0725ASHC_22",2025-07-14,"ASHC",22,2025-07-14,133.36,"4_fair_plus","juvenile crab",TRUE,TRUE,TRUE,TRUE,2025-07-14,2025-07-15,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"0725ASHC_23",2025-07-14,"ASHC",23,2025-07-14,99.91,"3_good_minus",NA,TRUE,TRUE,TRUE,TRUE,2025-07-14,2025-07-15,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"0725ASHC_24",2025-07-14,"ASHC",24,2025-07-14,114.85,"5_fair",NA,TRUE,TRUE,TRUE,TRUE,2025-07-14,2025-07-15,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"0725ASHC_25",2025-07-14,"ASHC",25,2025-07-14,99.27,"4_fair_plus",NA,TRUE,TRUE,TRUE,TRUE,2025-07-14,2025-07-15,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"0725ASHC_26",2025-07-14,"ASHC",26,2025-07-14,108.18,"5_fair",NA,TRUE,TRUE,TRUE,TRUE,2025-07-14,2025-07-15,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"0725ASHC_27",2025-07-14,"ASHC",27,2025-07-14,102.17,"4_fair_plus",NA,TRUE,TRUE,TRUE,TRUE,2025-07-14,2025-07-15,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"0725ASHC_28",2025-07-14,"ASHC",28,2025-07-14,103.19,"4_fair_plus",NA,TRUE,TRUE,TRUE,TRUE,2025-07-14,2025-07-15,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"0725ASHC_29",2025-07-14,"ASHC",29,2025-07-14,106.66,"3_good_minus",NA,TRUE,TRUE,TRUE,TRUE,2025-07-14,2025-07-15,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"0725ASHC_30",2025-07-14,"ASHC",30,2025-07-14,100.5,"4_fair_plus",NA,TRUE,TRUE,TRUE,TRUE,2025-07-14,2025-07-15,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"0725FENC_01",2025-07-16,"FENC",1,2025-07-16,123.83,"4_fair_plus",NA,TRUE,TRUE,TRUE,TRUE,2025-07-16,2025-07-17,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"0725FENC_02",2025-07-16,"FENC",2,2025-07-16,108.2,"4_fair_plus",NA,TRUE,TRUE,TRUE,TRUE,2025-07-16,2025-07-17,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"0725FENC_03",2025-07-16,"FENC",3,2025-07-16,108.66,"4_fair_plus",NA,TRUE,TRUE,TRUE,TRUE,2025-07-16,2025-07-17,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"0725FENC_04",2025-07-16,"FENC",4,2025-07-16,86.98,"4_fair_plus",NA,TRUE,TRUE,TRUE,TRUE,2025-07-16,2025-07-17,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"0725FENC_05",2025-07-16,"FENC",5,2025-07-16,91.78,"4_fair_plus",NA,TRUE,TRUE,TRUE,TRUE,2025-07-16,2025-07-17,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"0725FENC_06",2025-07-16,"FENC",6,2025-07-16,120.02,"4_fair_plus",NA,TRUE,TRUE,TRUE,TRUE,2025-07-16,2025-07-17,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"0725FENC_07",2025-07-16,"FENC",7,2025-07-16,114.95,"3_good_minus",NA,TRUE,TRUE,TRUE,TRUE,2025-07-16,2025-07-17,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"0725FENC_08",2025-07-16,"FENC",8,2025-07-16,109.46,"4_fair_plus",NA,TRUE,TRUE,TRUE,TRUE,2025-07-16,2025-07-17,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"0725FENC_09",2025-07-16,"FENC",9,2025-07-16,119.31,"4_fair_plus",NA,TRUE,TRUE,TRUE,TRUE,2025-07-16,2025-07-17,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"0725FENC_10",2025-07-16,"FENC",10,2025-07-16,130.39,"4_fair_plus",NA,TRUE,TRUE,TRUE,TRUE,2025-07-16,2025-07-17,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"0725FENC_11",2025-07-16,"FENC",11,2025-07-16,123.24,"4_fair_plus",NA,TRUE,TRUE,TRUE,TRUE,2025-07-16,2025-07-17,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"0725FENC_12",2025-07-16,"FENC",12,2025-07-16,126.13,"3_good_minus",NA,TRUE,TRUE,TRUE,TRUE,2025-07-16,2025-07-17,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"0725FENC_13",2025-07-16,"FENC",13,2025-07-16,99.89,"4_fair_plus",NA,TRUE,TRUE,TRUE,TRUE,2025-07-16,2025-07-17,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"0725FENC_14",2025-07-16,"FENC",14,2025-07-16,114.65,"5_fair",NA,TRUE,TRUE,TRUE,TRUE,2025-07-16,2025-07-17,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"0725FENC_15",2025-07-16,"FENC",15,2025-07-16,104.51,"6_fair_minus",NA,TRUE,TRUE,TRUE,TRUE,2025-07-16,2025-07-17,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"0725FENC_16",2025-07-16,"FENC",16,2025-07-16,107.37,"5_fair",NA,TRUE,TRUE,TRUE,TRUE,2025-07-16,2025-07-17,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"0725FENC_17",2025-07-16,"FENC",17,2025-07-16,119.71,"4_fair_plus",NA,TRUE,TRUE,TRUE,TRUE,2025-07-16,2025-07-17,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"0725FENC_18",2025-07-16,"FENC",18,2025-07-16,94.89,"5_fair",NA,TRUE,TRUE,TRUE,TRUE,2025-07-16,2025-07-17,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"0725FENC_19",2025-07-16,"FENC",19,2025-07-16,102.49,"3_good_minus",NA,TRUE,TRUE,TRUE,TRUE,2025-07-16,2025-07-17,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"0725FENC_20",2025-07-16,"FENC",20,2025-07-16,110.03,"6_fair_minus",NA,TRUE,TRUE,TRUE,TRUE,2025-07-16,2025-07-17,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"0725FENC_21",2025-07-16,"FENC",21,2025-07-16,85.89,"5_fair",NA,TRUE,TRUE,TRUE,TRUE,2025-07-16,2025-07-17,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"0725FENC_22",2025-07-16,"FENC",22,2025-07-16,100.65,"4_fair_plus",NA,TRUE,TRUE,TRUE,TRUE,2025-07-16,2025-07-17,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"0725FENC_23",2025-07-16,"FENC",23,2025-07-16,97.54,"4_fair_plus",NA,TRUE,TRUE,TRUE,TRUE,2025-07-16,2025-07-17,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"0725FENC_24",2025-07-16,"FENC",24,2025-07-16,90.77,"4_fair_plus",NA,TRUE,TRUE,TRUE,TRUE,2025-07-16,2025-07-17,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"0725FENC_25",2025-07-16,"FENC",25,2025-07-16,100.07,"5_fair",NA,TRUE,TRUE,TRUE,TRUE,2025-07-16,2025-07-17,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"0725FENC_26",2025-07-16,"FENC",26,2025-07-16,116.79,"5_fair",NA,TRUE,TRUE,TRUE,TRUE,2025-07-16,2025-07-17,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"0725FENC_27",2025-07-16,"FENC",27,2025-07-16,114.29,"5_fair",NA,TRUE,TRUE,TRUE,TRUE,2025-07-16,2025-07-17,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"0725FENC_28",2025-07-16,"FENC",28,2025-07-16,99.13,"4_fair_plus",NA,TRUE,TRUE,TRUE,TRUE,2025-07-16,2025-07-17,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"0725FENC_29",2025-07-16,"FENC",29,2025-07-16,119.66,"4_fair_plus",NA,TRUE,TRUE,TRUE,TRUE,2025-07-16,2025-07-17,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"0725FENC_30",2025-07-16,"FENC",30,2025-07-16,109.57,"4_fair_plus",NA,TRUE,TRUE,TRUE,TRUE,2025-07-16,2025-07-17,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"0725GOLD_01",2025-07-29,"GOLD",1,2025-07-30,112.33,"3_good_minus",NA,TRUE,TRUE,TRUE,TRUE,2025-07-30,2025-07-31,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"0725GOLD_02",2025-07-29,"GOLD",2,2025-07-30,87.27,"3_good_minus",NA,TRUE,TRUE,TRUE,TRUE,2025-07-30,2025-07-31,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"0725GOLD_03",2025-07-29,"GOLD",3,2025-07-30,111.79,"2_good",NA,TRUE,TRUE,TRUE,TRUE,2025-07-30,2025-07-31,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"0725GOLD_04",2025-07-29,"GOLD",4,2025-07-30,130.57,"4_fair_plus",NA,TRUE,TRUE,TRUE,TRUE,2025-07-30,2025-07-31,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"0725GOLD_05",2025-07-29,"GOLD",5,2025-07-30,106.33,"5_fair",NA,TRUE,TRUE,TRUE,TRUE,2025-07-30,2025-07-31,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"0725GOLD_06",2025-07-29,"GOLD",6,2025-07-30,94.28,"4_fair_plus",NA,TRUE,TRUE,TRUE,TRUE,2025-07-30,2025-07-31,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"0725GOLD_07",2025-07-29,"GOLD",7,2025-07-30,106.77,"5_fair",NA,TRUE,TRUE,TRUE,TRUE,2025-07-30,2025-07-31,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"0725GOLD_08",2025-07-29,"GOLD",8,2025-07-30,128.76,"3_good_minus",NA,TRUE,TRUE,TRUE,TRUE,2025-07-30,2025-07-31,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"0725GOLD_09",2025-07-29,"GOLD",9,2025-07-30,88.94,"3_good_minus",NA,TRUE,TRUE,TRUE,TRUE,2025-07-30,2025-07-31,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"0725GOLD_10",2025-07-29,"GOLD",10,2025-07-30,112.1,"2_good",NA,TRUE,TRUE,TRUE,TRUE,2025-07-30,2025-07-31,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"0725GOLD_11",2025-07-29,"GOLD",11,2025-07-30,112.36,"2_good",NA,TRUE,TRUE,TRUE,TRUE,2025-07-30,2025-07-31,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"0725GOLD_12",2025-07-29,"GOLD",12,2025-07-30,110.66,"4_fair_plus",NA,TRUE,TRUE,TRUE,TRUE,2025-07-30,2025-07-31,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"0725GOLD_13",2025-07-29,"GOLD",13,2025-07-30,109.3,"5_fair",NA,TRUE,TRUE,TRUE,TRUE,2025-07-30,2025-07-31,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"0725GOLD_14",2025-07-29,"GOLD",14,2025-07-30,116.83,"2_good",NA,TRUE,TRUE,TRUE,TRUE,2025-07-30,2025-07-31,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"0725GOLD_15",2025-07-29,"GOLD",15,2025-07-30,102.2,"3_good_minus",NA,TRUE,TRUE,TRUE,TRUE,2025-07-30,2025-07-31,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"0725GOLD_16",2025-07-29,"GOLD",16,2025-07-30,103.86,"5_fair",NA,TRUE,TRUE,TRUE,TRUE,2025-07-30,2025-07-31,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"0725GOLD_17",2025-07-29,"GOLD",17,2025-07-30,107.75,"3_good_minus",NA,TRUE,TRUE,TRUE,TRUE,2025-07-30,2025-07-31,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"0725GOLD_18",2025-07-29,"GOLD",18,2025-07-30,84.71,"4_fair_plus",NA,TRUE,TRUE,TRUE,TRUE,2025-07-30,2025-07-31,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"0725GOLD_19",2025-07-29,"GOLD",19,2025-07-30,131.52,"4_fair_plus",NA,TRUE,TRUE,TRUE,TRUE,2025-07-30,2025-07-31,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
