"Target_dye","Sample_ID","Cq","Concentration","Cq_mean","Cq_st_dev","St_dev","File_Name","Month_year","Site","Replicate","Date"
"HEX","0523FENC_05",NA,NA,0,0,0,"0523FENC_qPCR.csv","0523","FENC","05",2023-05-01
"HEX","0523FENC_13",NA,NA,0,0,0,"0523FENC_qPCR.csv","0523","FENC","13",2023-05-01
"HEX","0523FENC_13",NA,NA,0,0,0,"0523FENC_qPCR.csv","0523","FENC","13",2023-05-01
"HEX","0523FENC_21",NA,NA,0,0,0,"0523FENC_qPCR.csv","0523","FENC","21",2023-05-01
"HEX","0523FENC_21",37.12031419,41.73582498,37.12031419,0,0,"0523FENC_qPCR.csv","0523","FENC","21",2023-05-01
"HEX","0523FENC_29",NA,NA,0,0,0,"0523FENC_qPCR.csv","0523","FENC","29",2023-05-01
"HEX","0523FENC_29",NA,NA,0,0,0,"0523FENC_qPCR.csv","0523","FENC","29",2023-05-01
"HEX","0523FENC_qPCR_Std-06",32.87429506,1000,32.93975658,0.174063072,0,"0523FENC_qPCR.csv","0523","FENC",NA,2023-05-01
"HEX","0523FENC_qPCR_Std-06",33.13705965,1000,32.93975658,0.174063072,0,"0523FENC_qPCR.csv","0523","FENC",NA,2023-05-01
"HEX","0523FENC_qPCR_Std-06",32.80791503,1000,32.93975658,0.174063072,0,"0523FENC_qPCR.csv","0523","FENC",NA,2023-05-01
"HEX","0523FENC_06",NA,NA,0,0,0,"0523FENC_qPCR.csv","0523","FENC","06",2023-05-01
"HEX","0523FENC_06",NA,NA,0,0,0,"0523FENC_qPCR.csv","0523","FENC","06",2023-05-01
"HEX","0523FENC_14",NA,NA,0,0,0,"0523FENC_qPCR.csv","0523","FENC","14",2023-05-01
"HEX","0523FENC_14",NA,NA,0,0,0,"0523FENC_qPCR.csv","0523","FENC","14",2023-05-01
"HEX","0523FENC_22",NA,NA,0,0,0,"0523FENC_qPCR.csv","0523","FENC","22",2023-05-01
"HEX","0523FENC_22",NA,NA,0,0,0,"0523FENC_qPCR.csv","0523","FENC","22",2023-05-01
"HEX","0523FENC_30",NA,NA,0,0,0,"0523FENC_qPCR.csv","0523","FENC","30",2023-05-01
"HEX","0523FENC_30",NA,NA,0,0,0,"0523FENC_qPCR.csv","0523","FENC","30",2023-05-01
"HEX","0523FENC_qPCR_Std-07",37.29188003,100,36.38393411,1.148371746,0,"0523FENC_qPCR.csv","0523","FENC",NA,2023-05-01
"HEX","0523FENC_qPCR_Std-07",36.76690997,100,36.38393411,1.148371746,0,"0523FENC_qPCR.csv","0523","FENC",NA,2023-05-01
"HEX","0523FENC_qPCR_Std-07",35.09301234,100,36.38393411,1.148371746,0,"0523FENC_qPCR.csv","0523","FENC",NA,2023-05-01
"HEX","0523FENC_07",NA,NA,0,0,0,"0523FENC_qPCR.csv","0523","FENC","07",2023-05-01
"HEX","0523FENC_07",NA,NA,0,0,0,"0523FENC_qPCR.csv","0523","FENC","07",2023-05-01
"HEX","0523FENC_15",NA,NA,0,0,0,"0523FENC_qPCR.csv","0523","FENC","15",2023-05-01
"HEX","0523FENC_15",37.39416912,34.54829219,37.39416912,0,0,"0523FENC_qPCR.csv","0523","FENC","15",2023-05-01
"HEX","0523FENC_23",NA,NA,0,0,0,"0523FENC_qPCR.csv","0523","FENC","23",2023-05-01
"HEX","0523FENC_23",NA,NA,0,0,0,"0523FENC_qPCR.csv","0523","FENC","23",2023-05-01
"HEX","0523FENC_qPCR_Std-08",38.33702766,10,38.01885892,0.44995855,0,"0523FENC_qPCR.csv","0523","FENC",NA,2023-05-01
"HEX","0523FENC_qPCR_Std-08",NA,10,0,0,0,"0523FENC_qPCR.csv","0523","FENC",NA,2023-05-01
"HEX","0523FENC_qPCR_Std-08",37.70069018,10,38.01885892,0.44995855,0,"0523FENC_qPCR.csv","0523","FENC",NA,2023-05-01
"HEX","0523FENC_08",NA,NA,0,0,0,"0523FENC_qPCR.csv","0523","FENC","08",2023-05-01
"HEX","0523FENC_08",NA,NA,0,0,0,"0523FENC_qPCR.csv","0523","FENC","08",2023-05-01
"HEX","0523FENC_16",38.75262262,13.52875709,38.26620828,0.687893758,9.1546974,"0523FENC_qPCR.csv","0523","FENC","16",2023-05-01
"HEX","0523FENC_16",37.77979394,26.47545431,38.26620828,0.687893758,9.1546974,"0523FENC_qPCR.csv","0523","FENC","16",2023-05-01
"HEX","0523FENC_24",NA,NA,0,0,0,"0523FENC_qPCR.csv","0523","FENC","24",2023-05-01
"HEX","0523FENC_24",NA,NA,0,0,0,"0523FENC_qPCR.csv","0523","FENC","24",2023-05-01
"FAM","0523GOLD_qPCR_Std-01",14.32645898,1e+08,14.29176378,0.030827266,0,"0523GOLD_qPCR.csv","0523","GOLD",NA,2023-05-01
"FAM","0523GOLD_qPCR_Std-01",14.28130839,1e+08,14.29176378,0.030827266,0,"0523GOLD_qPCR.csv","0523","GOLD",NA,2023-05-01
"FAM","0523GOLD_qPCR_Std-01",14.26752397,1e+08,14.29176378,0.030827266,0,"0523GOLD_qPCR.csv","0523","GOLD",NA,2023-05-01
"FAM","0523GOLD_01",NA,NA,0,0,0,"0523GOLD_qPCR.csv","0523","GOLD","01",2023-05-01
"FAM","0523GOLD_01",NA,NA,0,0,0,"0523GOLD_qPCR.csv","0523","GOLD","01",2023-05-01
"FAM","0523GOLD_09",NA,NA,0,0,0,"0523GOLD_qPCR.csv","0523","GOLD","09",2023-05-01
"FAM","0523GOLD_09",NA,NA,0,0,0,"0523GOLD_qPCR.csv","0523","GOLD","09",2023-05-01
"FAM","0523GOLD_17",NA,NA,0,0,0,"0523GOLD_qPCR.csv","0523","GOLD","17",2023-05-01
"FAM","0523GOLD_17",NA,NA,0,0,0,"0523GOLD_qPCR.csv","0523","GOLD","17",2023-05-01
"FAM","0523GOLD_25",NA,NA,0,0,0,"0523GOLD_qPCR.csv","0523","GOLD","25",2023-05-01
"FAM","0523GOLD_25",NA,NA,0,0,0,"0523GOLD_qPCR.csv","0523","GOLD","25",2023-05-01
"FAM","NTC-01",NA,NA,0,0,0,"0523GOLD_qPCR.csv","NTC-",NA,NA,NA
"FAM","0523GOLD_qPCR_Std-02",18.02363249,1e+07,18.15463044,0.114567973,0,"0523GOLD_qPCR.csv","0523","GOLD",NA,2023-05-01
"FAM","0523GOLD_qPCR_Std-02",18.20414591,1e+07,18.15463044,0.114567973,0,"0523GOLD_qPCR.csv","0523","GOLD",NA,2023-05-01
"FAM","0523GOLD_qPCR_Std-02",18.23611293,1e+07,18.15463044,0.114567973,0,"0523GOLD_qPCR.csv","0523","GOLD",NA,2023-05-01
"FAM","0523GOLD_02",NA,NA,0,0,0,"0523GOLD_qPCR.csv","0523","GOLD","02",2023-05-01
"FAM","0523GOLD_02",NA,NA,0,0,0,"0523GOLD_qPCR.csv","0523","GOLD","02",2023-05-01
"FAM","0523GOLD_10",NA,NA,0,0,0,"0523GOLD_qPCR.csv","0523","GOLD","10",2023-05-01
"FAM","0523GOLD_10",NA,NA,0,0,0,"0523GOLD_qPCR.csv","0523","GOLD","10",2023-05-01
"FAM","0523GOLD_18",NA,NA,0,0,0,"0523GOLD_qPCR.csv","0523","GOLD","18",2023-05-01
"FAM","0523GOLD_18",NA,NA,0,0,0,"0523GOLD_qPCR.csv","0523","GOLD","18",2023-05-01
"FAM","0523GOLD_26",NA,NA,0,0,0,"0523GOLD_qPCR.csv","0523","GOLD","26",2023-05-01
"FAM","0523GOLD_26",NA,NA,0,0,0,"0523GOLD_qPCR.csv","0523","GOLD","26",2023-05-01
"FAM","NTC-01",NA,NA,0,0,0,"0523GOLD_qPCR.csv","NTC-",NA,NA,NA
"FAM","0523GOLD_qPCR_Std-03",21.16207546,1e+06,21.38694546,0.198403973,0,"0523GOLD_qPCR.csv","0523","GOLD",NA,2023-05-01
"FAM","0523GOLD_qPCR_Std-03",21.46144306,1e+06,21.38694546,0.198403973,0,"0523GOLD_qPCR.csv","0523","GOLD",NA,2023-05-01
"FAM","0523GOLD_qPCR_Std-03",21.53731788,1e+06,21.38694546,0.198403973,0,"0523GOLD_qPCR.csv","0523","GOLD",NA,2023-05-01
"FAM","0523GOLD_03",NA,NA,0,0,0,"0523GOLD_qPCR.csv","0523","GOLD","03",2023-05-01
"FAM","0523GOLD_03",NA,NA,0,0,0,"0523GOLD_qPCR.csv","0523","GOLD","03",2023-05-01
"FAM","0523GOLD_11",NA,NA,0,0,0,"0523GOLD_qPCR.csv","0523","GOLD","11",2023-05-01
"FAM","0523GOLD_11",NA,NA,0,0,0,"0523GOLD_qPCR.csv","0523","GOLD","11",2023-05-01
"FAM","0523GOLD_19",NA,NA,0,0,0,"0523GOLD_qPCR.csv","0523","GOLD","19",2023-05-01
"FAM","0523GOLD_19",NA,NA,0,0,0,"0523GOLD_qPCR.csv","0523","GOLD","19",2023-05-01
"FAM","0523GOLD_27",NA,NA,0,0,0,"0523GOLD_qPCR.csv","0523","GOLD","27",2023-05-01
"FAM","0523GOLD_27",NA,NA,0,0,0,"0523GOLD_qPCR.csv","0523","GOLD","27",2023-05-01
"FAM","NTC-01",NA,NA,0,0,0,"0523GOLD_qPCR.csv","NTC-",NA,NA,NA
"FAM","0523GOLD_qPCR_Std-04",23.41288251,1e+05,23.60489029,0.175703706,0,"0523GOLD_qPCR.csv","0523","GOLD",NA,2023-05-01
"FAM","0523GOLD_qPCR_Std-04",23.75765289,1e+05,23.60489029,0.175703706,0,"0523GOLD_qPCR.csv","0523","GOLD",NA,2023-05-01
"FAM","0523GOLD_qPCR_Std-04",23.64413547,1e+05,23.60489029,0.175703706,0,"0523GOLD_qPCR.csv","0523","GOLD",NA,2023-05-01
"FAM","0523GOLD_04",NA,NA,0,0,0,"0523GOLD_qPCR.csv","0523","GOLD","04",2023-05-01
"FAM","0523GOLD_04",NA,NA,0,0,0,"0523GOLD_qPCR.csv","0523","GOLD","04",2023-05-01
"FAM","0523GOLD_12",NA,NA,0,0,0,"0523GOLD_qPCR.csv","0523","GOLD","12",2023-05-01
"FAM","0523GOLD_12",NA,NA,0,0,0,"0523GOLD_qPCR.csv","0523","GOLD","12",2023-05-01
"FAM","0523GOLD_20",NA,NA,0,0,0,"0523GOLD_qPCR.csv","0523","GOLD","20",2023-05-01
"FAM","0523GOLD_20",NA,NA,0,0,0,"0523GOLD_qPCR.csv","0523","GOLD","20",2023-05-01
"FAM","0523GOLD_28",NA,NA,0,0,0,"0523GOLD_qPCR.csv","0523","GOLD","28",2023-05-01
"FAM","0523GOLD_28",NA,NA,0,0,0,"0523GOLD_qPCR.csv","0523","GOLD","28",2023-05-01
"FAM","0523GOLD_qPCR_Std-05",28.5961969,10000,28.73648024,0.121812721,0,"0523GOLD_qPCR.csv","0523","GOLD",NA,2023-05-01
"FAM","0523GOLD_qPCR_Std-05",28.79774628,10000,28.73648024,0.121812721,0,"0523GOLD_qPCR.csv","0523","GOLD",NA,2023-05-01
"FAM","0523GOLD_qPCR_Std-05",28.81549754,10000,28.73648024,0.121812721,0,"0523GOLD_qPCR.csv","0523","GOLD",NA,2023-05-01
"FAM","0523GOLD_05",NA,NA,0,0,0,"0523GOLD_qPCR.csv","0523","GOLD","05",2023-05-01
"FAM","0523GOLD_05",NA,NA,0,0,0,"0523GOLD_qPCR.csv","0523","GOLD","05",2023-05-01
"FAM","0523GOLD_13",NA,NA,0,0,0,"0523GOLD_qPCR.csv","0523","GOLD","13",2023-05-01
"FAM","0523GOLD_13",NA,NA,0,0,0,"0523GOLD_qPCR.csv","0523","GOLD","13",2023-05-01
"FAM","0523GOLD_21",NA,NA,0,0,0,"0523GOLD_qPCR.csv","0523","GOLD","21",2023-05-01
"FAM","0523GOLD_21",NA,NA,0,0,0,"0523GOLD_qPCR.csv","0523","GOLD","21",2023-05-01
"FAM","0523GOLD_29",NA,NA,0,0,0,"0523GOLD_qPCR.csv","0523","GOLD","29",2023-05-01
"FAM","0523GOLD_29",NA,NA,0,0,0,"0523GOLD_qPCR.csv","0523","GOLD","29",2023-05-01
"FAM","0523GOLD_qPCR_Std-06",31.7904892,1000,31.84757272,0.104609726,0,"0523GOLD_qPCR.csv","0523","GOLD",NA,2023-05-01
"FAM","0523GOLD_qPCR_Std-06",31.78392283,1000,31.84757272,0.104609726,0,"0523GOLD_qPCR.csv","0523","GOLD",NA,2023-05-01
"FAM","0523GOLD_qPCR_Std-06",31.96830612,1000,31.84757272,0.104609726,0,"0523GOLD_qPCR.csv","0523","GOLD",NA,2023-05-01
"FAM","0523GOLD_06",NA,NA,0,0,0,"0523GOLD_qPCR.csv","0523","GOLD","06",2023-05-01
"FAM","0523GOLD_06",NA,NA,0,0,0,"0523GOLD_qPCR.csv","0523","GOLD","06",2023-05-01
"FAM","0523GOLD_14",NA,NA,0,0,0,"0523GOLD_qPCR.csv","0523","GOLD","14",2023-05-01
"FAM","0523GOLD_14",NA,NA,0,0,0,"0523GOLD_qPCR.csv","0523","GOLD","14",2023-05-01
"FAM","0523GOLD_22",NA,NA,0,0,0,"0523GOLD_qPCR.csv","0523","GOLD","22",2023-05-01
"FAM","0523GOLD_22",NA,NA,0,0,0,"0523GOLD_qPCR.csv","0523","GOLD","22",2023-05-01
"FAM","0523GOLD_30",NA,NA,0,0,0,"0523GOLD_qPCR.csv","0523","GOLD","30",2023-05-01
"FAM","0523GOLD_30",NA,NA,0,0,0,"0523GOLD_qPCR.csv","0523","GOLD","30",2023-05-01
"FAM","0523GOLD_qPCR_Std-07",35.13989466,100,35.28743955,0.127940908,0,"0523GOLD_qPCR.csv","0523","GOLD",NA,2023-05-01
"FAM","0523GOLD_qPCR_Std-07",35.35475009,100,35.28743955,0.127940908,0,"0523GOLD_qPCR.csv","0523","GOLD",NA,2023-05-01
"FAM","0523GOLD_qPCR_Std-07",35.36767389,100,35.28743955,0.127940908,0,"0523GOLD_qPCR.csv","0523","GOLD",NA,2023-05-01
"FAM","0523GOLD_07",NA,NA,0,0,0,"0523GOLD_qPCR.csv","0523","GOLD","07",2023-05-01
"FAM","0523GOLD_07",NA,NA,0,0,0,"0523GOLD_qPCR.csv","0523","GOLD","07",2023-05-01
"FAM","0523GOLD_15",NA,NA,0,0,0,"0523GOLD_qPCR.csv","0523","GOLD","15",2023-05-01
"FAM","0523GOLD_15",NA,NA,0,0,0,"0523GOLD_qPCR.csv","0523","GOLD","15",2023-05-01
"FAM","0523GOLD_23",NA,NA,0,0,0,"0523GOLD_qPCR.csv","0523","GOLD","23",2023-05-01
"FAM","0523GOLD_23",NA,NA,0,0,0,"0523GOLD_qPCR.csv","0523","GOLD","23",2023-05-01
"FAM","0523GOLD_qPCR_Std-08",38.48733057,10,38.59469159,0.711598612,0,"0523GOLD_qPCR.csv","0523","GOLD",NA,2023-05-01
"FAM","0523GOLD_qPCR_Std-08",37.94287384,10,38.59469159,0.711598612,0,"0523GOLD_qPCR.csv","0523","GOLD",NA,2023-05-01
"FAM","0523GOLD_qPCR_Std-08",39.35387036,10,38.59469159,0.711598612,0,"0523GOLD_qPCR.csv","0523","GOLD",NA,2023-05-01
"FAM","0523GOLD_08",NA,NA,0,0,0,"0523GOLD_qPCR.csv","0523","GOLD","08",2023-05-01
"FAM","0523GOLD_08",NA,NA,0,0,0,"0523GOLD_qPCR.csv","0523","GOLD","08",2023-05-01
"FAM","0523GOLD_16",NA,NA,0,0,0,"0523GOLD_qPCR.csv","0523","GOLD","16",2023-05-01
"FAM","0523GOLD_16",NA,NA,0,0,0,"0523GOLD_qPCR.csv","0523","GOLD","16",2023-05-01
"FAM","0523GOLD_24",NA,NA,0,0,0,"0523GOLD_qPCR.csv","0523","GOLD","24",2023-05-01
"FAM","0523GOLD_24",NA,NA,0,0,0,"0523GOLD_qPCR.csv","0523","GOLD","24",2023-05-01
"HEX","0523GOLD_qPCR_Std-01",15.23350183,1e+08,15.59307826,0.313120742,0,"0523GOLD_qPCR.csv","0523","GOLD",NA,2023-05-01
"HEX","0523GOLD_qPCR_Std-01",15.80562609,1e+08,15.59307826,0.313120742,0,"0523GOLD_qPCR.csv","0523","GOLD",NA,2023-05-01
"HEX","0523GOLD_qPCR_Std-01",15.74010685,1e+08,15.59307826,0.313120742,0,"0523GOLD_qPCR.csv","0523","GOLD",NA,2023-05-01
"HEX","0523GOLD_01",NA,NA,0,0,0,"0523GOLD_qPCR.csv","0523","GOLD","01",2023-05-01
"HEX","0523GOLD_01",NA,NA,0,0,0,"0523GOLD_qPCR.csv","0523","GOLD","01",2023-05-01
"HEX","0523GOLD_09",NA,NA,0,0,0,"0523GOLD_qPCR.csv","0523","GOLD","09",2023-05-01
"HEX","0523GOLD_09",NA,NA,0,0,0,"0523GOLD_qPCR.csv","0523","GOLD","09",2023-05-01
"HEX","0523GOLD_17",35.76740297,137.1490978,36.90239429,1.605120114,75.72510379,"0523GOLD_qPCR.csv","0523","GOLD","17",2023-05-01
"HEX","0523GOLD_17",38.0373856,30.05762903,36.90239429,1.605120114,75.72510379,"0523GOLD_qPCR.csv","0523","GOLD","17",2023-05-01
"HEX","0523GOLD_25",NA,NA,0,0,0,"0523GOLD_qPCR.csv","0523","GOLD","25",2023-05-01
"HEX","0523GOLD_25",NA,NA,0,0,0,"0523GOLD_qPCR.csv","0523","GOLD","25",2023-05-01
"HEX","NTC-01",NA,NA,0,0,0,"0523GOLD_qPCR.csv","NTC-",NA,NA,NA
"HEX","0523GOLD_qPCR_Std-02",19.27108959,1e+07,19.35478722,0.129658917,0,"0523GOLD_qPCR.csv","0523","GOLD",NA,2023-05-01
"HEX","0523GOLD_qPCR_Std-02",19.28913039,1e+07,19.35478722,0.129658917,0,"0523GOLD_qPCR.csv","0523","GOLD",NA,2023-05-01
"HEX","0523GOLD_qPCR_Std-02",19.50414169,1e+07,19.35478722,0.129658917,0,"0523GOLD_qPCR.csv","0523","GOLD",NA,2023-05-01
"HEX","0523GOLD_02",36.70953466,73.04378524,36.70953466,0,0,"0523GOLD_qPCR.csv","0523","GOLD","02",2023-05-01
"HEX","0523GOLD_02",NA,NA,0,0,0,"0523GOLD_qPCR.csv","0523","GOLD","02",2023-05-01
"HEX","0523GOLD_10",NA,NA,0,0,0,"0523GOLD_qPCR.csv","0523","GOLD","10",2023-05-01
"HEX","0523GOLD_10",NA,NA,0,0,0,"0523GOLD_qPCR.csv","0523","GOLD","10",2023-05-01
"HEX","0523GOLD_18",NA,NA,0,0,0,"0523GOLD_qPCR.csv","0523","GOLD","18",2023-05-01
"HEX","0523GOLD_18",NA,NA,0,0,0,"0523GOLD_qPCR.csv","0523","GOLD","18",2023-05-01
"HEX","0523GOLD_26",NA,NA,0,0,0,"0523GOLD_qPCR.csv","0523","GOLD","26",2023-05-01
"HEX","0523GOLD_26",NA,NA,0,0,0,"0523GOLD_qPCR.csv","0523","GOLD","26",2023-05-01
"HEX","NTC-01",NA,NA,0,0,0,"0523GOLD_qPCR.csv","NTC-",NA,NA,NA
"HEX","0523GOLD_qPCR_Std-03",21.88040522,1e+06,22.02255464,0.129963009,0,"0523GOLD_qPCR.csv","0523","GOLD",NA,2023-05-01
"HEX","0523GOLD_qPCR_Std-03",22.05196953,1e+06,22.02255464,0.129963009,0,"0523GOLD_qPCR.csv","0523","GOLD",NA,2023-05-01
"HEX","0523GOLD_qPCR_Std-03",22.13528917,1e+06,22.02255464,0.129963009,0,"0523GOLD_qPCR.csv","0523","GOLD",NA,2023-05-01
"HEX","0523GOLD_03",36.53653498,82.00211725,36.65573281,0.168571191,8.544503652,"0523GOLD_qPCR.csv","0523","GOLD","03",2023-05-01
"HEX","0523GOLD_03",36.77493065,69.9183643,36.65573281,0.168571191,8.544503652,"0523GOLD_qPCR.csv","0523","GOLD","03",2023-05-01
"HEX","0523GOLD_11",NA,NA,0,0,0,"0523GOLD_qPCR.csv","0523","GOLD","11",2023-05-01
"HEX","0523GOLD_11",NA,NA,0,0,0,"0523GOLD_qPCR.csv","0523","GOLD","11",2023-05-01
"HEX","0523GOLD_19",35.02755885,224.9340405,35.13748405,0.155457708,21.74553211,"0523GOLD_qPCR.csv","0523","GOLD","19",2023-05-01
"HEX","0523GOLD_19",35.24740925,194.181214,35.13748405,0.155457708,21.74553211,"0523GOLD_qPCR.csv","0523","GOLD","19",2023-05-01
"HEX","0523GOLD_27",NA,NA,0,0,0,"0523GOLD_qPCR.csv","0523","GOLD","27",2023-05-01
"HEX","0523GOLD_27",NA,NA,0,0,0,"0523GOLD_qPCR.csv","0523","GOLD","27",2023-05-01
"HEX","NTC-01",NA,NA,0,0,0,"0523GOLD_qPCR.csv","NTC-",NA,NA,NA
"HEX","0523GOLD_qPCR_Std-04",25.57322412,1e+05,25.61005636,0.218108164,0,"0523GOLD_qPCR.csv","0523","GOLD",NA,2023-05-01
"HEX","0523GOLD_qPCR_Std-04",25.41270938,1e+05,25.61005636,0.218108164,0,"0523GOLD_qPCR.csv","0523","GOLD",NA,2023-05-01
"HEX","0523GOLD_qPCR_Std-04",25.84423556,1e+05,25.61005636,0.218108164,0,"0523GOLD_qPCR.csv","0523","GOLD",NA,2023-05-01
"HEX","0523GOLD_04",NA,NA,0,0,0,"0523GOLD_qPCR.csv","0523","GOLD","04",2023-05-01
"HEX","0523GOLD_04",NA,NA,0,0,0,"0523GOLD_qPCR.csv","0523","GOLD","04",2023-05-01
"HEX","0523GOLD_12",NA,NA,0,0,0,"0523GOLD_qPCR.csv","0523","GOLD","12",2023-05-01
"HEX","0523GOLD_12",39.64216075,10.27786896,39.64216075,0,0,"0523GOLD_qPCR.csv","0523","GOLD","12",2023-05-01
"HEX","0523GOLD_20",NA,NA,0,0,0,"0523GOLD_qPCR.csv","0523","GOLD","20",2023-05-01
"HEX","0523GOLD_20",NA,NA,0,0,0,"0523GOLD_qPCR.csv","0523","GOLD","20",2023-05-01
"HEX","0523GOLD_28",NA,NA,0,0,0,"0523GOLD_qPCR.csv","0523","GOLD","28",2023-05-01
"HEX","0523GOLD_28",NA,NA,0,0,0,"0523GOLD_qPCR.csv","0523","GOLD","28",2023-05-01
"HEX","0523GOLD_qPCR_Std-05",28.88751095,10000,28.90930262,0.150635477,0,"0523GOLD_qPCR.csv","0523","GOLD",NA,2023-05-01
"HEX","0523GOLD_qPCR_Std-05",28.77074983,10000,28.90930262,0.150635477,0,"0523GOLD_qPCR.csv","0523","GOLD",NA,2023-05-01
"HEX","0523GOLD_qPCR_Std-05",29.06964707,10000,28.90930262,0.150635477,0,"0523GOLD_qPCR.csv","0523","GOLD",NA,2023-05-01
"HEX","0523GOLD_05",NA,NA,0,0,0,"0523GOLD_qPCR.csv","0523","GOLD","05",2023-05-01
"HEX","0523GOLD_05",NA,NA,0,0,0,"0523GOLD_qPCR.csv","0523","GOLD","05",2023-05-01
"HEX","0523GOLD_13",NA,NA,0,0,0,"0523GOLD_qPCR.csv","0523","GOLD","13",2023-05-01
"HEX","0523GOLD_13",NA,NA,0,0,0,"0523GOLD_qPCR.csv","0523","GOLD","13",2023-05-01
"HEX","0523GOLD_21",NA,NA,0,0,0,"0523GOLD_qPCR.csv","0523","GOLD","21",2023-05-01
"HEX","0523GOLD_21",NA,NA,0,0,0,"0523GOLD_qPCR.csv","0523","GOLD","21",2023-05-01
"HEX","0523GOLD_29",NA,NA,0,0,0,"0523GOLD_qPCR.csv","0523","GOLD","29",2023-05-01
"HEX","0523GOLD_29",NA,NA,0,0,0,"0523GOLD_qPCR.csv","0523","GOLD","29",2023-05-01
"HEX","0523GOLD_qPCR_Std-06",33.23874718,1000,33.18498787,0.263118825,0,"0523GOLD_qPCR.csv","0523","GOLD",NA,2023-05-01
"HEX","0523GOLD_qPCR_Std-06",32.8991411,1000,33.18498787,0.263118825,0,"0523GOLD_qPCR.csv","0523","GOLD",NA,2023-05-01
"HEX","0523GOLD_qPCR_Std-06",33.41707534,1000,33.18498787,0.263118825,0,"0523GOLD_qPCR.csv","0523","GOLD",NA,2023-05-01
"HEX","0523GOLD_06",NA,NA,0,0,0,"0523GOLD_qPCR.csv","0523","GOLD","06",2023-05-01
"HEX","0523GOLD_06",NA,NA,0,0,0,"0523GOLD_qPCR.csv","0523","GOLD","06",2023-05-01
"HEX","0523GOLD_14",NA,NA,0,0,0,"0523GOLD_qPCR.csv","0523","GOLD","14",2023-05-01
"HEX","0523GOLD_14",NA,NA,0,0,0,"0523GOLD_qPCR.csv","0523","GOLD","14",2023-05-01
"HEX","0523GOLD_22",NA,NA,0,0,0,"0523GOLD_qPCR.csv","0523","GOLD","22",2023-05-01
"HEX","0523GOLD_22",NA,NA,0,0,0,"0523GOLD_qPCR.csv","0523","GOLD","22",2023-05-01
"HEX","0523GOLD_30",NA,NA,0,0,0,"0523GOLD_qPCR.csv","0523","GOLD","30",2023-05-01
"HEX","0523GOLD_30",NA,NA,0,0,0,"0523GOLD_qPCR.csv","0523","GOLD","30",2023-05-01
"HEX","0523GOLD_qPCR_Std-07",38.38001168,100,38.12910026,0.458314831,0,"0523GOLD_qPCR.csv","0523","GOLD",NA,2023-05-01
"HEX","0523GOLD_qPCR_Std-07",38.40717283,100,38.12910026,0.458314831,0,"0523GOLD_qPCR.csv","0523","GOLD",NA,2023-05-01
"HEX","0523GOLD_qPCR_Std-07",37.60011626,100,38.12910026,0.458314831,0,"0523GOLD_qPCR.csv","0523","GOLD",NA,2023-05-01
"HEX","0523GOLD_07",37.86199366,33.79802059,37.29485821,0.80205064,27.12656055,"0523GOLD_qPCR.csv","0523","GOLD","07",2023-05-01
"HEX","0523GOLD_07",36.72772277,72.16077042,37.29485821,0.80205064,27.12656055,"0523GOLD_qPCR.csv","0523","GOLD","07",2023-05-01
"HEX","0523GOLD_15",NA,NA,0,0,0,"0523GOLD_qPCR.csv","0523","GOLD","15",2023-05-01
"HEX","0523GOLD_15",NA,NA,0,0,0,"0523GOLD_qPCR.csv","0523","GOLD","15",2023-05-01
"HEX","0523GOLD_23",NA,NA,0,0,0,"0523GOLD_qPCR.csv","0523","GOLD","23",2023-05-01
"HEX","0523GOLD_23",NA,NA,0,0,0,"0523GOLD_qPCR.csv","0523","GOLD","23",2023-05-01
"HEX","0523GOLD_qPCR_Std-08",NA,10,0,0,0,"0523GOLD_qPCR.csv","0523","GOLD",NA,2023-05-01
"HEX","0523GOLD_qPCR_Std-08",37.74663284,10,37.53003131,0.306320826,0,"0523GOLD_qPCR.csv","0523","GOLD",NA,2023-05-01
"HEX","0523GOLD_qPCR_Std-08",37.31342978,10,37.53003131,0.306320826,0,"0523GOLD_qPCR.csv","0523","GOLD",NA,2023-05-01
"HEX","0523GOLD_08",NA,NA,0,0,0,"0523GOLD_qPCR.csv","0523","GOLD","08",2023-05-01
"HEX","0523GOLD_08",NA,NA,0,0,0,"0523GOLD_qPCR.csv","0523","GOLD","08",2023-05-01
"HEX","0523GOLD_16",NA,NA,0,0,0,"0523GOLD_qPCR.csv","0523","GOLD","16",2023-05-01
"HEX","0523GOLD_16",NA,NA,0,0,0,"0523GOLD_qPCR.csv","0523","GOLD","16",2023-05-01
"HEX","0523GOLD_24",NA,NA,0,0,0,"0523GOLD_qPCR.csv","0523","GOLD","24",2023-05-01
"HEX","0523GOLD_24",NA,NA,0,0,0,"0523GOLD_qPCR.csv","0523","GOLD","24",2023-05-01
"FAM","0623ASHC_qPCR_Std-01",14.60542523,1e+08,NA,0.126549437,NA,"0623ASHC_qPCR.csv","0623","ASHC",NA,2023-06-01
"FAM","0623ASHC_qPCR_Std-01",14.6235004,1e+08,NA,0.126549437,NA,"0623ASHC_qPCR.csv","0623","ASHC",NA,2023-06-01
"FAM","0623ASHC_qPCR_Std-01",14.8330932,1e+08,NA,0.126549437,NA,"0623ASHC_qPCR.csv","0623","ASHC",NA,2023-06-01
"FAM","0623ASHC_01",31.39348633,1292.222438,NA,0.241719512,NA,"0623ASHC_qPCR.csv","0623","ASHC","01",2023-06-01
