#,Date-Time (EST/EDT),Temperature   (°C),Button Down,Started Offset,Stopped,Button Up,End of File
580,10/25/2024 09:14:40,16.171,,,,,
581,10/25/2024 09:24:40,16.106,,,,,
582,10/25/2024 09:34:40,16.106,,,,,
583,10/25/2024 09:44:40,16.117,,,,,
584,10/25/2024 09:54:40,16.053,,,,,
585,10/25/2024 10:04:40,16.021,,,,,
586,10/25/2024 10:14:40,16.010,,,,,
587,10/25/2024 10:24:40,15.988,,,,,
588,10/25/2024 10:34:40,15.978,,,,,
589,10/25/2024 10:44:40,15.967,,,,,
590,10/25/2024 10:54:40,15.988,,,,,
591,10/25/2024 11:04:40,16.021,,,,,
592,10/25/2024 11:14:40,16.021,,,,,
593,10/25/2024 11:24:40,16.042,,,,,
594,10/25/2024 11:34:40,16.117,,,,,
595,10/25/2024 11:44:40,16.224,,,,,
596,10/25/2024 11:54:40,16.321,,,,,
597,10/25/2024 12:04:40,16.353,,,,,
598,10/25/2024 12:14:40,16.342,,,,,
599,10/25/2024 12:24:40,16.364,,,,,
600,10/25/2024 12:34:40,16.417,,,,,
601,10/25/2024 12:44:40,16.482,,,,,
602,10/25/2024 12:54:40,16.557,,,,,
603,10/25/2024 13:04:40,16.610,,,,,
604,10/25/2024 13:14:40,16.632,,,,,
605,10/25/2024 13:24:40,16.578,,,,,
606,10/25/2024 13:34:40,16.600,,,,,
607,10/25/2024 13:44:40,16.621,,,,,
608,10/25/2024 13:54:40,16.750,,,,,
609,10/25/2024 14:04:40,16.782,,,,,
610,10/25/2024 14:14:40,16.728,,,,,
611,10/25/2024 14:24:40,16.685,,,,,
612,10/25/2024 14:34:40,16.718,,,,,
613,10/25/2024 14:44:40,16.771,,,,,
614,10/25/2024 14:54:40,16.889,,,,,
615,10/25/2024 15:04:40,16.889,,,,,
616,10/25/2024 15:14:40,16.921,,,,,
617,10/25/2024 15:24:40,16.943,,,,,
618,10/25/2024 15:34:40,16.932,,,,,
619,10/25/2024 15:44:40,16.932,,,,,
620,10/25/2024 15:54:40,16.921,,,,,
621,10/25/2024 16:04:40,16.889,,,,,
622,10/25/2024 16:14:40,16.868,,,,,
623,10/25/2024 16:24:40,16.857,,,,,
624,10/25/2024 16:34:40,16.857,,,,,
625,10/25/2024 16:44:40,16.857,,,,,
626,10/25/2024 16:54:40,16.846,,,,,
627,10/25/2024 17:04:40,16.846,,,,,
628,10/25/2024 17:14:40,16.836,,,,,
629,10/25/2024 17:24:40,16.836,,,,,
630,10/25/2024 17:34:40,16.814,,,,,
631,10/25/2024 17:44:40,16.803,,,,,
632,10/25/2024 17:54:40,16.803,,,,,
633,10/25/2024 18:04:40,16.793,,,,,
634,10/25/2024 18:14:40,16.771,,,,,
635,10/25/2024 18:24:40,16.771,,,,,
636,10/25/2024 18:34:40,16.750,,,,,
637,10/25/2024 18:44:40,16.761,,,,,
638,10/25/2024 18:54:40,16.750,,,,,
639,10/25/2024 19:04:40,16.750,,,,,
640,10/25/2024 19:14:40,16.750,,,,,
641,10/25/2024 19:24:40,16.739,,,,,
642,10/25/2024 19:34:40,16.728,,,,,
643,10/25/2024 19:44:40,16.728,,,,,
644,10/25/2024 19:54:40,16.718,,,,,
645,10/25/2024 20:04:40,16.707,,,,,
646,10/25/2024 20:14:40,16.675,,,,,
647,10/25/2024 20:24:40,16.632,,,,,
648,10/25/2024 20:34:40,16.610,,,,,
649,10/25/2024 20:44:40,16.610,,,,,
650,10/25/2024 20:54:40,16.589,,,,,
651,10/25/2024 21:04:40,16.568,,,,,
652,10/25/2024 21:14:40,16.568,,,,,
653,10/25/2024 21:24:40,16.535,,,,,
654,10/25/2024 21:34:40,16.482,,,,,
655,10/25/2024 21:44:40,16.460,,,,,
656,10/25/2024 21:54:40,16.428,,,,,
657,10/25/2024 22:04:40,16.396,,,,,
658,10/25/2024 22:14:40,16.385,,,,,
659,10/25/2024 22:24:40,16.374,,,,,
660,10/25/2024 22:34:40,16.374,,,,,
661,10/25/2024 22:44:40,16.374,,,,,
662,10/25/2024 22:54:40,16.353,,,,,
663,10/25/2024 23:04:40,16.342,,,,,
664,10/25/2024 23:14:40,16.321,,,,,
665,10/25/2024 23:24:40,16.289,,,,,
666,10/25/2024 23:34:40,16.246,,,,,
667,10/25/2024 23:44:40,16.203,,,,,
668,10/25/2024 23:54:40,16.117,,,,,
669,10/26/2024 00:04:40,16.053,,,,,
670,10/26/2024 00:14:40,15.967,,,,,
671,10/26/2024 00:24:40,15.881,,,,,
672,10/26/2024 00:34:40,15.763,,,,,
673,10/26/2024 00:44:40,15.677,,,,,
674,10/26/2024 00:54:40,15.656,,,,,
675,10/26/2024 01:04:40,15.613,,,,,
676,10/26/2024 01:14:40,15.592,,,,,
677,10/26/2024 01:24:40,15.570,,,,,
678,10/26/2024 01:34:40,15.474,,,,,
679,10/26/2024 01:44:40,15.441,,,,,
680,10/26/2024 01:54:40,15.431,,,,,
681,10/26/2024 02:04:40,15.356,,,,,
682,10/26/2024 02:14:40,15.248,,,,,
683,10/26/2024 02:24:40,15.238,,,,,
684,10/26/2024 02:34:40,15.270,,,,,
685,10/26/2024 02:44:40,15.334,,,,,
686,10/26/2024 02:54:40,15.452,,,,,
687,10/26/2024 03:04:40,15.860,,,,,
688,10/26/2024 03:14:40,15.956,,,,,
689,10/26/2024 03:24:40,15.988,,,,,
690,10/26/2024 03:34:40,16.063,,,,,
691,10/26/2024 03:44:40,16.106,,,,,
692,10/26/2024 03:54:40,16.117,,,,,
693,10/26/2024 04:04:40,16.171,,,,,
694,10/26/2024 04:14:40,16.171,,,,,
695,10/26/2024 04:24:40,16.171,,,,,
696,10/26/2024 04:34:40,16.149,,,,,
697,10/26/2024 04:44:40,16.160,,,,,
698,10/26/2024 04:54:40,16.138,,,,,
699,10/26/2024 05:04:40,16.138,,,,,
700,10/26/2024 05:14:40,16.160,,,,,
701,10/26/2024 05:24:40,16.138,,,,,
702,10/26/2024 05:34:40,16.181,,,,,
703,10/26/2024 05:44:40,16.224,,,,,
704,10/26/2024 05:54:40,16.224,,,,,
705,10/26/2024 06:04:40,16.246,,,,,
706,10/26/2024 06:14:40,16.267,,,,,
707,10/26/2024 06:24:40,16.289,,,,,
708,10/26/2024 06:34:40,16.299,,,,,
709,10/26/2024 06:44:40,16.289,,,,,
710,10/26/2024 06:54:40,16.299,,,,,
711,10/26/2024 07:04:40,16.289,,,,,
712,10/26/2024 07:14:40,16.256,,,,,
713,10/26/2024 07:24:40,16.224,,,,,
714,10/26/2024 07:34:40,16.224,,,,,
715,10/26/2024 07:44:40,16.214,,,,,
716,10/26/2024 07:54:40,16.203,,,,,
717,10/26/2024 08:04:40,16.192,,,,,
718,10/26/2024 08:14:40,16.203,,,,,
719,10/26/2024 08:24:40,16.203,,,,,
720,10/26/2024 08:34:40,16.203,,,,,
721,10/26/2024 08:44:40,16.203,,,,,
722,10/26/2024 08:54:40,16.181,,,,,
723,10/26/2024 09:04:40,16.171,,,,,
724,10/26/2024 09:14:40,16.203,,,,,
725,10/26/2024 09:24:40,16.235,,,,,
726,10/26/2024 09:34:40,16.256,,,,,
727,10/26/2024 09:44:40,16.214,,,,,
728,10/26/2024 09:54:40,16.149,,,,,
729,10/26/2024 10:04:40,16.138,,,,,
730,10/26/2024 10:14:40,16.181,,,,,
731,10/26/2024 10:24:40,16.160,,,,,
732,10/26/2024 10:34:40,16.138,,,,,
733,10/26/2024 10:44:40,16.096,,,,,
734,10/26/2024 10:54:40,16.117,,,,,
735,10/26/2024 11:04:40,16.138,,,,,
736,10/26/2024 11:14:40,16.160,,,,,
737,10/26/2024 11:24:40,16.203,,,,,
738,10/26/2024 11:34:40,16.246,,,,,
739,10/26/2024 11:44:40,16.289,,,,,
740,10/26/2024 11:54:40,16.299,,,,,
741,10/26/2024 12:04:40,16.342,,,,,
742,10/26/2024 12:14:40,16.417,,,,,
743,10/26/2024 12:24:40,16.471,,,,,
744,10/26/2024 12:34:40,16.557,,,,,
745,10/26/2024 12:44:40,16.643,,,,,
746,10/26/2024 12:54:40,16.707,,,,,
747,10/26/2024 13:04:40,16.771,,,,,
748,10/26/2024 13:14:40,16.879,,,,,
749,10/26/2024 13:24:40,17.018,,,,,
750,10/26/2024 13:34:40,17.061,,,,,
751,10/26/2024 13:44:40,17.136,,,,,
752,10/26/2024 13:54:40,17.190,,,,,
753,10/26/2024 14:04:40,17.179,,,,,
754,10/26/2024 14:14:40,17.200,,,,,
755,10/26/2024 14:24:40,17.265,,,,,
756,10/26/2024 14:34:40,17.340,,,,,
757,10/26/2024 14:44:40,17.318,,,,,
758,10/26/2024 14:54:40,17.361,,,,,
759,10/26/2024 15:04:40,17.297,,,,,
760,10/26/2024 15:14:40,17.243,,,,,
761,10/26/2024 15:24:40,16.986,,,,,
762,10/26/2024 15:34:40,16.825,,,,,
763,10/26/2024 15:44:40,16.761,,,,,
764,10/26/2024 15:54:40,16.718,,,,,
765,10/26/2024 16:04:40,16.685,,,,,
766,10/26/2024 16:14:40,16.653,,,,,
767,10/26/2024 16:24:40,16.621,,,,,
768,10/26/2024 16:34:40,16.621,,,,,
769,10/26/2024 16:44:40,16.600,,,,,
770,10/26/2024 16:54:40,16.589,,,,,
771,10/26/2024 17:04:40,16.589,,,,,
772,10/26/2024 17:14:40,16.589,,,,,
773,10/26/2024 17:24:40,16.610,,,,,
774,10/26/2024 17:34:40,16.621,,,,,
775,10/26/2024 17:44:40,16.632,,,,,
776,10/26/2024 17:54:40,16.632,,,,,
777,10/26/2024 18:04:40,16.600,,,,,
778,10/26/2024 18:14:40,16.546,,,,,
779,10/26/2024 18:24:40,16.535,,,,,
780,10/26/2024 18:34:40,16.514,,,,,
781,10/26/2024 18:44:40,16.514,,,,,
782,10/26/2024 18:54:40,16.492,,,,,
783,10/26/2024 19:04:40,16.482,,,,,
784,10/26/2024 19:14:40,16.482,,,,,
785,10/26/2024 19:24:40,16.471,,,,,
786,10/26/2024 19:34:40,16.439,,,,,
787,10/26/2024 19:44:40,16.428,,,,,
788,10/26/2024 19:54:40,16.428,,,,,
789,10/26/2024 20:04:40,16.407,,,,,
790,10/26/2024 20:14:40,16.407,,,,,
791,10/26/2024 20:24:40,16.407,,,,,
792,10/26/2024 20:34:40,16.396,,,,,
793,10/26/2024 20:44:40,16.364,,,,,
794,10/26/2024 20:54:40,16.332,,,,,
795,10/26/2024 21:04:40,16.332,,,,,
796,10/26/2024 21:14:40,16.310,,,,,
797,10/26/2024 21:24:40,16.310,,,,,
798,10/26/2024 21:34:40,16.289,,,,,
799,10/26/2024 21:44:40,16.267,,,,,
800,10/26/2024 21:54:40,16.214,,,,,
801,10/26/2024 22:04:40,16.138,,,,,
802,10/26/2024 22:14:40,16.031,,,,,
803,10/26/2024 22:24:40,15.988,,,,,
804,10/26/2024 22:34:40,15.978,,,,,
805,10/26/2024 22:44:40,15.945,,,,,
806,10/26/2024 22:54:40,15.913,,,,,
807,10/26/2024 23:04:40,15.860,,,,,
808,10/26/2024 23:14:40,15.817,,,,,
809,10/26/2024 23:24:40,15.742,,,,,
810,10/26/2024 23:34:40,15.677,,,,,
811,10/26/2024 23:44:40,15.613,,,,,
812,10/26/2024 23:54:40,15.527,,,,,
813,10/27/2024 00:04:40,15.431,,,,,
814,10/27/2024 00:14:40,15.366,,,,,
815,10/27/2024 00:24:40,15.291,,,,,
816,10/27/2024 00:34:40,15.173,,,,,
817,10/27/2024 00:44:40,15.023,,,,,
818,10/27/2024 00:54:40,14.969,,,,,
819,10/27/2024 01:04:40,14.927,,,,,
820,10/27/2024 01:14:40,14.905,,,,,
821,10/27/2024 01:24:40,14.819,,,,,
822,10/27/2024 01:34:40,14.819,,,,,
823,10/27/2024 01:44:40,14.562,,,,,
824,10/27/2024 01:54:40,14.444,,,,,
825,10/27/2024 02:04:40,14.369,,,,,
826,10/27/2024 02:14:40,14.272,,,,,
827,10/27/2024 02:24:40,14.176,,,,,
828,10/27/2024 02:34:40,13.897,,,,,
829,10/27/2024 02:44:40,13.725,,,,,
830,10/27/2024 02:54:40,13.586,,,,,
831,10/27/2024 03:04:40,13.511,,,,,
832,10/27/2024 03:14:40,13.468,,,,,
833,10/27/2024 03:24:40,13.586,,,,,
834,10/27/2024 03:34:40,13.532,,,,,
835,10/27/2024 03:44:40,13.672,,,,,
836,10/27/2024 03:54:40,14.069,,,,,
837,10/27/2024 04:04:40,14.894,,,,,
838,10/27/2024 04:14:40,15.130,,,,,
839,10/27/2024 04:24:40,15.248,,,,,
840,10/27/2024 04:34:40,15.248,,,,,
841,10/27/2024 04:44:40,15.238,,,,,
842,10/27/2024 04:54:40,15.291,,,,,
843,10/27/2024 05:04:40,15.334,,,,,
844,10/27/2024 05:14:40,15.366,,,,,
845,10/27/2024 05:24:40,15.366,,,,,
846,10/27/2024 05:34:40,15.323,,,,,
847,10/27/2024 05:44:40,15.291,,,,,
848,10/27/2024 05:54:40,15.334,,,,,
849,10/27/2024 06:04:40,15.366,,,,,
850,10/27/2024 06:14:40,15.484,,,,,
851,10/27/2024 06:24:40,15.527,,,,,
852,10/27/2024 06:34:40,15.592,,,,,
853,10/27/2024 06:44:40,15.645,,,,,
854,10/27/2024 06:54:40,15.677,,,,,
855,10/27/2024 07:04:40,15.688,,,,,
856,10/27/2024 07:14:40,15.688,,,,,
857,10/27/2024 07:24:40,15.677,,,,,
858,10/27/2024 07:34:40,15.677,,,,,
859,10/27/2024 07:44:40,15.645,,,,,
860,10/27/2024 07:54:40,15.602,,,,,
861,10/27/2024 08:04:40,15.592,,,,,
862,10/27/2024 08:14:40,15.613,,,,,
863,10/27/2024 08:24:40,15.613,,,,,
864,10/27/2024 08:34:40,15.592,,,,,
865,10/27/2024 08:44:40,15.581,,,,,
866,10/27/2024 08:54:40,15.592,,,,,
867,10/27/2024 09:04:40,15.602,,,,,
868,10/27/2024 09:14:40,15.645,,,,,
869,10/27/2024 09:24:40,15.656,,,,,
870,10/27/2024 09:34:40,15.624,,,,,
871,10/27/2024 09:44:40,15.634,,,,,
872,10/27/2024 09:54:40,15.634,,,,,
873,10/27/2024 10:04:40,15.613,,,,,
874,10/27/2024 10:14:40,15.624,,,,,
875,10/27/2024 10:24:40,15.667,,,,,
876,10/27/2024 10:34:40,15.656,,,,,
877,10/27/2024 10:44:40,15.624,,,,,
878,10/27/2024 10:54:40,15.624,,,,,
879,10/27/2024 11:04:40,15.570,,,,,
880,10/27/2024 11:14:40,15.506,,,,,
881,10/27/2024 11:24:40,15.474,,,,,
882,10/27/2024 11:34:40,15.452,,,,,
883,10/27/2024 11:44:40,15.420,,,,,
884,10/27/2024 11:54:40,15.441,,,,,
885,10/27/2024 12:04:40,15.431,,,,,
886,10/27/2024 12:14:40,15.420,,,,,
887,10/27/2024 12:24:40,15.409,,,,,
888,10/27/2024 12:34:40,15.431,,,,,
889,10/27/2024 12:44:40,15.452,,,,,
890,10/27/2024 12:54:40,15.506,,,,,
891,10/27/2024 13:04:40,15.495,,,,,
892,10/27/2024 13:14:40,15.527,,,,,
893,10/27/2024 13:24:40,15.581,,,,,
894,10/27/2024 13:34:40,15.731,,,,,
895,10/27/2024 13:44:40,15.881,,,,,
896,10/27/2024 13:54:40,15.935,,,,,
897,10/27/2024 14:04:40,15.967,,,,,
898,10/27/2024 14:14:40,16.010,,,,,
899,10/27/2024 14:24:40,16.053,,,,,
900,10/27/2024 14:34:40,16.117,,,,,
901,10/27/2024 14:44:40,15.999,,,,,
902,10/27/2024 14:54:40,16.010,,,,,
903,10/27/2024 15:04:40,16.117,,,,,
904,10/27/2024 15:14:40,16.042,,,,,
905,10/27/2024 15:24:40,15.999,,,,,
906,10/27/2024 15:34:40,15.945,,,,,
907,10/27/2024 15:44:40,15.924,,,,,
908,10/27/2024 15:54:40,15.935,,,,,
909,10/27/2024 16:04:40,15.935,,,,,
910,10/27/2024 16:14:40,15.903,,,,,
911,10/27/2024 16:24:40,15.849,,,,,
912,10/27/2024 16:34:40,15.870,,,,,
913,10/27/2024 16:44:40,15.838,,,,,
914,10/27/2024 16:54:40,15.870,,,,,
915,10/27/2024 17:04:40,15.892,,,,,
916,10/27/2024 17:14:40,15.870,,,,,
917,10/27/2024 17:24:40,15.860,,,,,
918,10/27/2024 17:34:40,15.849,,,,,
919,10/27/2024 17:44:40,15.827,,,,,
920,10/27/2024 17:54:40,15.795,,,,,
921,10/27/2024 18:04:40,15.763,,,,,
922,10/27/2024 18:14:40,15.742,,,,,
923,10/27/2024 18:24:40,15.720,,,,,
924,10/27/2024 18:34:40,15.731,,,,,
925,10/27/2024 18:44:40,15.688,,,,,
926,10/27/2024 18:54:40,15.677,,,,,
927,10/27/2024 19:04:40,15.677,,,,,
928,10/27/2024 19:14:40,15.667,,,,,
929,10/27/2024 19:24:40,15.677,,,,,
930,10/27/2024 19:34:40,15.677,,,,,
931,10/27/2024 19:44:40,15.677,,,,,
932,10/27/2024 19:54:40,15.677,,,,,
933,10/27/2024 20:04:40,15.688,,,,,
934,10/27/2024 20:14:40,15.699,,,,,
935,10/27/2024 20:24:40,15.699,,,,,
936,10/27/2024 20:34:40,15.677,,,,,
937,10/27/2024 20:44:40,15.677,,,,,
938,10/27/2024 20:54:40,15.656,,,,,
939,10/27/2024 21:04:40,15.634,,,,,
940,10/27/2024 21:14:40,15.634,,,,,
941,10/27/2024 21:24:40,15.634,,,,,
942,10/27/2024 21:34:40,15.624,,,,,
943,10/27/2024 21:44:40,15.613,,,,,
944,10/27/2024 21:54:40,15.581,,,,,
945,10/27/2024 22:04:40,15.516,,,,,
946,10/27/2024 22:14:40,15.484,,,,,
947,10/27/2024 22:24:40,15.506,,,,,
948,10/27/2024 22:34:40,15.463,,,,,
949,10/27/2024 22:44:40,15.398,,,,,
950,10/27/2024 22:54:40,15.291,,,,,
951,10/27/2024 23:04:40,15.216,,,,,
952,10/27/2024 23:14:40,15.195,,,,,
953,10/27/2024 23:24:40,15.130,,,,,
954,10/27/2024 23:34:40,15.087,,,,,
955,10/27/2024 23:44:40,15.045,,,,,
956,10/27/2024 23:54:40,14.980,,,,,
957,10/28/2024 00:04:40,14.916,,,,,
958,10/28/2024 00:14:40,14.851,,,,,
959,10/28/2024 00:24:40,14.766,,,,,
960,10/28/2024 00:34:40,14.680,,,,,
961,10/28/2024 00:44:40,14.594,,,,,
962,10/28/2024 00:54:40,14.498,,,,,
963,10/28/2024 01:04:40,14.369,,,,,
964,10/28/2024 01:14:40,14.294,,,,,
965,10/28/2024 01:24:40,14.176,,,,,
966,10/28/2024 01:34:40,14.036,,,,,
967,10/28/2024 01:44:40,13.897,,,,,
968,10/28/2024 01:54:40,13.865,,,,,
969,10/28/2024 02:04:40,13.811,,,,,
970,10/28/2024 02:14:40,13.790,,,,,
971,10/28/2024 02:24:40,13.811,,,,,
972,10/28/2024 02:34:40,13.736,,,,,
973,10/28/2024 02:44:40,13.575,,,,,
974,10/28/2024 02:54:40,13.404,,,,,
975,10/28/2024 03:04:40,13.329,,,,,
976,10/28/2024 03:14:40,13.253,,,,,
977,10/28/2024 03:24:40,13.017,,,,,
978,10/28/2024 03:34:40,12.760,,,,,
979,10/28/2024 03:44:40,12.621,,,,,
980,10/28/2024 03:54:40,12.449,,,,,
981,10/28/2024 04:04:40,12.546,,,,,
982,10/28/2024 04:14:40,12.546,,,,,
983,10/28/2024 04:24:40,12.749,,,,,
984,10/28/2024 04:34:40,13.135,,,,,
985,10/28/2024 04:44:40,13.532,,,,,
986,10/28/2024 04:54:40,14.101,,,,,
987,10/28/2024 05:04:40,14.315,,,,,
988,10/28/2024 05:14:40,14.412,,,,,
989,10/28/2024 05:24:40,14.487,,,,,
990,10/28/2024 05:34:40,14.476,,,,,
991,10/28/2024 05:44:40,14.734,,,,,
992,10/28/2024 05:54:40,14.905,,,,,
993,10/28/2024 06:04:40,14.905,,,,,
994,10/28/2024 06:14:40,14.905,,,,,
995,10/28/2024 06:24:40,14.851,,,,,
996,10/28/2024 06:34:40,14.798,,,,,
997,10/28/2024 06:44:40,14.787,,,,,
998,10/28/2024 06:54:40,14.787,,,,,
999,10/28/2024 07:04:40,14.851,,,,,
1000,10/28/2024 07:14:40,14.959,,,,,
1001,10/28/2024 07:24:40,15.077,,,,,
1002,10/28/2024 07:34:40,15.120,,,,,
1003,10/28/2024 07:44:40,15.141,,,,,
1004,10/28/2024 07:54:40,15.152,,,,,
1005,10/28/2024 08:04:40,15.141,,,,,
1006,10/28/2024 08:14:40,15.130,,,,,
1007,10/28/2024 08:24:40,15.141,,,,,
1008,10/28/2024 08:34:40,15.130,,,,,
1009,10/28/2024 08:44:40,15.130,,,,,
1010,10/28/2024 08:54:40,15.130,,,,,
1011,10/28/2024 09:04:40,15.130,,,,,
1012,10/28/2024 09:14:40,15.120,,,,,
1013,10/28/2024 09:24:40,15.109,,,,,
1014,10/28/2024 09:34:40,15.109,,,,,
1015,10/28/2024 09:44:40,15.141,,,,,
1016,10/28/2024 09:54:40,15.163,,,,,
1017,10/28/2024 10:04:40,15.184,,,,,
1018,10/28/2024 10:14:40,15.173,,,,,
1019,10/28/2024 10:24:40,15.163,,,,,
1020,10/28/2024 10:34:40,15.152,,,,,
1021,10/28/2024 10:44:40,15.120,,,,,
1022,10/28/2024 10:54:40,15.130,,,,,
1023,10/28/2024 11:04:40,15.163,,,,,
1024,10/28/2024 11:14:40,15.163,,,,,
1025,10/28/2024 11:24:40,15.163,,,,,
1026,10/28/2024 11:34:40,15.216,,,,,
1027,10/28/2024 11:44:40,15.195,,,,,
1028,10/28/2024 11:54:40,15.163,,,,,
1029,10/28/2024 12:04:40,15.130,,,,,
1030,10/28/2024 12:14:40,15.130,,,,,
1031,10/28/2024 12:24:40,15.045,,,,,
1032,10/28/2024 12:34:40,15.012,,,,,
1033,10/28/2024 12:44:40,15.023,,,,,
1034,10/28/2024 12:54:40,15.012,,,,,
1035,10/28/2024 13:04:40,15.012,,,,,
1036,10/28/2024 13:14:40,15.034,,,,,
1037,10/28/2024 13:24:40,15.045,,,,,
1038,10/28/2024 13:34:40,15.109,,,,,
1039,10/28/2024 13:44:40,15.195,,,,,
1040,10/28/2024 13:54:40,15.302,,,,,
1041,10/28/2024 14:04:40,15.388,,,,,
1042,10/28/2024 14:14:40,15.474,,,,,
1043,10/28/2024 14:24:40,15.549,,,,,
1044,10/28/2024 14:34:40,15.570,,,,,
1045,10/28/2024 14:44:40,15.592,,,,,
1046,10/28/2024 14:54:40,15.624,,,,,
1047,10/28/2024 15:04:40,15.592,,,,,
1048,10/28/2024 15:14:40,15.570,,,,,
1049,10/28/2024 15:24:40,15.559,,,,,
1050,10/28/2024 15:34:40,15.527,,,,,
1051,10/28/2024 15:44:40,15.506,,,,,
1052,10/28/2024 15:54:40,15.398,,,,,
1053,10/28/2024 16:04:40,15.334,,,,,
1054,10/28/2024 16:14:40,15.184,,,,,
1055,10/28/2024 16:24:40,15.163,,,,,
1056,10/28/2024 16:34:40,15.130,,,,,
1057,10/28/2024 16:44:40,15.152,,,,,
1058,10/28/2024 16:54:40,15.109,,,,,
1059,10/28/2024 17:04:40,15.098,,,,,
1060,10/28/2024 17:14:40,15.184,,,,,
1061,10/28/2024 17:24:40,15.227,,,,,
1062,10/28/2024 17:34:40,15.356,,,,,
1063,10/28/2024 17:44:40,15.559,,,,,
1064,10/28/2024 17:54:40,15.645,,,,,
1065,10/28/2024 18:04:40,15.645,,,,,
1066,10/28/2024 18:14:40,15.602,,,,,
1067,10/28/2024 18:24:40,15.581,,,,,
1068,10/28/2024 18:34:40,15.613,,,,,
1069,10/28/2024 18:44:40,15.656,,,,,
1070,10/28/2024 18:54:40,15.667,,,,,
1071,10/28/2024 19:04:40,15.656,,,,,
1072,10/28/2024 19:14:40,15.634,,,,,
1073,10/28/2024 19:24:40,15.613,,,,,
1074,10/28/2024 19:34:40,15.613,,,,,
1075,10/28/2024 19:44:40,15.602,,,,,
1076,10/28/2024 19:54:40,15.592,,,,,
1077,10/28/2024 20:04:40,15.581,,,,,
1078,10/28/2024 20:14:40,15.570,,,,,
1079,10/28/2024 20:24:40,15.549,,,,,
1080,10/28/2024 20:34:40,15.527,,,,,
1081,10/28/2024 20:44:40,15.506,,,,,
1082,10/28/2024 20:54:40,15.484,,,,,
1083,10/28/2024 21:04:40,15.452,,,,,
1084,10/28/2024 21:14:40,15.452,,,,,
1085,10/28/2024 21:24:40,15.431,,,,,
1086,10/28/2024 21:34:40,15.420,,,,,
1087,10/28/2024 21:44:40,15.398,,,,,
1088,10/28/2024 21:54:40,15.388,,,,,
1089,10/28/2024 22:04:40,15.388,,,,,
1090,10/28/2024 22:14:40,15.366,,,,,
1091,10/28/2024 22:24:40,15.356,,,,,
1092,10/28/2024 22:34:40,15.345,,,,,
1093,10/28/2024 22:44:40,15.302,,,,,
1094,10/28/2024 22:54:40,15.270,,,,,
1095,10/28/2024 23:04:40,15.248,,,,,
1096,10/28/2024 23:14:40,15.216,,,,,
1097,10/28/2024 23:24:40,15.216,,,,,
1098,10/28/2024 23:34:40,15.216,,,,,
1099,10/28/2024 23:44:40,15.163,,,,,
1100,10/28/2024 23:54:40,15.077,,,,,
1101,10/29/2024 00:04:40,14.991,,,,,
1102,10/29/2024 00:14:40,14.969,,,,,
1103,10/29/2024 00:24:40,14.991,,,,,
1104,10/29/2024 00:34:40,14.948,,,,,
1105,10/29/2024 00:44:40,14.851,,,,,
1106,10/29/2024 00:54:40,14.776,,,,,
1107,10/29/2024 01:04:40,14.734,,,,,
1108,10/29/2024 01:14:40,14.669,,,,,
1109,10/29/2024 01:24:40,14.583,,,,,
1110,10/29/2024 01:34:40,14.530,,,,,
1111,10/29/2024 01:44:40,14.455,,,,,
1112,10/29/2024 01:54:40,14.380,,,,,
1113,10/29/2024 02:04:40,14.305,,,,,
1114,10/29/2024 02:14:40,14.262,,,,,
1115,10/29/2024 02:24:40,14.208,,,,,
1116,10/29/2024 02:34:40,14.101,,,,,
1117,10/29/2024 02:44:40,14.015,,,,,
1118,10/29/2024 02:54:40,13.961,,,,,
1119,10/29/2024 03:04:40,13.929,,,,,
1120,10/29/2024 03:14:40,13.897,,,,,
1121,10/29/2024 03:24:40,13.843,,,,,
1122,10/29/2024 03:34:40,13.768,,,,,
1123,10/29/2024 03:44:40,13.715,,,,,
1124,10/29/2024 03:54:40,13.607,,,,,
1125,10/29/2024 04:04:40,13.446,,,,,
1126,10/29/2024 04:14:40,13.286,,,,,
1127,10/29/2024 04:24:40,13.125,,,,,
1128,10/29/2024 04:34:40,13.017,,,,,
1129,10/29/2024 04:44:40,12.975,,,,,
1130,10/29/2024 04:54:40,13.007,,,,,
1131,10/29/2024 05:04:40,13.135,,,,,
1132,10/29/2024 05:14:40,13.178,,,,,
1133,10/29/2024 05:24:40,13.532,,,,,
1134,10/29/2024 05:34:40,13.811,,,,,
1135,10/29/2024 05:44:40,14.015,,,,,
1136,10/29/2024 05:54:40,14.219,,,,,
1137,10/29/2024 06:04:40,14.305,,,,,
1138,10/29/2024 06:14:40,14.444,,,,,
1139,10/29/2024 06:24:40,14.605,,,,,
1140,10/29/2024 06:34:40,14.766,,,,,
1141,10/29/2024 06:44:40,14.862,,,,,
1142,10/29/2024 06:54:40,14.873,,,,,
1143,10/29/2024 07:04:40,14.937,,,,,
1144,10/29/2024 07:14:40,14.969,,,,,
1145,10/29/2024 07:24:40,15.002,,,,,
1146,10/29/2024 07:34:40,15.034,,,,,
1147,10/29/2024 07:44:40,14.991,,,,,
1148,10/29/2024 07:54:40,14.991,,,,,
1149,10/29/2024 08:04:40,15.012,,,,,
1150,10/29/2024 08:14:40,15.066,,,,,
1151,10/29/2024 08:24:40,15.130,,,,,
1152,10/29/2024 08:34:40,15.173,,,,,
1153,10/29/2024 08:44:40,15.205,,,,,
