lab_id,date_collected,site,lab_sample,date_rftmread1,rftm_reader1,rftm_intensity_read1,duplicate_read,date_rftmread2,rftm_reader2,rftm_intensity_read2,rftm_notes,rftm_final
0326FENC_01,2026-03-17,FENC,1,2026-03-25,Isaiah Mayo,0.5,FALSE,,,,,0.5
0326FENC_02,2026-03-17,FENC,2,2026-03-25,Isaiah Mayo,0,FALSE,,,,,0
0326FENC_03,2026-03-17,FENC,3,2026-03-25,Sarina Dery,1,FALSE,,,,,1
0326FENC_04,2026-03-17,FENC,4,2026-03-25,Sarina Dery,0,TRUE,2026-03-25,Isaiah Mayo,0,,0
0326FENC_05,2026-03-17,FENC,5,2026-03-25,Isaiah Mayo,0.5,FALSE,,,,,0.5
0326FENC_06,2026-03-17,FENC,6,2026-03-25,Isaiah Mayo,0,FALSE,,,,,0
0326FENC_07,2026-03-17,FENC,7,2026-03-25,Sarina Dery,0.5,FALSE,,,,,0.5
0326FENC_08,2026-03-17,FENC,8,2026-03-25,Sarina Dery,0.5,FALSE,,,,,0.5
0326FENC_09,2026-03-17,FENC,9,2026-03-25,Isaiah Mayo,0,FALSE,,,,,0
0326FENC_10,2026-03-17,FENC,10,2026-03-25,Isaiah Mayo,0,FALSE,,,,,0
0326FENC_11,2026-03-17,FENC,11,2026-03-25,Sarina Dery,1,TRUE,2026-03-25,Isaiah Mayo,0,,0
0326FENC_12,2026-03-17,FENC,12,2026-03-25,Sarina Dery,0.5,TRUE,2026-03-25,Isaiah Mayo,0,,0
0326FENC_13,2026-03-17,FENC,13,2026-03-25,Isaiah Mayo,0,FALSE,,,,,0
0326FENC_14,2026-03-17,FENC,14,2026-03-25,Isaiah Mayo,0,FALSE,,,,,0
0326FENC_15,2026-03-17,FENC,15,2026-03-25,Isaiah Mayo,0.5,FALSE,,,,,0.5
0326FENC_16,2026-03-17,FENC,16,2026-03-25,Isaiah Mayo,0.5,FALSE,,,,,0.5
0326FENC_17,2026-03-17,FENC,17,2026-03-25,Isaiah Mayo,0,FALSE,,,,,0
0326FENC_18,2026-03-17,FENC,18,2026-03-25,Isaiah Mayo,0.5,FALSE,,,,,0.5
0326FENC_19,2026-03-17,FENC,19,2026-03-25,Sarina Dery,0.5,FALSE,,,,,0.5
0326FENC_20,2026-03-17,FENC,20,2026-03-25,Sarina Dery,0,FALSE,,,,,0
0326FENC_21,2026-03-17,FENC,21,2026-03-25,Isaiah Mayo,0,FALSE,,,,,0
0326FENC_22,2026-03-17,FENC,22,2026-03-25,Isaiah Mayo,0.5,FALSE,,,,,0.5
0326FENC_23,2026-03-17,FENC,23,2026-03-25,Sarina Dery,0,FALSE,,,,,0
0326FENC_24,2026-03-17,FENC,24,2026-03-25,Sarina Dery,1,FALSE,,,,,1
0326FENC_25,2026-03-17,FENC,25,2026-03-25,Isaiah Mayo,0,FALSE,,,,,0
0326FENC_26,2026-03-17,FENC,26,2026-03-25,Isaiah Mayo,1,FALSE,,,,,1
0326FENC_27,2026-03-17,FENC,27,2026-03-25,Sarina Dery,0,FALSE,,,,,0
0326FENC_28,2026-03-17,FENC,28,2026-03-25,Sarina Dery,0.5,FALSE,,,,,0.5
0326FENC_29,2026-03-17,FENC,29,2026-03-25,Isaiah Mayo,0.5,FALSE,,,,,0.5
0326FENC_30,2026-03-17,FENC,30,2026-03-25,Isaiah Mayo,0,FALSE,,,,,0
