lab_id,date_collected,site,lab_sample,date_rftmread1,rftm_reader1,rftm_intensity_read1,duplicate_read,date_rftmread2,rftm_reader2,rftm_intensity_read2,rftm_notes,rftm_final
0126ASHC_01,2026-01-14,ASHC,1,2026-01-22,Kyra Lenderman,0,FALSE,,,,,0
0126ASHC_02,2026-01-14,ASHC,2,2026-01-22,Kyra Lenderman,1,FALSE,,,,,1
0126ASHC_03,2026-01-14,ASHC,3,2026-01-22,Isaiah Mayo,0,FALSE,,,,,0
0126ASHC_04,2026-01-14,ASHC,4,2026-01-22,Isaiah Mayo,0.5,FALSE,,,,,0.5
0126ASHC_05,2026-01-14,ASHC,5,2026-01-22,Isaiah Mayo,0,FALSE,,,,,0
0126ASHC_06,2026-01-14,ASHC,6,2026-01-22,Isaiah Mayo,0,FALSE,,,,,0
0126ASHC_07,2026-01-14,ASHC,7,2026-01-22,Mariah Kachmar,0,FALSE,,,,,0
0126ASHC_08,2026-01-14,ASHC,8,2026-01-22,Mariah Kachmar,1,FALSE,,,,,1
0126ASHC_09,2026-01-14,ASHC,9,2026-01-22,Kyra Lenderman,0.5,TRUE,,Mariah Kachmar,0.5,,0.5
0126ASHC_10,2026-01-14,ASHC,10,2026-01-22,Kyra Lenderman,0.5,TRUE,,Mariah Kachmar,0.5,,0.5
0126ASHC_11,2026-01-14,ASHC,11,2026-01-22,Kyra Lenderman,1,FALSE,,,,,1
0126ASHC_12,2026-01-14,ASHC,12,2026-01-22,Kyra Lenderman,5,FALSE,,,,,5
0126ASHC_13,2026-01-14,ASHC,13,2026-01-22,Mariah Kachmar,1,FALSE,,,,,1
0126ASHC_14,2026-01-14,ASHC,14,2026-01-22,Mariah Kachmar,0.5,FALSE,,,,,0.5
0126ASHC_15,2026-01-14,ASHC,15,2026-01-22,Kyra Lenderman,0.5,FALSE,,,,,0.5
0126ASHC_16,2026-01-14,ASHC,16,2026-01-22,Kyra Lenderman,0.5,FALSE,,,,,0.5
0126ASHC_17,2026-01-14,ASHC,17,2026-01-22,Isaiah Mayo,0,FALSE,,,,,0
0126ASHC_18,2026-01-14,ASHC,18,2026-01-22,Isaiah Mayo,0.5,TRUE,,Mariah Kachmar,0.5,,0.5
0126ASHC_19,2026-01-14,ASHC,19,2026-01-22,Mariah Kachmar,0,FALSE,,,,,0
0126ASHC_20,2026-01-14,ASHC,20,2026-01-22,Mariah Kachmar,0,FALSE,,,,,0
0126ASHC_21,2026-01-14,ASHC,21,2026-01-22,Kyra Lenderman,0.5,FALSE,,,,,0.5
0126ASHC_22,2026-01-14,ASHC,22,2026-01-22,Kyra Lenderman,0.5,FALSE,,,,,0.5
0126ASHC_23,2026-01-14,ASHC,23,2026-01-22,Mariah Kachmar,0.5,FALSE,,,,,0.5
0126ASHC_24,2026-01-14,ASHC,24,2026-01-22,Mariah Kachmar,0,FALSE,,,,,0
0126ASHC_25,2026-01-14,ASHC,25,2026-01-22,Kyra Lenderman,0.5,FALSE,,,,,0.5
0126ASHC_26,2026-01-14,ASHC,26,2026-01-22,Kyra Lenderman,0.5,FALSE,,,,,0.5
0126ASHC_27,2026-01-14,ASHC,27,2026-01-22,Kyra Lenderman,1,FALSE,,,,,1
0126ASHC_28,2026-01-14,ASHC,28,2026-01-22,Kyra Lenderman,1,FALSE,,,,,1
0126ASHC_29,2026-01-14,ASHC,29,2026-01-22,Isaiah Mayo,0.5,FALSE,,,,,0.5
0126ASHC_30,2026-01-14,ASHC,30,2026-01-22,Isaiah Mayo,0,FALSE,,,,,0
