lab_id,date_collected,site,lab_sample,date_rftmread1,rftm_reader1,rftm_intensity_read1,duplicate_read,date_rftmread2,rftm_reader2,rftm_intensity_read2,rftm_notes,rftm_final
0426FENC_01,2026-04-22,FENC,1,2026-04-29,Isaiah Mayo,0.5,FALSE,,,,,0.5
0426FENC_02,2026-04-22,FENC,2,2026-04-29,Isaiah Mayo,0,FALSE,,,,,0
0426FENC_03,2026-04-22,FENC,3,2026-04-29,Sarina Dery,0.5,FALSE,,,,,0.5
0426FENC_04,2026-04-22,FENC,4,2026-04-29,Sarina Dery,0.5,FALSE,,,,,0.5
0426FENC_05,2026-04-22,FENC,5,2026-04-29,Isaiah Mayo,0.5,FALSE,,,,,0.5
0426FENC_06,2026-04-22,FENC,6,2026-04-29,Isaiah Mayo,0.5,TRUE,2026-04-29,Sarina Dery,0.5,,0.5
0426FENC_07,2026-04-22,FENC,7,2026-04-29,Sarina Dery,0.5,TRUE,2026-04-29,Sarina Dery,0.5,,0.5
0426FENC_08,2026-04-22,FENC,8,2026-04-29,Sarina Dery,0.5,FALSE,,,,,0.5
0426FENC_09,2026-04-22,FENC,9,2026-04-29,Isaiah Mayo,0.5,FALSE,,,,,0.5
0426FENC_10,2026-04-22,FENC,10,2026-04-29,Isaiah Mayo,0.5,FALSE,,,,,0.5
0426FENC_11,2026-04-22,FENC,11,2026-04-29,Sarina Dery,0.5,FALSE,,,,,0.5
0426FENC_12,2026-04-22,FENC,12,2026-04-29,Sarina Dery,0.5,FALSE,,,,,0.5
0426FENC_13,2026-04-22,FENC,13,2026-04-29,Sarina Dery,0.5,FALSE,,,,,0.5
0426FENC_14,2026-04-22,FENC,14,2026-04-29,Sarina Dery,0.5,FALSE,,,,,0.5
0426FENC_15,2026-04-22,FENC,15,2026-04-29,Isaiah Mayo,0.5,FALSE,,,,,0.5
0426FENC_16,2026-04-22,FENC,16,2026-04-29,Isaiah Mayo,0.5,FALSE,,,,,0.5
0426FENC_17,2026-04-22,FENC,17,2026-04-29,Sarina Dery,0.5,FALSE,,,,,0.5
0426FENC_18,2026-04-22,FENC,18,2026-04-29,Sarina Dery,0.5,FALSE,,,,,0.5
0426FENC_19,2026-04-22,FENC,19,2026-04-29,Sarina Dery,0.5,FALSE,,,,,0.5
0426FENC_20,2026-04-22,FENC,20,2026-04-29,Sarina Dery,0.5,FALSE,,,,,0.5
0426FENC_21,2026-04-22,FENC,21,2026-04-29,Sarina Dery,0.5,TRUE,2026-04-29,Kyra Lenderman,0.5,,0.5
0426FENC_22,2026-04-22,FENC,22,2026-04-29,Sarina Dery,0.5,FALSE,,,,,0.5
0426FENC_23,2026-04-22,FENC,23,2026-04-29,Kyra Lenderman,0.5,FALSE,,,,,0.5
0426FENC_24,2026-04-22,FENC,24,2026-04-29,Kyra Lenderman,0.5,FALSE,,,,,0.5
0426FENC_25,2026-04-22,FENC,25,2026-04-29,Sarina Dery,0.5,FALSE,,,,,0.5
0426FENC_26,2026-04-22,FENC,26,2026-04-29,Sarina Dery,0,FALSE,,,,,0
0426FENC_27,2026-04-22,FENC,27,2026-04-29,Sarina Dery,0.5,FALSE,,,,,0.5
0426FENC_28,2026-04-22,FENC,28,2026-04-29,Sarina Dery,0.5,FALSE,,,,,0.5
0426FENC_29,2026-04-22,FENC,29,2026-04-29,Kyra Lenderman,0,FALSE,,,,,0
0426FENC_30,2026-04-22,FENC,30,2026-04-29,Kyra Lenderman,0.5,FALSE,,,,,0.5
