lab_id,date_collected,site,lab_sample,date_rftmread1,rftm_reader1,rftm_intensity_read1,duplicate_read,date_rftmread2,rftm_reader2,rftm_intensity_read2,rftm_notes,rftm_final
1124GOLD_01,2024-11-18,GOLD,1,2024-11-25,Kyra Lenderman,0.5,FALSE,,,,,0.5
1124GOLD_02,2024-11-18,GOLD,2,2024-11-25,Kyra Lenderman,0,FALSE,,,,,0
1124GOLD_03,2024-11-18,GOLD,3,2024-11-25,Isaiah Mayo,0.5,FALSE,,,,,0.5
1124GOLD_04,2024-11-18,GOLD,4,2024-11-25,Isaiah Mayo,0,FALSE,,,,,0
1124GOLD_05,2024-11-18,GOLD,5,2024-11-25,Kelly Roper,0,FALSE,,,,,0
1124GOLD_06,2024-11-18,GOLD,6,2024-11-25,Kelly Roper,0,FALSE,,,,,0
1124GOLD_07,2024-11-18,GOLD,7,2024-11-25,Kyra Lenderman,0,FALSE,,,,,0
1124GOLD_08,2024-11-18,GOLD,8,2024-11-25,Kyra Lenderman,0,FALSE,,,,,0
1124GOLD_09,2024-11-18,GOLD,9,2024-11-25,Isaiah Mayo,3,FALSE,,,,,3
1124GOLD_10,2024-11-18,GOLD,10,2024-11-25,Isaiah Mayo,0,TRUE,2024-11-25,Kyra Lenderman,0,,0
1124GOLD_11,2024-11-18,GOLD,11,2024-11-25,Kyra Lenderman,0.5,FALSE,,,,,0.5
1124GOLD_12,2024-11-18,GOLD,12,2024-11-25,Kyra Lenderman,4,FALSE,,,,,4
1124GOLD_13,2024-11-18,GOLD,13,2024-11-25,Isaiah Mayo,0,FALSE,,,,,0
1124GOLD_14,2024-11-18,GOLD,14,2024-11-25,Isaiah Mayo,0,FALSE,,,,,0
1124GOLD_15,2024-11-18,GOLD,15,2024-11-25,Kelly Roper,0.5,FALSE,,,,,0.5
1124GOLD_16,2024-11-18,GOLD,16,2024-11-25,Kelly Roper,0,FALSE,,,,,0
1124GOLD_17,2024-11-18,GOLD,17,2024-11-25,Isaiah Mayo,0.5,TRUE,2024-11-25,Kyra Lenderman,1,,1
1124GOLD_18,2024-11-18,GOLD,18,2024-11-25,Isaiah Mayo,0.5,TRUE,2024-11-25,Kyra Lenderman,0.5,,0.5
1124GOLD_19,2024-11-18,GOLD,19,2024-11-25,Kyra Lenderman,0,FALSE,,,,,0
1124GOLD_20,2024-11-18,GOLD,20,2024-11-25,Kyra Lenderman,2,FALSE,,,,,2
1124GOLD_21,2024-11-18,GOLD,21,2024-11-25,Kelly Roper,0.5,FALSE,,,,,0.5
1124GOLD_22,2024-11-18,GOLD,22,2024-11-25,Kelly Roper,0.5,FALSE,,,,,0.5
1124GOLD_23,2024-11-18,GOLD,23,2024-11-25,Kyra Lenderman,0.5,FALSE,,,,,0.5
1124GOLD_24,2024-11-18,GOLD,24,2024-11-25,Kyra Lenderman,0.5,FALSE,,,,,0.5
1124GOLD_25,2024-11-18,GOLD,25,2024-11-25,Kyra Lenderman,0,FALSE,,,,,0
1124GOLD_26,2024-11-18,GOLD,26,2024-11-25,Kyra Lenderman,1,FALSE,,,,,1
1124GOLD_27,2024-11-18,GOLD,27,2024-11-25,Isaiah Mayo,0,FALSE,,,,,0
1124GOLD_28,2024-11-18,GOLD,28,2024-11-25,Isaiah Mayo,0.5,FALSE,,,,,0.5
1124GOLD_29,2024-11-18,GOLD,29,2024-11-25,Isaiah Mayo,0,FALSE,,,,,0
1124GOLD_30,2024-11-18,GOLD,30,2024-11-25,Isaiah Mayo,0,FALSE,,,,,0
