lab_id,date_collected,site,lab_sample,date_rftmread1,rftm_reader1,rftm_intensity_read1,duplicate_read,date_rftmread2,rftm_reader2,rftm_intensity_read2,rftm_notes,rftm_final
1224FENC_01,2024-12-10,FENC,1,2024-12-18,Isaiah Mayo,0.5,TRUE,2024-12-18,Kyra Lenderman,0.5,,0.5
1224FENC_02,2024-12-10,FENC,2,2024-12-18,Isaiah Mayo,0,TRUE,2024-12-18,Kyra Lenderman,0.5,,0
1224FENC_03,2024-12-10,FENC,3,2024-12-18,Mariah Kachmar,2,FALSE,,,,,2
1224FENC_04,2024-12-10,FENC,4,2024-12-18,Mariah Kachmar,0.5,FALSE,,,,,0.5
1224FENC_05,2024-12-10,FENC,5,2024-12-18,Mariah Kachmar,0.5,FALSE,,,,,0.5
1224FENC_06,2024-12-10,FENC,6,2024-12-18,Mariah Kachmar,0.5,FALSE,,,,,0.5
1224FENC_07,2024-12-10,FENC,7,2024-12-18,Kyra Lenderman,1,FALSE,,,,,1
1224FENC_08,2024-12-10,FENC,8,2024-12-18,Kyra Lenderman,0.5,FALSE,,,,,0.5
1224FENC_09,2024-12-10,FENC,9,2024-12-18,Isaiah Mayo,1,FALSE,,,,,1
1224FENC_10,2024-12-10,FENC,10,2024-12-18,Isaiah Mayo,0,FALSE,,,,,0
1224FENC_11,2024-12-10,FENC,11,2024-12-18,Kyra Lenderman,0,FALSE,,,,,0
1224FENC_12,2024-12-10,FENC,12,2024-12-18,Kyra Lenderman,2,FALSE,,,,,2
1224FENC_13,2024-12-10,FENC,13,2024-12-18,Mariah Kachmar,3,FALSE,,,,,3
1224FENC_14,2024-12-10,FENC,14,2024-12-18,Mariah Kachmar,0.5,FALSE,,,,,0.5
1224FENC_15,2024-12-10,FENC,15,2024-12-18,Mariah Kachmar,1,FALSE,,,,,1
1224FENC_16,2024-12-10,FENC,16,2024-12-18,Mariah Kachmar,1,FALSE,,,,,1
1224FENC_17,2024-12-10,FENC,17,2024-12-18,Isaiah Mayo,0,FALSE,,,,,0
1224FENC_18,2024-12-10,FENC,18,2024-12-18,Isaiah Mayo,0,FALSE,,,,,0
1224FENC_19,2024-12-10,FENC,19,2024-12-18,Mariah Kachmar,0.5,FALSE,,,,,0.5
1224FENC_20,2024-12-10,FENC,20,2024-12-18,Mariah Kachmar,0.5,FALSE,,,,,0.5
1224FENC_21,2024-12-10,FENC,21,2024-12-18,Mariah Kachmar,3,TRUE,2024-12-18,Kyra Lenderman,3,,3
1224FENC_22,2024-12-10,FENC,22,2024-12-18,Mariah Kachmar,2,FALSE,,,,,2
1224FENC_23,2024-12-10,FENC,23,2024-12-18,Isaiah Mayo,0.5,FALSE,,,,,0.5
1224FENC_24,2024-12-10,FENC,24,2024-12-18,Isaiah Mayo,0.5,FALSE,,,,,0.5
1224FENC_25,2024-12-10,FENC,25,2024-12-16,Kyra Lenderman,0.5,FALSE,,,,,0.5
1224FENC_26,2024-12-10,FENC,26,2024-12-16,Kyra Lenderman,0,FALSE,,,,,0
1224FENC_27,2024-12-10,FENC,27,2024-12-16,Isaiah Mayo,0.5,FALSE,,,,,0.5
1224FENC_28,2024-12-10,FENC,28,2024-12-16,Isaiah Mayo,2,FALSE,,,,,2
1224FENC_29,2024-12-10,FENC,29,2024-12-16,Kyra Lenderman,0,FALSE,,,,,0
1224FENC_30,2024-12-10,FENC,30,2024-12-16,Kyra Lenderman,1,FALSE,,,,,1
