lab_id,date_collected,site,lab_sample,date_rftmread1,rftm_reader1,rftm_intensity_read1,duplicate_read,date_rftmread2,rftm_reader2,rftm_intensity_read2,rftm_notes,rftm_final
0526FENC_01,2026-05-13,FENC,1,2026-05-18,Kyra Lenderman,0.5,TRUE,2026-05-18,Sarina Dery,0.5,,0.5
0526FENC_02,2026-05-13,FENC,2,2026-05-18,Kyra Lenderman,0,FALSE,,,,,0
0526FENC_03,2026-05-13,FENC,3,2026-05-18,Mariah Kachmar,0,FALSE,,,,,0
0526FENC_04,2026-05-13,FENC,4,2026-05-18,Mariah Kachmar,0,FALSE,,,,,0
0526FENC_05,2026-05-13,FENC,5,2026-05-18,Sarina Dery,0,FALSE,,,,,0
0526FENC_06,2026-05-13,FENC,6,2026-05-18,Sarina Dery,0,FALSE,,,,,0
0526FENC_07,2026-05-13,FENC,7,2026-05-18,Kyra Lenderman,0.5,FALSE,,,,,0.5
0526FENC_08,2026-05-13,FENC,8,2026-05-18,Kyra Lenderman,0,FALSE,,,,,0
0526FENC_09,2026-05-13,FENC,9,2026-05-18,Kyra Lenderman,0,FALSE,,,,,0
0526FENC_10,2026-05-13,FENC,10,2026-05-18,Kyra Lenderman,0.5,FALSE,,,,,0.5
0526FENC_11,2026-05-13,FENC,11,2026-05-18,Sarina Dery,0,FALSE,,,,,0
0526FENC_12,2026-05-13,FENC,12,2026-05-18,Sarina Dery,0.5,FALSE,,,,,0.5
0526FENC_13,2026-05-13,FENC,13,2026-05-18,Mariah Kachmar,0.5,FALSE,,,,,0.5
0526FENC_14,2026-05-13,FENC,14,2026-05-18,Mariah Kachmar,0.5,FALSE,,,,,0.5
0526FENC_15,2026-05-13,FENC,15,2026-05-18,Sarina Dery,0.5,FALSE,,,,,0.5
0526FENC_16,2026-05-13,FENC,16,2026-05-18,Sarina Dery,0.5,FALSE,,,,,0.5
0526FENC_17,2026-05-13,FENC,17,2026-05-18,Kyra Lenderman,0.5,FALSE,,,,,0.5
0526FENC_18,2026-05-13,FENC,18,2026-05-18,Kyra Lenderman,0,FALSE,,,,,0
0526FENC_19,2026-05-13,FENC,19,2026-05-18,Mariah Kachmar,0.5,FALSE,,,,,0.5
0526FENC_20,2026-05-13,FENC,20,2026-05-18,Mariah Kachmar,0.5,FALSE,,,,,0.5
0526FENC_21,2026-05-13,FENC,21,2026-05-18,Sarina Dery,0.5,TRUE,2026-05-18,Kyra Lenderman,0.5,,0.5
0526FENC_22,2026-05-13,FENC,22,2026-05-18,Sarina Dery,0.5,TRUE,2026-05-18,Kyra Lenderman,0.5,,0.5
0526FENC_23,2026-05-13,FENC,23,2026-05-18,Mariah Kachmar,0.5,FALSE,,,,,0.5
0526FENC_24,2026-05-13,FENC,24,2026-05-18,Mariah Kachmar,0,FALSE,,,,,0
0526FENC_25,2026-05-13,FENC,25,2026-05-18,Kyra Lenderman,0.5,FALSE,,,,,0.5
0526FENC_26,2026-05-13,FENC,26,2026-05-18,Kyra Lenderman,0,FALSE,,,,,0
0526FENC_27,2026-05-13,FENC,27,2026-05-18,Sarina Dery,0,FALSE,,,,,0
0526FENC_28,2026-05-13,FENC,28,2026-05-18,Sarina Dery,0,FALSE,,,,,0
0526FENC_29,2026-05-13,FENC,29,2026-05-18,Mariah Kachmar,0,FALSE,,,,,0
0526FENC_30,2026-05-13,FENC,30,2026-05-18,Mariah Kachmar,0,FALSE,,,,,0
