lab_id,date_collected,site,lab_sample,date_rftmread1,rftm_reader1,rftm_intensity_read1,duplicate_read,date_rftmread2,rftm_reader2,rftm_intensity_read2,rftm_notes,rftm_final
0126FENC_01,2026-01-13,FENC,1,2026-01-21,Sarina Dery,0.5,FALSE,,,,,0.5
0126FENC_02,2026-01-13,FENC,2,2026-01-21,Sarina Dery,1,FALSE,,,,,1
0126FENC_03,2026-01-13,FENC,3,2026-01-21,Mariah Kachmar,2,FALSE,,,,,2
0126FENC_04,2026-01-13,FENC,4,2026-01-21,Mariah Kachmar,0.5,FALSE,,,,,0.5
0126FENC_05,2026-01-13,FENC,5,2026-01-21,Isaiah Mayo,0,FALSE,,,,,0
0126FENC_06,2026-01-13,FENC,6,2026-01-21,Isaiah Mayo,0.5,FALSE,,,,,0.5
0126FENC_07,2026-01-13,FENC,7,2026-01-21,Sarina Dery,1,FALSE,,,,,1
0126FENC_08,2026-01-13,FENC,8,,,,,,,,No tissue present,
0126FENC_09,2026-01-13,FENC,9,2026-01-21,Mariah Kachmar,0,FALSE,,,,,0
0126FENC_10,2026-01-13,FENC,10,2026-01-21,Mariah Kachmar,1,FALSE,,,,,1
0126FENC_11,2026-01-13,FENC,11,2026-01-21,Isaiah Mayo,2,FALSE,,,,,2
0126FENC_12,2026-01-13,FENC,12,2026-01-21,Isaiah Mayo,0.5,FALSE,,,,,0.5
0126FENC_13,2026-01-13,FENC,13,2026-01-21,Kyra Lenderman,1,TRUE,2026-01-21,Sarina Dery,1,,1
0126FENC_14,2026-01-13,FENC,14,2026-01-21,Kyra Lenderman,4,FALSE,,,,,4
0126FENC_15,2026-01-13,FENC,15,2026-01-21,Mariah Kachmar,0.5,FALSE,,,,,0.5
0126FENC_16,2026-01-13,FENC,16,2026-01-21,Mariah Kachmar,0.5,FALSE,,,,,0.5
0126FENC_17,2026-01-13,FENC,17,2026-01-21,Sarina Dery,0.5,FALSE,,,,,0.5
0126FENC_18,2026-01-13,FENC,18,2026-01-21,Sarina Dery,0.5,FALSE,,,,,0.5
0126FENC_19,2026-01-13,FENC,19,2026-01-21,Mariah Kachmar,1,TRUE,2026-01-21,Sarina Dery,1,,1
0126FENC_20,2026-01-13,FENC,20,2026-01-21,Mariah Kachmar,1,TRUE,2026-01-21,Sarina Dery,1,,1
0126FENC_21,2026-01-13,FENC,21,2026-01-21,Sarina Dery,0.5,FALSE,,,,,0.5
0126FENC_22,2026-01-13,FENC,22,2026-01-21,Sarina Dery,1,FALSE,,,,,1
0126FENC_23,2026-01-13,FENC,23,2026-01-21,Isaiah Mayo,0.5,FALSE,,,,,0.5
0126FENC_24,2026-01-13,FENC,24,2026-01-21,Isaiah Mayo,0,FALSE,,,,,0
0126FENC_25,2026-01-13,FENC,25,2026-01-21,Sarina Dery,0.5,FALSE,,,,,0.5
0126FENC_26,2026-01-13,FENC,26,2026-01-21,Sarina Dery,0.5,FALSE,,,,,0.5
0126FENC_27,2026-01-13,FENC,27,2026-01-21,Isaiah Mayo,0.5,FALSE,,,,,0.5
0126FENC_28,2026-01-13,FENC,28,2026-01-21,Isaiah Mayo,0,FALSE,,,,,0
0126FENC_29,2026-01-13,FENC,29,2026-01-21,Mariah Kachmar,0.5,FALSE,,,,,0.5
0126FENC_30,2026-01-13,FENC,30,2026-01-21,Mariah Kachmar,1,FALSE,,,,,1
