lab_id,date_collected,site,lab_sample,date_rftmread1,rftm_reader1,rftm_intensity_read1,duplicate_read,date_rftmread2,rftm_reader2,rftm_intensity_read2,rftm_notes,rftm_final
0726GOLD_01,2026-07-14,GOLD,1,2026-07-23,Kyra Lenderman,0.5,FALSE,,,,,0.5
0726GOLD_02,2026-07-14,GOLD,2,2026-07-23,Kyra Lenderman,1,FALSE,,,,,1
0726GOLD_03,2026-07-14,GOLD,3,2026-07-23,Kyra Lenderman,1,TRUE,2026-07-23,Sarina Dery,1,,1
0726GOLD_04,2026-07-14,GOLD,4,2026-07-23,Kyra Lenderman,0.5,TRUE,2026-07-23,Sarina Dery,0.5,,0.5
0726GOLD_05,2026-07-14,GOLD,5,2026-07-23,Kyra Lenderman,0.5,FALSE,,,,,0.5
0726GOLD_06,2026-07-14,GOLD,6,2026-07-23,Kyra Lenderman,0,FALSE,,,,,0
0726GOLD_07,2026-07-14,GOLD,7,2026-07-23,Mariah Kachmar,0,FALSE,,,,,0
0726GOLD_08,2026-07-14,GOLD,8,2026-07-23,Mariah Kachmar,0.5,FALSE,,,,,0.5
0726GOLD_09,2026-07-14,GOLD,9,2026-07-23,Mariah Kachmar,0,FALSE,,,,,0
0726GOLD_10,2026-07-14,GOLD,10,2026-07-23,Mariah Kachmar,0,FALSE,,,,,0
0726GOLD_11,2026-07-14,GOLD,11,2026-07-23,Kyra Lenderman,0.5,FALSE,,,,,0.5
0726GOLD_12,2026-07-14,GOLD,12,2026-07-23,Kyra Lenderman,0.5,FALSE,,,,,0.5
0726GOLD_13,2026-07-14,GOLD,13,2026-07-23,Mariah Kachmar,0,TRUE,2026-07-23,Sarina Dery,0.5,,0.5
0726GOLD_14,2026-07-14,GOLD,14,2026-07-23,Mariah Kachmar,0.5,TRUE,2026-07-23,Sarina Dery,0.5,,0.5
0726GOLD_15,2026-07-14,GOLD,15,2026-07-23,Mariah Kachmar,0,FALSE,,,,,0
0726GOLD_16,2026-07-14,GOLD,16,2026-07-23,Mariah Kachmar,0.5,FALSE,,,,,0.5
0726GOLD_17,2026-07-14,GOLD,17,2026-07-23,Kyra Lenderman,0.5,FALSE,,,,,0.5
0726GOLD_18,2026-07-14,GOLD,18,2026-07-23,Kyra Lenderman,0.5,FALSE,,,,,0.5
0726GOLD_19,2026-07-14,GOLD,19,2026-07-23,Mariah Kachmar,0,FALSE,,,,,0
0726GOLD_20,2026-07-14,GOLD,20,2026-07-23,Mariah Kachmar,1,FALSE,,,,,1
0726GOLD_21,2026-07-14,GOLD,21,2026-07-23,Mariah Kachmar,0,FALSE,,,,,0
0726GOLD_22,2026-07-14,GOLD,22,2026-07-23,Mariah Kachmar,0,FALSE,,,,,0
0726GOLD_23,2026-07-14,GOLD,23,2026-07-23,Kyra Lenderman,0,FALSE,,,,,0
0726GOLD_24,2026-07-14,GOLD,24,2026-07-23,Kyra Lenderman,0.5,FALSE,,,,,0.5
0726GOLD_25,2026-07-14,GOLD,25,2026-07-23,Mariah Kachmar,0,FALSE,,,,,0
0726GOLD_26,2026-07-14,GOLD,26,2026-07-23,Mariah Kachmar,0,FALSE,,,,,0
0726GOLD_27,2026-07-14,GOLD,27,2026-07-23,Kyra Lenderman,0,FALSE,,,,,0
0726GOLD_28,2026-07-14,GOLD,28,2026-07-23,Kyra Lenderman,0,FALSE,,,,,0
0726GOLD_29,2026-07-14,GOLD,29,2026-07-23,Sarina Dery,0.5,FALSE,,,,,0.5
0726GOLD_30,2026-07-14,GOLD,30,2026-07-23,Sarina Dery,0,FALSE,,,,,0
