lab_id,date_collected,site,lab_sample,date_rftmread1,rftm_reader1,rftm_intensity_read1,duplicate_read,date_rftmread2,rftm_reader2,rftm_intensity_read2,rftm_notes,rftm_final
1124FENC_01,2024-11-12,FENC,1,2024-11-20,Kyra Lenderman,1,FALSE,,,,,1
1124FENC_02,2024-11-12,FENC,2,2024-11-20,Kyra Lenderman,2,FALSE,,,,,2
1124FENC_03,2024-11-12,FENC,3,2024-11-20,Kelly Roper,1,FALSE,,,,,1
1124FENC_04,2024-11-12,FENC,4,2024-11-20,Kelly Roper,0.5,FALSE,,,,,0.5
1124FENC_05,2024-11-12,FENC,5,2024-11-20,Kelly Roper,0,TRUE,2024-11-20,Isaiah Mayo,0,,0
1124FENC_06,2024-11-12,FENC,6,2024-11-20,Kelly Roper,1,TRUE,2024-11-20,Isaiah Mayo,1,,1
1124FENC_07,2024-11-12,FENC,7,2024-11-20,Isaiah Mayo,0.5,FALSE,,,,,0.5
1124FENC_08,2024-11-12,FENC,8,2024-11-20,Isaiah Mayo,0.5,FALSE,,,,,0.5
1124FENC_09,2024-11-12,FENC,9,2024-11-20,Kelly Roper,0.5,FALSE,,,,,0.5
1124FENC_10,2024-11-12,FENC,10,2024-11-20,Kelly Roper,0.5,FALSE,,,,,0.5
1124FENC_11,2024-11-12,FENC,11,2024-11-20,Isaiah Mayo,1,FALSE,,,,,1
1124FENC_12,2024-11-12,FENC,12,2024-11-20,Isaiah Mayo,0.5,FALSE,,,,,0.5
1124FENC_13,2024-11-12,FENC,13,2024-11-20,Kelly Roper,0.5,FALSE,,,,,0.5
1124FENC_14,2024-11-12,FENC,14,2024-11-20,Kelly Roper,0.5,FALSE,,,,,0.5
1124FENC_15,2024-11-12,FENC,15,2024-11-20,Isaiah Mayo,0,FALSE,,,,,0
1124FENC_16,2024-11-12,FENC,16,2024-11-20,Isaiah Mayo,0.5,FALSE,,,,,0.5
1124FENC_17,2024-11-12,FENC,17,2024-11-20,Kelly Roper,0,FALSE,,,,,0
1124FENC_18,2024-11-12,FENC,18,2024-11-20,Kelly Roper,1,FALSE,,,,,1
1124FENC_19,2024-11-12,FENC,19,2024-11-20,Kelly Roper,0,FALSE,,,,,0
1124FENC_20,2024-11-12,FENC,20,2024-11-20,Kelly Roper,1,FALSE,,,,,1
1124FENC_21,2024-11-12,FENC,21,2024-11-20,Kelly Roper,0,FALSE,,,,,0
1124FENC_22,2024-11-12,FENC,22,2024-11-20,Kelly Roper,0.5,FALSE,,,,,0.5
1124FENC_23,2024-11-12,FENC,23,2024-11-20,Kelly Roper,0.5,FALSE,,,,,0.5
1124FENC_24,2024-11-12,FENC,24,2024-11-20,Kelly Roper,0,FALSE,,,,,0
1124FENC_25,2024-11-12,FENC,25,2024-11-20,Kelly Roper,0,FALSE,,,,,0
1124FENC_26,2024-11-12,FENC,26,2024-11-20,Kelly Roper,3,TRUE,2024-11-20,Kyra Lenderman,3,,3
1124FENC_27,2024-11-12,FENC,27,2024-11-20,Isaiah Mayo,1,FALSE,,,,,1
1124FENC_28,2024-11-12,FENC,28,2024-11-20,Isaiah Mayo,1,FALSE,,,,,1
1124FENC_29,2024-11-12,FENC,29,2024-11-20,Kelly Roper,0,FALSE,,,,,0
1124FENC_30,2024-11-12,FENC,30,2024-11-20,Kelly Roper,1,FALSE,,,,,1
