lab_id,date_collected,site,lab_sample,date_rftmread1,rftm_reader1,rftm_intensity_read1,duplicate_read,date_rftmread2,rftm_reader2,rftm_intensity_read2,rftm_notes,rftm_final
0626ASHC_01,2026-06-22,ASHC,1,2026-06-30,Sarina Dery,1,FALSE,,,,,1
0626ASHC_02,2026-06-22,ASHC,2,2026-06-30,Sarina Dery,0.5,FALSE,,,,,0.5
0626ASHC_03,2026-06-22,ASHC,3,2026-06-30,Isaiah Mayo,0.5,FALSE,,,,,0.5
0626ASHC_04,2026-06-22,ASHC,4,2026-06-30,Isaiah Mayo,1,FALSE,,,,,1
0626ASHC_05,2026-06-22,ASHC,5,2026-06-30,Sarina Dery,0.5,FALSE,,,,,0.5
0626ASHC_06,2026-06-22,ASHC,6,2026-06-30,Sarina Dery,0.5,FALSE,,,,,0.5
0626ASHC_07,2026-06-22,ASHC,7,2026-06-30,Kyra Lenderman,0.5,FALSE,,,,,0.5
0626ASHC_08,2026-06-22,ASHC,8,2026-06-30,Kyra Lenderman,0.5,FALSE,,,,,0.5
0626ASHC_09,2026-06-22,ASHC,9,2026-06-30,Kyra Lenderman,0.5,FALSE,,,,,0.5
0626ASHC_10,2026-06-22,ASHC,10,2026-06-30,Kyra Lenderman,0.5,FALSE,,,,,0.5
0626ASHC_11,2026-06-22,ASHC,11,2026-06-30,Sarina Dery,1,FALSE,,,,,1
0626ASHC_12,2026-06-22,ASHC,12,2026-06-30,Sarina Dery,0.5,FALSE,,,,,0.5
0626ASHC_13,2026-06-22,ASHC,13,2026-06-30,Kyra Lenderman,0.5,FALSE,,,,,0.5
0626ASHC_14,2026-06-22,ASHC,14,2026-06-30,Kyra Lenderman,1,FALSE,,,,,1
0626ASHC_15,2026-06-22,ASHC,15,2026-06-30,Sarina Dery,0.5,FALSE,,,,,0.5
0626ASHC_16,2026-06-22,ASHC,16,2026-06-30,Sarina Dery,1,FALSE,,,,,1
0626ASHC_17,2026-06-22,ASHC,17,2026-06-30,Sarina Dery,0.5,FALSE,,,,,0.5
0626ASHC_18,2026-06-22,ASHC,18,2026-06-30,Sarina Dery,1,FALSE,,,,,1
0626ASHC_19,2026-06-22,ASHC,19,2026-06-30,Kyra Lenderman,1,FALSE,,,,,1
0626ASHC_20,2026-06-22,ASHC,20,2026-06-30,Kyra Lenderman,1,FALSE,,,,,1
0626ASHC_21,2026-06-22,ASHC,21,2026-06-30,Sarina Dery,1,FALSE,,,,,1
0626ASHC_22,2026-06-22,ASHC,22,2026-06-30,Sarina Dery,2,FALSE,,,,,2
0626ASHC_23,2026-06-22,ASHC,23,2026-06-30,Sarina Dery,1,FALSE,,,,,1
0626ASHC_24,2026-06-22,ASHC,24,2026-06-30,Sarina Dery,0.5,FALSE,,,,,0.5
0626ASHC_25,2026-06-22,ASHC,25,2026-06-30,Kyra Lenderman,0.5,FALSE,,,,,0.5
0626ASHC_26,2026-06-22,ASHC,26,2026-06-30,Kyra Lenderman,1,FALSE,,,,,1
0626ASHC_27,2026-06-22,ASHC,27,2026-06-30,Kyra Lenderman,1,TRUE,2026-06-30,Sarina Dery,1,,1
0626ASHC_28,2026-06-22,ASHC,28,2026-06-30,Kyra Lenderman,2,TRUE,2026-06-30,Sarina Dery,2,,2
0626ASHC_29,2026-06-22,ASHC,29,2026-06-30,Sarina Dery,0.5,TRUE,2026-06-30,Kyra Lenderman,0.5,,0.5
0626ASHC_30,2026-06-22,ASHC,30,2026-06-30,Sarina Dery,1,FALSE,,,,,1
