lab_id,date_collected,site,lab_sample,date_rftmread1,rftm_reader1,rftm_intensity_read1,duplicate_read,date_rftmread2,rftm_reader2,rftm_intensity_read2,rftm_notes,rftm_final
0626FENC_01,2026-06-10,FENC,1,2026-06-18,Kyra Lenderman,0,FALSE,,,,,0
0626FENC_02,2026-06-10,FENC,2,2026-06-18,Kyra Lenderman,0,FALSE,,,,,0
0626FENC_03,2026-06-10,FENC,3,2026-06-18,Isaiah Mayo,0,FALSE,,,,,0
0626FENC_04,2026-06-10,FENC,4,2026-06-18,Isaiah Mayo,0,FALSE,,,,,0
0626FENC_05,2026-06-10,FENC,5,2026-06-18,Kyra Lenderman,0.5,TRUE,2026-06-18,Mariah Kachmar,0.5,,0.5
0626FENC_06,2026-06-10,FENC,6,2026-06-18,Kyra Lenderman,0.5,TRUE,2026-06-18,Mariah Kachmar,0.5,,0.5
0626FENC_07,2026-06-10,FENC,7,2026-06-18,Mariah Kachmar,0,FALSE,,,,,0
0626FENC_08,2026-06-10,FENC,8,2026-06-18,Mariah Kachmar,0.5,FALSE,,,,,0.5
0626FENC_09,2026-06-10,FENC,9,2026-06-18,Isaiah Mayo,0.5,FALSE,,,,,0.5
0626FENC_10,2026-06-10,FENC,10,2026-06-18,Isaiah Mayo,0.5,FALSE,,,,,0.5
0626FENC_11,2026-06-10,FENC,11,2026-06-18,Mariah Kachmar,0,FALSE,,,,,0
0626FENC_12,2026-06-10,FENC,12,2026-06-18,Mariah Kachmar,0.5,FALSE,,,,,0.5
0626FENC_13,2026-06-10,FENC,13,2026-06-18,Kyra Lenderman,0.5,FALSE,,,,,0.5
0626FENC_14,2026-06-10,FENC,14,2026-06-18,Kyra Lenderman,1,FALSE,,,,,1
0626FENC_15,2026-06-10,FENC,15,2026-06-18,Isaiah Mayo,0.5,FALSE,,,,,0.5
0626FENC_16,2026-06-10,FENC,16,2026-06-18,Isaiah Mayo,0.5,FALSE,,,,,0.5
0626FENC_17,2026-06-10,FENC,17,2026-06-18,Kyra Lenderman,0.5,FALSE,,,,,0.5
0626FENC_18,2026-06-10,FENC,18,2026-06-18,Kyra Lenderman,0,FALSE,,,,,0
0626FENC_19,2026-06-10,FENC,19,2026-06-18,Mariah Kachmar,0,TRUE,2026-06-18,Isaiah Mayo,0,,0
0626FENC_20,2026-06-10,FENC,20,2026-06-18,Mariah Kachmar,0.5,FALSE,,,,,0.5
0626FENC_21,2026-06-10,FENC,21,2026-06-18,Kyra Lenderman,0.5,FALSE,,,,,0.5
0626FENC_22,2026-06-10,FENC,22,2026-06-18,Kyra Lenderman,0.5,FALSE,,,,,0.5
0626FENC_23,2026-06-10,FENC,23,2026-06-18,Isaiah Mayo,0.5,FALSE,,,,,0.5
0626FENC_24,2026-06-10,FENC,24,2026-06-18,Isaiah Mayo,0,FALSE,,,,,0
0626FENC_25,2026-06-10,FENC,25,2026-06-18,Mariah Kachmar,0.5,FALSE,,,,,0.5
0626FENC_26,2026-06-10,FENC,26,2026-06-18,Mariah Kachmar,0.5,FALSE,,,,,0.5
0626FENC_27,2026-06-10,FENC,27,2026-06-18,Isaiah Mayo,0,FALSE,,,,,0
0626FENC_28,2026-06-10,FENC,28,2026-06-18,Isaiah Mayo,0,FALSE,,,,,0
0626FENC_29,2026-06-10,FENC,29,2026-06-18,Kyra Lenderman,0.5,FALSE,,,,,0.5
0626FENC_30,2026-06-10,FENC,30,2026-06-18,Kyra Lenderman,0.5,FALSE,,,,,0.5
