lab_id,date_collected,site,lab_sample,date_rftmread1,rftm_reader1,rftm_intensity_read1,duplicate_read,date_rftmread2,rftm_reader2,rftm_intensity_read2,rftm_notes,rftm_final
0525GOLD_01,2025-05-27,GOLD,1,2025-06-03,Sarina Dery,0,FALSE,,,,,0
0525GOLD_02,2025-05-27,GOLD,2,2025-06-03,Sarina Dery,0.5,FALSE,,,,,0.5
0525GOLD_03,2025-05-27,GOLD,3,2025-06-03,Mariah Kachmar,0.5,FALSE,,,,,0.5
0525GOLD_04,2025-05-27,GOLD,4,2025-06-03,Mariah Kachmar,0.5,FALSE,,,,,0.5
0525GOLD_05,2025-05-27,GOLD,5,2025-06-03,Sarina Dery,0,FALSE,,,,,0
0525GOLD_06,2025-05-27,GOLD,6,2025-06-03,Sarina Dery,0,FALSE,,,,,0
0525GOLD_07,2025-05-27,GOLD,7,2025-06-03,Mariah Kachmar,0.5,FALSE,,,,,0.5
0525GOLD_08,2025-05-27,GOLD,8,2025-06-03,Mariah Kachmar,0.5,FALSE,,,,,0.5
0525GOLD_09,2025-05-27,GOLD,9,2025-06-03,Kyra Lenderman,0.5,FALSE,,,,,0.5
0525GOLD_10,2025-05-27,GOLD,10,2025-06-03,Kyra Lenderman,0.5,FALSE,,,,,0.5
0525GOLD_11,2025-05-27,GOLD,11,2025-06-03,Kyra Lenderman,0.5,FALSE,,,,,0.5
0525GOLD_12,2025-05-27,GOLD,12,2025-06-03,Kyra Lenderman,0.5,FALSE,,,,,0.5
0525GOLD_13,2025-05-27,GOLD,13,2025-06-03,Mariah Kachmar,0.5,TRUE,2025-06-03,Kyra Lenderman,0.5,,0.5
0525GOLD_14,2025-05-27,GOLD,14,2025-06-03,Mariah Kachmar,0.5,TRUE,2025-06-03,Kyra Lenderman,0.5,,0.5
0525GOLD_15,2025-05-27,GOLD,15,2025-06-03,Mariah Kachmar,0.5,FALSE,,,,,0.5
0525GOLD_16,2025-05-27,GOLD,16,2025-06-03,Mariah Kachmar,0.5,FALSE,,,,,0.5
0525GOLD_17,2025-05-27,GOLD,17,2025-06-03,Kyra Lenderman,0,FALSE,,,,,0
0525GOLD_18,2025-05-27,GOLD,18,2025-06-03,Kyra Lenderman,0,FALSE,,,,,0
0525GOLD_19,2025-05-27,GOLD,19,2025-06-03,Mariah Kachmar,0,FALSE,,,,,0
0525GOLD_20,2025-05-27,GOLD,20,2025-06-03,Mariah Kachmar,0,FALSE,,,,,0
0525GOLD_21,2025-05-27,GOLD,21,2025-06-03,Mariah Kachmar,0,TRUE,2025-06-03,Sarina Dery,0,,0
0525GOLD_22,2025-05-27,GOLD,22,2025-06-03,Mariah Kachmar,0.5,FALSE,,,,,0.5
0525GOLD_23,2025-05-27,GOLD,23,2025-06-03,Kyra Lenderman,0,FALSE,,,,,0
0525GOLD_24,2025-05-27,GOLD,24,2025-06-03,Kyra Lenderman,0.5,FALSE,,,,,0.5
0525GOLD_25,2025-05-27,GOLD,25,2025-06-03,Kyra Lenderman,0.5,FALSE,,,,,0.5
0525GOLD_26,2025-05-27,GOLD,26,2025-06-03,Kyra Lenderman,0.5,FALSE,,,,,0.5
0525GOLD_27,2025-05-27,GOLD,27,2025-06-03,Mariah Kachmar,0,FALSE,,,,,0
0525GOLD_28,2025-05-27,GOLD,28,2025-06-03,Mariah Kachmar,0,FALSE,,,,,0
0525GOLD_29,2025-05-27,GOLD,29,2025-06-03,Sarina Dery,0.5,FALSE,,,,,0.5
0525GOLD_30,2025-05-27,GOLD,30,2025-06-03,Sarina Dery,0,FALSE,,,,,0
