"Location Properties"
"Location Name = Fence Creek"
"Location ID = eedcb52e-0ba7-465c-8a88-f9905ba2800d"
""
"Report Properties"
"Start Time = 2025-02-04 09:18:57"
"Duration = 30.00:00:55"
"Readings = 1441"
"Time Offset = -05:00:00"
""
"Instrument Properties"
"Device Model = Aqua TROLL 600"
"Device SN = 1005046"
"Device Firmware = 2.32"
""
"Log Properties"
"Log Name = Log_0724FENC"
"Log Type = Linear"
"Log File Number = 1"
"Log ID = 52a44986-2859-46dc-9fa2-2b30879427cb"
"Log Wrapping Enabled = True"
"Interval = 00:30:00"
""
""
"Date Time","Chlorophyll-a Fluorescence (RFU) (1007125)","RDO Concentration (mg/L) (1003555)","RDO Saturation (%Sat) (1003555)","Oxygen Partial Pressure (Torr) (1003555)","Actual Conductivity (µS/cm) (1026324)","Specific Conductivity (µS/cm) (1026324)","Salinity (PSU) (1026324)","Resistivity (Ω⋅cm) (1026324)","Density (g/cm³) (1026324)","Total Dissolved Solids (ppt) (1026324)","pH (pH) (1111279)","pH mV (mV) (1111279)","ORP (mV) (1111279)","Temperature (°C) (1005046)","External Voltage (V) (1005046)","Battery Capacity (%) (1005046)","Barometric Pressure (mm Hg) (1005046)"
"2025-02-04 09:18:57","0.045802325","10.289602","84.1266","133.5021","19461.418","35576.83","21.1366","51.383717","1.0169057","23.124939","7.5375776","-60.52971","126.96719","1.2840369","0","69","762.6527"
"2025-02-04 09:48:57","0.04217768","10.416181","85.38899","135.50047","19584.113","35706.31","21.23313","51.061794","1.0169809","23.2091","7.6003647","-63.762665","135.68378","1.3600891","0","69","762.6527"
"2025-02-04 10:18:57","0.037556805","10.619133","87.29446","138.50986","19349.848","35018.47","20.822426","51.679993","1.0166457","22.762005","7.6193943","-64.787865","140.55705","1.5738854","0","69","762.6527"
"2025-02-04 10:48:57","0.037022613","10.6418705","87.83683","139.36433","19607.521","35374.195","21.067547","51.000835","1.0168389","22.993227","7.646595","-66.20407","145.6926","1.664336","0","69","762.6527"
"2025-02-04 11:18:57","0.037220202","10.767153","89.36083","141.76794","19734.213","35351.93","21.085855","50.673416","1.0168464","22.978756","7.666256","-67.26265","146.36017","1.8702404","0","69","762.6527"
"2025-02-04 11:48:57","0.029656453","11.205509","92.849434","147.23412","16959.219","29463.34","17.405544","58.96498","1.0138764","19.15117","7.559877","-62.007904","144.85336","2.780315","0","69","762.6527"
"2025-02-04 12:18:57","1.0585072","11.637335","104.90961","166.33357","27033.117","46532.14","28.73132","36.991665","1.0228802","30.245892","8.17444","-93.746185","131.90723","3.0605116","0","69","762.6527"
"2025-02-04 12:48:57","0.77503264","11.498789","104.33676","165.42345","27797.273","47814.22","29.608067","35.97475","1.0235773","31.07924","8.1792965","-94.00368","140.31863","3.0816748","0","69","762.6527"
"2025-02-04 13:18:57","1.1193613","11.582572","105.02515","166.51913","27825.973","47939.098","29.683174","35.93765","1.0236409","31.160414","8.189791","-94.5282","145.20145","3.0337267","0","69","762.6527"
"2025-02-04 13:48:57","2.5692265","11.608851","105.19471","166.79057","27813.305","47962.97","29.69336","35.954018","1.0236512","31.17593","8.196276","-94.85245","154.42348","3.004774","0","69","762.6527"
