"Location Properties"
"Location Name = AshCreek"
"Location ID = 82862c1c-6906-4407-9675-91cd165864a7"
""
"Report Properties"
"Start Time = 2025-03-04 09:01:52"
"Duration = 27.22:30:39"
"Readings = 1342"
"Time Offset = -04:00:00"
""
"Instrument Properties"
"Device Model = Aqua TROLL 600"
"Device SN = 1005261"
"Device Firmware = 2.32"
""
"Log Properties"
"Log Name = ASHC_2024_SONDE5261"
"Log Type = Linear"
"Log File Number = 9"
"Log ID = 72cf1513-30bc-40ff-90c0-df10bf61485c"
"Log Wrapping Enabled = True"
"Interval = 00:30:00"
""
""
"Date Time","pH (pH) (982925)","pH mV (mV) (982925)","ORP (mV) (982925)","Actual Conductivity (µS/cm) (1026742)","Specific Conductivity (µS/cm) (1026742)","Salinity (PSU) (1026742)","Resistivity (Ω⋅cm) (1026742)","Density (g/cm³) (1026742)","Total Dissolved Solids (ppt) (1026742)","RDO Concentration (mg/L) (1003422)","RDO Saturation (%Sat) (1003422)","Oxygen Partial Pressure (Torr) (1003422)","Chlorophyll-a Fluorescence (RFU) (1005348)","Temperature (°C) (1005261)","External Voltage (V) (1005261)","Battery Capacity (%) (1005261)","Barometric Pressure (mm Hg) (1005261)"
"2025-03-04 14:01:52","8.149289","-79.67472","251.81932","24858.824","43734.793","26.713415","40.227165","1.0213158","28.427616","12.536702","108.51569","156.58058","4.0772076","2.4031005","0","96","770.4951"
"2025-03-04 14:31:52","8.150107","-79.72717","257.89423","25295.213","44449.746","27.199966","39.533173","1.0217019","28.892336","12.483396","108.512215","156.57275","3.6004908","2.4384508","0","96","770.4951"
"2025-03-04 15:01:52","8.15038","-79.75578","264.403","25283.281","44354.254","27.145824","39.551826","1.0216556","28.830265","12.4889","108.65793","156.779","2.006409","2.488512","0","96","770.4951"
"2025-03-04 15:31:52","8.154406","-79.97513","271.01678","25477.578","44636.45","27.34329","39.2502","1.0218107","29.013693","12.476144","108.80172","156.98332","3.471201","2.5277283","0","96","770.4951"
"2025-03-04 16:01:52","8.143802","-79.44107","271.49835","25204.023","44085.99","26.982924","39.676205","1.0215199","28.655891","12.200894","106.26916","153.32545","5.2940116","2.5759935","0","96","770.4951"
"2025-03-04 16:31:52","8.173802","-81.03371","261.67078","25651.729","44654.98","27.39379","38.983727","1.0218383","29.025738","12.636211","110.771065","159.80902","4.624477","2.719513","0","96","770.4951"
"2025-03-04 17:01:52","8.183262","-81.54392","252.11972","25278.188","43900.594","26.899946","39.5598","1.0214398","28.535387","12.864464","112.5948","162.43408","7.222993","2.7908435","0","96","770.4951"
"2025-03-04 17:31:52","8.197556","-82.34978","264.18372","25619.516","44166.418","27.121433","39.032745","1.0216011","28.708172","13.011255","114.69386","165.44295","8.904413","3.0140185","0","96","770.4951"
"2025-03-04 18:01:52","8.214096","-83.24146","268.3703","25244.383","43351.63","26.594452","39.612774","1.0211731","28.17856","13.282269","117.008606","168.77136","10.071751","3.1317687","0","96","770.4951"
"2025-03-04 18:31:52","8.22176","-83.71353","272.8192","25701.936","43780.72","26.9291","38.907574","1.0214214","28.457468","13.3123255","118.27282","170.57216","4.8267393","3.3801367","0","96","770.4951"
"2025-03-04 19:01:52","8.222843","-83.818436","277.55896","24989.555","42345.35","25.989647","40.01672","1.0206624","27.524477","13.245507","117.40188","169.30128","8.240054","3.5411963","0","96","770.4951"
"2025-03-04 19:31:52","8.216671","-83.54664","272.9146","24661.111","41573.39","25.497196","40.54967","1.0202593","27.022705","13.204409","117.113686","168.87086","11.221061","3.7012866","0","96","770.4951"
"2025-03-04 20:01:52","8.215179","-83.47988","281.4214","24190.158","40733.254","24.938581","41.339127","1.019813","26.476614","13.225722","116.96292","168.65019","5.502282","3.7365186","0","96","770.4951"
"2025-03-04 20:31:52","8.199997","-82.72648","285.5937","23407.209","39268.703","23.975828","42.72188","1.0190401","25.524658","12.9989605","114.54107","165.14754","3.6870544","3.8522499","0","96","770.4951"
"2025-03-04 21:01:52","8.169121","-81.14338","282.89","21561.973","36094.246","21.87368","46.377945","1.0173675","23.461262","12.805428","111.43386","160.66138","11.80249","3.920404","0","96","770.4951"
"2025-03-04 21:31:52","8.095438","-77.34299","267.29742","19031.414","31762.766","19.037432","52.544704","1.0151126","20.645798","12.556878","107.45242","154.91293","11.901459","4.01433","0","96","770.4951"
"2025-03-04 22:01:52","8.038179","-74.362755","252.17694","17640.191","29460.303","17.538143","56.68873","1.0139253","19.149197","12.281363","103.9832","149.91313","6.4095526","3.9936316","0","96","770.4951"
"2025-03-04 22:31:52","8.040296","-74.477196","250.93239","17740.701","29612.248","17.638329","56.367558","1.0140039","19.247961","12.1398735","102.89843","148.34782","8.188828","4.0104747","0","96","770.4951"
"2025-03-04 23:01:52","8.120496","-78.315735","223.17094","24816.988","43008.227","26.312607","40.29498","1.0209674","27.955347","12.202543","106.54621","153.70302","1.8286916","2.854912","0.009","96","770.4951"
"2025-03-04 23:31:53","8.137494","-79.18835","239.56459","25284.047","43852.09","26.875034","39.550632","1.0214171","28.503859","12.349017","108.17496","156.05455","2.789683","2.831183","0","96","770.4951"
"2025-03-05 00:01:53","8.162515","-80.47104","246.803","24768.19","43014.055","26.304703","40.374367","1.0209652","27.959137","12.622684","110.032005","158.73685","4.7699404","2.7914245","0","96","770.4951"
"2025-03-05 00:31:53","8.162306","-80.44243","265.78113","25288.682","44006.945","26.959846","39.54338","1.0214915","28.604515","12.5650835","109.85199","158.48216","3.6880698","2.7304761","0","96","770.4951"
"2025-03-05 01:01:53","8.161616","-80.38521","276.77698","24809.865","43280.41","26.45786","40.306545","1.021096","28.132267","12.610617","109.66686","158.22115","6.145101","2.6563048","0","96","770.4951"
"2025-03-05 01:31:53","8.159757","-80.27077","286.91455","25240.414","44123.75","27.011726","39.619003","1.0215418","28.680437","12.533208","109.23348","157.60097","5.6536074","2.5935547","0","96","770.4951"
"2025-03-05 02:01:53","8.155908","-80.05142","292.74146","24934.865","43692.152","26.708344","40.10449","1.0213044","28.3999","12.525546","108.74661","156.90417","3.8265247","2.5232666","0","96","770.4951"
"2025-03-05 02:31:53","8.151901","-79.82731","296.98535","25318.928","44452.98","27.207294","39.496143","1.0217062","28.894438","12.44003","108.21148","156.13678","6.1634994","2.4642127","0","96","770.4951"
"2025-03-05 03:01:53","8.148822","-79.65088","299.61267","24989.814","43963.586","26.86696","40.016304","1.0214382","28.576332","12.423839","107.65499","155.33856","7.6741223","2.404226","0","96","770.4951"
"2025-03-05 03:31:53","8.146457","-79.5269","307.40424","25176.355","44301.133","27.092106","39.719807","1.0216182","28.795736","12.376857","107.39622","154.96565","8.784192","2.3979309","0","96","770.4951"
"2025-03-05 04:01:53","8.145254","-79.460144","312.51593","24883.225","43809.17","26.759031","40.187717","1.0213534","28.475962","12.393404","107.25074","154.75702","8.656316","2.381737","0","96","770.4951"
"2025-03-05 04:31:53","8.1432295","-79.35524","311.8531","25218.139","44400.47","27.155293","39.653996","1.0216699","28.860304","12.277446","106.53316","153.72166","8.6588","2.3806324","0","96","770.4951"
"2025-03-05 05:01:53","8.142729","-79.340935","316.7884","24786.238","43581.312","26.614061","40.344967","1.0212353","28.327852","12.361009","106.970024","154.34889","8.67995","2.4207032","0","96","770.4951"
"2025-03-05 05:31:53","8.1413","-79.26941","319.2107","25230.42","44350.707","27.131485","39.634697","1.0216479","28.827961","12.279824","106.665955","153.90956","10.605174","2.4284937","0","96","770.4951"
"2025-03-05 06:01:53","8.140039","-79.221725","317.55133","24803.977","43512.42","26.581257","40.316116","1.021205","28.283073","12.26578","106.30677","153.38657","2.099901","2.4891894","0","96","770.4951"
"2025-03-05 06:31:53","8.130335","-78.73535","316.755","25194.803","44120.13","26.999157","39.690727","1.0215352","28.678083","12.145905","105.71037","152.52191","5.638564","2.5418847","0","96","770.4951"
"2025-03-05 07:01:53","8.125093","-78.47786","319.1106","24592.566","42998.145","26.255919","40.662693","1.0209392","27.948793","12.13477","105.20273","151.78583","7.11876","2.5887318","0","96","770.4951"
"2025-03-05 07:31:53","8.113716","-77.90089","315.6964","24717.709","43160.44","26.372063","40.456825","1.0210295","28.054287","11.99428","104.17079","150.29393","9.584135","2.6279345","0","96","770.4951"
"2025-03-05 08:01:53","8.099834","-77.21901","317.76587","24152.775","41995.613","25.616158","41.40311","1.0204186","27.29715","11.938304","103.48386","149.29298","4.9829392","2.7552967","0","96","770.4951"
"2025-03-05 08:31:53","8.084109","-76.441765","310.9519","24089.084","41704.742","25.445099","41.512577","1.0202742","27.108084","11.822679","102.69917","148.15092","4.3939157","2.885349","0","96","770.4951"
"2025-03-05 09:01:53","8.060238","-75.26398","316.4641","22919.887","39406.55","23.948559","43.630234","1.0190693","25.61426","11.839035","102.340385","147.61699","4.6402617","3.0956163","0","96","770.4951"
"2025-03-05 09:31:53","8.053271","-74.949265","319.42053","22348.59","38211.41","23.181705","44.745552","1.0184487","24.837418","11.935538","103.07843","148.66809","12.4362955","3.265283","0","96","770.4951"
"2025-03-05 10:01:53","8.052265","-75.00172","312.6065","20215.125","34133.266","20.545008","49.46791","1.0163302","22.186623","12.3916855","106.15001","153.06612","6.781358","3.651372","0","96","770.4951"
"2025-03-05 10:31:53","8.060819","-75.564384","283.41455","18079.89","30104.574","17.965847","55.31007","1.014259","19.567974","13.123136","111.69466","161.02231","9.141226","4.087411","0","96","770.4951"
"2025-03-05 11:01:53","8.066301","-75.90771","263.96912","17182.1","28416.738","16.894306","58.200104","1.0133978","18.47088","13.390452","113.75985","163.97964","4.1886735","4.3008995","0","96","770.4951"
"2025-03-05 11:31:53","8.068753","-75.99354","276.7531","18994.701","31566.158","18.924402","52.646263","1.0150149","20.518003","13.026637","111.76393","161.11658","3.1216214","4.1488247","0","96","770.4951"
"2025-03-05 12:01:53","8.145614","-79.56028","278.13116","24767.688","43194.906","26.402111","40.375187","1.021051","28.076689","12.686836","110.31079","159.14948","8.723222","2.6645935","0","96","770.4951"
"2025-03-05 12:31:53","8.15505","-80.099106","292.98468","24822.676","43039.156","26.33061","40.285744","1.0209827","27.975452","12.765424","111.43301","160.75389","6.107552","2.8401246","0","96","770.4951"
"2025-03-05 13:01:53","8.153706","-80.06573","295.95538","24980.217","43133.91","26.417368","40.031677","1.0210435","28.037043","12.610081","110.48951","159.38239","5.032297","2.9650123","0","96","770.4951"
"2025-03-05 13:31:53","8.13942","-79.29325","308.92535","25554.947","44294.918","27.176605","39.131367","1.0216564","28.791697","12.379665","108.717186","156.83527","2.5595407","2.8495948","0","96","770.4951"
"2025-03-05 14:01:54","8.129573","-78.7735","315.17188","25316.652","43934.445","26.927036","39.499695","1.0214598","28.55739","12.303738","107.76829","155.46933","2.6619241","2.8134546","0","96","770.4951"
"2025-03-05 14:31:54","8.128563","-78.73058","321.70935","25334.03","43917.113","26.921612","39.4726","1.0214534","28.546124","12.256898","107.44255","154.99677","6.0697637","2.8460767","0","96","770.4951"
"2025-03-05 15:01:54","8.1313925","-78.8784","324.12213","25050.605","43418.496","26.58736","39.919193","1.0211866","28.222023","12.296708","107.55946","155.16502","13.525651","2.8511486","0","96","770.4951"
"2025-03-05 15:31:54","8.132941","-78.969","329.3578","25557.617","44243.504","27.14933","39.127277","1.0216321","28.758278","12.248249","107.64675","155.28796","7.3677816","2.8878553","0","96","770.4951"
"2025-03-05 16:01:54","8.133927","-79.03099","332.53833","25264.285","43680.598","26.777637","39.581566","1.0213332","28.392387","12.273251","107.6968","155.35707","22.354023","2.9260156","0","95","770.4951"
"2025-03-05 16:31:54","8.13612","-79.15974","338.4463","25701.889","44358.855","27.244621","38.907646","1.0217017","28.833258","12.23682","107.86434","155.59438","13.281756","2.9794898","0","95","770.4951"
"2025-03-05 17:01:54","8.12832","-78.75919","342.21808","25364.72","43760.977","26.843851","39.42484","1.0213815","28.444633","12.204683","107.317505","154.80464","7.308814","2.990558","0","95","770.4951"
"2025-03-05 17:31:54","8.135755","-79.164505","342.9286","25646.758","44143.69","27.115164","38.991283","1.0215926","28.6934","12.203664","107.69981","155.35028","22.175516","3.061964","0","95","770.4951"
"2025-03-05 18:01:54","8.138658","-79.3457","332.61462","25557.17","43834.36","26.926678","39.127964","1.0214349","28.492332","12.222899","108.02223","155.80643","8.814889","3.1696143","0","95","770.4951"
"2025-03-05 18:31:54","8.145173","-79.71287","332.90546","25733.26","43987.836","27.049295","38.860214","1.021525","28.592093","12.254252","108.66956","156.73148","18.573689","3.2726989","0","95","770.4951"
"2025-03-05 19:01:54","8.15417","-80.22785","326.70184","25529.006","43400.12","26.683125","39.17113","1.0212213","28.21008","12.320208","109.44187","157.83104","8.86232","3.441062","0","95","770.4951"
"2025-03-05 19:31:54","8.157871","-80.50442","329.5199","25601.715","43116.055","26.542503","39.059883","1.0210873","28.025434","12.280713","109.77924","158.29236","16.098923","3.7322571","0","95","770.4951"
"2025-03-05 20:01:54","8.1595","-80.68085","327.75085","25319.797","42212.543","25.98521","39.49479","1.0206199","27.438154","12.1796","109.31665","157.59758","11.866966","4.0480056","0","95","770.4951"
"2025-03-05 20:31:54","8.158395","-80.73807","331.81354","24934.521","41054.918","25.26595","40.10504","1.0200173","26.685696","12.009228","108.31265","156.1151","18.541733","4.442173","0","95","770.4951"
"2025-03-05 21:01:54","8.149888","-80.40428","327.54108","23639.088","38466.797","23.578056","42.30282","1.0186498","25.00342","11.939529","107.457886","154.84903","22.60971","4.8184423","0","95","770.4951"
"2025-03-05 21:31:54","8.1382885","-79.865456","324.18414","23148.025","37402.297","22.894476","43.20023","1.0180901","24.311493","11.777261","106.1044","152.87788","4.5275836","5.0467615","0","95","770.4951"
"2025-03-05 22:01:54","8.099053","-77.91996","326.87823","20781.016","33209.918","20.144272","48.120842","1.015889","21.586447","11.766926","104.99988","151.25356","19.248247","5.4056153","0","95","770.4951"
"2025-03-05 22:31:54","8.043753","-75.10185","325.76245","18802.723","29814.479","17.93343","53.18379","1.0141255","19.379412","11.663281","103.20175","148.63976","29.81923","5.662694","0","95","770.4951"
"2025-03-05 23:01:54","7.898878","-67.63935","325.01855","15275.341","23896.693","14.13135","65.46499","1.0110977","15.532851","11.447367","99.85971","143.78554","30.803032","6.1112075","0","95","770.4951"
"2025-03-05 23:31:54","7.8290396","-64.02969","325.31897","13941.453","21680.03","12.728097","71.72853","1.0099791","14.092019","11.264398","97.83567","140.85298","17.210342","6.3117847","0","95","770.4951"
"2025-03-06 00:01:54","8.049786","-74.90158","326.12006","24972.328","42023.223","25.809202","40.044323","1.0205029","27.315096","11.309102","100.654106","145.13274","21.128857","3.7565796","0","95","770.4951"
"2025-03-06 00:31:54","8.055823","-75.26398","337.59277","25292.838","42317.016","26.03746","39.536884","1.02067","27.50606","11.237447","100.61987","145.06882","14.9888935","3.9371178","0","95","770.4951"
"2025-03-06 01:01:54","8.052874","-75.25444","337.73584","23960.008","39419.367","24.168245","41.736214","1.0191457","25.62259","11.185733","100.20544","144.42778","13.393566","4.4671865","0","95","770.4951"
"2025-03-06 01:31:54","8.061992","-75.678825","343.73444","25102.18","41538.094","25.567549","39.837177","1.0202694","26.999762","11.164574","100.50671","144.87727","8.012651","4.2836146","0","95","770.4951"
"2025-03-06 02:01:54","8.0654545","-75.80757","341.45514","24937.537","41512.15","25.520191","40.10019","1.020247","26.982895","11.223469","100.53807","144.93794","16.049013","4.095741","0","95","770.4951"
"2025-03-06 02:31:54","8.055869","-75.302124","348.80798","25485.404","42460.47","26.15621","39.238144","1.0207537","27.599304","11.139158","100.14528","144.3739","10.177957","4.068839","0","95","770.4951"
"2025-03-06 03:01:54","8.046347","-74.744225","353.00415","25341.21","42536.72","26.168715","39.461414","1.0207824","27.648867","11.107409","99.29261","143.16338","14.840101","3.8350306","0","95","770.4951"
"2025-03-06 03:31:54","8.049748","-74.88251","357.7964","25818.133","43534.97","26.818985","38.732468","1.0213099","28.29773","11.0992155","99.307556","143.19614","8.8409605","3.69338","0","95","770.4951"
"2025-03-06 04:01:54","8.0484495","-74.79668","361.20575","25334.332","42813.344","26.31954","39.47213","1.0209184","27.828672","11.112841","98.9258","142.65103","15.818425","3.6250868","0","95","770.4951"
"2025-03-06 04:31:55","8.026645","-73.64273","365.4973","25620.318","43416.418","26.711685","39.03152","1.0212365","28.22067","10.873594","96.84762","139.6608","25.623827","3.5396166","0","95","770.4951"
"2025-03-06 05:01:55","8.03379","-74.00036","361.50616","25284.738","42914.855","26.364685","39.54955","1.0209643","27.894655","11.133494","98.81037","142.49496","19.519987","3.4912963","0","95","770.4951"
"2025-03-06 05:31:55","8.040155","-74.35322","344.76917","25686.857","43477.91","26.759691","38.930416","1.021272","28.260641","11.02256","98.29536","141.74573","24.50792","3.576045","0","95","770.4951"
"2025-03-06 06:01:55","8.038125","-74.296","357.88696","25245.318","42484.426","26.119928","39.611305","1.0207498","27.614876","11.005171","98.15186","141.52487","23.275259","3.7552478","0","95","770.4951"
"2025-03-06 06:31:55","8.029459","-73.924065","361.6635","25216.371","42041.04","25.869265","39.656776","1.0205278","27.326675","10.881073","97.58398","140.68312","18.55332","4.047312","0","95","770.4951"
"2025-03-06 07:01:55","8.025194","-73.66657","358.7262","24878.379","41656.84","25.588049","40.195545","1.0203154","27.076946","10.814085","96.47598","139.09628","26.423409","3.9121447","0","95","770.4951"
"2025-03-06 07:31:55","7.970217","-71.18225","352.6751","18703.822","29929.559","17.980658","53.465008","1.0141858","19.454214","10.597328","93.11228","134.13287","11.860899","5.3627305","0","95","770.4951"
"2025-03-06 08:01:55","7.8717184","-66.189766","334.48383","15090.443","23690.818","13.991426","66.267105","1.0109962","15.399032","10.4540615","90.847916","130.8195","30.84158","5.9934216","0","95","770.4951"
"2025-03-06 08:31:55","7.8502636","-65.0835","338.5512","14894.68","23334.594","13.768035","67.13807","1.0108154","15.167486","10.414332","90.52386","130.34708","14.616884","6.063296","0","95","770.4951"
"2025-03-06 09:01:55","7.6956873","-57.13463","333.0724","10459.465","16054.664","9.217848","95.607185","1.0071887","10.435532","10.3539","88.826904","127.84603","15.956206","6.7534413","0","95","770.4951"
"2025-03-06 09:31:55","7.5791454","-51.0931","338.95654","8465.137","12843.127","7.260822","118.131584","1.0056236","8.348033","10.339857","88.43363","127.245766","13.967918","7.152775","0","95","770.4951"
"2025-03-06 10:01:55","7.408669","-42.185783","332.24744","5857.743","8803.456","4.849279","170.71422","1.0037068","5.722246","10.255778","87.0374","125.208405","9.211097","7.481222","0","95","770.4951"
"2025-03-06 10:31:55","7.3323956","-38.189888","316.85992","5590.843","8373.807","4.5987086","178.8639","1.0035018","5.4429746","10.255838","87.147446","125.35632","12.714108","7.5999193","0","95","770.4951"
"2025-03-06 11:01:55","7.3671265","-40.016174","327.75085","5673.5635","8500.007","4.6726604","176.25607","1.0035607","5.525005","10.197528","86.67377","124.67579","12.668047","7.590447","0","95","770.4951"
"2025-03-06 11:31:55","7.3304462","-38.108826","335.6568","5576.8555","8315.112","4.5668874","179.31252","1.0034659","5.404823","10.339647","88.18094","126.828766","19.968708","7.7585936","0","95","770.4951"
"2025-03-06 12:01:55","7.3378205","-38.576126","331.94226","5076.3794","7446.6187","4.067451","196.9908","1.0030317","4.840302","10.666574","91.946915","132.19035","13.436509","8.335213","0","95","770.4951"
"2025-03-06 12:31:55","7.869853","-65.8083","291.77826","23927.5","38965.254","23.909607","41.792915","1.018914","25.327415","9.827996","88.59812","127.67355","7.9390893","4.7943835","0","95","770.4951"
"2025-03-06 13:01:55","8.03142","-73.87638","322.71545","24862.459","42203.656","25.885012","40.221283","1.0205832","27.432377","11.575546","102.38962","147.65695","14.306846","3.487262","0","95","770.4951"
"2025-03-06 13:31:55","8.056959","-75.21629","341.99878","25126.06","42571.863","26.14281","39.799316","1.0207839","27.671713","11.70097","103.82858","149.72743","14.886421","3.544684","0","95","770.4951"
"2025-03-06 14:01:55","8.064926","-75.65498","348.38837","24991.59","42216.39","25.91936","40.013462","1.0205992","27.440653","11.695251","103.86202","149.768","14.448425","3.6381054","0","95","770.4951"
"2025-03-06 14:31:55","8.06286","-75.5167","355.81274","25424.486","43105.99","26.499392","39.33216","1.0210689","28.018892","11.579585","102.94793","148.45912","14.727662","3.524259","0","95","770.4951"
"2025-03-06 15:01:55","8.066246","-75.68359","356.87128","25177.23","42730.875","26.240866","39.718426","1.0208657","27.77507","11.601949","102.88439","148.37007","9.541965","3.4923913","0","95","770.4951"
"2025-03-06 15:31:55","8.069321","-75.81234","360.9721","25447.63","43347.293","26.636599","39.29639","1.0211887","28.175741","11.581928","102.695496","148.10664","15.982832","3.3803053","0","95","770.4951"
"2025-03-06 16:01:55","8.071314","-75.883865","361.8924","25315.32","43284.75","26.573603","39.50177","1.021147","28.135088","11.602795","102.53969","147.89114","4.956428","3.2646813","0","95","770.4951"
"2025-03-06 16:31:55","8.07362","-75.99354","362.48846","25465.281","43592.098","26.774242","39.269154","1.0213093","28.334866","11.610742","102.65802","148.06464","16.44946","3.2288964","0","95","770.4951"
"2025-03-06 17:01:55","8.077967","-76.179504","365.68323","25059.594","43097.86","26.41549","39.904877","1.0210336","28.013609","11.65285","102.41396","147.72383","4.2432504","3.086803","0","95","770.4951"
"2025-03-06 17:31:55","8.068373","-75.70267","371.30518","25605.898","43932.586","26.991032","39.0535","1.0214868","28.556181","11.507576","101.718994","146.71573","37.518547","3.159436","0","95","770.4951"
"2025-03-06 18:01:55","8.048668","-74.6727","374.97205","25141.547","43185.453","26.481274","39.7748","1.0210835","28.070545","11.5325775","101.49798","146.39966","11.866877","3.1244104","0","95","770.4951"
"2025-03-06 18:31:55","8.073263","-76.04122","344.14453","25533.092","43366.785","26.665733","39.16486","1.0212053","28.188412","11.5475855","102.63976","148.01915","18.310602","3.4696703","0","95","770.4951"
"2025-03-06 19:01:55","8.073082","-76.208115","359.25073","24848.566","41343.867","25.409178","40.24377","1.0201578","26.873512","11.519102","103.148","148.6992","12.452523","4.11109","0","95","770.4951"
"2025-03-06 19:31:55","8.0758505","-76.3607","358.29706","25065.287","41662.734","25.629292","39.895813","1.0203298","27.080776","11.465914","102.90435","148.34529","15.039148","4.1425962","0","95","770.4951"
"2025-03-06 20:01:55","8.074516","-76.355934","339.80054","24169.088","39876.03","24.461935","41.375164","1.0193856","25.91942","11.449713","102.545654","147.80841","11.234567","4.377257","0","95","770.4951"
"2025-03-06 20:31:56","8.066095","-76.00784","353.4762","23519.025","38405.484","23.521505","42.51877","1.0186142","24.963566","11.350001","101.832634","146.75266","20.422083","4.7061353","0","95","770.4951"
"2025-03-06 21:01:56","8.049071","-75.2449","351.23987","21933.977","35313.227","21.513525","45.59137","1.0169896","22.953596","11.254883","100.75444","145.15932","14.808545","5.163684","0","95","770.4951"
"2025-03-06 21:31:56","8.011316","-73.3757","356.1322","20200.893","32146.287","19.455635","49.50276","1.0153346","20.895086","11.10593","98.98415","142.57565","17.417042","5.5447707","0","95","770.4951"
"2025-03-06 22:01:56","7.951019","-70.290565","355.88904","18496.734","29206.535","17.547993","54.0636","1.0138109","18.98425","10.927615","96.77239","139.36754","20.300428","5.8014674","0","95","770.4951"
"2025-03-06 22:31:56","7.9149327","-68.39752","357.98236","18319.197","28948.408","17.376974","54.587543","1.0136781","18.816465","10.76397","95.15612","137.04204","23.761316","5.776033","0","95","770.4951"
"2025-03-06 23:01:56","7.834788","-64.21566","359.1363","16339.035","25791.594","15.329363","61.203125","1.0120628","16.764536","10.622164","92.71636","133.52538","32.643105","5.811643","0","95","770.4951"
"2025-03-06 23:31:56","7.7593007","-60.26745","362.1737","15566.098","24575.412","14.5458145","64.24218","1.0114461","15.974018","10.353233","89.88898","129.45395","12.533949","5.806351","0","95","770.4951"
"2025-03-07 00:01:56","7.7028613","-57.30629","357.13354","14296.042","22603.814","13.281573","69.94943","1.0104537","14.692479","10.30523","88.6176","127.62689","27.304424","5.757145","0","95","770.4951"
"2025-03-07 00:31:56","7.6329064","-53.629875","358.60223","13165.13","20879.113","12.181788","75.95823","1.0095936","13.571424","10.212002","86.96103","125.24898","16.736744","5.656577","0","95","770.4951"
"2025-03-07 01:01:56","7.995568","-71.96903","350.0907","24517.578","41870.355","25.62904","40.787064","1.0203929","27.215733","10.732798","94.33134","136.04968","4.1549296","3.301538","0","95","770.4951"
"2025-03-07 01:31:56","8.027798","-73.50922","362.25958","25081.102","43524.965","26.651876","39.87066","1.0212406","28.291227","11.252379","98.37571","141.9193","20.292229","2.8139417","0.009","95","770.4951"
"2025-03-07 02:01:56","8.033852","-73.80009","368.46796","24532.785","42691.34","26.077112","40.76178","1.0207877","27.74937","11.314364","98.323235","141.84975","5.746311","2.7306151","0","95","770.4951"
