"type","durationMinutes","startTime","endTime","startNum","endNum","eventSalinity"
"Moderately Severe",59.9999999953923,"2026-03-23 09:39:00","2026-03-23 10:39:00",56.26138,56.26149,3.7319803
"Moderately Severe",179.999999997381,"2026-07-06 21:09:00","2026-07-07 00:09:00",56.55036,56.5507,2.02124422857143
"Moderate",269.999999999806,"2023-07-04 03:40:00","2023-07-04 08:10:00",53.54014,53.54066,3.98773192857143
"Moderate",69.9999999952468,"2023-07-04 19:50:00","2023-07-04 21:00:00",53.54199,53.54212,4.982308375
"Moderate",209.999999996944,"2023-07-05 05:10:00","2023-07-05 08:40:00",53.54306,53.54346,6.73002913636364
"Moderate",89.9999999986903,"2023-07-14 15:00:00","2023-07-14 16:30:00",53.56884,53.56901,7.8960112
"Moderate",180.000000001115,"2023-07-16 15:00:00","2023-07-16 18:00:00",53.57432,53.57466,4.54446747368421
"Moderate",129.999999998108,"2023-07-18 17:50:00","2023-07-18 20:00:00",53.58012,53.58037,6.39555585714286
"Moderate",69.9999999989814,"2023-08-07 10:40:00","2023-08-07 11:50:00",53.63409,53.63423,6.554288718125
"Moderate",60.0000000028615,"2023-08-15 05:50:00","2023-08-15 06:50:00",53.65546,53.65557,6.92992928571429
"Moderate",69.9999999989814,"2023-08-18 07:50:00","2023-08-18 09:00:00",53.66391,53.66404,4.545778625
"Moderate",150.000000001552,"2023-08-18 17:50:00","2023-08-18 20:20:00",53.66505,53.66533,7.613873875
"Moderate",165.000000005068,"2023-09-10 13:49:00","2023-09-10 16:34:00",53.7276,53.72792,3.13591458333333
"Moderate",164.999999997599,"2023-09-11 02:19:00","2023-09-11 05:04:00",53.72903,53.72935,4.15354541666667
"Moderate",149.999999997817,"2023-09-18 18:49:00","2023-09-18 21:19:00",53.75009,53.75038,6.17003963636364
"Moderate",104.999999998472,"2023-09-29 05:35:00","2023-09-29 07:20:00",53.77872,53.77892,4.748215
"Moderate",284.999999999587,"2023-09-29 15:35:00","2023-09-29 20:20:00",53.77986,53.7804,2.68204687
"Moderate",210.000000000679,"2023-09-30 03:50:00","2023-09-30 07:20:00",53.78126,53.78166,4.3888574
"Moderate",119.999999998254,"2023-09-30 18:05:00","2023-09-30 20:05:00",53.78289,53.78311,6.99752955555556
"Moderate",59.9999999953923,"2023-10-29 17:35:00","2023-10-29 18:35:00",53.86228,53.8624,8.44375198
"Moderate",59.9999999991269,"2023-10-30 18:20:00","2023-10-30 19:20:00",53.86511,53.86522,7.9334242
"Moderate",269.999999999806,"2024-03-23 15:22:00","2024-03-23 19:52:00",54.26203,54.26254,2.340920665
"Moderate",240.000000000242,"2024-03-24 02:52:00","2024-03-24 06:52:00",54.26334,54.2638,3.05145224444444
"Moderate",59.9999999953923,"2024-03-24 17:22:00","2024-03-24 18:22:00",54.265,54.26511,8.34776713333333
"Moderate",179.999999997381,"2024-03-28 06:22:00","2024-03-28 09:22:00",54.2747,54.27504,5.24651977142857
"Moderate",119.999999998254,"2024-03-28 18:52:00","2024-03-28 20:52:00",54.27613,54.27635,6.91695906
"Moderate",89.9999999986903,"2024-03-29 08:22:00","2024-03-29 09:52:00",54.27767,54.27784,8.3925865
"Moderate",59.9999999991269,"2024-03-30 09:22:00","2024-03-30 10:22:00",54.28052,54.28064,7.94596216666667
"Moderate",150.000000001552,"2024-04-04 12:22:00","2024-04-04 14:52:00",54.29456,54.29485,4.92182016666667
"Moderate",59.9999999953923,"2024-04-05 02:22:00","2024-04-05 03:22:00",54.29616,54.29627,8.54599933333333
"Moderate",119.999999998254,"2024-04-12 07:22:00","2024-04-12 09:22:00",54.31591,54.31614,4.79526132
"Moderate",89.9999999986903,"2024-04-12 19:52:00","2024-04-12 21:22:00",54.31734,54.31751,7.796820125
"Moderate",89.9999999986903,"2024-05-06 04:09:00","2024-05-06 05:39:00",54.3813,54.38147,7.23724235
"Moderate",89.9999999986903,"2024-05-27 20:09:00","2024-05-27 21:39:00",54.44066,54.44083,4.428532775
"Moderate",149.999999994083,"2024-06-14 23:09:00","2024-06-15 01:39:00",54.49031,54.4906,5.07237166666667
"Moderate",60.0000000028615,"2024-07-06 18:09:00","2024-07-06 19:09:00",54.55002,54.55013,8.87760266666667
"Moderate",150.000000001552,"2024-07-13 10:09:00","2024-07-13 12:39:00",54.56828,54.56857,4.35746865
"Moderate",209.999999996944,"2024-07-18 01:09:00","2024-07-18 04:39:00",54.58095,54.58135,3.97670805
"Moderate",60.0000000028615,"2024-07-23 07:09:00","2024-07-23 08:09:00",54.59534,54.59545,8.04258733333333
"Moderate",90.0000000024249,"2024-08-06 19:39:00","2024-08-06 21:09:00",54.63512,54.63529,4.91599825
"Moderate",150.000000001552,"2024-08-07 06:09:00","2024-08-07 08:39:00",54.63632,54.6366,5.89610563333333
"Moderate",179.999999997381,"2024-08-18 15:09:00","2024-08-18 18:09:00",54.66748,54.66783,3.75723052857143
"Moderate",149.999999994083,"2024-08-19 03:39:00","2024-08-19 06:09:00",54.66891,54.6692,6.14703336666667
"Moderate",89.9999999986903,"2024-11-22 08:47:00","2024-11-22 10:17:00",54.92977,54.92994,7.957613
"Moderate",89.9999999986903,"2024-11-29 02:17:00","2024-11-29 03:47:00",54.94821,54.94838,7.45722685
"Moderate",119.999999998254,"2024-12-12 01:17:00","2024-12-12 03:17:00",54.98371,54.98394,7.12574248
"Moderate",150.000000001552,"2024-12-12 13:47:00","2024-12-12 16:17:00",54.98514,54.98542,1.1246131085
"Moderate",60.0000000028615,"2024-12-13 14:47:00","2024-12-13 15:47:00",54.98799,54.9881,0.034313123
"Moderate",59.9999999953923,"2024-12-14 15:47:00","2024-12-14 16:47:00",54.99084,54.99096,0.0304905163333333
"Moderate",90.0000000024249,"2024-12-17 05:47:00","2024-12-17 07:17:00",54.99792,54.99809,7.66924715
"Moderate",60.0000000028615,"2025-01-01 05:18:00","2025-01-01 06:18:00",55.03896,55.03908,6.39714003333333
"Moderate",90.0000000024249,"2025-01-02 06:18:00","2025-01-02 07:48:00",55.04182,55.04199,8.14512765
"Moderate",149.999999997817,"2025-01-02 18:18:00","2025-01-02 20:48:00",55.04318,55.04347,2.66751294733333
"Moderate",119.999999998254,"2025-01-03 06:48:00","2025-01-03 08:48:00",55.04461,55.04484,3.0877313184
"Moderate",59.9999999953923,"2025-01-09 00:18:00","2025-01-09 01:18:00",55.06031,55.06042,6.85003706233333
"Moderate",119.999999998254,"2025-02-16 18:49:00","2025-02-16 20:49:00",55.16653,55.16676,4.83922288
"Moderate",299.999999999369,"2025-02-17 05:49:00","2025-02-17 10:49:00",55.16779,55.16836,3.13526847745455
"Moderate",240.000000000242,"2025-02-17 18:19:00","2025-02-17 22:19:00",55.16921,55.16967,4.07568654444444
"Moderate",300.000000003104,"2025-02-18 06:19:00","2025-02-18 11:19:00",55.17058,55.17115,1.83930922890909
"Moderate",180.000000001115,"2025-02-18 19:19:00","2025-02-18 22:19:00",55.17207,55.17241,3.36806053342857
"Moderate",119.999999998254,"2025-02-19 08:19:00","2025-02-19 10:19:00",55.17355,55.17378,6.9323563
"Moderate",180.000000001115,"2025-03-06 09:01:00","2025-03-06 12:01:00",55.21473,55.21507,5.60480805714286
"Moderate",120.000000005723,"2025-03-07 12:01:00","2025-03-07 14:01:00",55.21781,55.21804,2.6199511996
"Moderate",119.999999998254,"2025-03-17 07:32:00","2025-03-17 09:32:00",55.2447,55.24492,6.09889262
"Moderate",60.0000000028615,"2025-04-27 05:39:00","2025-04-27 06:39:00",55.35681,55.35692,4.91009681766667
"Moderate",150.000000001552,"2025-05-06 00:11:00","2025-05-06 02:41:00",55.38084,55.38113,4.3781483
"Moderate",150.000000001552,"2025-05-06 12:11:00","2025-05-06 14:41:00",55.38221,55.3825,4.27678616666667
"Moderate",60.0000000028615,"2025-05-09 16:12:00","2025-05-09 17:12:00",55.39089,55.391,6.15738266666667
"Moderate",59.9999999953923,"2025-05-10 04:42:00","2025-05-10 05:42:00",55.39232,55.39243,8.71118166666667
"Moderate",119.999999998254,"2025-10-30 22:46:00","2025-10-31 00:46:00",55.86835,55.86858,5.14309232
"Moderate",180.000000001115,"2025-10-31 10:16:00","2025-10-31 13:16:00",55.86967,55.87001,6.02924987142857
"Moderate",119.999999998254,"2025-11-01 00:16:00","2025-11-01 02:16:00",55.87126,55.87149,4.2197114084
"Moderate",90.0000000024249,"2025-11-04 15:16:00","2025-11-04 16:46:00",55.88119,55.88137,0.0468233545
"Moderate",119.999999998254,"2025-11-06 04:16:00","2025-11-06 06:16:00",55.88542,55.88565,0.0359741838
"Moderate",89.9999999986903,"2025-11-06 16:46:00","2025-11-06 18:16:00",55.88685,55.88702,0.031835907
"Moderate",89.9999999986903,"2025-11-11 21:46:00","2025-11-11 23:16:00",55.90111,55.90129,0.03911314
"Moderate",90.0000000024249,"2025-12-04 15:46:00","2025-12-04 17:16:00",55.96344,55.96361,0.04970245175
"Moderate",149.999999994083,"2025-12-20 03:18:00","2025-12-20 05:48:00",56.00586,56.00614,4.94435553333333
"Moderate",119.999999998254,"2026-01-20 17:49:00","2026-01-20 19:49:00",56.09244,56.09267,4.563620992
"Moderate",149.999999997817,"2026-01-24 08:19:00","2026-01-24 10:49:00",56.10232,56.1026,7.228111392
"Moderate",119.999999998254,"2026-01-30 14:49:00","2026-01-30 16:49:00",56.1195,56.11973,4.2667796985
"Moderate",179.999999997381,"2026-03-06 06:09:00","2026-03-06 09:09:00",56.2144,56.21474,5.12093922857143
"Moderate",240.000000003977,"2026-03-17 02:39:00","2026-03-17 06:39:00",56.24414,56.24459,6.51005995555556
"Moderate",119.999999998254,"2026-03-17 16:09:00","2026-03-17 18:09:00",56.24568,56.24591,5.13596786
"Moderate",89.9999999986903,"2026-03-18 05:09:00","2026-03-18 06:39:00",56.24716,56.24733,6.224921
"Moderate",119.999999998254,"2026-03-23 08:39:00","2026-03-23 10:39:00",56.26126,56.26149,4.81614084
"Moderate",59.9999999991269,"2026-03-23 21:09:00","2026-03-23 22:09:00",56.26269,56.2628,8.43217743333333
"Moderate",59.9999999991269,"2026-05-24 12:40:00","2026-05-24 13:40:00",56.43158,56.4317,6.35224506666667
"Moderate",119.999999998254,"2026-05-25 00:10:00","2026-05-25 02:10:00",56.4329,56.43312,7.70616784
"Moderate",89.9999999986903,"2026-05-25 13:10:00","2026-05-25 14:40:00",56.43438,56.43455,7.385394775
"Moderate",59.9999999991269,"2026-07-06 10:09:00","2026-07-06 11:09:00",56.5491,56.54922,8.79664466666667
"Moderate",209.999999996944,"2026-07-06 20:39:00","2026-07-07 00:09:00",56.5503,56.5507,2.82622995
"Moderate",119.999999998254,"2026-07-07 09:39:00","2026-07-07 11:39:00",56.55179,56.55201,7.81910178
"Marginal",289.99999999578,"2023-07-04 03:20:00","2023-07-04 08:10:00",53.54011,53.54066,4.51834746666667
"Marginal",129.999999998108,"2023-07-04 18:50:00","2023-07-04 21:00:00",53.54188,53.54212,8.1873355
"Marginal",239.999999996508,"2023-07-05 04:40:00","2023-07-05 08:40:00",53.543,53.54346,7.39298404
"Marginal",139.999999997963,"2023-07-14 14:10:00","2023-07-14 16:30:00",53.56874,53.56901,9.3187228
"Marginal",219.999999996799,"2023-07-16 14:30:00","2023-07-16 18:10:00",53.57426,53.57468,5.83849008695652
"Marginal",159.999999997672,"2023-07-17 04:00:00","2023-07-17 06:40:00",53.5758,53.5761,12.8143294117647
"Marginal",180.000000001115,"2023-07-18 17:00:00","2023-07-18 20:00:00",53.58002,53.58037,7.90344378947368
"Marginal",169.999999997526,"2023-07-19 05:10:00","2023-07-19 08:00:00",53.58141,53.58174,12.0702405555556
"Marginal",110.000000002134,"2023-07-25 23:00:00","2023-07-26 00:50:00",53.59989,53.6001,11.0608983333333
"Marginal",89.9999999986903,"2023-07-28 01:20:00","2023-07-28 02:50:00",53.60563,53.6058,10.73485
"Marginal",79.9999999988358,"2023-08-07 10:40:00","2023-08-07 12:00:00",53.63409,53.63425,7.29619663833333
"Marginal",150.000000001552,"2023-08-07 21:40:00","2023-08-08 00:10:00",53.63535,53.63564,12.352589375
"Marginal",99.9999999985448,"2023-08-13 15:10:00","2023-08-13 16:50:00",53.65105,53.65124,13.3513963636364
"Marginal",90.0000000024249,"2023-08-15 05:20:00","2023-08-15 06:50:00",53.6554,53.65557,8.7923535
"Marginal",140.000000001697,"2023-08-15 16:10:00","2023-08-15 18:30:00",53.65664,53.65691,11.4142244666667
"Marginal",110.000000002134,"2023-08-18 07:10:00","2023-08-18 09:00:00",53.66383,53.66404,7.52870825
"Marginal",190.00000000097,"2023-08-18 17:10:00","2023-08-18 20:20:00",53.66497,53.66533,8.5957701
"Marginal",59.9999999953923,"2023-08-19 07:40:00","2023-08-19 08:40:00",53.66663,53.66674,12.7329271428571
"Marginal",194.999999997162,"2023-09-10 13:34:00","2023-09-10 16:49:00",53.72758,53.72795,4.6522725
"Marginal",209.999999996944,"2023-09-11 01:34:00","2023-09-11 05:04:00",53.72895,53.72935,5.76413833333333
"Marginal",120.000000001988,"2023-09-11 14:34:00","2023-09-11 16:34:00",53.73043,53.73066,12.9641677777778
"Marginal",60.0000000028615,"2023-09-13 17:04:00","2023-09-13 18:04:00",53.73619,53.73631,11.80955
"Marginal",59.9999999991269,"2023-09-14 05:19:00","2023-09-14 06:19:00",53.73759,53.73771,13.584512
"Marginal",180.000000001115,"2023-09-18 18:19:00","2023-09-18 21:19:00",53.75004,53.75038,7.17604892307692
"Marginal",165.000000001334,"2023-09-19 06:19:00","2023-09-19 09:04:00",53.75141,53.75172,10.2927690833333
"Marginal",74.9999999989086,"2023-09-26 02:19:00","2023-09-26 03:34:00",53.77013,53.77027,13.457
"Marginal",135.00000000177,"2023-09-29 05:05:00","2023-09-29 07:20:00",53.77866,53.77892,6.229315
"Marginal",314.999999999151,"2023-09-29 15:05:00","2023-09-29 20:20:00",53.7798,53.7804,3.56414124545455
"Marginal",255.000000000024,"2023-09-30 03:05:00","2023-09-30 07:20:00",53.78117,53.78166,5.7299145
"Marginal",194.999999997162,"2023-09-30 16:50:00","2023-09-30 20:05:00",53.78274,53.78311,8.63728614285714
"Marginal",134.999999998035,"2023-10-01 05:35:00","2023-10-01 07:50:00",53.7842,53.78446,11.7082587
"Marginal",105.000000002207,"2023-10-01 18:50:00","2023-10-01 20:35:00",53.78571,53.78591,10.569310375
"Marginal",75.0000000026432,"2023-10-02 07:20:00","2023-10-02 08:35:00",53.78714,53.78728,12.3784215
"Marginal",75.0000000026432,"2023-10-02 20:05:00","2023-10-02 21:20:00",53.78859,53.78874,11.3202976666667
"Marginal",60.0000000028615,"2023-10-11 21:05:00","2023-10-11 22:05:00",53.81337,53.81348,14.1645852
"Marginal",90.0000000024249,"2023-10-20 20:20:00","2023-10-20 21:50:00",53.83794,53.83811,11.9795506428571
"Marginal",60.0000000028615,"2023-10-21 09:05:00","2023-10-21 10:05:00",53.83939,53.83951,13.7294082
"Marginal",89.9999999986903,"2023-10-21 22:05:00","2023-10-21 23:35:00",53.84088,53.84105,11.7844713571429
"Marginal",104.999999998472,"2023-10-29 16:50:00","2023-10-29 18:35:00",53.8622,53.8624,9.9150259875
"Marginal",59.9999999991269,"2023-10-30 05:35:00","2023-10-30 06:35:00",53.86365,53.86377,13.1767394
"Marginal",165.000000001334,"2023-10-30 16:35:00","2023-10-30 19:20:00",53.86491,53.86522,10.7000668333333
"Marginal",59.9999999953923,"2024-03-14 20:51:00","2024-03-14 21:51:00",54.238,54.23811,12.0535165
"Marginal",60.0000000028615,"2024-03-15 09:51:00","2024-03-15 10:51:00",54.23948,54.23959,10.8605566666667
"Marginal",89.9999999986903,"2024-03-15 21:21:00","2024-03-15 22:51:00",54.24079,54.24096,13.18290475
"Marginal",60.0000000028615,"2024-03-16 10:51:00","2024-03-16 11:51:00",54.24233,54.24245,12.823063
"Marginal",59.9999999991269,"2024-03-19 13:51:00","2024-03-19 14:51:00",54.2509,54.25101,14.6017846666667
"Marginal",60.0000000028615,"2024-03-21 03:51:00","2024-03-21 04:51:00",54.25523,54.25535,11.801947
"Marginal",89.9999999986903,"2024-03-21 15:22:00","2024-03-21 16:52:00",54.25655,54.25672,10.45076575
"Marginal",90.0000000024249,"2024-03-22 03:52:00","2024-03-22 05:22:00",54.25798,54.25815,10.9999705
"Marginal",89.9999999986903,"2024-03-22 16:22:00","2024-03-22 17:52:00",54.2594,54.25957,12.07161075
"Marginal",299.999999999369,"2024-03-23 14:52:00","2024-03-23 19:52:00",54.26197,54.26254,3.23961487727273
"Marginal",329.999999998932,"2024-03-24 01:22:00","2024-03-24 06:52:00",54.26317,54.2638,5.27370618333333
"Marginal",149.999999997817,"2024-03-24 15:52:00","2024-03-24 18:22:00",54.26482,54.26511,10.6304304
"Marginal",120.000000001988,"2024-03-25 04:52:00","2024-03-25 06:52:00",54.26631,54.26654,11.48811
"Marginal",60.0000000028615,"2024-03-25 17:52:00","2024-03-25 18:52:00",54.26779,54.26791,13.0757671666667
"Marginal",59.9999999991269,"2024-03-26 06:22:00","2024-03-26 07:22:00",54.26922,54.26933,12.6521873333333
"Marginal",60.0000000028615,"2024-03-26 18:22:00","2024-03-26 19:22:00",54.27059,54.2707,13.0642543333333
"Marginal",90.0000000024249,"2024-03-27 06:52:00","2024-03-27 08:22:00",54.27202,54.27219,11.75200825
"Marginal",120.000000001988,"2024-03-27 18:22:00","2024-03-27 20:22:00",54.27333,54.27356,12.4991518
"Marginal",209.999999996944,"2024-03-28 05:52:00","2024-03-28 09:22:00",54.27464,54.27504,6.3629863
"Marginal",180.000000001115,"2024-03-28 17:52:00","2024-03-28 20:52:00",54.27601,54.27635,8.4704239
"Marginal",210.000000004413,"2024-03-29 06:22:00","2024-03-29 09:52:00",54.27744,54.27784,10.6480535
"Marginal",89.9999999986903,"2024-03-29 19:52:00","2024-03-29 21:22:00",54.27898,54.27915,12.772953
"Marginal",119.999999998254,"2024-03-30 08:22:00","2024-03-30 10:22:00",54.28041,54.28064,9.7094177
"Marginal",90.0000000024249,"2024-03-30 20:22:00","2024-03-30 21:52:00",54.28178,54.28195,12.0342565
"Marginal",59.9999999991269,"2024-03-31 09:52:00","2024-03-31 10:52:00",54.28332,54.28343,13.4986776666667
"Marginal",89.9999999986903,"2024-04-02 11:22:00","2024-04-02 12:52:00",54.28897,54.28914,13.34307025
"Marginal",120.000000001988,"2024-04-02 22:52:00","2024-04-03 00:52:00",54.29028,54.29051,12.5319481
"Marginal",119.999999998254,"2024-04-03 11:22:00","2024-04-03 13:22:00",54.29171,54.29194,11.7055674
"Marginal",150.000000001552,"2024-04-03 23:52:00","2024-04-04 02:22:00",54.29314,54.29342,11.2838224833333
"Marginal",240.000000000242,"2024-04-04 10:52:00","2024-04-04 14:52:00",54.29439,54.29485,7.47385844444444
"Marginal",149.999999997817,"2024-04-05 00:52:00","2024-04-05 03:22:00",54.29599,54.29627,10.361022
"Marginal",60.0000000028615,"2024-04-05 13:52:00","2024-04-05 14:52:00",54.29747,54.29759,13.489679
"Marginal",89.9999999986903,"2024-04-06 02:52:00","2024-04-06 04:22:00",54.29896,54.29913,11.4792905
"Marginal",90.0000000024249,"2024-04-06 15:22:00","2024-04-06 16:52:00",54.30038,54.30056,12.247145
"Marginal",60.0000000028615,"2024-04-07 04:22:00","2024-04-07 05:22:00",54.30187,54.30198,10.273267
"Marginal",60.0000000028615,"2024-04-07 16:52:00","2024-04-07 17:52:00",54.3033,54.30341,11.71347
"Marginal",89.9999999986903,"2024-04-08 04:52:00","2024-04-08 06:22:00",54.30467,54.30484,11.016572625
"Marginal",59.9999999953923,"2024-04-08 17:22:00","2024-04-08 18:22:00",54.30609,54.30621,11.3518363333333
"Marginal",90.0000000024249,"2024-04-09 05:52:00","2024-04-09 07:22:00",54.30752,54.30769,10.69034785
"Marginal",60.0000000028615,"2024-04-09 18:22:00","2024-04-09 19:22:00",54.30895,54.30906,10.821639
"Marginal",89.9999999986903,"2024-04-10 06:52:00","2024-04-10 08:22:00",54.31037,54.31054,12.47134925
"Marginal",59.9999999953923,"2024-04-10 18:52:00","2024-04-10 19:52:00",54.31174,54.31186,12.0788886666667
"Marginal",89.9999999986903,"2024-04-11 07:22:00","2024-04-11 08:52:00",54.31317,54.31334,11.284994
