"type","threshold","numberFound","avgDurMinutes","avgAvgSalinity"
"Severe",0.99,1,59.9999999991269,0.0433185463333333
"Moderately Severe",4.99,1,59.9999999991269,0.0433185463333333
"Moderate",9.99,1,59.9999999991269,0.0433185463333333
"Marginal",14.99,1,59.9999999991269,0.0433185463333333
"Sub-Optimal",19.99,1,59.9999999991269,0.0433185463333333
