"data_all.Sample_ID","data_all.Date_collected","data_all.Site","data_all.Sex1","data_all.Stage1","data_all.Sex2","data_all.Stage2","data_all.sex_results","data_all.score_results"
"0623GOLD_13",2023-06-20,"GOLD","Female","4_Late_Mature",NA,NA,NA,NA
"0623GOLD_14",2023-06-20,"GOLD","Male","3_Early_Active",NA,NA,NA,NA
"0623GOLD_15",2023-06-20,"GOLD","Female","4_Late_Mature",NA,NA,NA,NA
"0623GOLD_16",2023-06-20,"GOLD","Male","4_Late_Mature",NA,NA,NA,NA
"0623GOLD_17",2023-06-20,"GOLD","Male","4_Late_Mature","Male","5_Spawning","TRUE","FALSE"
"0623GOLD_18",2023-06-20,"GOLD","Male","3_Early_Active",NA,NA,NA,NA
"0623GOLD_19",2023-06-20,"GOLD","Male","3_Early_Active",NA,NA,NA,NA
"0623GOLD_20",2023-06-20,"GOLD","Female","4_Late_Mature","Female","5_Spawning","TRUE","FALSE"
"0623GOLD_21",2023-06-20,"GOLD","Male","4_Late_Mature",NA,NA,NA,NA
"0623GOLD_22",2023-06-20,"GOLD","Male","4_Late_Mature",NA,NA,NA,NA
"0623GOLD_23",2023-06-20,"GOLD","Male","4_Late_Mature",NA,NA,NA,NA
"0623GOLD_24",2023-06-20,"GOLD","Male","4_Late_Mature",NA,NA,NA,NA
"0623GOLD_25",2023-06-20,"GOLD","Male","4_Late_Mature","Male","4_Late_Mature","TRUE","TRUE"
"0623GOLD_26",2023-06-20,"GOLD","Female","4_Late_Mature",NA,NA,NA,NA
"0623GOLD_27",2023-06-20,"GOLD","Male","4_Late_Mature",NA,NA,NA,NA
"0623GOLD_28",2023-06-20,"GOLD","Female","4_Late_Mature","Female","5_Spawning","TRUE","FALSE"
"0623GOLD_29",2023-06-20,"GOLD","Female","3_Early_Active",NA,NA,NA,NA
"0623GOLD_30",2023-06-20,"GOLD","Male","4_Late_Mature",NA,NA,NA,NA
"0623LAUR_01",2023-06-20,"LAUR","Female","6_Post_Spawning",NA,NA,NA,NA
"0623LAUR_02",2023-06-20,"LAUR","ND","7_Reabsorbing","ND","2_Developing","TRUE","FALSE"
"0623LAUR_03",2023-06-20,"LAUR","Female","3_Early_Active",NA,NA,NA,NA
"0623LAUR_04",2023-06-20,"LAUR","Female","3_Early_Active",NA,NA,NA,NA
"0623LAUR_05",2023-06-20,"LAUR","Female","3_Early_Active","Female","5_Spawning","TRUE","FALSE"
"0623LAUR_06",2023-06-20,"LAUR","Male","4_Late_Mature",NA,NA,NA,NA
"0623LAUR_07",2023-06-20,"LAUR","Male","3_Early_Active",NA,NA,NA,NA
"0623LAUR_08",2023-06-20,"LAUR","Female","3_Early_Active",NA,NA,NA,NA
"0623LAUR_09",2023-06-20,"LAUR","Female","6_Post_Spawning","Female","6_Post_Spawning","TRUE","TRUE"
"0623LAUR_10",2023-06-20,"LAUR","Male","4_Late_Mature",NA,NA,NA,NA
"0623LAUR_11",2023-06-20,"LAUR","Female","4_Late_Mature",NA,NA,NA,NA
"0623LAUR_12",2023-06-20,"LAUR","Male","3_Early_Active",NA,NA,NA,NA
"0623LAUR_13",2023-06-20,"LAUR","ND","7_Reabsorbing",NA,NA,NA,NA
"0623LAUR_14",2023-06-20,"LAUR","Female","4_Late_Mature","Female","5_Spawning","TRUE","FALSE"
"0623LAUR_15",2023-06-20,"LAUR","Female","4_Late_Mature",NA,NA,NA,NA
"0623LAUR_16",2023-06-20,"LAUR","Female","4_Late_Mature",NA,NA,NA,NA
"0623LAUR_17",2023-06-20,"LAUR","Male","4_Late_Mature",NA,NA,NA,NA
"0623LAUR_18",2023-06-20,"LAUR","Female","4_Late_Mature",NA,NA,NA,NA
"0623LAUR_19",2023-06-20,"LAUR","Male","4_Late_Mature",NA,NA,NA,NA
"0623LAUR_20",2023-06-20,"LAUR","Female","4_Late_Mature",NA,NA,NA,NA
"0623LAUR_21",2023-06-20,"LAUR","Female","5_Spawning","Female","5_Spawning","TRUE","TRUE"
"0623LAUR_22",2023-06-20,"LAUR","Female","6_Post_Spawning",NA,NA,NA,NA
"0623LAUR_23",2023-06-20,"LAUR","ND","7_Reabsorbing",NA,NA,NA,NA
"0623LAUR_24",2023-06-20,"LAUR","Female","4_Late_Mature","Female","5_Spawning","TRUE","FALSE"
"0623LAUR_25",2023-06-20,"LAUR","Male","4_Late_Mature",NA,NA,NA,NA
"0623LAUR_26",2023-06-20,"LAUR","Male","4_Late_Mature",NA,NA,NA,NA
"0623LAUR_27",2023-06-20,"LAUR","Female","4_Late_Mature",NA,NA,NA,NA
"0623LAUR_28",2023-06-20,"LAUR","Female","4_Late_Mature","Female","6_Post_Spawning","TRUE","FALSE"
"0623LAUR_29",2023-06-20,"LAUR","Male","4_Late_Mature",NA,NA,NA,NA
"0623LAUR_30",2023-06-20,"LAUR","Female","4_Late_Mature","Female","6_Post_Spawning","TRUE","FALSE"
"0624ASHC_01",2024-06-10,"ASHC","Female","4_Late_Mature","Female","4_Late_Mature","TRUE","TRUE"
"0624ASHC_02",2024-06-10,"ASHC","Female","4_Late_Mature","Female","4_Late_Mature","TRUE","TRUE"
"0624ASHC_03",2024-06-10,"ASHC","Female","5_Spawning","Female","5_Spawning","TRUE","TRUE"
"0624ASHC_04",2024-06-10,"ASHC","Female","4_Late_Mature","Female","4_Late_Mature","TRUE","TRUE"
"0624ASHC_05",2024-06-10,"ASHC","Female","4_Late_Mature","Female","4_Late_Mature","TRUE","TRUE"
"0624ASHC_06",2024-06-10,"ASHC","Male","4_Late_Mature","Male","4_Late_Mature","TRUE","TRUE"
"0624ASHC_07",2024-06-10,"ASHC","Female","4_Late_Mature","Female","4_Late_Mature","TRUE","TRUE"
"0624ASHC_08",2024-06-10,"ASHC","Female","4_Late_Mature","Female","4_Late_Mature","TRUE","TRUE"
"0624ASHC_09",2024-06-10,"ASHC","Female","5_Spawning","Female","5_Spawning","TRUE","TRUE"
"0624ASHC_10",2024-06-10,"ASHC","Female","6_Post_Spawning","Female","6_Post_Spawning","TRUE","TRUE"
"0624ASHC_11",2024-06-10,"ASHC","Female","6_Post_Spawning","Female","6_Post_Spawning","TRUE","TRUE"
"0624ASHC_12",2024-06-10,"ASHC","Female","5_Spawning","Female","5_Spawning","TRUE","TRUE"
"0624ASHC_13",2024-06-10,"ASHC","Female","5_Spawning","Female","5_Spawning","TRUE","TRUE"
"0624ASHC_14",2024-06-10,"ASHC","Female","4_Late_Mature","Female","4_Late_Mature","TRUE","TRUE"
"0624ASHC_15",2024-06-10,"ASHC","Female","4_Late_Mature","Female","4_Late_Mature","TRUE","TRUE"
"0624ASHC_16",2024-06-10,"ASHC","Female","4_Late_Mature","Female","4_Late_Mature","TRUE","TRUE"
"0624ASHC_17",2024-06-10,"ASHC","Female","5_Spawning","Female","5_Spawning","TRUE","TRUE"
"0624ASHC_18",2024-06-10,"ASHC","Female","5_Spawning","Female","5_Spawning","TRUE","TRUE"
"0624ASHC_19",2024-06-10,"ASHC","Female","4_Late_Mature","Female","4_Late_Mature","TRUE","TRUE"
"0624ASHC_20",2024-06-10,"ASHC","Female","5_Spawning","Female","5_Spawning","TRUE","TRUE"
"0624ASHC_21",2024-06-10,"ASHC","Hermaphrodite","4_Late_Mature","Hermaphrodite","4_Late_Mature","TRUE","TRUE"
"0624ASHC_22",2024-06-10,"ASHC","Male","4_Late_Mature","Male","4_Late_Mature","TRUE","TRUE"
"0624ASHC_23",2024-06-10,"ASHC","Male","4_Late_Mature","Male","4_Late_Mature","TRUE","TRUE"
"0624ASHC_24",2024-06-10,"ASHC","Female","0_Castrated","Female","0_Castrated","TRUE","TRUE"
"0624ASHC_25",2024-06-10,"ASHC","Female","4_Late_Mature","Female","4_Late_Mature","TRUE","TRUE"
"0624ASHC_26",2024-06-10,"ASHC","Female","3_Early_Active","Female","4_Late_Mature","TRUE","FALSE"
"0624ASHC_27",2024-06-10,"ASHC","Female","4_Late_Mature","Female","4_Late_Mature","TRUE","TRUE"
"0624ASHC_28",2024-06-10,"ASHC","Female","4_Late_Mature","Female","4_Late_Mature","TRUE","TRUE"
"0624ASHC_29",2024-06-10,"ASHC","Female","4_Late_Mature","Female","4_Late_Mature","TRUE","TRUE"
"0624ASHC_30",2024-06-10,"ASHC","Female","4_Late_Mature","Female","4_Late_Mature","TRUE","TRUE"
"0624FENC_01",2024-06-12,"FENC","Male","4_Late_Mature","Male","4_Late_Mature","TRUE","TRUE"
"0624FENC_02",2024-06-12,"FENC","Female","3_Early_Active","Female","3_Early_Active","TRUE","TRUE"
"0624FENC_03",2024-06-12,"FENC","Female","4_Late_Mature","Female","4_Late_Mature","TRUE","TRUE"
"0624FENC_04",2024-06-12,"FENC","Male","4_Late_Mature","Male","4_Late_Mature","TRUE","TRUE"
"0624FENC_05",2024-06-12,"FENC","Male","4_Late_Mature","Male","4_Late_Mature","TRUE","TRUE"
"0624FENC_06",2024-06-12,"FENC","Female","4_Late_Mature","Female","4_Late_Mature","TRUE","TRUE"
"0624FENC_07",2024-06-12,"FENC","Female","6_Post_Spawning","Female","6_Post_Spawning","TRUE","TRUE"
"0624FENC_08",2024-06-12,"FENC","Male","4_Late_Mature","Male","4_Late_Mature","TRUE","TRUE"
"0624FENC_09",2024-06-12,"FENC","Female","4_Late_Mature","Female","4_Late_Mature","TRUE","TRUE"
"0624FENC_10",2024-06-12,"FENC","Hemaphrodite","5_Spawning","Hermaphrodite","5_Spawning","FALSE","TRUE"
"0624FENC_11",2024-06-12,"FENC","Female","4_Late_Mature","Female","4_Late_Mature","TRUE","TRUE"
"0624FENC_12",2024-06-12,"FENC","Male","4_Late_Mature","Male","4_Late_Mature","TRUE","TRUE"
"0624FENC_13",2024-06-12,"FENC","Male","5_Spawning","Male","5_Spawning","TRUE","TRUE"
"0624FENC_14",2024-06-12,"FENC","Female","4_Late_Mature","Female","4_Late_Mature","TRUE","TRUE"
"0624FENC_15",2024-06-12,"FENC","Male","5_Spawning","Male","5_Spawning","TRUE","TRUE"
"0624FENC_16",2024-06-12,"FENC","Female","5_Spawning","Female","5_Spawning","TRUE","TRUE"
"0624FENC_17",2024-06-12,"FENC","Female","4_Late_Mature","Female","4_Late_Mature","TRUE","TRUE"
"0624FENC_18",2024-06-12,"FENC","Female","4_Late_Mature","Female","4_Late_Mature","TRUE","TRUE"
"0624FENC_19",2024-06-12,"FENC","Male","4_Late_Mature","Male","4_Late_Mature","TRUE","TRUE"
"0624FENC_20",2024-06-12,"FENC","Female","4_Late_Mature","Female","4_Late_Mature","TRUE","TRUE"
"0624FENC_21",2024-06-12,"FENC","Male","5_Spawning","Male","5_Spawning","TRUE","TRUE"
"0624FENC_22",2024-06-12,"FENC","Female","4_Late_Mature","Female","4_Late_Mature","TRUE","TRUE"
"0624FENC_23",2024-06-12,"FENC","Female","4_Late_Mature","Female","4_Late_Mature","TRUE","TRUE"
"0624FENC_24",2024-06-12,"FENC","Male","4_Late_Mature","Male","4_Late_Mature","TRUE","TRUE"
"0624FENC_25",2024-06-12,"FENC","Female","4_Late_Mature","Female","4_Late_Mature","TRUE","TRUE"
"0624FENC_26",2024-06-12,"FENC","Male","4_Late_Mature","Male","4_Late_Mature","TRUE","TRUE"
"0624FENC_27",2024-06-12,"FENC","Female","4_Late_Mature","Female","4_Late_Mature","TRUE","TRUE"
"0624FENC_28",2024-06-12,"FENC","Female","6_Post_Spawning","Female","6_Post_Spawning","TRUE","TRUE"
"0624FENC_29",2024-06-12,"FENC","Female","4_Late_Mature","Female","4_Late_Mature","TRUE","TRUE"
"0624FENC_30",2024-06-12,"FENC","Male","4_Late_Mature","Male","4_Late_Mature","TRUE","TRUE"
"0624GOLD_01",2024-06-20,"GOLD","Female","4_Late_Mature","Female","4_Late_Mature","TRUE","TRUE"
"0624GOLD_02",2024-06-20,"GOLD","Male","4_Late_Mature","Male","4_Late_Mature","TRUE","TRUE"
"0624GOLD_03",2024-06-20,"GOLD","Female","6_Post_Spawning","Female","6_Post_Spawning","TRUE","TRUE"
"0624GOLD_04",2024-06-20,"GOLD","Female","4_Late_Mature","Female","4_Late_Mature","TRUE","TRUE"
"0624GOLD_05",2024-06-20,"GOLD","Female","6_Post_Spawning","Female","6_Post_Spawning","TRUE","TRUE"
"0624GOLD_06",2024-06-20,"GOLD","Male","4_Late_Mature","Male","4_Late_Mature","TRUE","TRUE"
"0624GOLD_07",2024-06-20,"GOLD","Male","4_Late_Mature","Male","4_Late_Mature","TRUE","TRUE"
"0624GOLD_08",2024-06-20,"GOLD","Male","4_Late_Mature","Male","4_Late_Mature","TRUE","TRUE"
"0624GOLD_10",2024-06-20,"GOLD","Female","5_Spawning","Female","5_Spawning","TRUE","TRUE"
"0624GOLD_11",2024-06-20,"GOLD","Male","4_Late_Mature","Male","4_Late_Mature","TRUE","TRUE"
"0624GOLD_12",2024-06-20,"GOLD","Female","4_Late_Mature","Female","4_Late_Mature","TRUE","TRUE"
"0624GOLD_13",2024-06-20,"GOLD","Male","4_Late_Mature","Male","4_Late_Mature","TRUE","TRUE"
"0624GOLD_14",2024-06-20,"GOLD","Male","4_Late_Mature","Male","4_Late_Mature","TRUE","TRUE"
"0624GOLD_15",2024-06-20,"GOLD","Female","4_Late_Mature","Female","4_Late_Mature","TRUE","TRUE"
"0624GOLD_16",2024-06-20,"GOLD","Male","4_Late_Mature","Male","4_Late_Mature","TRUE","TRUE"
"0624GOLD_17",2024-06-20,"GOLD","Female","4_Late_Mature","Female","4_Late_Mature","TRUE","TRUE"
"0624GOLD_18",2024-06-20,"GOLD","Female","6_Post_Spawning","Female","6_Post_Spawning","TRUE","TRUE"
"0624GOLD_19",2024-06-20,"GOLD","ND","7_Reabsorbing","ND","7_Reabsorbing","TRUE","TRUE"
"0624GOLD_20",2024-06-20,"GOLD","Female","6_Post_Spawning","Female","6_Post_Spawning","TRUE","TRUE"
"0624GOLD_21",2024-06-20,"GOLD","Female","5_Spawning","Female","5_Spawning","TRUE","TRUE"
"0624GOLD_22",2024-06-20,"GOLD","Hermaphrodite","5_Spawning","Hermaphrodite","5_Spawning","TRUE","TRUE"
"0624GOLD_23",2024-06-20,"GOLD","Female","6_Post_Spawning","Female","6_Post_Spawning","TRUE","TRUE"
"0624GOLD_24",2024-06-20,"GOLD","ND","7_Reabsorbing","ND","7_Reabsorbing","TRUE","TRUE"
"0624GOLD_25",2024-06-20,"GOLD","Female","5_Spawning","Female","5_Spawning","TRUE","TRUE"
"0624GOLD_26",2024-06-20,"GOLD","Male","4_Late_Mature","Male","4_Late_Mature","TRUE","TRUE"
"0624GOLD_27",2024-06-20,"GOLD","Female","3_Early_Active","Female","3_Early_Active","TRUE","TRUE"
"0624GOLD_28",2024-06-20,"GOLD","Male","4_Late_Mature","Male","4_Late_Mature","TRUE","TRUE"
"0624GOLD_29",2024-06-20,"GOLD","Female","6_Post_Spawning","Female","6_Post_Spawning","TRUE","TRUE"
"0624GOLD_30",2024-06-20,"GOLD","Female","6_Post_Spawning","Female","6_Post_Spawning","TRUE","TRUE"
"0723ASHC_01",2023-07-10,"ASHC","Female","4_Late_Mature","Female","5_Spawning","TRUE","FALSE"
"0723ASHC_02",2023-07-10,"ASHC","Male","3_Early_Active","Male","4_Late_Mature","TRUE","FALSE"
"0723ASHC_03",2023-07-10,"ASHC","Female","4_Late_Mature","Female","5_Spawning","TRUE","FALSE"
"0723ASHC_04",2023-07-10,"ASHC","Female","4_Late_Mature","Female","6_Post_Spawning","TRUE","FALSE"
"0723ASHC_05",2023-07-10,"ASHC","Male","4_Late_Mature","Male","5_Spawning","TRUE","FALSE"
"0723ASHC_06",2023-07-10,"ASHC","Female","4_Late_Mature","Female","6_Post_Spawning","TRUE","FALSE"
"0723ASHC_07",2023-07-10,"ASHC","Female","4_Late_Mature","Female","6_Post_Spawning","TRUE","FALSE"
"0723ASHC_08",2023-07-10,"ASHC","Female","4_Late_Mature","Female","5_Spawning","TRUE","FALSE"
"0723ASHC_09",2023-07-10,"ASHC","Female","4_Late_Mature","Female","5_Spawning","TRUE","FALSE"
"0723ASHC_10",2023-07-10,"ASHC","Male","6_Post_Spawning","Male","6_Post_Spawning","TRUE","TRUE"
"0723ASHC_11",2023-07-10,"ASHC","Female","6_Post_Spawning","Female","6_Post_Spawning","TRUE","TRUE"
"0723ASHC_12",2023-07-10,"ASHC","Male","5_Spawning","Male","5_Spawning","TRUE","TRUE"
"0723ASHC_13",2023-07-10,"ASHC","Female","5_Spawning","Female","5_Spawning","TRUE","TRUE"
"0723ASHC_14",2023-07-10,"ASHC","Female","4_Late_Mature","Female","6_Post_Spawning","TRUE","FALSE"
"0723ASHC_15",2023-07-10,"ASHC","Female","4_Late_Mature","Female","5_Spawning","TRUE","FALSE"
"0723ASHC_16",2023-07-10,"ASHC","Female","4_Late_Mature","Female","5_Spawning","TRUE","FALSE"
"0723ASHC_17",2023-07-10,"ASHC","Female","4_Late_Mature","Female","5_Spawning","TRUE","FALSE"
"0723ASHC_18",2023-07-10,"ASHC","Male","5_Spawning","Male","5_Spawning","TRUE","TRUE"
"0723ASHC_19",2023-07-10,"ASHC","Female","4_Late_Mature","Female","5_Spawning","TRUE","FALSE"
"0723ASHC_20",2023-07-10,"ASHC","Male","7_Reabsorbing","ND","7_Reabsorbing","FALSE","TRUE"
"0723ASHC_21",2023-07-10,"ASHC","Female","6_Post_Spawning","Female","6_Post_Spawning","TRUE","TRUE"
"0723ASHC_22",2023-07-10,"ASHC","Female","4_Late_Mature","Female","5_Spawning","TRUE","FALSE"
"0723ASHC_23",2023-07-10,"ASHC","Female","6_Post_Spawning","Female","6_Post_Spawning","TRUE","TRUE"
"0723ASHC_24",2023-07-10,"ASHC","Male","6_Post_Spawning","Male","6_Post_Spawning","TRUE","TRUE"
"0723ASHC_25",2023-07-10,"ASHC","Male","5_Spawning","Male","5_Spawning","TRUE","TRUE"
"0723ASHC_26",2023-07-10,"ASHC","Female","5_Spawning","Female","5_Spawning","TRUE","TRUE"
"0723ASHC_27",2023-07-10,"ASHC","Female","5_Spawning","Female","6_Post_Spawning","TRUE","FALSE"
"0723ASHC_28",2023-07-10,"ASHC","Female","6_Post_Spawning","Female","6_Post_Spawning","TRUE","TRUE"
"0723ASHC_29",2023-07-10,"ASHC","Female","6_Post_Spawning","Female","6_Post_Spawning","TRUE","TRUE"
"0723ASHC_30",2023-07-10,"ASHC","Female","4_Late_Mature","Female","5_Spawning","TRUE","FALSE"
"0723FENC_01",2023-07-12,"FENC","Male","4_Late_Mature","Male","4_Late_Mature","TRUE","TRUE"
"0723FENC_02",2023-07-12,"FENC","Hermaphrodite","4_Late_Mature","Hermaphrodite","4_Late_Mature","TRUE","TRUE"
"0723FENC_03",2023-07-12,"FENC","Female","6_Post_Spawning","Female","6_Post_Spawning","TRUE","TRUE"
"0723FENC_04",2023-07-12,"FENC","Female","3_Early_Active","Female","6_Post_Spawning","TRUE","FALSE"
"0723FENC_05",2023-07-12,"FENC","Male","5_Spawning","Male","5_Spawning","TRUE","TRUE"
"0723FENC_06",2023-07-12,"FENC","Female","6_Post_Spawning","Female","6_Post_Spawning","TRUE","TRUE"
"0723FENC_07",2023-07-12,"FENC","Male","4_Late_Mature","Male","4_Late_Mature","TRUE","TRUE"
"0723FENC_08",2023-07-12,"FENC","Female","6_Post_Spawning","Female","6_Post_Spawning","TRUE","TRUE"
"0723FENC_09",2023-07-12,"FENC","Female","6_Post_Spawning","Female","6_Post_Spawning","TRUE","TRUE"
"0723FENC_10",2023-07-12,"FENC","Female","6_Post_Spawning","Female","6_Post_Spawning","TRUE","TRUE"
"0723FENC_11",2023-07-12,"FENC","Female","5_Spawning","Female","5_Spawning","TRUE","TRUE"
"0723FENC_12",2023-07-12,"FENC","Female","3_Early_Active","Female","6_Post_Spawning","TRUE","FALSE"
"0723FENC_13",2023-07-12,"FENC","Female","5_Spawning","Female","6_Post_Spawning","TRUE","FALSE"
"0723FENC_14",2023-07-12,"FENC","Male","5_Spawning","Male","5_Spawning","TRUE","TRUE"
"0723FENC_15",2023-07-12,"FENC","Male","5_Spawning","Male","5_Spawning","TRUE","TRUE"
"0723FENC_16",2023-07-12,"FENC","Female","5_Spawning","Female","5_Spawning","TRUE","TRUE"
"0723FENC_17",2023-07-12,"FENC","Male","4_Late_Mature","Male","4_Late_Mature","TRUE","TRUE"
"0723FENC_18",2023-07-12,"FENC","Female","7_Reabsorbing","Female","7_Reabsorbing","TRUE","TRUE"
"0723FENC_19",2023-07-12,"FENC","Male","4_Late_Mature","Male","4_Late_Mature","TRUE","TRUE"
"0723FENC_20",2023-07-12,"FENC","Female","6_Post_Spawning","Female","6_Post_Spawning","TRUE","TRUE"
"0723FENC_21",2023-07-12,"FENC","Female","3_Early_Active","Female","5_Spawning","TRUE","FALSE"
"0723FENC_22",2023-07-12,"FENC","Male","4_Late_Mature","Male","5_Spawning","TRUE","FALSE"
"0723FENC_23",2023-07-12,"FENC","Male","6_Post_Spawning","Male","5_Spawning","TRUE","FALSE"
"0723FENC_24",2023-07-12,"FENC","Female","6_Post_Spawning","Female","6_Post_Spawning","TRUE","TRUE"
"0723FENC_25",2023-07-12,"FENC","Female","6_Post_Spawning","Female","6_Post_Spawning","TRUE","TRUE"
"0723FENC_26",2023-07-12,"FENC","Male","6_Post_Spawning","Male","5_Spawning","TRUE","FALSE"
"0723FENC_27",2023-07-12,"FENC","Female","5_Spawning","Female","5_Spawning","TRUE","TRUE"
"0723FENC_28",2023-07-12,"FENC","Female","6_Post_Spawning","Female","5_Spawning","TRUE","FALSE"
"0723FENC_29",2023-07-12,"FENC","Female","6_Post_Spawning","Female","6_Post_Spawning","TRUE","TRUE"
"0723FENC_30",2023-07-12,"FENC","Female","6_Post_Spawning","Female","6_Post_Spawning","TRUE","TRUE"
"0723GOLD_01",2023-07-17,"GOLD","Male","4_Late_Mature","Male","4_Late_Mature","TRUE","TRUE"
"0723GOLD_02",2023-07-17,"GOLD","Male","6_Post_Spawning","Male","4_Late_Mature","TRUE","FALSE"
"0723GOLD_03",2023-07-17,"GOLD","Female","7_Reabsorbing","ND","7_Reabsorbing","FALSE","TRUE"
"0723GOLD_04",2023-07-17,"GOLD","Male","5_Spawning","Male","5_Spawning","TRUE","TRUE"
"0723GOLD_05",2023-07-17,"GOLD","Female","6_Post_Spawning","Female","6_Post_Spawning","TRUE","TRUE"
"0723GOLD_06",2023-07-17,"GOLD","Female","7_Reabsorbing","ND","7_Reabsorbing","FALSE","TRUE"
"0723GOLD_07",2023-07-17,"GOLD","ND","7_Reabsorbing","ND","7_Reabsorbing","TRUE","TRUE"
"0723GOLD_08",2023-07-17,"GOLD","Male","7_Reabsorbing","ND","7_Reabsorbing","FALSE","TRUE"
"0723GOLD_09",2023-07-17,"GOLD","Female","6_Post_Spawning","Female","6_Post_Spawning","TRUE","TRUE"
"0723GOLD_10",2023-07-17,"GOLD","Female","6_Post_Spawning","Female","6_Post_Spawning","TRUE","TRUE"
"0723GOLD_11",2023-07-17,"GOLD","Male","6_Post_Spawning","Male","6_Post_Spawning","TRUE","TRUE"
"0723GOLD_12",2023-07-17,"GOLD","Female","6_Post_Spawning","Female","6_Post_Spawning","TRUE","TRUE"
"0723GOLD_13",2023-07-17,"GOLD","ND","7_Reabsorbing","ND","7_Reabsorbing","TRUE","TRUE"
"0723GOLD_14",2023-07-17,"GOLD","ND","7_Reabsorbing","ND","7_Reabsorbing","TRUE","TRUE"
"0723GOLD_15",2023-07-17,"GOLD","Hermaphrodite","6_Post_Spawning","Hermaphrodite","6_Post_Spawning","TRUE","TRUE"
"0723GOLD_16",2023-07-17,"GOLD","Female","6_Post_Spawning","Female","6_Post_Spawning","TRUE","TRUE"
"0723GOLD_17",2023-07-17,"GOLD","Male","5_Spawning","Male","5_Spawning","TRUE","TRUE"
"0723GOLD_18",2023-07-17,"GOLD","Female","7_Reabsorbing","Female","7_Reabsorbing","TRUE","TRUE"
"0723GOLD_19",2023-07-17,"GOLD","Male","5_Spawning","Male","5_Spawning","TRUE","TRUE"
"0723GOLD_20",2023-07-17,"GOLD","Female","6_Post_Spawning","Female","6_Post_Spawning","TRUE","TRUE"
"0723GOLD_21",2023-07-17,"GOLD","ND","7_Reabsorbing","ND","7_Reabsorbing","TRUE","TRUE"
"0723GOLD_22",2023-07-17,"GOLD","Female","6_Post_Spawning","Female","6_Post_Spawning","TRUE","TRUE"
"0723GOLD_23",2023-07-17,"GOLD","ND","7_Reabsorbing","ND","7_Reabsorbing","TRUE","TRUE"
"0723GOLD_24",2023-07-17,"GOLD","ND","2_Developing","ND","2_Developing","TRUE","TRUE"
"0723GOLD_25",2023-07-17,"GOLD","ND","7_Reabsorbing","ND","7_Reabsorbing","TRUE","TRUE"
"0723GOLD_26",2023-07-17,"GOLD","Male","5_Spawning","Male","5_Spawning","TRUE","TRUE"
"0723GOLD_27",2023-07-17,"GOLD","Female","6_Post_Spawning","Female","6_Post_Spawning","TRUE","TRUE"
"0723GOLD_28",2023-07-17,"GOLD","Female","5_Spawning","Female","5_Spawning","TRUE","TRUE"
"0723GOLD_29",2023-07-17,"GOLD","Male","6_Post_Spawning","Male","5_Spawning","TRUE","FALSE"
"0723GOLD_30",2023-07-17,"GOLD","Female","6_Post_Spawning","Female","6_Post_Spawning","TRUE","TRUE"
"0723LAUR_01",2023-07-17,"LAUR","Male","6_Post_Spawning",NA,NA,NA,NA
"0723LAUR_02",2023-07-17,"LAUR","ND","7_Reabsorbing",NA,NA,NA,NA
"0723LAUR_03",2023-07-17,"LAUR","ND","7_Reabsorbing","ND","7_Reabsorbing","TRUE","TRUE"
"0723LAUR_04",2023-07-17,"LAUR","Male","7_Reabsorbing",NA,NA,NA,NA
"0723LAUR_05",2023-07-17,"LAUR","ND","2_Developing",NA,NA,NA,NA
"0723LAUR_06",2023-07-17,"LAUR","ND","7_Reabsorbing","ND","7_Reabsorbing","TRUE","TRUE"
"0723LAUR_07",2023-07-17,"LAUR","ND","7_Reabsorbing",NA,NA,NA,NA
"0723LAUR_08",2023-07-17,"LAUR","ND","2_Developing",NA,NA,NA,NA
"0723LAUR_09",2023-07-17,"LAUR","ND","7_Reabsorbing",NA,NA,NA,NA
"0723LAUR_10",2023-07-17,"LAUR","ND","7_Reabsorbing","ND","2_Developing","TRUE","FALSE"
"0723LAUR_11",2023-07-17,"LAUR","ND","7_Reabsorbing",NA,NA,NA,NA
"0723LAUR_12",2023-07-17,"LAUR","ND","2_Developing",NA,NA,NA,NA
"0723LAUR_13",2023-07-17,"LAUR","Male","6_Post_Spawning",NA,NA,NA,NA
"0723LAUR_14",2023-07-17,"LAUR","Female","6_Post_Spawning","Female","6_Post_Spawning","TRUE","TRUE"
"0723LAUR_15",2023-07-17,"LAUR","ND","7_Reabsorbing",NA,NA,NA,NA
"0723LAUR_16",2023-07-17,"LAUR","Female","7_Reabsorbing",NA,NA,NA,NA
"0723LAUR_17",2023-07-17,"LAUR","Female","6_Post_Spawning",NA,NA,NA,NA
"0723LAUR_18",2023-07-17,"LAUR","ND","7_Reabsorbing",NA,NA,NA,NA
"0723LAUR_19",2023-07-17,"LAUR","ND","7_Reabsorbing","ND","7_Reabsorbing","TRUE","TRUE"
"0723LAUR_20",2023-07-17,"LAUR","Hermaphrodite","5_Spawning",NA,NA,NA,NA
"0723LAUR_21",2023-07-17,"LAUR","Female","6_Post_Spawning",NA,NA,NA,NA
"0723LAUR_22",2023-07-17,"LAUR","ND","7_Reabsorbing",NA,NA,NA,NA
"0723LAUR_23",2023-07-17,"LAUR","ND","7_Reabsorbing",NA,NA,NA,NA
"0723LAUR_24",2023-07-17,"LAUR","ND","7_Reabsorbing","ND","7_Reabsorbing","TRUE","TRUE"
"0723LAUR_25",2023-07-17,"LAUR","ND","7_Reabsorbing","ND","7_Reabsorbing","TRUE","TRUE"
