"data_all.Sample_ID","data_all.Date_collected","data_all.Site","data_all.Sex1","data_all.Stage1","data_all.Sex2","data_all.Stage2","data_all.sex_results","data_all.score_results"
"0523ASHC_22",2023-05-10,"ASHC","Male","3_Early_Active",NA,NA,NA,NA
"0523ASHC_23",2023-05-10,"ASHC","ND","2_Developing",NA,NA,NA,NA
"0523ASHC_24",2023-05-10,"ASHC","Female","3_Early_Active",NA,NA,NA,NA
"0523ASHC_25",2023-05-10,"ASHC","Female","3_Early_Active",NA,NA,NA,NA
"0523ASHC_26",2023-05-10,"ASHC","ND","2_Developing",NA,NA,NA,NA
"0523ASHC_27",2023-05-10,"ASHC","Female","4_Late_Mature",NA,NA,NA,NA
"0523ASHC_28",2023-05-10,"ASHC","Female","3_Early_Active",NA,NA,NA,NA
"0523ASHC_29",2023-05-10,"ASHC","Female","3_Early_Active",NA,NA,NA,NA
"0523ASHC_30",2023-05-10,"ASHC","Female","3_Early_Active",NA,NA,NA,NA
"0523FENC_01",2023-05-15,"FENC","Female","3_Early_Active",NA,NA,NA,NA
"0523FENC_02",2023-05-15,"FENC","Female","3_Early_Active",NA,NA,NA,NA
"0523FENC_03",2023-05-15,"FENC","Female","3_Early_Active",NA,NA,NA,NA
"0523FENC_04",2023-05-15,"FENC","Female","3_Early_Active","Male","3_Early_Active","FALSE","TRUE"
"0523FENC_05",2023-05-15,"FENC","Male","3_Early_Active",NA,NA,NA,NA
"0523FENC_06",2023-05-15,"FENC","Female","4_Late_Mature",NA,NA,NA,NA
"0523FENC_07",2023-05-15,"FENC","Female","3_Early_Active",NA,NA,NA,NA
"0523FENC_08",2023-05-15,"FENC","Female","3_Early_Active",NA,NA,NA,NA
"0523FENC_09",2023-05-15,"FENC","Male","3_Early_Active",NA,NA,NA,NA
"0523FENC_10",2023-05-15,"FENC","Female","3_Early_Active",NA,NA,NA,NA
"0523FENC_11",2023-05-15,"FENC","Female","4_Late_Mature",NA,NA,NA,NA
"0523FENC_12",2023-05-15,"FENC","Female","3_Early_Active","Female","3_Early_Active","TRUE","TRUE"
"0523FENC_13",2023-05-15,"FENC","ND","2_Developing",NA,NA,NA,NA
"0523FENC_14",2023-05-15,"FENC","Female","4_Late_Mature",NA,NA,NA,NA
"0523FENC_15",2023-05-15,"FENC","Female","3_Early_Active",NA,NA,NA,NA
"0523FENC_16",2023-05-15,"FENC","Male","4_Late_Mature",NA,NA,NA,NA
"0523FENC_17",2023-05-15,"FENC","Female","3_Early_Active",NA,NA,NA,NA
"0523FENC_18",2023-05-15,"FENC","Female","3_Early_Active",NA,NA,NA,NA
"0523FENC_19",2023-05-15,"FENC","Male","3_Early_Active",NA,NA,NA,NA
"0523FENC_20",2023-05-15,"FENC","Female","4_Late_Mature",NA,NA,NA,NA
"0523FENC_21",2023-05-15,"FENC","Male","3_Early_Active",NA,NA,NA,NA
"0523FENC_22",2023-05-15,"FENC","Female","4_Late_Mature",NA,NA,NA,NA
"0523FENC_23",2023-05-15,"FENC","Female","3_Early_Active",NA,NA,NA,NA
"0523FENC_24",2023-05-15,"FENC","Male","3_Early_Active",NA,NA,NA,NA
"0523FENC_25",2023-05-15,"FENC","Female","3_Early_Active",NA,NA,NA,NA
"0523FENC_26",2023-05-15,"FENC","Female","3_Early_Active",NA,NA,NA,NA
"0523FENC_27",2023-05-15,"FENC","Female","4_Late_Mature","Male","4_Late_Mature","FALSE","TRUE"
"0523FENC_28",2023-05-15,"FENC","Female","3_Early_Active",NA,NA,NA,NA
"0523FENC_29",2023-05-15,"FENC","Female","3_Early_Active",NA,NA,NA,NA
"0523FENC_30",2023-05-15,"FENC","Female","4_Late_Mature",NA,NA,NA,NA
"0523GOLD_01",2023-05-25,"GOLD","Female","4_Late_Mature",NA,NA,NA,NA
"0523GOLD_02",2023-05-25,"GOLD","Female","5_Spawning",NA,NA,NA,NA
"0523GOLD_03",2023-05-25,"GOLD","Female","5_Spawning","Female","5_Spawning","TRUE","TRUE"
"0523GOLD_04",2023-05-25,"GOLD","Female","5_Spawning",NA,NA,NA,NA
"0523GOLD_05",2023-05-25,"GOLD","Female","5_Spawning",NA,NA,NA,NA
"0523GOLD_06",2023-05-25,"GOLD","Female","3_Early_Active",NA,NA,NA,NA
"0523GOLD_07",2023-05-25,"GOLD","Female","4_Late_Mature",NA,NA,NA,NA
"0523GOLD_08",2023-05-25,"GOLD","Female","5_Spawning",NA,NA,NA,NA
"0523GOLD_09",2023-05-25,"GOLD","Female","3_Early_Active","Female","3_Early_Active","TRUE","TRUE"
"0523GOLD_10",2023-05-25,"GOLD","Female","5_Spawning",NA,NA,NA,NA
"0523GOLD_11",2023-05-25,"GOLD","Female","5_Spawning",NA,NA,NA,NA
"0523GOLD_12",2023-05-25,"GOLD","Male","4_Late_Mature",NA,NA,NA,NA
"0523GOLD_13",2023-05-25,"GOLD","Male","5_Spawning",NA,NA,NA,NA
"0523GOLD_14",2023-05-25,"GOLD","Male","4_Late_Mature",NA,NA,NA,NA
"0523GOLD_15",2023-05-25,"GOLD","Female","4_Late_Mature",NA,NA,NA,NA
"0523GOLD_16",2023-05-25,"GOLD","Female","3_Early_Active",NA,NA,NA,NA
"0523GOLD_17",2023-05-25,"GOLD","Female","4_Late_Mature",NA,NA,NA,NA
"0523GOLD_18",2023-05-25,"GOLD","Male","5_Spawning",NA,NA,NA,NA
"0523GOLD_19",2023-05-25,"GOLD","Female","3_Early_Active",NA,NA,NA,NA
"0523GOLD_20",2023-05-25,"GOLD","Female","5_Spawning",NA,NA,NA,NA
"0523GOLD_21",2023-05-25,"GOLD","Male","5_Spawning","Male","5_Spawning","TRUE","TRUE"
"0523GOLD_22",2023-05-25,"GOLD","Male","4_Late_Mature",NA,NA,NA,NA
"0523GOLD_23",2023-05-25,"GOLD","Female","5_Spawning",NA,NA,NA,NA
"0523GOLD_24",2023-05-25,"GOLD","Male","4_Late_Mature",NA,NA,NA,NA
"0523GOLD_25",2023-05-25,"GOLD","Female","5_Spawning",NA,NA,NA,NA
"0523GOLD_26",2023-05-25,"GOLD","Female","7_Reabsorbing",NA,NA,NA,NA
"0523GOLD_27",2023-05-25,"GOLD","Male","5_Spawning",NA,NA,NA,NA
"0523GOLD_28",2023-05-25,"GOLD","Male","5_Spawning",NA,NA,NA,NA
"0523GOLD_29",2023-05-25,"GOLD","Female","5_Spawning",NA,NA,NA,NA
"0523GOLD_30",2023-05-25,"GOLD","Female","4_Late_Mature",NA,NA,NA,NA
"0523LAUR_01",2023-05-25,"LAUR","Female","5_Spawning","Female","5_Spawning","TRUE","TRUE"
"0523LAUR_02",2023-05-25,"LAUR","Female","4_Late_Mature",NA,NA,NA,NA
"0523LAUR_03",2023-05-25,"LAUR","Female","5_Spawning",NA,NA,NA,NA
"0523LAUR_04",2023-05-25,"LAUR","Female","3_Early_Active",NA,NA,NA,NA
"0523LAUR_05",2023-05-25,"LAUR","Female","3_Early_Active",NA,NA,NA,NA
"0523LAUR_06",2023-05-25,"LAUR","Female","4_Late_Mature",NA,NA,NA,NA
"0523LAUR_07",2023-05-25,"LAUR","ND","1_Inactive_Indeterminate","ND","1_Inactive_Indeterminate","TRUE","TRUE"
"0523LAUR_08",2023-05-25,"LAUR","Female","5_Spawning","Female","5_Spawning","TRUE","TRUE"
"0523LAUR_09",2023-05-25,"LAUR","Male","4_Late_Mature",NA,NA,NA,NA
"0523LAUR_10",2023-05-25,"LAUR","Female","3_Early_Active",NA,NA,NA,NA
"0523LAUR_11",2023-05-25,"LAUR","Female","4_Late_Mature","Female","4_Late_Mature","TRUE","TRUE"
"0523LAUR_12",2023-05-25,"LAUR","ND","2_Developing",NA,NA,NA,NA
"0523LAUR_13",2023-05-25,"LAUR","Male","4_Late_Mature",NA,NA,NA,NA
"0523LAUR_14",2023-05-25,"LAUR","Male","3_Early_Active",NA,NA,NA,NA
"0523LAUR_15",2023-05-25,"LAUR","Male","4_Late_Mature",NA,NA,NA,NA
"0523LAUR_16",2023-05-25,"LAUR","ND","1_Inactive_Indeterminate",NA,NA,NA,NA
"0523LAUR_17",2023-05-25,"LAUR","ND","1_Inactive_Indeterminate",NA,NA,NA,NA
"0523LAUR_18",2023-05-25,"LAUR","Female","5_Spawning","Female","5_Spawning","TRUE","TRUE"
"0523LAUR_19",2023-05-25,"LAUR","Male","4_Late_Mature","Male","4_Late_Mature","TRUE","TRUE"
"0523LAUR_20",2023-05-25,"LAUR","Male","4_Late_Mature",NA,NA,NA,NA
"0523LAUR_21",2023-05-25,"LAUR","Male","4_Late_Mature","Male","4_Late_Mature","TRUE","TRUE"
"0523LAUR_22",2023-05-25,"LAUR","Male","4_Late_Mature","Male","4_Late_Mature","TRUE","TRUE"
"0523LAUR_23",2023-05-25,"LAUR","Female","4_Late_Mature",NA,NA,NA,NA
"0523LAUR_24",2023-05-25,"LAUR","Female","5_Spawning","Female","5_Spawning","TRUE","TRUE"
"0523LAUR_25",2023-05-25,"LAUR","Female","5_Spawning",NA,NA,NA,NA
"0523LAUR_26",2023-05-25,"LAUR","Male","4_Late_Mature",NA,NA,NA,NA
"0523LAUR_27",2023-05-25,"LAUR","Male","4_Late_Mature",NA,NA,NA,NA
"0523LAUR_28",2023-05-25,"LAUR","Female","3_Early_Active",NA,NA,NA,NA
"0523LAUR_29",2023-05-25,"LAUR","Female","4_Late_Mature","Female","4_Late_Mature","TRUE","TRUE"
"0523LAUR_30",2023-05-25,"LAUR","Male","4_Late_Mature","Male","4_Late_Mature","TRUE","TRUE"
"0524ASHC_01",2024-05-01,"ASHC","Female","3_Early_Active","Female","3_Early_Active","TRUE","TRUE"
"0524ASHC_02",2024-05-01,"ASHC","Male","3_Early_Active","Male","3_Early_Active","TRUE","TRUE"
"0524ASHC_03",2024-05-01,"ASHC","Female","3_Early_Active","Female","3_Early_Active","TRUE","TRUE"
"0524ASHC_04",2024-05-01,"ASHC","ND","2_Developing","ND","2_Developing","TRUE","TRUE"
"0524ASHC_05",2024-05-01,"ASHC","Male","3_Early_Active","Male","3_Early_Active","TRUE","TRUE"
"0524ASHC_06",2024-05-01,"ASHC","ND","2_Developing","ND","2_Developing","TRUE","TRUE"
"0524ASHC_07",2024-05-01,"ASHC","Male","3_Early_Active","Male","3_Early_Active","TRUE","TRUE"
"0524ASHC_08",2024-05-01,"ASHC","Female","3_Early_Active","Female","3_Early_Active","TRUE","TRUE"
"0524ASHC_09",2024-05-01,"ASHC","Female","3_Early_Active","Female","3_Early_Active","TRUE","TRUE"
"0524ASHC_10",2024-05-01,"ASHC","Female","3_Early_Active","Female","3_Early_Active","TRUE","TRUE"
"0524ASHC_11",2024-05-01,"ASHC","ND","2_Developing","ND","2_Developing","TRUE","TRUE"
"0524ASHC_12",2024-05-01,"ASHC","Female","3_Early_Active","Female","3_Early_Active","TRUE","TRUE"
"0524ASHC_13",2024-05-01,"ASHC","Male","3_Early_Active","Male","3_Early_Active","TRUE","TRUE"
"0524ASHC_14",2024-05-01,"ASHC","Female","3_Early_Active","Female","3_Early_Active","TRUE","TRUE"
"0524ASHC_15",2024-05-01,"ASHC","Male","3_Early_Active","Male","3_Early_Active","TRUE","TRUE"
"0524ASHC_16",2024-05-01,"ASHC","Female","3_Early_Active","Female","3_Early_Active","TRUE","TRUE"
"0524ASHC_17",2024-05-01,"ASHC","ND","2_Developing","ND","2_Developing","TRUE","TRUE"
"0524ASHC_18",2024-05-01,"ASHC","Female","3_Early_Active","Female","3_Early_Active","TRUE","TRUE"
"0524ASHC_19",2024-05-01,"ASHC","Female","3_Early_Active","Female","3_Early_Active","TRUE","TRUE"
"0524ASHC_20",2024-05-01,"ASHC","Female","3_Early_Active","Female","3_Early_Active","TRUE","TRUE"
"0524ASHC_21",2024-05-01,"ASHC","Female","3_Early_Active","Female","3_Early_Active","TRUE","TRUE"
"0524ASHC_22",2024-05-01,"ASHC","Female","3_Early_Active","Female","3_Early_Active","TRUE","TRUE"
"0524ASHC_23",2024-05-01,"ASHC","ND","2_Developing","ND","2_Developing","TRUE","TRUE"
"0524ASHC_24",2024-05-01,"ASHC","Female","3_Early_Active","Female","3_Early_Active","TRUE","TRUE"
"0524ASHC_25",2024-05-01,"ASHC","ND","2_Developing","ND","2_Developing","TRUE","TRUE"
"0524ASHC_26",2024-05-01,"ASHC","Male","3_Early_Active","Male","3_Early_Active","TRUE","TRUE"
"0524ASHC_27",2024-05-01,"ASHC","Hermaphrodite","3_Early_Active","Hermaphrodite","3_Early_Active","TRUE","TRUE"
"0524ASHC_28",2024-05-01,"ASHC","ND","2_Developing","ND","2_Developing","TRUE","TRUE"
"0524ASHC_29",2024-05-01,"ASHC","ND","2_Developing","ND","2_Developing","TRUE","TRUE"
"0524ASHC_30",2024-05-01,"ASHC","Male","3_Early_Active","Male","3_Early_Active","TRUE","TRUE"
"0524FENC_01",2024-05-13,"FENC","Female","3_Early_Active",NA,NA,NA,NA
"0524FENC_02",2024-05-13,"FENC","Male","3_Early_Active",NA,NA,NA,NA
"0524FENC_03",2024-05-13,"FENC","Male","3_Early_Active",NA,NA,NA,NA
"0524FENC_04",2024-05-13,"FENC","ND","2_Developing","ND","2_Developing","TRUE","TRUE"
"0524FENC_05",2024-05-13,"FENC","Hermaphrodite","3_Early_Active","Hermaphrodite","3_Early_Active","TRUE","TRUE"
"0524FENC_06",2024-05-13,"FENC","Female","3_Early_Active","Female","3_Early_Active","TRUE","TRUE"
"0524FENC_07",2024-05-13,"FENC","Female","3_Early_Active","Female","3_Early_Active","TRUE","TRUE"
"0524FENC_08",2024-05-13,"FENC","Female","3_Early_Active",NA,NA,NA,NA
"0524FENC_09",2024-05-13,"FENC","ND","2_Developing","ND","2_Developing","TRUE","TRUE"
"0524FENC_10",2024-05-13,"FENC","ND","2_Developing","ND","2_Developing","TRUE","TRUE"
"0524FENC_11",2024-05-13,"FENC","Female","3_Early_Active",NA,NA,NA,NA
"0524FENC_12",2024-05-13,"FENC","Male","3_Early_Active",NA,NA,NA,NA
"0524FENC_13",2024-05-13,"FENC","Male","3_Early_Active",NA,NA,NA,NA
"0524FENC_14",2024-05-13,"FENC","Female","3_Early_Active",NA,NA,NA,NA
"0524FENC_15",2024-05-13,"FENC","Female","3_Early_Active",NA,NA,NA,NA
"0524FENC_16",2024-05-13,"FENC","Female","3_Early_Active",NA,NA,NA,NA
"0524FENC_17",2024-05-13,"FENC","Female","3_Early_Active",NA,NA,NA,NA
"0524FENC_18",2024-05-13,"FENC","Female","3_Early_Active",NA,NA,NA,NA
"0524FENC_19",2024-05-13,"FENC","Male","3_Early_Active",NA,NA,NA,NA
"0524FENC_20",2024-05-13,"FENC","Female","2_Developing","Female","2_Developing","TRUE","TRUE"
"0524FENC_21",2024-05-13,"FENC","Male","3_Early_Active",NA,NA,NA,NA
"0524FENC_22",2024-05-13,"FENC","Female","3_Early_Active",NA,NA,NA,NA
"0524FENC_23",2024-05-13,"FENC","ND","2_Developing","ND","2_Developing","TRUE","TRUE"
"0524FENC_24",2024-05-13,"FENC","Female","3_Early_Active","Female","3_Early_Active","TRUE","TRUE"
"0524FENC_25",2024-05-13,"FENC","Female","3_Early_Active",NA,NA,NA,NA
"0524FENC_26",2024-05-13,"FENC","Female","3_Early_Active","Female","3_Early_Active","TRUE","TRUE"
"0524FENC_27",2024-05-13,"FENC","Hermaphrodite","3_Early_Active","Hermaphrodite","3_Early_Active","TRUE","TRUE"
"0524FENC_28",2024-05-13,"FENC","Hermaphrodite","3_Early_Active","Hermaphrodite","3_Early_Active","TRUE","TRUE"
"0524FENC_29",2024-05-13,"FENC","Female","3_Early_Active",NA,NA,NA,NA
"0524FENC_30",2024-05-13,"FENC","Female","3_Early_Active",NA,NA,NA,NA
"0524GOLD_01",2024-05-23,"GOLD","Female","3_Early_Active","Female","3_Early_Active","TRUE","TRUE"
"0524GOLD_02",2024-05-23,"GOLD","Female","3_Early_Active","Female","3_Early_Active","TRUE","TRUE"
"0524GOLD_03",2024-05-23,"GOLD","Female","3_Early_Active","Female","3_Early_Active","TRUE","TRUE"
"0524GOLD_04",2024-05-23,"GOLD","Female","3_Early_Active","Female","3_Early_Active","TRUE","TRUE"
"0524GOLD_05",2024-05-23,"GOLD","Female","3_Early_Active","Female","3_Early_Active","TRUE","TRUE"
"0524GOLD_06",2024-05-23,"GOLD","Female","3_Early_Active","Female","3_Early_Active","TRUE","TRUE"
"0524GOLD_07",2024-05-23,"GOLD","Male","3_Early_Active","Male","3_Early_Active","TRUE","TRUE"
"0524GOLD_08",2024-05-23,"GOLD","ND","2_Developing","ND","2_Developing","TRUE","TRUE"
"0524GOLD_09",2024-05-23,"GOLD","Male","4_Late_Mature","Male","4_Late_Mature","TRUE","TRUE"
"0524GOLD_10",2024-05-23,"GOLD","Female","3_Early_Active","Female","3_Early_Active","TRUE","TRUE"
"0524GOLD_11",2024-05-23,"GOLD","Female","4_Late_Mature","Female","4_Late_Mature","TRUE","TRUE"
"0524GOLD_12",2024-05-23,"GOLD","Female","4_Late_Mature","Female","4_Late_Mature","TRUE","TRUE"
"0524GOLD_13",2024-05-23,"GOLD","Male","3_Early_Active","Male","3_Early_Active","TRUE","TRUE"
"0524GOLD_14",2024-05-23,"GOLD","Male","3_Early_Active","Male","3_Early_Active","TRUE","TRUE"
"0524GOLD_15",2024-05-23,"GOLD","Female","3_Early_Active","Female","3_Early_Active","TRUE","TRUE"
"0524GOLD_16",2024-05-23,"GOLD","Male","3_Early_Active","Male","3_Early_Active","TRUE","TRUE"
"0524GOLD_17",2024-05-23,"GOLD","Male","3_Early_Active","Male","3_Early_Active","TRUE","TRUE"
"0524GOLD_18",2024-05-23,"GOLD","Male","3_Early_Active","Male","3_Early_Active","TRUE","TRUE"
"0524GOLD_19",2024-05-23,"GOLD","Male","3_Early_Active","Male","3_Early_Active","TRUE","TRUE"
"0524GOLD_20",2024-05-23,"GOLD","Female","3_Early_Active","Female","3_Early_Active","TRUE","TRUE"
"0524GOLD_21",2024-05-23,"GOLD","Hermaphrodite","3_Early_Active","Hermaphrodite","3_Early_Active","TRUE","TRUE"
"0524GOLD_22",2024-05-23,"GOLD","Female","3_Early_Active","Female","3_Early_Active","TRUE","TRUE"
"0524GOLD_23",2024-05-23,"GOLD","Female","4_Late_Mature","Female","4_Late_Mature","TRUE","TRUE"
"0524GOLD_24",2024-05-23,"GOLD","Male","3_Early_Active","Male","3_Early_Active","TRUE","TRUE"
"0524GOLD_25",2024-05-23,"GOLD","Female","4_Late_Mature","Female","4_Late_Mature","TRUE","TRUE"
"0524GOLD_26",2024-05-23,"GOLD","Hermaphrodite","3_Early_Active","Hermaphrodite","3_Early_Active","TRUE","TRUE"
"0524GOLD_27",2024-05-23,"GOLD","Female","4_Late_Mature","Female","4_Late_Mature","TRUE","TRUE"
"0524GOLD_28",2024-05-23,"GOLD","Female","4_Late_Mature","Female","4_Late_Mature","TRUE","TRUE"
"0524GOLD_29",2024-05-23,"GOLD","Female","3_Early_Active","Female","3_Early_Active","TRUE","TRUE"
"0524GOLD_30",2024-05-23,"GOLD","Male","3_Early_Active","Male","3_Early_Active","TRUE","TRUE"
"0524GOLD_31",2024-05-23,"GOLD","Female","3_Early_Active","Female","4_Late_Mature","TRUE","FALSE"
"0524GOLD_32",2024-05-23,"GOLD","Female","4_Late_Mature","Female","4_Late_Mature","TRUE","TRUE"
"0524GOLD_33",2024-05-23,"GOLD","Male","4_Late_Mature","Male","4_Late_Mature","TRUE","TRUE"
"0524GOLD_34",2024-05-23,"GOLD","Female","3_Early_Active","Female","3_Early_Active","TRUE","TRUE"
"0524GOLD_35",2024-05-23,"GOLD","Female","4_Late_Mature","Female","4_Late_Mature","TRUE","TRUE"
"0524GOLD_36",2024-05-23,"GOLD","Female","4_Late_Mature","Female","4_Late_Mature","TRUE","TRUE"
"0524GOLD_37",2024-05-23,"GOLD","Male","4_Late_Mature","Male","4_Late_Mature","TRUE","TRUE"
"0524GOLD_38",2024-05-23,"GOLD","Female","5_Spawning","Female","5_Spawning","TRUE","TRUE"
"0524GOLD_39",2024-05-23,"GOLD","Female","4_Late_Mature","Female","4_Late_Mature","TRUE","TRUE"
"0524GOLD_40",2024-05-23,"GOLD","Male","4_Late_Mature","Male","4_Late_Mature","TRUE","TRUE"
"0524GOLD_41",2024-05-23,"GOLD","Female","4_Late_Mature","Female","4_Late_Mature","TRUE","TRUE"
"0524GOLD_42",2024-05-23,"GOLD","Female","4_Late_Mature","Female","4_Late_Mature","TRUE","TRUE"
"0524GOLD_43",2024-05-23,"GOLD","Female","6_Post_Spawning","Female","6_Post_Spawning","TRUE","TRUE"
"0524GOLD_44",2024-05-23,"GOLD","Male","3_Early_Active","Male","3_Early_Active","TRUE","TRUE"
"0524GOLD_45",2024-05-23,"GOLD","Female","6_Post_Spawning","Female","6_Post_Spawning","TRUE","TRUE"
"0524GOLD_46",2024-05-23,"GOLD","Female","4_Late_Mature","Female","4_Late_Mature","TRUE","TRUE"
"0623ASHC_01",2023-06-12,"ASHC","ND","7_Reabsorbing",NA,NA,NA,NA
"0623ASHC_02",2023-06-12,"ASHC","Female","5_Spawning",NA,NA,NA,NA
"0623ASHC_03",2023-06-12,"ASHC","Female","5_Spawning",NA,NA,NA,NA
"0623ASHC_04",2023-06-12,"ASHC","Male","4_Late_Mature",NA,NA,NA,NA
"0623ASHC_05",2023-06-12,"ASHC","Male","5_Spawning",NA,NA,NA,NA
"0623ASHC_06",2023-06-12,"ASHC","Female","5_Spawning","Female","5_Spawning","TRUE","TRUE"
"0623ASHC_07",2023-06-12,"ASHC","Female","5_Spawning",NA,NA,NA,NA
"0623ASHC_08",2023-06-12,"ASHC","Female","5_Spawning",NA,NA,NA,NA
"0623ASHC_09",2023-06-12,"ASHC","Female","5_Spawning",NA,NA,NA,NA
"0623ASHC_10",2023-06-12,"ASHC","Female","5_Spawning",NA,NA,NA,NA
"0623ASHC_11",2023-06-12,"ASHC","Female","5_Spawning",NA,NA,NA,NA
"0623ASHC_12",2023-06-12,"ASHC","Female","6_Post_Spawning",NA,NA,NA,NA
"0623ASHC_13",2023-06-12,"ASHC","Male","4_Late_Mature","Male","4_Late_Mature","TRUE","TRUE"
"0623ASHC_14",2023-06-12,"ASHC","Female","5_Spawning",NA,NA,NA,NA
"0623ASHC_15",2023-06-12,"ASHC","Female","5_Spawning",NA,NA,NA,NA
"0623ASHC_16",2023-06-12,"ASHC","Female","5_Spawning","Female","5_Spawning","TRUE","TRUE"
"0623ASHC_17",2023-06-12,"ASHC","Male","5_Spawning",NA,NA,NA,NA
"0623ASHC_18",2023-06-12,"ASHC","Female","5_Spawning",NA,NA,NA,NA
"0623ASHC_19",2023-06-12,"ASHC","Male","4_Late_Mature","Male","4_Late_Mature","TRUE","TRUE"
"0623ASHC_20",2023-06-12,"ASHC","Female","5_Spawning",NA,NA,NA,NA
"0623ASHC_21",2023-06-12,"ASHC","Male","5_Spawning",NA,NA,NA,NA
"0623ASHC_22",2023-06-12,"ASHC","Male","5_Spawning",NA,NA,NA,NA
"0623ASHC_23",2023-06-12,"ASHC","Female","5_Spawning",NA,NA,NA,NA
"0623ASHC_24",2023-06-12,"ASHC","Female","6_Post_Spawning",NA,NA,NA,NA
"0623ASHC_25",2023-06-12,"ASHC","Female","4_Late_Mature",NA,NA,NA,NA
"0623ASHC_26",2023-06-12,"ASHC","Female","4_Late_Mature",NA,NA,NA,NA
"0623ASHC_27",2023-06-12,"ASHC","Male","4_Late_Mature","Male","4_Late_Mature","TRUE","TRUE"
"0623ASHC_28",2023-06-12,"ASHC","Male","5_Spawning",NA,NA,NA,NA
"0623ASHC_29",2023-06-12,"ASHC","Male","4_Late_Mature",NA,NA,NA,NA
"0623ASHC_30",2023-06-12,"ASHC","Female","5_Spawning","Female","5_Spawning","TRUE","TRUE"
"0623FENC_01",2023-06-14,"FENC","Female","5_Spawning",NA,NA,NA,NA
"0623FENC_02",2023-06-14,"FENC","Male","4_Late_Mature","Male","5_Spawning","TRUE","FALSE"
"0623FENC_03",2023-06-14,"FENC","Female","3_Early_Active",NA,NA,NA,NA
"0623FENC_04",2023-06-14,"FENC","Female","4_Late_Mature",NA,NA,NA,NA
"0623FENC_05",2023-06-14,"FENC","Female","6_Post_Spawning","Female","5_Spawning","TRUE","FALSE"
"0623FENC_06",2023-06-14,"FENC","Male","7_Reabsorbing",NA,NA,NA,NA
"0623FENC_07",2023-06-14,"FENC","Female","4_Late_Mature",NA,NA,NA,NA
"0623FENC_08",2023-06-14,"FENC","Female","5_Spawning","Female","6_Post_Spawning","TRUE","FALSE"
"0623FENC_09",2023-06-14,"FENC","Female","4_Late_Mature",NA,NA,NA,NA
"0623FENC_10",2023-06-14,"FENC","Female","4_Late_Mature",NA,NA,NA,NA
"0623FENC_11",2023-06-14,"FENC","Male","4_Late_Mature","Male","6_Post_Spawning","TRUE","FALSE"
"0623FENC_12",2023-06-14,"FENC","Female","4_Late_Mature",NA,NA,NA,NA
"0623FENC_13",2023-06-14,"FENC","Male","4_Late_Mature","Male","5_Spawning","TRUE","FALSE"
"0623FENC_14",2023-06-14,"FENC","Female","4_Late_Mature",NA,NA,NA,NA
"0623FENC_15",2023-06-14,"FENC","Male","4_Late_Mature",NA,NA,NA,NA
"0623FENC_16",2023-06-14,"FENC","Female","4_Late_Mature",NA,NA,NA,NA
"0623FENC_17",2023-06-14,"FENC","Male","4_Late_Mature",NA,NA,NA,NA
"0623FENC_18",2023-06-14,"FENC","Female","6_Post_Spawning","Female","6_Post_Spawning","TRUE","TRUE"
"0623FENC_19",2023-06-14,"FENC","Male","4_Late_Mature",NA,NA,NA,NA
"0623FENC_20",2023-06-14,"FENC","Female","4_Late_Mature",NA,NA,NA,NA
"0623FENC_21",2023-06-14,"FENC","Male","4_Late_Mature",NA,NA,NA,NA
"0623FENC_22",2023-06-14,"FENC","Male","4_Late_Mature",NA,NA,NA,NA
"0623FENC_23",2023-06-14,"FENC","Male","4_Late_Mature","Male","5_Spawning","TRUE","FALSE"
"0623FENC_24",2023-06-14,"FENC","Female","5_Spawning",NA,NA,NA,NA
"0623FENC_25",2023-06-14,"FENC","Female","4_Late_Mature",NA,NA,NA,NA
"0623FENC_26",2023-06-14,"FENC","Male","4_Late_Mature",NA,NA,NA,NA
"0623FENC_27",2023-06-14,"FENC","Male","3_Early_Active",NA,NA,NA,NA
"0623FENC_28",2023-06-14,"FENC","Female","6_Post_Spawning",NA,NA,NA,NA
"0623FENC_29",2023-06-14,"FENC","Male","4_Late_Mature",NA,NA,NA,NA
"0623FENC_30",2023-06-14,"FENC","Female","3_Early_Active",NA,NA,NA,NA
"0623GOLD_01",2023-06-20,"GOLD","Hermaphrodite","3_Early_Active",NA,NA,NA,NA
"0623GOLD_02",2023-06-20,"GOLD","Female","4_Late_Mature",NA,NA,NA,NA
"0623GOLD_03",2023-06-20,"GOLD","Male","4_Late_Mature",NA,NA,NA,NA
"0623GOLD_04",2023-06-20,"GOLD","Female","4_Late_Mature","Female","5_Spawning","TRUE","FALSE"
"0623GOLD_05",2023-06-20,"GOLD","Male","4_Late_Mature",NA,NA,NA,NA
"0623GOLD_06",2023-06-20,"GOLD","Female","4_Late_Mature","Female","5_Spawning","TRUE","FALSE"
"0623GOLD_07",2023-06-20,"GOLD","Male","4_Late_Mature",NA,NA,NA,NA
"0623GOLD_08",2023-06-20,"GOLD","Female","5_Spawning",NA,NA,NA,NA
"0623GOLD_09",2023-06-20,"GOLD","Female","4_Late_Mature",NA,NA,NA,NA
"0623GOLD_10",2023-06-20,"GOLD","Male","3_Early_Active",NA,NA,NA,NA
"0623GOLD_11",2023-06-20,"GOLD","Male","4_Late_Mature",NA,NA,NA,NA
"0623GOLD_12",2023-06-20,"GOLD","Female","4_Late_Mature","Female","5_Spawning","TRUE","FALSE"
