"","Date Time","Site","variable","mean","sd","se"
"1",2023-06-20 12:00:00,"GOLD","Temperature",NA,NA,NA
"2",2023-06-20 13:00:00,"GOLD","Temperature",20.2628216666667,0.0513774531936592,0.0209747574346985
"3",2023-06-20 14:00:00,"GOLD","Temperature",20.31382,0.042172028644588,0.0172166585995461
"4",2023-06-20 15:00:00,"GOLD","Temperature",20.4339983333333,0.0939942769357087,0.03837300287239
"5",2023-06-20 16:00:00,"GOLD","Temperature",21.0933916666667,0.385583986566696,0.157414003346095
"6",2023-06-20 17:00:00,"GOLD","Temperature",21.6893183333333,0.215833599647197,0.0881136980806301
"7",2023-06-20 18:00:00,"GOLD","Temperature",21.7083866666667,0.135766825059242,0.0554265742321419
"8",2023-06-20 19:00:00,"GOLD","Temperature",21.6629583333333,0.0703840417755802,0.0287341647308177
"9",2023-06-20 20:00:00,"GOLD","Temperature",21.855835,0.03895846185362,0.015904725450842
"10",2023-06-20 21:00:00,"GOLD","Temperature",21.5992116666667,0.179521690100853,0.0732894230848567
"11",2023-06-20 22:00:00,"GOLD","Temperature",20.9603833333333,0.110349134054902,0.0450498453320815
"12",2023-06-20 23:00:00,"GOLD","Temperature",20.681865,0.114519997162069,0.046752593065341
"13",2023-06-21,"GOLD","Temperature",20.2841233333333,0.294204797694849,0.120108605705189
"14",2023-06-21 01:00:00,"GOLD","Temperature",19.97214,0.0711737766315653,0.0290565726356934
"15",2023-06-21 02:00:00,"GOLD","Temperature",19.73084,0.0578322235436259,0.0236099063954092
"16",2023-06-21 03:00:00,"GOLD","Temperature",19.723715,0.114097303167077,0.0465800289644962
"17",2023-06-21 04:00:00,"GOLD","Temperature",20.191985,0.148573044493273,0.0606546914233903
"18",2023-06-21 05:00:00,"GOLD","Temperature",20.4027416666667,0.0293396001449693,0.011977841602077
"19",2023-06-21 06:00:00,"GOLD","Temperature",20.4183833333333,0.0213563898322416,0.00871870963949247
"20",2023-06-21 07:00:00,"GOLD","Temperature",20.3867716666667,0.0116915036101718,0.00477303636180471
"21",2023-06-21 08:00:00,"GOLD","Temperature",20.4209883333333,0.0794657635505165,0.0324417621199039
"22",2023-06-21 09:00:00,"GOLD","Temperature",20.6651383333333,0.0304563959894581,0.0124337715963867
"23",2023-06-21 10:00:00,"GOLD","Temperature",20.5760083333333,0.0939316316086677,0.03834742802472
"24",2023-06-21 11:00:00,"GOLD","Temperature",20.0060216666667,0.250162362909904,0.102128356996369
"25",2023-06-21 12:00:00,"GOLD","Temperature",19.6205283333333,0.0509536642123664,0.0208017463075683
"26",2023-06-21 13:00:00,"GOLD","Temperature",19.6135133333333,0.0152658804746621,0.00623226960620648
"27",2023-06-21 14:00:00,"GOLD","Temperature",19.8324683333333,0.405486049447656,0.165538986493951
"28",2023-06-21 15:00:00,"GOLD","Temperature",20.055735,0.123347741892585,0.0503565047602258
"29",2023-06-21 16:00:00,"GOLD","Temperature",19.95574,0.243167870081555,0.0992728672565335
"30",2023-06-21 17:00:00,"GOLD","Temperature",20.8850783333333,0.18667806945827,0.076211002723433
"31",2023-06-21 18:00:00,"GOLD","Temperature",21.1314966666667,0.0381762243636881,0.0155853783328405
"32",2023-06-21 19:00:00,"GOLD","Temperature",21.1957433333333,0.0159062838735718,0.00649371319901862
"33",2023-06-21 20:00:00,"GOLD","Temperature",21.1999266666667,0.0547056902585713,0.0223335045267073
"34",2023-06-21 21:00:00,"GOLD","Temperature",21.1497466666667,0.0312225627818518,0.0127465578795916
"35",2023-06-21 22:00:00,"GOLD","Temperature",21.0298,0.277102000137133,0.113126417840102
"36",2023-06-21 23:00:00,"GOLD","Temperature",20.2289716666667,0.278206169479878,0.11357719308666
"37",2023-06-22,"GOLD","Temperature",19.6897533333333,0.203368550633245,0.0830248631301357
"38",2023-06-22 01:00:00,"GOLD","Temperature",19.2925416666667,0.0693379230772499,0.0283070885606021
"39",2023-06-22 02:00:00,"GOLD","Temperature",19.1110883333333,0.0751255715230615,0.0306698861444105
"40",2023-06-22 03:00:00,"GOLD","Temperature",19.0523966666667,0.0238736203091745,0.00974636467840385
"41",2023-06-22 04:00:00,"GOLD","Temperature",19.4486283333333,0.19304664787731,0.0788109639756913
"42",2023-06-22 05:00:00,"GOLD","Temperature",19.7240016666667,0.0440450562114149,0.0179813189016949
"43",2023-06-22 06:00:00,"GOLD","Temperature",19.8195133333333,0.0150518060931795,0.00614487410593408
