"","Date Time","Site","variable","value"
"958",2023-10-13 06:50:00,"ASHC","Temperature",17.46553
"959",2023-10-13 07:05:00,"ASHC","Temperature",17.516176
"960",2023-10-13 07:20:00,"ASHC","Temperature",17.49944
"961",2023-10-13 07:35:00,"ASHC","Temperature",17.444729
"962",2023-10-13 07:50:00,"ASHC","Temperature",17.460152
"963",2023-10-13 08:05:00,"ASHC","Temperature",17.553087
"964",2023-10-13 08:20:00,"ASHC","Temperature",17.558641
"965",2023-10-13 08:35:00,"ASHC","Temperature",17.50339
"966",2023-10-13 08:50:00,"ASHC","Temperature",17.447012
"967",2023-10-13 09:05:00,"ASHC","Temperature",17.530163
"968",2023-10-13 09:20:00,"ASHC","Temperature",17.583887
"969",2023-10-13 09:35:00,"ASHC","Temperature",17.617409
"970",2023-10-13 09:50:00,"ASHC","Temperature",17.601954
"971",2023-10-13 10:05:00,"ASHC","Temperature",17.629513
"972",2023-10-13 10:20:00,"ASHC","Temperature",17.690815
"973",2023-10-13 10:35:00,"ASHC","Temperature",17.730864
"974",2023-10-13 10:50:00,"ASHC","Temperature",17.735846
"975",2023-10-13 11:05:00,"ASHC","Temperature",17.78408
"976",2023-10-13 11:20:00,"ASHC","Temperature",17.842688
"977",2023-10-13 11:35:00,"ASHC","Temperature",17.837124
"978",2023-10-13 11:50:00,"ASHC","Temperature",17.884941
"979",2023-10-13 12:05:00,"ASHC","Temperature",17.826118
"980",2023-10-13 12:20:00,"ASHC","Temperature",17.861862
"981",2023-10-13 12:35:00,"ASHC","Temperature",17.956097
"982",2023-10-13 12:50:00,"ASHC","Temperature",18.023174
"983",2023-10-13 13:05:00,"ASHC","Temperature",18.064697
"984",2023-10-13 13:20:00,"ASHC","Temperature",18.120123
"985",2023-10-13 13:35:00,"ASHC","Temperature",18.110912
"986",2023-10-13 13:50:00,"ASHC","Temperature",18.170073
"987",2023-10-13 14:05:00,"ASHC","Temperature",18.176952
"988",2023-10-13 14:20:00,"ASHC","Temperature",18.245367
"989",2023-10-13 14:35:00,"ASHC","Temperature",18.537867
"990",2023-10-13 14:50:00,"ASHC","Temperature",18.556805
"991",2023-10-13 15:05:00,"ASHC","Temperature",18.597235
"992",2023-10-13 15:20:00,"ASHC","Temperature",18.589415
"993",2023-10-13 15:35:00,"ASHC","Temperature",18.412483
"994",2023-10-13 15:50:00,"ASHC","Temperature",18.336449
"995",2023-10-13 16:05:00,"ASHC","Temperature",18.082039
"996",2023-10-13 16:20:00,"ASHC","Temperature",17.985146
"997",2023-10-13 16:35:00,"ASHC","Temperature",17.833195
"998",2023-10-13 16:50:00,"ASHC","Temperature",17.50139
"999",2023-10-13 17:05:00,"ASHC","Temperature",17.290613
"1000",2023-10-13 17:20:00,"ASHC","Temperature",17.821999
"1001",2023-10-13 17:35:00,"ASHC","Temperature",18.053009
"1002",2023-10-13 17:50:00,"ASHC","Temperature",18.099272
"1003",2023-10-13 18:05:00,"ASHC","Temperature",18.07858
"1004",2023-10-13 18:20:00,"ASHC","Temperature",18.040285
"1005",2023-10-13 18:35:00,"ASHC","Temperature",18.015709
"1006",2023-10-13 18:50:00,"ASHC","Temperature",18.015043
"1007",2023-10-13 19:05:00,"ASHC","Temperature",17.95982
"1008",2023-10-13 19:20:00,"ASHC","Temperature",17.925243
"1009",2023-10-13 19:35:00,"ASHC","Temperature",17.86417
"1010",2023-10-13 19:50:00,"ASHC","Temperature",17.840446
"1011",2023-10-13 20:05:00,"ASHC","Temperature",17.79368
"1012",2023-10-13 20:20:00,"ASHC","Temperature",17.73978
"1013",2023-10-13 20:35:00,"ASHC","Temperature",17.69778
"1014",2023-10-13 20:50:00,"ASHC","Temperature",17.710375
"1015",2023-10-13 21:05:00,"ASHC","Temperature",17.721151
"1016",2023-10-13 21:20:00,"ASHC","Temperature",17.769787
"1017",2023-10-13 21:35:00,"ASHC","Temperature",17.773073
"1018",2023-10-13 21:50:00,"ASHC","Temperature",17.77005
"1019",2023-10-13 22:05:00,"ASHC","Temperature",17.751026
"1020",2023-10-13 22:20:00,"ASHC","Temperature",17.735968
"1021",2023-10-13 22:35:00,"ASHC","Temperature",17.722994
"1022",2023-10-13 22:50:00,"ASHC","Temperature",17.718647
"1023",2023-10-13 23:05:00,"ASHC","Temperature",17.687109
"1024",2023-10-13 23:20:00,"ASHC","Temperature",17.625006
"1025",2023-10-13 23:35:00,"ASHC","Temperature",17.564219
"1026",2023-10-13 23:50:00,"ASHC","Temperature",17.543667
"1027",2023-10-14 00:05:00,"ASHC","Temperature",17.49405
"1028",2023-10-14 00:20:00,"ASHC","Temperature",17.424057
"1029",2023-10-14 00:35:00,"ASHC","Temperature",17.34615
"1030",2023-10-14 00:50:00,"ASHC","Temperature",17.284426
"1031",2023-10-14 01:05:00,"ASHC","Temperature",17.216698
"1032",2023-10-14 01:20:00,"ASHC","Temperature",17.190466
"1033",2023-10-14 01:35:00,"ASHC","Temperature",17.111479
"1034",2023-10-14 01:50:00,"ASHC","Temperature",17.045582
"1035",2023-10-14 02:05:00,"ASHC","Temperature",16.94662
"1036",2023-10-14 02:20:00,"ASHC","Temperature",16.822105
"1037",2023-10-14 02:35:00,"ASHC","Temperature",16.693771
"1038",2023-10-14 02:50:00,"ASHC","Temperature",16.60039
"1039",2023-10-14 03:05:00,"ASHC","Temperature",16.346962
"1040",2023-10-14 03:20:00,"ASHC","Temperature",16.134222
"1041",2023-10-14 03:35:00,"ASHC","Temperature",16.094124
"1042",2023-10-14 03:50:00,"ASHC","Temperature",15.910238
"1043",2023-10-14 04:05:00,"ASHC","Temperature",15.765603
"1044",2023-10-14 04:20:00,"ASHC","Temperature",15.686074
"1045",2023-10-14 04:35:00,"ASHC","Temperature",15.500516
"1046",2023-10-14 04:50:00,"ASHC","Temperature",15.459769
"1047",2023-10-14 05:05:00,"ASHC","Temperature",15.337449
"1048",2023-10-14 05:20:00,"ASHC","Temperature",15.381251
"1049",2023-10-14 05:35:00,"ASHC","Temperature",17.300282
"1050",2023-10-14 05:50:00,"ASHC","Temperature",17.336466
"1051",2023-10-14 06:05:00,"ASHC","Temperature",17.252893
"1052",2023-10-14 06:20:00,"ASHC","Temperature",17.13186
"1053",2023-10-14 06:35:00,"ASHC","Temperature",17.24555
"1054",2023-10-14 06:50:00,"ASHC","Temperature",17.262468
"1055",2023-10-14 07:05:00,"ASHC","Temperature",17.266638
"1056",2023-10-14 07:20:00,"ASHC","Temperature",17.267654
"1057",2023-10-14 07:35:00,"ASHC","Temperature",17.285908
"1058",2023-10-14 07:50:00,"ASHC","Temperature",17.30326
"1059",2023-10-14 08:05:00,"ASHC","Temperature",17.325264
"1060",2023-10-14 08:20:00,"ASHC","Temperature",17.323278
"1061",2023-10-14 08:35:00,"ASHC","Temperature",17.317457
"1062",2023-10-14 08:50:00,"ASHC","Temperature",17.30888
"1063",2023-10-14 09:05:00,"ASHC","Temperature",17.28744
"1064",2023-10-14 09:20:00,"ASHC","Temperature",17.284233
"1065",2023-10-14 09:35:00,"ASHC","Temperature",17.314028
"1066",2023-10-14 09:50:00,"ASHC","Temperature",17.341734
"1067",2023-10-14 10:05:00,"ASHC","Temperature",17.347574
"1068",2023-10-14 10:20:00,"ASHC","Temperature",17.355066
"1069",2023-10-14 10:35:00,"ASHC","Temperature",17.358122
"1070",2023-10-14 10:50:00,"ASHC","Temperature",17.346443
"1071",2023-10-14 11:05:00,"ASHC","Temperature",17.339952
"1072",2023-10-14 11:20:00,"ASHC","Temperature",17.343695
"1073",2023-10-14 11:35:00,"ASHC","Temperature",17.330408
"1074",2023-10-14 11:50:00,"ASHC","Temperature",17.293053
"1075",2023-10-14 12:05:00,"ASHC","Temperature",17.282318
"1076",2023-10-14 12:20:00,"ASHC","Temperature",17.256184
"1077",2023-10-14 12:35:00,"ASHC","Temperature",17.222874
"1078",2023-10-14 12:50:00,"ASHC","Temperature",17.16988
"1079",2023-10-14 13:05:00,"ASHC","Temperature",17.172901
"1080",2023-10-14 13:20:00,"ASHC","Temperature",17.13283
"1081",2023-10-14 13:35:00,"ASHC","Temperature",17.056553
"1082",2023-10-14 13:50:00,"ASHC","Temperature",17.002064
"1083",2023-10-14 14:05:00,"ASHC","Temperature",16.966381
"1084",2023-10-14 14:20:00,"ASHC","Temperature",16.917059
"1085",2023-10-14 14:35:00,"ASHC","Temperature",16.854614
"1086",2023-10-14 14:50:00,"ASHC","Temperature",16.764246
"1087",2023-10-14 15:05:00,"ASHC","Temperature",16.626982
"1088",2023-10-14 15:20:00,"ASHC","Temperature",16.48889
"1089",2023-10-14 15:35:00,"ASHC","Temperature",16.389568
"1090",2023-10-14 15:50:00,"ASHC","Temperature",16.228992
"1091",2023-10-14 16:05:00,"ASHC","Temperature",16.107607
"1092",2023-10-14 16:20:00,"ASHC","Temperature",15.967786
"1093",2023-10-14 16:35:00,"ASHC","Temperature",15.780203
"1094",2023-10-14 16:50:00,"ASHC","Temperature",15.553311
"1095",2023-10-14 17:05:00,"ASHC","Temperature",15.452899
"1096",2023-10-14 17:20:00,"ASHC","Temperature",15.176167
"1097",2023-10-14 17:35:00,"ASHC","Temperature",14.920934
"1098",2023-10-14 17:50:00,"ASHC","Temperature",14.708038
"1099",2023-10-14 18:05:00,"ASHC","Temperature",15.380124
"1100",2023-10-14 18:20:00,"ASHC","Temperature",17.272278
"1101",2023-10-14 18:35:00,"ASHC","Temperature",17.286295
"1102",2023-10-14 18:50:00,"ASHC","Temperature",17.261618
"1103",2023-10-14 19:05:00,"ASHC","Temperature",17.285734
"1104",2023-10-14 19:20:00,"ASHC","Temperature",17.366169
"1105",2023-10-14 19:35:00,"ASHC","Temperature",17.425652
"1106",2023-10-14 19:50:00,"ASHC","Temperature",17.41113
"1107",2023-10-14 20:05:00,"ASHC","Temperature",17.37034
"1108",2023-10-14 20:20:00,"ASHC","Temperature",17.290607
"1109",2023-10-14 20:35:00,"ASHC","Temperature",17.269733
"1110",2023-10-14 20:50:00,"ASHC","Temperature",17.239914
"1111",2023-10-14 21:05:00,"ASHC","Temperature",17.241129
"1112",2023-10-14 21:20:00,"ASHC","Temperature",17.230848
"1113",2023-10-14 21:35:00,"ASHC","Temperature",17.194714
"1114",2023-10-14 21:50:00,"ASHC","Temperature",17.20437
"1115",2023-10-14 22:05:00,"ASHC","Temperature",17.183023
"1116",2023-10-14 22:20:00,"ASHC","Temperature",17.1305
"1117",2023-10-14 22:35:00,"ASHC","Temperature",17.110037
"1118",2023-10-14 22:50:00,"ASHC","Temperature",17.131182
"1119",2023-10-14 23:05:00,"ASHC","Temperature",17.107594
"1120",2023-10-14 23:20:00,"ASHC","Temperature",17.088821
"1121",2023-10-14 23:35:00,"ASHC","Temperature",17.068174
"1122",2023-10-14 23:50:00,"ASHC","Temperature",17.063553
"1123",2023-10-15 00:05:00,"ASHC","Temperature",17.033318
"1124",2023-10-15 00:20:00,"ASHC","Temperature",17.046381
"1125",2023-10-15 00:35:00,"ASHC","Temperature",17.020636
"1126",2023-10-15 00:50:00,"ASHC","Temperature",16.992506
"1127",2023-10-15 01:05:00,"ASHC","Temperature",16.952887
"1128",2023-10-15 01:20:00,"ASHC","Temperature",16.917936
"1129",2023-10-15 01:35:00,"ASHC","Temperature",16.863508
"1130",2023-10-15 01:50:00,"ASHC","Temperature",16.769018
"1131",2023-10-15 02:05:00,"ASHC","Temperature",16.703123
"1132",2023-10-15 02:20:00,"ASHC","Temperature",16.604267
"1133",2023-10-15 02:35:00,"ASHC","Temperature",16.492298
"1134",2023-10-15 02:50:00,"ASHC","Temperature",16.371922
"1135",2023-10-15 03:05:00,"ASHC","Temperature",16.224134
"1136",2023-10-15 03:20:00,"ASHC","Temperature",16.025608
"1137",2023-10-15 03:35:00,"ASHC","Temperature",15.749978
"1138",2023-10-15 03:50:00,"ASHC","Temperature",15.477556
"1139",2023-10-15 04:05:00,"ASHC","Temperature",15.311475
"1140",2023-10-15 04:20:00,"ASHC","Temperature",15.174029
"1141",2023-10-15 04:35:00,"ASHC","Temperature",15.046295
"1142",2023-10-15 04:50:00,"ASHC","Temperature",15.024186
"1143",2023-10-15 05:05:00,"ASHC","Temperature",14.86223
"1144",2023-10-15 05:20:00,"ASHC","Temperature",14.85754
"1145",2023-10-15 05:35:00,"ASHC","Temperature",14.722152
"1146",2023-10-15 05:50:00,"ASHC","Temperature",16.139912
"1147",2023-10-15 06:05:00,"ASHC","Temperature",16.959118
"1148",2023-10-15 06:20:00,"ASHC","Temperature",16.916267
"1149",2023-10-15 06:35:00,"ASHC","Temperature",16.856182
"1150",2023-10-15 06:50:00,"ASHC","Temperature",16.884089
"1151",2023-10-15 07:05:00,"ASHC","Temperature",16.920387
"1152",2023-10-15 07:20:00,"ASHC","Temperature",16.955523
"1153",2023-10-15 07:35:00,"ASHC","Temperature",16.965078
"1154",2023-10-15 07:50:00,"ASHC","Temperature",16.961586
"1155",2023-10-15 08:05:00,"ASHC","Temperature",16.979713
"1156",2023-10-15 08:20:00,"ASHC","Temperature",16.97951
"1157",2023-10-15 08:35:00,"ASHC","Temperature",16.947918
"1158",2023-10-15 08:50:00,"ASHC","Temperature",16.887255
"1159",2023-10-15 09:05:00,"ASHC","Temperature",16.837059
"1160",2023-10-15 09:20:00,"ASHC","Temperature",16.810625
"1161",2023-10-15 09:35:00,"ASHC","Temperature",16.806944
"1162",2023-10-15 09:50:00,"ASHC","Temperature",16.81825
"1163",2023-10-15 10:05:00,"ASHC","Temperature",16.817144
"1164",2023-10-15 10:20:00,"ASHC","Temperature",16.818924
"1165",2023-10-15 10:35:00,"ASHC","Temperature",16.835304
"1166",2023-10-15 10:50:00,"ASHC","Temperature",16.860851
"1167",2023-10-15 11:05:00,"ASHC","Temperature",16.895351
"1168",2023-10-15 11:20:00,"ASHC","Temperature",16.921886
"1169",2023-10-15 11:35:00,"ASHC","Temperature",16.960135
"1170",2023-10-15 11:50:00,"ASHC","Temperature",16.967718
"1171",2023-10-15 12:05:00,"ASHC","Temperature",16.985624
"1172",2023-10-15 12:20:00,"ASHC","Temperature",17.037561
"1173",2023-10-15 12:35:00,"ASHC","Temperature",17.123838
"1174",2023-10-15 12:50:00,"ASHC","Temperature",17.142647
"1175",2023-10-15 13:05:00,"ASHC","Temperature",17.169573
"1176",2023-10-15 13:20:00,"ASHC","Temperature",17.17258
"1177",2023-10-15 13:35:00,"ASHC","Temperature",17.194334
"1178",2023-10-15 13:50:00,"ASHC","Temperature",17.20786
"1179",2023-10-15 14:05:00,"ASHC","Temperature",17.247766
"1180",2023-10-15 14:20:00,"ASHC","Temperature",17.216492
"1181",2023-10-15 14:35:00,"ASHC","Temperature",17.20689
"1182",2023-10-15 14:50:00,"ASHC","Temperature",17.149513
"1183",2023-10-15 15:05:00,"ASHC","Temperature",17.105885
"1184",2023-10-15 15:20:00,"ASHC","Temperature",17.043995
"1185",2023-10-15 15:35:00,"ASHC","Temperature",16.937975
"1186",2023-10-15 15:50:00,"ASHC","Temperature",16.939999
"1187",2023-10-15 16:05:00,"ASHC","Temperature",16.93008
"1188",2023-10-15 16:20:00,"ASHC","Temperature",16.716715
"1189",2023-10-15 16:35:00,"ASHC","Temperature",16.485802
"1190",2023-10-15 16:50:00,"ASHC","Temperature",16.438078
"1191",2023-10-15 17:05:00,"ASHC","Temperature",16.250023
"1192",2023-10-15 17:20:00,"ASHC","Temperature",16.075409
"1193",2023-10-15 17:35:00,"ASHC","Temperature",15.890698
"1194",2023-10-15 17:50:00,"ASHC","Temperature",15.812118
"1195",2023-10-15 18:05:00,"ASHC","Temperature",15.658328
"1196",2023-10-15 18:20:00,"ASHC","Temperature",15.839836
"1197",2023-10-15 18:35:00,"ASHC","Temperature",16.994537
"1198",2023-10-15 18:50:00,"ASHC","Temperature",16.96451
"1199",2023-10-15 19:05:00,"ASHC","Temperature",16.972614
"1200",2023-10-15 19:20:00,"ASHC","Temperature",16.96165
"1201",2023-10-15 19:35:00,"ASHC","Temperature",16.98192
"1202",2023-10-15 19:50:00,"ASHC","Temperature",16.987629
"1203",2023-10-15 20:05:00,"ASHC","Temperature",16.970356
"1204",2023-10-15 20:20:00,"ASHC","Temperature",16.954584
"1205",2023-10-15 20:35:00,"ASHC","Temperature",16.944109
"1206",2023-10-15 20:50:00,"ASHC","Temperature",16.932734
"1207",2023-10-15 21:05:00,"ASHC","Temperature",16.922714
"1208",2023-10-15 21:20:00,"ASHC","Temperature",16.915543
"1209",2023-10-15 21:35:00,"ASHC","Temperature",16.90822
"1210",2023-10-15 21:50:00,"ASHC","Temperature",16.898346
"1211",2023-10-15 22:05:00,"ASHC","Temperature",16.901047
"1212",2023-10-15 22:20:00,"ASHC","Temperature",16.890963
"1213",2023-10-15 22:35:00,"ASHC","Temperature",16.860193
"1214",2023-10-15 22:50:00,"ASHC","Temperature",16.846107
"1215",2023-10-15 23:05:00,"ASHC","Temperature",16.822159
"1216",2023-10-15 23:20:00,"ASHC","Temperature",16.823101
"1217",2023-10-15 23:35:00,"ASHC","Temperature",16.787386
"1218",2023-10-15 23:50:00,"ASHC","Temperature",16.77712
"1219",2023-10-16 00:05:00,"ASHC","Temperature",16.72772
"1220",2023-10-16 00:20:00,"ASHC","Temperature",16.714558
"1221",2023-10-16 00:35:00,"ASHC","Temperature",16.681635
"1222",2023-10-16 00:50:00,"ASHC","Temperature",16.637365
"1223",2023-10-16 01:05:00,"ASHC","Temperature",16.591278
"1224",2023-10-16 01:20:00,"ASHC","Temperature",16.583374
"1225",2023-10-16 01:35:00,"ASHC","Temperature",16.510435
"1226",2023-10-16 01:50:00,"ASHC","Temperature",16.45595
"1227",2023-10-16 02:05:00,"ASHC","Temperature",16.419275
"1228",2023-10-16 02:20:00,"ASHC","Temperature",16.28924
"1229",2023-10-16 02:35:00,"ASHC","Temperature",16.183321
"1230",2023-10-16 02:50:00,"ASHC","Temperature",16.110859
"1231",2023-10-16 03:05:00,"ASHC","Temperature",16.011078
"1232",2023-10-16 03:20:00,"ASHC","Temperature",15.864672
"1233",2023-10-16 03:35:00,"ASHC","Temperature",15.663486
"1234",2023-10-16 03:50:00,"ASHC","Temperature",15.465031
"1235",2023-10-16 04:05:00,"ASHC","Temperature",15.255154
"1236",2023-10-16 04:20:00,"ASHC","Temperature",15.037506
"1237",2023-10-16 04:35:00,"ASHC","Temperature",14.873335
"1238",2023-10-16 04:50:00,"ASHC","Temperature",14.79176
"1239",2023-10-16 05:05:00,"ASHC","Temperature",14.725216
"1240",2023-10-16 05:20:00,"ASHC","Temperature",14.524154
"1241",2023-10-16 05:35:00,"ASHC","Temperature",14.3869095
"1242",2023-10-16 05:50:00,"ASHC","Temperature",14.360634
"1243",2023-10-16 06:05:00,"ASHC","Temperature",14.251289
"1244",2023-10-16 06:20:00,"ASHC","Temperature",14.154767
"1245",2023-10-16 06:35:00,"ASHC","Temperature",15.89819
"1246",2023-10-16 06:50:00,"ASHC","Temperature",16.306765
"1247",2023-10-16 07:05:00,"ASHC","Temperature",16.214323
"1248",2023-10-16 07:20:00,"ASHC","Temperature",16.243843
"1249",2023-10-16 07:35:00,"ASHC","Temperature",16.28783
"1250",2023-10-16 07:50:00,"ASHC","Temperature",16.380775
"1251",2023-10-16 08:05:00,"ASHC","Temperature",16.438492
"1252",2023-10-16 08:20:00,"ASHC","Temperature",16.467205
"1253",2023-10-16 08:35:00,"ASHC","Temperature",16.469795
"1254",2023-10-16 08:50:00,"ASHC","Temperature",16.626118
"1255",2023-10-16 09:05:00,"ASHC","Temperature",16.785294
"1256",2023-10-16 09:20:00,"ASHC","Temperature",16.8724
"1257",2023-10-16 09:35:00,"ASHC","Temperature",16.90188
"1258",2023-10-16 09:50:00,"ASHC","Temperature",16.917345
"1259",2023-10-16 10:05:00,"ASHC","Temperature",16.92639
"1260",2023-10-16 10:20:00,"ASHC","Temperature",16.971176
"1261",2023-10-16 10:35:00,"ASHC","Temperature",16.982294
"1262",2023-10-16 10:50:00,"ASHC","Temperature",16.986961
"1263",2023-10-16 11:05:00,"ASHC","Temperature",17.042448
"1264",2023-10-16 11:20:00,"ASHC","Temperature",17.062386
"1265",2023-10-16 11:35:00,"ASHC","Temperature",17.072641
"1266",2023-10-16 11:50:00,"ASHC","Temperature",17.117262
"1267",2023-10-16 12:05:00,"ASHC","Temperature",17.13594
"1268",2023-10-16 12:20:00,"ASHC","Temperature",17.167042
"1269",2023-10-16 12:35:00,"ASHC","Temperature",17.205954
"1270",2023-10-16 12:50:00,"ASHC","Temperature",17.236399
"1271",2023-10-16 13:05:00,"ASHC","Temperature",17.321459
"1272",2023-10-16 13:20:00,"ASHC","Temperature",17.394882
"1273",2023-10-16 13:35:00,"ASHC","Temperature",17.441383
"1274",2023-10-16 13:50:00,"ASHC","Temperature",17.463278
"1275",2023-10-16 14:05:00,"ASHC","Temperature",17.505287
"1276",2023-10-16 14:20:00,"ASHC","Temperature",17.548485
"1277",2023-10-16 14:35:00,"ASHC","Temperature",17.566547
"1278",2023-10-16 14:50:00,"ASHC","Temperature",17.612368
"1279",2023-10-16 15:05:00,"ASHC","Temperature",17.561443
"1280",2023-10-16 15:20:00,"ASHC","Temperature",17.574875
"1281",2023-10-16 15:35:00,"ASHC","Temperature",17.520687
"1282",2023-10-16 15:50:00,"ASHC","Temperature",17.46574
"1283",2023-10-16 16:05:00,"ASHC","Temperature",17.40104
"1284",2023-10-16 16:20:00,"ASHC","Temperature",17.396252
"1285",2023-10-16 16:35:00,"ASHC","Temperature",17.519915
"1286",2023-10-16 16:50:00,"ASHC","Temperature",17.562597
"1287",2023-10-16 17:05:00,"ASHC","Temperature",17.421284
"1288",2023-10-16 17:20:00,"ASHC","Temperature",17.33332
"1289",2023-10-16 17:35:00,"ASHC","Temperature",17.096987
"1290",2023-10-16 17:50:00,"ASHC","Temperature",17.009308
"1291",2023-10-16 18:05:00,"ASHC","Temperature",16.725033
"1292",2023-10-16 18:20:00,"ASHC","Temperature",16.660807
"1293",2023-10-16 18:35:00,"ASHC","Temperature",16.472193
"1294",2023-10-16 18:50:00,"ASHC","Temperature",16.195015
"1295",2023-10-16 19:05:00,"ASHC","Temperature",16.534838
"1296",2023-10-16 19:20:00,"ASHC","Temperature",17.079863
"1297",2023-10-16 19:35:00,"ASHC","Temperature",17.077538
"1298",2023-10-16 19:50:00,"ASHC","Temperature",17.144129
"1299",2023-10-16 20:05:00,"ASHC","Temperature",17.136595
"1300",2023-10-16 20:20:00,"ASHC","Temperature",17.199404
"1301",2023-10-16 20:35:00,"ASHC","Temperature",17.162098
"1302",2023-10-16 20:50:00,"ASHC","Temperature",17.131813
"1303",2023-10-16 21:05:00,"ASHC","Temperature",17.11874
"1304",2023-10-16 21:20:00,"ASHC","Temperature",17.11783
"1305",2023-10-16 21:35:00,"ASHC","Temperature",17.10772
"1306",2023-10-16 21:50:00,"ASHC","Temperature",17.072344
"1307",2023-10-16 22:05:00,"ASHC","Temperature",17.062405
"1308",2023-10-16 22:20:00,"ASHC","Temperature",17.05313
"1309",2023-10-16 22:35:00,"ASHC","Temperature",17.06108
"1310",2023-10-16 22:50:00,"ASHC","Temperature",17.034798
"1311",2023-10-16 23:05:00,"ASHC","Temperature",17.027876
"1312",2023-10-16 23:20:00,"ASHC","Temperature",17.0219
"1313",2023-10-16 23:35:00,"ASHC","Temperature",17.008556
"1314",2023-10-16 23:50:00,"ASHC","Temperature",16.998873
"1315",2023-10-17 00:05:00,"ASHC","Temperature",16.986418
"1316",2023-10-17 00:20:00,"ASHC","Temperature",16.986574
"1317",2023-10-17 00:35:00,"ASHC","Temperature",16.980375
"1318",2023-10-17 00:50:00,"ASHC","Temperature",16.952045
"1319",2023-10-17 01:05:00,"ASHC","Temperature",16.923195
"1320",2023-10-17 01:20:00,"ASHC","Temperature",16.873283
"1321",2023-10-17 01:35:00,"ASHC","Temperature",16.868383
"1322",2023-10-17 01:50:00,"ASHC","Temperature",16.819565
"1323",2023-10-17 02:05:00,"ASHC","Temperature",16.76628
"1324",2023-10-17 02:20:00,"ASHC","Temperature",16.700624
"1325",2023-10-17 02:35:00,"ASHC","Temperature",16.682325
"1326",2023-10-17 02:50:00,"ASHC","Temperature",16.648869
"1327",2023-10-17 03:05:00,"ASHC","Temperature",16.559595
"1328",2023-10-17 03:20:00,"ASHC","Temperature",16.512619
"1329",2023-10-17 03:35:00,"ASHC","Temperature",16.441082
"1330",2023-10-17 03:50:00,"ASHC","Temperature",16.34986
"1331",2023-10-17 04:05:00,"ASHC","Temperature",16.232775
"1332",2023-10-17 04:20:00,"ASHC","Temperature",16.114721
"1333",2023-10-17 04:35:00,"ASHC","Temperature",15.965935
"1334",2023-10-17 04:50:00,"ASHC","Temperature",15.830174
"1335",2023-10-17 05:05:00,"ASHC","Temperature",15.630774
"1336",2023-10-17 05:20:00,"ASHC","Temperature",15.435092
"1337",2023-10-17 05:35:00,"ASHC","Temperature",15.339718
"1338",2023-10-17 05:50:00,"ASHC","Temperature",15.233454
"1339",2023-10-17 06:05:00,"ASHC","Temperature",15.031129
"1340",2023-10-17 06:20:00,"ASHC","Temperature",14.955968
"1341",2023-10-17 06:35:00,"ASHC","Temperature",14.913365
"1342",2023-10-17 06:50:00,"ASHC","Temperature",14.8426695
"1343",2023-10-17 07:05:00,"ASHC","Temperature",14.925213
"1344",2023-10-17 07:20:00,"ASHC","Temperature",16.587683
"1345",2023-10-17 07:35:00,"ASHC","Temperature",16.66741
"1346",2023-10-17 07:50:00,"ASHC","Temperature",16.656754
"1347",2023-10-17 08:05:00,"ASHC","Temperature",16.648085
"1348",2023-10-17 08:20:00,"ASHC","Temperature",16.748747
"1349",2023-10-17 08:35:00,"ASHC","Temperature",16.821003
"1350",2023-10-17 08:50:00,"ASHC","Temperature",16.838581
"1351",2023-10-17 09:05:00,"ASHC","Temperature",16.855377
"1352",2023-10-17 09:20:00,"ASHC","Temperature",16.890697
"1353",2023-10-17 09:35:00,"ASHC","Temperature",16.919313
"1354",2023-10-17 09:50:00,"ASHC","Temperature",16.947817
"1355",2023-10-17 10:05:00,"ASHC","Temperature",16.998035
"1356",2023-10-17 10:20:00,"ASHC","Temperature",17.02265
"1357",2023-10-17 10:35:00,"ASHC","Temperature",17.031668
"1358",2023-10-17 10:50:00,"ASHC","Temperature",17.034441
"1359",2023-10-17 11:05:00,"ASHC","Temperature",17.048603
"1360",2023-10-17 11:20:00,"ASHC","Temperature",17.03307
"1361",2023-10-17 11:35:00,"ASHC","Temperature",17.012596
"1362",2023-10-17 11:50:00,"ASHC","Temperature",16.997272
"1363",2023-10-17 12:05:00,"ASHC","Temperature",17.014603
"1364",2023-10-17 12:20:00,"ASHC","Temperature",17.031069
"1365",2023-10-17 12:35:00,"ASHC","Temperature",17.040949
"1366",2023-10-17 12:50:00,"ASHC","Temperature",17.040741
"1367",2023-10-17 13:05:00,"ASHC","Temperature",17.080233
"1368",2023-10-17 13:20:00,"ASHC","Temperature",17.11984
"1369",2023-10-17 13:35:00,"ASHC","Temperature",17.198868
"1370",2023-10-17 13:50:00,"ASHC","Temperature",17.217377
"1371",2023-10-17 14:05:00,"ASHC","Temperature",17.245018
"1372",2023-10-17 14:20:00,"ASHC","Temperature",17.2914
"1373",2023-10-17 14:35:00,"ASHC","Temperature",17.348068
"1374",2023-10-17 14:50:00,"ASHC","Temperature",17.382744
"1375",2023-10-17 15:05:00,"ASHC","Temperature",17.447678
"1376",2023-10-17 15:20:00,"ASHC","Temperature",17.46831
"1377",2023-10-17 15:35:00,"ASHC","Temperature",17.49048
"1378",2023-10-17 15:50:00,"ASHC","Temperature",17.501228
"1379",2023-10-17 16:05:00,"ASHC","Temperature",17.49879
"1380",2023-10-17 16:20:00,"ASHC","Temperature",17.470278
"1381",2023-10-17 16:35:00,"ASHC","Temperature",17.438576
