"","Date.Time","temp_clean","Site"
"1",2023-09-26 09:54:00,15.83663,"GOLD"
"2",2023-09-26 10:12:00,15.67017,"GOLD"
"3",2023-09-26 10:14:00,15.61805,"GOLD"
"4",2023-09-26 10:34:00,NA,"GOLD"
"5",2023-09-26 10:54:00,18.6018,"GOLD"
"6",2023-09-26 11:14:00,18.56107,"GOLD"
"7",2023-09-26 11:34:00,18.59217,"GOLD"
"8",2023-09-26 11:54:00,18.53478,"GOLD"
"9",2023-09-26 12:14:00,18.61191,"GOLD"
"10",2023-09-26 12:34:00,18.66014,"GOLD"
"11",2023-09-26 12:54:00,18.65795,"GOLD"
"12",2023-09-26 13:14:00,18.5771,"GOLD"
"13",2023-09-26 13:34:00,18.60088,"GOLD"
"14",2023-09-26 13:54:00,18.53703,"GOLD"
"15",2023-09-26 14:14:00,18.49532,"GOLD"
"16",2023-09-26 14:34:00,18.42106,"GOLD"
"17",2023-09-26 14:54:00,18.40047,"GOLD"
"18",2023-09-26 15:14:00,18.3971,"GOLD"
"19",2023-09-26 15:34:00,18.33222,"GOLD"
"20",2023-09-26 15:54:00,18.21462,"GOLD"
"21",2023-09-26 16:14:00,18.06547,"GOLD"
"22",2023-09-26 16:34:00,18.15504,"GOLD"
"23",2023-09-26 16:54:00,18.23964,"GOLD"
"24",2023-09-26 17:14:00,18.24805,"GOLD"
"25",2023-09-26 17:34:00,18.4207,"GOLD"
"26",2023-09-26 17:54:00,18.54436,"GOLD"
"27",2023-09-26 18:14:00,18.44999,"GOLD"
"28",2023-09-26 18:34:00,18.42115,"GOLD"
"29",2023-09-26 18:54:00,18.5045,"GOLD"
"30",2023-09-26 19:14:00,18.34973,"GOLD"
"31",2023-09-26 19:34:00,18.34831,"GOLD"
"32",2023-09-26 19:54:00,18.37438,"GOLD"
"33",2023-09-26 20:14:00,18.38197,"GOLD"
"34",2023-09-26 20:34:00,18.42272,"GOLD"
"35",2023-09-26 20:54:00,18.40635,"GOLD"
"36",2023-09-26 21:14:00,18.38643,"GOLD"
"37",2023-09-26 21:34:00,18.36766,"GOLD"
"38",2023-09-26 21:54:00,18.35017,"GOLD"
"39",2023-09-26 22:14:00,18.30046,"GOLD"
"40",2023-09-26 22:34:00,18.2772,"GOLD"
"41",2023-09-26 22:54:00,18.29434,"GOLD"
"42",2023-09-26 23:14:00,18.35014,"GOLD"
"43",2023-09-26 23:34:00,18.35351,"GOLD"
"44",2023-09-26 23:54:00,18.3449,"GOLD"
"45",2023-09-27 00:14:00,18.32822,"GOLD"
"46",2023-09-27 00:34:00,18.28499,"GOLD"
"47",2023-09-27 00:54:00,18.1826,"GOLD"
"48",2023-09-27 01:14:00,18.16644,"GOLD"
"49",2023-09-27 01:34:00,18.17585,"GOLD"
"50",2023-09-27 01:54:00,18.01163,"GOLD"
"51",2023-09-27 02:14:00,17.94198,"GOLD"
"52",2023-09-27 02:34:00,17.96948,"GOLD"
"53",2023-09-27 02:54:00,17.73984,"GOLD"
"54",2023-09-27 03:14:00,17.68771,"GOLD"
"55",2023-09-27 03:34:00,17.60528,"GOLD"
"56",2023-09-27 03:54:00,17.51995,"GOLD"
"57",2023-09-27 04:14:00,17.45868,"GOLD"
"58",2023-09-27 04:34:00,17.31209,"GOLD"
"59",2023-09-27 04:54:00,17.12497,"GOLD"
"60",2023-09-27 05:14:00,16.77612,"GOLD"
"61",2023-09-27 05:34:00,16.69389,"GOLD"
"62",2023-09-27 05:54:00,16.60385,"GOLD"
"63",2023-09-27 06:14:00,17.59214,"GOLD"
"64",2023-09-27 06:34:00,17.79865,"GOLD"
"65",2023-09-27 06:54:00,17.83838,"GOLD"
"66",2023-09-27 07:14:00,17.81959,"GOLD"
"67",2023-09-27 07:34:00,17.85466,"GOLD"
"68",2023-09-27 07:54:00,17.86716,"GOLD"
"69",2023-09-27 08:14:00,17.89466,"GOLD"
"70",2023-09-27 08:34:00,17.93193,"GOLD"
"71",2023-09-27 08:54:00,17.90713,"GOLD"
"72",2023-09-27 09:14:00,18.01855,"GOLD"
"73",2023-09-27 09:34:00,18.02953,"GOLD"
"74",2023-09-27 09:54:00,17.99513,"GOLD"
"75",2023-09-27 10:14:00,17.99808,"GOLD"
"76",2023-09-27 10:34:00,18.00776,"GOLD"
"77",2023-09-27 10:54:00,18.01835,"GOLD"
"78",2023-09-27 11:14:00,18.02676,"GOLD"
"79",2023-09-27 11:34:00,17.95035,"GOLD"
"80",2023-09-27 11:54:00,17.97992,"GOLD"
"81",2023-09-27 12:14:00,18.01419,"GOLD"
"82",2023-09-27 12:34:00,18.0254,"GOLD"
"83",2023-09-27 12:54:00,18.02298,"GOLD"
"84",2023-09-27 13:14:00,18.032,"GOLD"
"85",2023-09-27 13:34:00,18.2204,"GOLD"
"86",2023-09-27 13:54:00,18.36765,"GOLD"
"87",2023-09-27 14:14:00,18.31538,"GOLD"
"88",2023-09-27 14:34:00,18.48979,"GOLD"
"89",2023-09-27 14:54:00,18.56771,"GOLD"
"90",2023-09-27 15:14:00,18.64393,"GOLD"
"91",2023-09-27 15:34:00,18.6333,"GOLD"
"92",2023-09-27 15:54:00,18.56651,"GOLD"
"93",2023-09-27 16:14:00,18.60485,"GOLD"
"94",2023-09-27 16:34:00,18.65213,"GOLD"
"95",2023-09-27 16:54:00,18.69903,"GOLD"
"96",2023-09-27 17:14:00,18.64079,"GOLD"
"97",2023-09-27 17:34:00,18.66248,"GOLD"
"98",2023-09-27 17:54:00,18.66599,"GOLD"
"99",2023-09-27 18:14:00,18.68873,"GOLD"
"100",2023-09-27 18:34:00,18.59116,"GOLD"
"101",2023-09-27 18:54:00,18.44422,"GOLD"
"102",2023-09-27 19:14:00,18.43586,"GOLD"
"103",2023-09-27 19:34:00,18.41062,"GOLD"
"104",2023-09-27 19:54:00,18.41516,"GOLD"
"105",2023-09-27 20:14:00,18.36551,"GOLD"
"106",2023-09-27 20:34:00,18.36165,"GOLD"
"107",2023-09-27 20:54:00,18.32705,"GOLD"
"108",2023-09-27 21:14:00,18.31863,"GOLD"
"109",2023-09-27 21:34:00,18.32154,"GOLD"
"110",2023-09-27 21:54:00,18.32628,"GOLD"
"111",2023-09-27 22:14:00,18.30214,"GOLD"
"112",2023-09-27 22:34:00,18.29306,"GOLD"
"113",2023-09-27 22:54:00,18.25275,"GOLD"
"114",2023-09-27 23:14:00,18.25006,"GOLD"
"115",2023-09-27 23:34:00,18.24637,"GOLD"
"116",2023-09-27 23:54:00,18.26775,"GOLD"
"117",2023-09-28 00:14:00,18.29279,"GOLD"
"118",2023-09-28 00:34:00,18.30898,"GOLD"
"119",2023-09-28 00:54:00,18.30835,"GOLD"
"120",2023-09-28 01:14:00,18.31068,"GOLD"
"121",2023-09-28 01:34:00,18.31794,"GOLD"
"122",2023-09-28 01:54:00,18.31554,"GOLD"
"123",2023-09-28 02:14:00,18.2886,"GOLD"
"124",2023-09-28 02:34:00,18.10702,"GOLD"
"125",2023-09-28 02:54:00,17.98856,"GOLD"
"126",2023-09-28 03:14:00,17.89484,"GOLD"
"127",2023-09-28 03:34:00,17.85424,"GOLD"
"128",2023-09-28 03:54:00,17.82759,"GOLD"
"129",2023-09-28 04:14:00,17.90157,"GOLD"
"130",2023-09-28 04:34:00,17.97233,"GOLD"
"131",2023-09-28 04:54:00,17.97602,"GOLD"
"132",2023-09-28 05:14:00,17.94602,"GOLD"
"133",2023-09-28 05:34:00,17.94571,"GOLD"
"134",2023-09-28 05:54:00,17.89122,"GOLD"
"135",2023-09-28 06:14:00,17.85434,"GOLD"
"136",2023-09-28 06:34:00,17.80367,"GOLD"
"137",2023-09-28 06:54:00,17.54285,"GOLD"
"138",2023-09-28 07:14:00,18.02251,"GOLD"
"139",2023-09-28 07:34:00,18.02896,"GOLD"
"140",2023-09-28 07:54:00,18.00027,"GOLD"
"141",2023-09-28 08:14:00,18.02484,"GOLD"
"142",2023-09-28 08:34:00,17.9762,"GOLD"
"143",2023-09-28 08:54:00,18.00083,"GOLD"
"144",2023-09-28 09:14:00,18.00071,"GOLD"
"145",2023-09-28 09:34:00,18.06922,"GOLD"
"146",2023-09-28 09:54:00,18.04681,"GOLD"
"147",2023-09-28 10:14:00,18.13095,"GOLD"
"148",2023-09-28 10:34:00,18.1179,"GOLD"
"149",2023-09-28 10:54:00,18.09306,"GOLD"
"150",2023-09-28 11:14:00,18.03557,"GOLD"
"151",2023-09-28 11:34:00,18.03345,"GOLD"
"152",2023-09-28 11:54:00,18.03915,"GOLD"
"153",2023-09-28 12:14:00,18.04828,"GOLD"
"154",2023-09-28 12:34:00,18.0355,"GOLD"
"155",2023-09-28 12:54:00,18.04094,"GOLD"
"156",2023-09-28 13:14:00,18.04481,"GOLD"
"157",2023-09-28 13:34:00,18.05407,"GOLD"
"158",2023-09-28 13:54:00,18.06075,"GOLD"
"159",2023-09-28 14:14:00,18.08844,"GOLD"
"160",2023-09-28 14:34:00,18.13705,"GOLD"
"161",2023-09-28 14:54:00,18.17678,"GOLD"
"162",2023-09-28 15:14:00,18.20231,"GOLD"
"163",2023-09-28 15:34:00,18.23101,"GOLD"
"164",2023-09-28 15:54:00,18.27295,"GOLD"
"165",2023-09-28 16:14:00,18.23462,"GOLD"
"166",2023-09-28 16:34:00,18.22989,"GOLD"
"167",2023-09-28 16:54:00,18.21109,"GOLD"
"168",2023-09-28 17:14:00,18.12433,"GOLD"
"169",2023-09-28 17:34:00,18.14133,"GOLD"
"170",2023-09-28 17:54:00,18.08804,"GOLD"
"171",2023-09-28 18:14:00,18.09966,"GOLD"
"172",2023-09-28 18:34:00,18.07386,"GOLD"
"173",2023-09-28 18:54:00,18.14201,"GOLD"
"174",2023-09-28 19:14:00,18.12448,"GOLD"
"175",2023-09-28 19:34:00,18.16916,"GOLD"
"176",2023-09-28 19:54:00,18.16825,"GOLD"
"177",2023-09-28 20:14:00,18.16178,"GOLD"
"178",2023-09-28 20:34:00,18.15804,"GOLD"
"179",2023-09-28 20:54:00,18.14907,"GOLD"
"180",2023-09-28 21:14:00,18.16743,"GOLD"
"181",2023-09-28 21:34:00,18.11831,"GOLD"
"182",2023-09-28 21:54:00,18.11885,"GOLD"
"183",2023-09-28 22:14:00,18.13561,"GOLD"
"184",2023-09-28 22:34:00,18.1514,"GOLD"
"185",2023-09-28 22:54:00,18.14471,"GOLD"
"186",2023-09-28 23:14:00,18.16184,"GOLD"
"187",2023-09-28 23:34:00,18.11367,"GOLD"
"188",2023-09-28 23:54:00,18.13912,"GOLD"
"189",2023-09-29 00:14:00,18.09675,"GOLD"
"190",2023-09-29 00:34:00,18.08881,"GOLD"
"191",2023-09-29 00:54:00,18.07761,"GOLD"
"192",2023-09-29 01:14:00,18.11474,"GOLD"
"193",2023-09-29 01:34:00,18.11745,"GOLD"
"194",2023-09-29 01:54:00,18.12013,"GOLD"
"195",2023-09-29 02:14:00,18.1178,"GOLD"
"196",2023-09-29 02:34:00,18.10785,"GOLD"
"197",2023-09-29 02:54:00,18.08762,"GOLD"
"198",2023-09-29 03:14:00,18.02766,"GOLD"
"199",2023-09-29 03:34:00,17.9407,"GOLD"
"200",2023-09-29 03:54:00,17.9414,"GOLD"
"201",2023-09-29 04:14:00,17.90934,"GOLD"
"202",2023-09-29 04:34:00,17.89462,"GOLD"
"203",2023-09-29 04:54:00,17.87594,"GOLD"
"204",2023-09-29 05:14:00,17.87,"GOLD"
"205",2023-09-29 05:34:00,17.84182,"GOLD"
"206",2023-09-29 05:54:00,17.83429,"GOLD"
"207",2023-09-29 06:14:00,17.86956,"GOLD"
"208",2023-09-29 06:34:00,17.8029,"GOLD"
"209",2023-09-29 06:54:00,17.73446,"GOLD"
"210",2023-09-29 07:14:00,17.69201,"GOLD"
"211",2023-09-29 07:34:00,17.76618,"GOLD"
"212",2023-09-29 07:54:00,17.93469,"GOLD"
"213",2023-09-29 08:14:00,17.924,"GOLD"
"214",2023-09-29 08:34:00,17.89482,"GOLD"
"215",2023-09-29 08:54:00,17.91712,"GOLD"
"216",2023-09-29 09:14:00,17.99044,"GOLD"
"217",2023-09-29 09:34:00,17.99249,"GOLD"
"218",2023-09-29 09:54:00,17.99418,"GOLD"
"219",2023-09-29 10:14:00,17.98877,"GOLD"
