"","Date.Time","temp_clean","Site"
"220",2023-09-29 10:34:00,17.97671,"GOLD"
"221",2023-09-29 10:54:00,17.96059,"GOLD"
"222",2023-09-29 11:14:00,17.9746,"GOLD"
"223",2023-09-29 11:34:00,17.95467,"GOLD"
"224",2023-09-29 11:54:00,17.95684,"GOLD"
"225",2023-09-29 12:14:00,17.9435,"GOLD"
"226",2023-09-29 12:34:00,17.93873,"GOLD"
"227",2023-09-29 12:54:00,17.94053,"GOLD"
"228",2023-09-29 13:14:00,17.94379,"GOLD"
"229",2023-09-29 13:34:00,17.93989,"GOLD"
"230",2023-09-29 13:54:00,17.92356,"GOLD"
"231",2023-09-29 14:14:00,17.9213,"GOLD"
"232",2023-09-29 14:34:00,17.93671,"GOLD"
"233",2023-09-29 14:54:00,17.89606,"GOLD"
"234",2023-09-29 15:14:00,17.75648,"GOLD"
"235",2023-09-29 15:34:00,17.67925,"GOLD"
"236",2023-09-29 15:54:00,17.65704,"GOLD"
"237",2023-09-29 16:14:00,17.67617,"GOLD"
"238",2023-09-29 16:34:00,17.63387,"GOLD"
"239",2023-09-29 16:54:00,17.55305,"GOLD"
"240",2023-09-29 17:14:00,17.56693,"GOLD"
"241",2023-09-29 17:34:00,17.53679,"GOLD"
"242",2023-09-29 17:54:00,17.37415,"GOLD"
"243",2023-09-29 18:14:00,17.29409,"GOLD"
"244",2023-09-29 18:34:00,17.19645,"GOLD"
"245",2023-09-29 18:54:00,17.22133,"GOLD"
"246",2023-09-29 19:14:00,17.26187,"GOLD"
"247",2023-09-29 19:34:00,17.47399,"GOLD"
"248",2023-09-29 19:54:00,17.52081,"GOLD"
"249",2023-09-29 20:14:00,17.55137,"GOLD"
"250",2023-09-29 20:34:00,17.60435,"GOLD"
"251",2023-09-29 20:54:00,17.68141,"GOLD"
"252",2023-09-29 21:14:00,17.68317,"GOLD"
"253",2023-09-29 21:34:00,17.7,"GOLD"
"254",2023-09-29 21:54:00,17.79636,"GOLD"
"255",2023-09-29 22:14:00,17.86019,"GOLD"
"256",2023-09-29 22:34:00,17.8693,"GOLD"
"257",2023-09-29 22:54:00,17.89488,"GOLD"
"258",2023-09-29 23:14:00,17.89776,"GOLD"
"259",2023-09-29 23:34:00,17.89163,"GOLD"
"260",2023-09-29 23:54:00,17.88116,"GOLD"
"261",2023-09-30 00:14:00,17.85524,"GOLD"
"262",2023-09-30 00:34:00,17.81559,"GOLD"
"263",2023-09-30 00:54:00,17.79638,"GOLD"
"264",2023-09-30 01:14:00,17.76257,"GOLD"
"265",2023-09-30 01:34:00,17.79259,"GOLD"
"266",2023-09-30 01:54:00,17.83426,"GOLD"
"267",2023-09-30 02:14:00,17.80666,"GOLD"
"268",2023-09-30 02:34:00,17.74911,"GOLD"
"269",2023-09-30 02:54:00,17.70316,"GOLD"
"270",2023-09-30 03:14:00,17.64928,"GOLD"
"271",2023-09-30 03:34:00,17.71482,"GOLD"
"272",2023-09-30 03:54:00,17.70871,"GOLD"
"273",2023-09-30 04:14:00,17.54789,"GOLD"
"274",2023-09-30 04:34:00,17.50628,"GOLD"
"275",2023-09-30 04:54:00,17.53317,"GOLD"
"276",2023-09-30 05:14:00,17.49698,"GOLD"
"277",2023-09-30 05:34:00,17.44527,"GOLD"
"278",2023-09-30 05:54:00,17.28156,"GOLD"
"279",2023-09-30 06:14:00,17.02737,"GOLD"
"280",2023-09-30 06:34:00,16.85246,"GOLD"
"281",2023-09-30 06:54:00,16.91079,"GOLD"
"282",2023-09-30 07:14:00,16.98595,"GOLD"
"283",2023-09-30 07:34:00,17.06131,"GOLD"
"284",2023-09-30 07:54:00,17.10886,"GOLD"
"285",2023-09-30 08:14:00,17.15454,"GOLD"
"286",2023-09-30 08:34:00,17.36535,"GOLD"
"287",2023-09-30 08:54:00,17.48248,"GOLD"
"288",2023-09-30 09:14:00,17.29663,"GOLD"
"289",2023-09-30 09:34:00,17.32459,"GOLD"
"290",2023-09-30 09:54:00,17.41536,"GOLD"
"291",2023-09-30 10:14:00,17.45287,"GOLD"
"292",2023-09-30 10:34:00,17.4483,"GOLD"
"293",2023-09-30 10:54:00,17.5286,"GOLD"
"294",2023-09-30 11:14:00,17.53977,"GOLD"
"295",2023-09-30 11:34:00,17.56094,"GOLD"
"296",2023-09-30 11:54:00,17.57698,"GOLD"
"297",2023-09-30 12:14:00,17.5728,"GOLD"
"298",2023-09-30 12:34:00,17.58327,"GOLD"
"299",2023-09-30 12:54:00,17.58691,"GOLD"
"300",2023-09-30 13:14:00,17.59744,"GOLD"
"301",2023-09-30 13:34:00,17.59728,"GOLD"
"302",2023-09-30 13:54:00,17.59199,"GOLD"
"303",2023-09-30 14:14:00,17.59574,"GOLD"
"304",2023-09-30 14:34:00,17.59904,"GOLD"
"305",2023-09-30 14:54:00,17.59132,"GOLD"
"306",2023-09-30 15:14:00,17.62015,"GOLD"
"307",2023-09-30 15:34:00,17.58843,"GOLD"
"308",2023-09-30 15:54:00,17.57616,"GOLD"
"309",2023-09-30 16:14:00,17.56546,"GOLD"
"310",2023-09-30 16:34:00,17.56646,"GOLD"
"311",2023-09-30 16:54:00,17.58431,"GOLD"
"312",2023-09-30 17:14:00,17.59056,"GOLD"
"313",2023-09-30 17:34:00,17.59616,"GOLD"
"314",2023-09-30 17:54:00,17.60149,"GOLD"
"315",2023-09-30 18:14:00,17.60361,"GOLD"
"316",2023-09-30 18:34:00,17.60682,"GOLD"
"317",2023-09-30 18:54:00,17.60773,"GOLD"
"318",2023-09-30 19:14:00,17.6316,"GOLD"
"319",2023-09-30 19:34:00,17.61172,"GOLD"
"320",2023-09-30 19:54:00,17.61572,"GOLD"
"321",2023-09-30 20:14:00,17.67483,"GOLD"
"322",2023-09-30 20:34:00,17.6659,"GOLD"
"323",2023-09-30 20:54:00,17.65372,"GOLD"
"324",2023-09-30 21:14:00,17.64838,"GOLD"
"325",2023-09-30 21:34:00,17.62855,"GOLD"
"326",2023-09-30 21:54:00,17.5724,"GOLD"
"327",2023-09-30 22:14:00,17.56488,"GOLD"
"328",2023-09-30 22:34:00,17.62586,"GOLD"
"329",2023-09-30 22:54:00,17.63898,"GOLD"
"330",2023-09-30 23:14:00,17.66701,"GOLD"
"331",2023-09-30 23:34:00,17.69811,"GOLD"
"332",2023-09-30 23:54:00,17.67955,"GOLD"
"333",2023-10-01 00:14:00,17.72696,"GOLD"
"334",2023-10-01 00:34:00,17.72302,"GOLD"
"335",2023-10-01 00:54:00,17.71407,"GOLD"
"336",2023-10-01 01:14:00,17.71956,"GOLD"
"337",2023-10-01 01:34:00,17.72456,"GOLD"
"338",2023-10-01 01:54:00,17.71945,"GOLD"
"339",2023-10-01 02:14:00,17.71478,"GOLD"
"340",2023-10-01 02:34:00,17.6952,"GOLD"
"341",2023-10-01 02:54:00,17.68852,"GOLD"
"342",2023-10-01 03:14:00,17.68862,"GOLD"
"343",2023-10-01 03:34:00,17.68292,"GOLD"
"344",2023-10-01 03:54:00,17.67378,"GOLD"
"345",2023-10-01 04:14:00,17.62946,"GOLD"
"346",2023-10-01 04:34:00,17.60249,"GOLD"
"347",2023-10-01 04:54:00,17.43159,"GOLD"
"348",2023-10-01 05:14:00,17.2668,"GOLD"
"349",2023-10-01 05:34:00,17.54142,"GOLD"
"350",2023-10-01 05:54:00,17.47694,"GOLD"
"351",2023-10-01 06:14:00,17.49521,"GOLD"
"352",2023-10-01 06:34:00,17.46169,"GOLD"
"353",2023-10-01 06:54:00,17.43946,"GOLD"
"354",2023-10-01 07:14:00,17.40782,"GOLD"
"355",2023-10-01 07:34:00,17.41584,"GOLD"
"356",2023-10-01 07:54:00,17.4475,"GOLD"
"357",2023-10-01 08:14:00,17.46114,"GOLD"
"358",2023-10-01 08:34:00,17.47694,"GOLD"
"359",2023-10-01 08:54:00,17.47423,"GOLD"
"360",2023-10-01 09:14:00,17.41183,"GOLD"
"361",2023-10-01 09:34:00,17.54004,"GOLD"
"362",2023-10-01 09:54:00,17.55285,"GOLD"
"363",2023-10-01 10:14:00,17.57776,"GOLD"
"364",2023-10-01 10:34:00,17.58225,"GOLD"
"365",2023-10-01 10:54:00,17.7262,"GOLD"
"366",2023-10-01 11:14:00,17.79893,"GOLD"
"367",2023-10-01 11:34:00,17.86824,"GOLD"
"368",2023-10-01 11:54:00,17.89656,"GOLD"
"369",2023-10-01 12:14:00,17.91182,"GOLD"
"370",2023-10-01 12:34:00,17.93456,"GOLD"
"371",2023-10-01 12:54:00,17.96724,"GOLD"
"372",2023-10-01 13:14:00,17.99593,"GOLD"
"373",2023-10-01 13:34:00,18.01319,"GOLD"
"374",2023-10-01 13:54:00,18.03352,"GOLD"
"375",2023-10-01 14:14:00,18.03851,"GOLD"
"376",2023-10-01 14:34:00,18.04873,"GOLD"
"377",2023-10-01 14:54:00,18.04915,"GOLD"
"378",2023-10-01 15:14:00,18.04161,"GOLD"
"379",2023-10-01 15:34:00,18.04747,"GOLD"
"380",2023-10-01 15:54:00,18.16213,"GOLD"
"381",2023-10-01 16:14:00,18.19622,"GOLD"
"382",2023-10-01 16:34:00,18.21296,"GOLD"
"383",2023-10-01 16:54:00,18.36123,"GOLD"
"384",2023-10-01 17:14:00,18.38099,"GOLD"
"385",2023-10-01 17:34:00,19.05237,"GOLD"
"386",2023-10-01 17:54:00,18.99459,"GOLD"
"387",2023-10-01 18:14:00,18.7382,"GOLD"
"388",2023-10-01 18:34:00,18.69569,"GOLD"
"389",2023-10-01 18:54:00,18.82561,"GOLD"
"390",2023-10-01 19:14:00,18.71866,"GOLD"
"391",2023-10-01 19:34:00,18.70054,"GOLD"
"392",2023-10-01 19:54:00,18.68672,"GOLD"
"393",2023-10-01 20:14:00,18.714,"GOLD"
"394",2023-10-01 20:34:00,18.5772,"GOLD"
"395",2023-10-01 20:54:00,18.5938,"GOLD"
"396",2023-10-01 21:14:00,18.68869,"GOLD"
"397",2023-10-01 21:34:00,18.81073,"GOLD"
"398",2023-10-01 21:54:00,18.22719,"GOLD"
"399",2023-10-01 22:14:00,18.18124,"GOLD"
"400",2023-10-01 22:34:00,18.24097,"GOLD"
"401",2023-10-01 22:54:00,18.24579,"GOLD"
"402",2023-10-01 23:14:00,18.24971,"GOLD"
"403",2023-10-01 23:34:00,18.21639,"GOLD"
"404",2023-10-01 23:54:00,18.17693,"GOLD"
"405",2023-10-02 00:14:00,18.16755,"GOLD"
"406",2023-10-02 00:34:00,18.14447,"GOLD"
"407",2023-10-02 00:54:00,18.15572,"GOLD"
"408",2023-10-02 01:14:00,18.15311,"GOLD"
"409",2023-10-02 01:34:00,18.15529,"GOLD"
"410",2023-10-02 01:54:00,18.15351,"GOLD"
"411",2023-10-02 02:14:00,18.15475,"GOLD"
"412",2023-10-02 02:34:00,18.15859,"GOLD"
"413",2023-10-02 02:54:00,18.15806,"GOLD"
"414",2023-10-02 03:14:00,18.15425,"GOLD"
"415",2023-10-02 03:34:00,18.15412,"GOLD"
"416",2023-10-02 03:54:00,18.15086,"GOLD"
"417",2023-10-02 04:14:00,18.14864,"GOLD"
"418",2023-10-02 04:34:00,18.13163,"GOLD"
"419",2023-10-02 04:54:00,18.13827,"GOLD"
"420",2023-10-02 05:14:00,18.09441,"GOLD"
"421",2023-10-02 05:34:00,18.0451,"GOLD"
"422",2023-10-02 05:54:00,17.89481,"GOLD"
"423",2023-10-02 06:14:00,17.75972,"GOLD"
"424",2023-10-02 06:34:00,17.72039,"GOLD"
"425",2023-10-02 06:54:00,17.7385,"GOLD"
"426",2023-10-02 07:14:00,17.77071,"GOLD"
"427",2023-10-02 07:34:00,17.80771,"GOLD"
"428",2023-10-02 07:54:00,17.8993,"GOLD"
"429",2023-10-02 08:14:00,17.99652,"GOLD"
"430",2023-10-02 08:34:00,18.03797,"GOLD"
"431",2023-10-02 08:54:00,18.04419,"GOLD"
"432",2023-10-02 09:14:00,18.07754,"GOLD"
"433",2023-10-02 09:34:00,18.1078,"GOLD"
"434",2023-10-02 09:54:00,18.08207,"GOLD"
"435",2023-10-02 10:14:00,18.1442,"GOLD"
"436",2023-10-02 10:34:00,18.18013,"GOLD"
"437",2023-10-02 10:54:00,18.21312,"GOLD"
"438",2023-10-02 11:14:00,18.23166,"GOLD"
"439",2023-10-02 11:34:00,18.30445,"GOLD"
"440",2023-10-02 11:54:00,18.43231,"GOLD"
"441",2023-10-02 12:14:00,18.49392,"GOLD"
"442",2023-10-02 12:34:00,18.4584,"GOLD"
"443",2023-10-02 12:54:00,18.48699,"GOLD"
"444",2023-10-02 13:14:00,18.54022,"GOLD"
"445",2023-10-02 13:34:00,18.54077,"GOLD"
"446",2023-10-02 13:54:00,18.58251,"GOLD"
"447",2023-10-02 14:14:00,18.6192,"GOLD"
"448",2023-10-02 14:34:00,18.64324,"GOLD"
"449",2023-10-02 14:54:00,18.6738,"GOLD"
"450",2023-10-02 15:14:00,18.69333,"GOLD"
"451",2023-10-02 15:34:00,18.71086,"GOLD"
"452",2023-10-02 15:54:00,18.68945,"GOLD"
"453",2023-10-02 16:14:00,18.64986,"GOLD"
"454",2023-10-02 16:34:00,18.7257,"GOLD"
"455",2023-10-02 16:54:00,18.82405,"GOLD"
"456",2023-10-02 17:14:00,18.85685,"GOLD"
"457",2023-10-02 17:34:00,18.87686,"GOLD"
"458",2023-10-02 17:54:00,18.97738,"GOLD"
"459",2023-10-02 18:14:00,19.15974,"GOLD"
"460",2023-10-02 18:34:00,19.55611,"GOLD"
"461",2023-10-02 18:54:00,19.61805,"GOLD"
"462",2023-10-02 19:14:00,19.59286,"GOLD"
"463",2023-10-02 19:34:00,19.60749,"GOLD"
"464",2023-10-02 19:54:00,19.51771,"GOLD"
"465",2023-10-02 20:14:00,19.44891,"GOLD"
"466",2023-10-02 20:34:00,19.4125,"GOLD"
"467",2023-10-02 20:54:00,19.42579,"GOLD"
"468",2023-10-02 21:14:00,19.32565,"GOLD"
"469",2023-10-02 21:34:00,19.19604,"GOLD"
"470",2023-10-02 21:54:00,19.13284,"GOLD"
"471",2023-10-02 22:14:00,19.21712,"GOLD"
"472",2023-10-02 22:34:00,19.06932,"GOLD"
"473",2023-10-02 22:54:00,18.84168,"GOLD"
"474",2023-10-02 23:14:00,18.77286,"GOLD"
"475",2023-10-02 23:34:00,18.79016,"GOLD"
"476",2023-10-02 23:54:00,18.77924,"GOLD"
"477",2023-10-03 00:14:00,18.76633,"GOLD"
"478",2023-10-03 00:34:00,18.77976,"GOLD"
"479",2023-10-03 00:54:00,18.70079,"GOLD"
"480",2023-10-03 01:14:00,18.69322,"GOLD"
"481",2023-10-03 01:34:00,18.62948,"GOLD"
"482",2023-10-03 01:54:00,18.59695,"GOLD"
"483",2023-10-03 02:14:00,18.60352,"GOLD"
"484",2023-10-03 02:34:00,18.60381,"GOLD"
"485",2023-10-03 02:54:00,18.60718,"GOLD"
"486",2023-10-03 03:14:00,18.62911,"GOLD"
"487",2023-10-03 03:34:00,18.64396,"GOLD"
"488",2023-10-03 03:54:00,18.64316,"GOLD"
"489",2023-10-03 04:14:00,18.63139,"GOLD"
"490",2023-10-03 04:34:00,18.63067,"GOLD"
"491",2023-10-03 04:54:00,18.62883,"GOLD"
"492",2023-10-03 05:14:00,18.63614,"GOLD"
"493",2023-10-03 05:34:00,18.64224,"GOLD"
"494",2023-10-03 05:54:00,18.63544,"GOLD"
"495",2023-10-03 06:14:00,18.44491,"GOLD"
"496",2023-10-03 06:34:00,18.2937,"GOLD"
"497",2023-10-03 06:54:00,18.18351,"GOLD"
"498",2023-10-03 07:14:00,18.09274,"GOLD"
