lab_id,date_collected,site,lab_sample,date_processed,height_mm,condition,sample_notes,mantle_rftm,ggr1_frozen,ggr2_etoh,cross_histology,date_davidsons,date_etoh,,,
0426ASHC_01,4/20/2026,ASHC,1,4/20/2026,95.6,3_good_minus,,TRUE,TRUE,TRUE,TRUE,4/20/2026,4/21/2026,,,
0426ASHC_02,4/20/2026,ASHC,2,4/20/2026,106.48,3_good_minus,,TRUE,TRUE,TRUE,TRUE,4/20/2026,4/21/2026,,,
0426ASHC_03,4/20/2026,ASHC,3,4/20/2026,114.5,4_fair_plus,,TRUE,TRUE,TRUE,TRUE,4/20/2026,4/21/2026,,,
0426ASHC_04,4/20/2026,ASHC,4,4/20/2026,144.25,4_fair_plus,,TRUE,TRUE,TRUE,TRUE,4/20/2026,4/21/2026,,,
0426ASHC_05,4/20/2026,ASHC,5,4/20/2026,93.26,5_fair,,TRUE,TRUE,TRUE,TRUE,4/20/2026,4/21/2026,,,
0426ASHC_06,4/20/2026,ASHC,6,4/20/2026,125.56,3_good_minus,,TRUE,TRUE,TRUE,TRUE,4/20/2026,4/21/2026,,,
0426ASHC_07,4/20/2026,ASHC,7,4/20/2026,143.02,4_fair_plus,,TRUE,TRUE,TRUE,TRUE,4/20/2026,4/21/2026,,,
0426ASHC_08,4/20/2026,ASHC,8,4/20/2026,95.49,2_good,,TRUE,TRUE,TRUE,TRUE,4/20/2026,4/21/2026,,,
0426ASHC_09,4/20/2026,ASHC,9,4/20/2026,99.25,4_fair_plus,,TRUE,TRUE,TRUE,TRUE,4/20/2026,4/21/2026,,,
0426ASHC_10,4/20/2026,ASHC,10,4/20/2026,80.64,3_good_minus,,TRUE,TRUE,TRUE,TRUE,4/20/2026,4/21/2026,,,
0426ASHC_11,4/20/2026,ASHC,11,4/20/2026,101.17,3_good_minus,,TRUE,TRUE,TRUE,TRUE,4/20/2026,4/21/2026,,,
0426ASHC_12,4/20/2026,ASHC,12,4/20/2026,94.61,6_fair_minus,,TRUE,TRUE,TRUE,TRUE,4/20/2026,4/21/2026,,,  
0426ASHC_13,4/20/2026,ASHC,13,4/20/2026,96.46,5_fair,,TRUE,TRUE,TRUE,TRUE,4/20/2026,4/21/2026,,,
0426ASHC_14,4/20/2026,ASHC,14,4/20/2026,130.53,5_fair,,TRUE,TRUE,TRUE,TRUE,4/20/2026,4/21/2026,,,
0426ASHC_15,4/20/2026,ASHC,15,4/20/2026,100.4,4_fair_plus,,TRUE,TRUE,TRUE,TRUE,4/20/2026,4/21/2026,,,
0426ASHC_16,4/20/2026,ASHC,16,4/20/2026,80.25,3_good_minus,,TRUE,TRUE,TRUE,TRUE,4/20/2026,4/21/2026,,,
0426ASHC_17,4/20/2026,ASHC,17,4/20/2026,133.68,5_fair,,TRUE,TRUE,TRUE,TRUE,4/20/2026,4/21/2026,,,
0426ASHC_18,4/20/2026,ASHC,18,4/20/2026,118.05,5_fair,,TRUE,TRUE,TRUE,TRUE,4/20/2026,4/21/2026,,,
0426ASHC_19,4/20/2026,ASHC,19,4/20/2026,121.62,5_fair,,TRUE,TRUE,TRUE,TRUE,4/20/2026,4/21/2026,,,
0426ASHC_20,4/20/2026,ASHC,20,4/20/2026,88.34,4_fair_plus,,TRUE,TRUE,TRUE,TRUE,4/20/2026,4/21/2026,,,
0426ASHC_21,4/20/2026,ASHC,21,4/20/2026,132.37,4_fair_plus,,TRUE,TRUE,TRUE,TRUE,4/20/2026,4/21/2026,,,
0426ASHC_22,4/20/2026,ASHC,22,4/20/2026,114.36,3_good_minus,,TRUE,TRUE,TRUE,TRUE,4/20/2026,4/21/2026,,,
0426ASHC_23,4/20/2026,ASHC,23,4/20/2026,115.9,4_fair_plus,,TRUE,TRUE,TRUE,TRUE,4/20/2026,4/21/2026,,,
0426ASHC_24,4/20/2026,ASHC,24,4/20/2026,108.09,4_fair_plus,,TRUE,TRUE,TRUE,TRUE,4/20/2026,4/21/2026,,,
0426ASHC_25,4/20/2026,ASHC,25,4/20/2026,119.67,4_fair_plus,,TRUE,TRUE,TRUE,TRUE,4/20/2026,4/21/2026,,,
0426ASHC_26,4/20/2026,ASHC,26,4/20/2026,121.95,4_fair_plus,,TRUE,TRUE,TRUE,TRUE,4/20/2026,4/21/2026,,,
0426ASHC_27,4/20/2026,ASHC,27,4/20/2026,123.7,4_fair_plus,,TRUE,TRUE,TRUE,TRUE,4/20/2026,4/21/2026,,,
0426ASHC_28,4/20/2026,ASHC,28,4/20/2026,144.96,4_fair_plus,,TRUE,TRUE,TRUE,TRUE,4/20/2026,4/21/2026,,,
0426ASHC_29,4/20/2026,ASHC,29,4/20/2026,94.71,4_fair_plus,,TRUE,TRUE,TRUE,TRUE,4/20/2026,4/21/2026,,,
0426ASHC_30,4/20/2026,ASHC,30,4/20/2026,109.89,3_good_minus,,TRUE,TRUE,TRUE,TRUE,4/20/2026,4/21/2026,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,                                                                                                                     ,,,,,,,,,,,,
