lab_id,date_collected,site,lab_sample,date_processed,height_mm,condition,sample_notes,mantle_rftm,ggr1_frozen,ggr2_etoh,cross_histology,date_davidsons,date_etoh,,,
0726GOLD_01,7/14/2026,GOLD,1,7/15/2026,133.16,4_fair_plus,,TRUE,TRUE,TRUE,TRUE,7/15/2026,7/16/2026,,,
0726GOLD_02,7/14/2026,GOLD,2,7/15/2026,145.26,4_fair_plus,,TRUE,TRUE,TRUE,TRUE,7/15/2026,7/16/2026,,,
0726GOLD_03,7/14/2026,GOLD,3,7/15/2026,95.36,5_fair,,TRUE,TRUE,TRUE,TRUE,7/15/2026,7/16/2026,,,
0726GOLD_04,7/14/2026,GOLD,4,7/15/2026,102.4,4_fair_plus,,TRUE,TRUE,TRUE,TRUE,7/15/2026,7/16/2026,,,
0726GOLD_05,7/14/2026,GOLD,5,7/15/2026,124.12,4_fair_plus,,TRUE,TRUE,TRUE,TRUE,7/15/2026,7/16/2026,,,
0726GOLD_06,7/14/2026,GOLD,6,7/15/2026,129.09,3_good_minus,,TRUE,TRUE,TRUE,TRUE,7/15/2026,7/16/2026,,,
0726GOLD_07,7/14/2026,GOLD,7,7/15/2026,120.74,5_fair,,TRUE,TRUE,TRUE,TRUE,7/15/2026,7/16/2026,,,
0726GOLD_08,7/14/2026,GOLD,8,7/15/2026,123.94,4_fair_plus,,TRUE,TRUE,TRUE,TRUE,7/15/2026,7/16/2026,,,
0726GOLD_09,7/14/2026,GOLD,9,7/15/2026,119.41,3_good_minus,,TRUE,TRUE,TRUE,TRUE,7/15/2026,7/16/2026,,,
0726GOLD_10,7/14/2026,GOLD,10,7/15/2026,118.94,4_fair_plus,,TRUE,TRUE,TRUE,TRUE,7/15/2026,7/16/2026,,,
0726GOLD_11,7/14/2026,GOLD,11,7/15/2026,109.2,3_good_minus,,TRUE,TRUE,TRUE,TRUE,7/15/2026,7/16/2026,,,
0726GOLD_12,7/14/2026,GOLD,12,7/15/2026,116.06,1_very_good,,TRUE,TRUE,TRUE,TRUE,7/15/2026,7/16/2026,,,  
0726GOLD_13,7/14/2026,GOLD,13,7/15/2026,122.54,6_fair_minus,,TRUE,TRUE,TRUE,TRUE,7/15/2026,7/16/2026,,,
0726GOLD_14,7/14/2026,GOLD,14,7/15/2026,112.26,6_fair_minus,,TRUE,TRUE,TRUE,TRUE,7/15/2026,7/16/2026,,,
0726GOLD_15,7/14/2026,GOLD,15,7/15/2026,117.63,4_fair_plus,,TRUE,TRUE,TRUE,TRUE,7/15/2026,7/16/2026,,,
0726GOLD_16,7/14/2026,GOLD,16,7/15/2026,145.36,3_good_minus,,TRUE,TRUE,TRUE,TRUE,7/15/2026,7/16/2026,,,
0726GOLD_17,7/14/2026,GOLD,17,7/15/2026,126.41,4_fair_plus,,TRUE,TRUE,TRUE,TRUE,7/15/2026,7/16/2026,,,
0726GOLD_18,7/14/2026,GOLD,18,7/15/2026,140.15,3_good_minus,,TRUE,TRUE,TRUE,TRUE,7/15/2026,7/16/2026,,,
0726GOLD_19,7/14/2026,GOLD,19,7/15/2026,114.94,5_fair,,TRUE,TRUE,TRUE,TRUE,7/15/2026,7/16/2026,,,
0726GOLD_20,7/14/2026,GOLD,20,7/15/2026,116.15,4_fair_plus,,TRUE,TRUE,TRUE,TRUE,7/15/2026,7/16/2026,,,
0726GOLD_21,7/14/2026,GOLD,21,7/15/2026,100.91,5_fair,,TRUE,TRUE,TRUE,TRUE,7/15/2026,7/16/2026,,,
0726GOLD_22,7/14/2026,GOLD,22,7/15/2026,144.38,4_fair_plus,,TRUE,TRUE,TRUE,TRUE,7/15/2026,7/16/2026,,,
0726GOLD_23,7/14/2026,GOLD,23,7/15/2026,160.07,4_fair_plus,,TRUE,TRUE,TRUE,TRUE,7/15/2026,7/16/2026,,,
0726GOLD_24,7/14/2026,GOLD,24,7/15/2026,118.33,5_fair,,TRUE,TRUE,TRUE,TRUE,7/15/2026,7/16/2026,,,
0726GOLD_25,7/14/2026,GOLD,25,7/15/2026,106.6,5_fair,,TRUE,TRUE,TRUE,TRUE,7/15/2026,7/16/2026,,,
0726GOLD_26,7/14/2026,GOLD,26,7/15/2026,97.91,6_fair_minus,,TRUE,TRUE,TRUE,TRUE,7/15/2026,7/16/2026,,,
0726GOLD_27,7/14/2026,GOLD,27,7/15/2026,151.8,3_good_minus,,TRUE,TRUE,TRUE,TRUE,7/15/2026,7/16/2026,,,
0726GOLD_28,7/14/2026,GOLD,28,7/15/2026,93.48,4_fair_plus,,TRUE,TRUE,TRUE,TRUE,7/15/2026,7/16/2026,,,
0726GOLD_29,7/14/2026,GOLD,29,7/15/2026,112.65,5_fair,,TRUE,TRUE,TRUE,TRUE,7/15/2026,7/16/2026,,,
0726GOLD_30,7/14/2026,GOLD,30,7/15/2026,105.26,5_fair,,TRUE,TRUE,TRUE,TRUE,7/15/2026,7/16/2026,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,                                                                                                                     ,,,,,,,,,,,,
