lab_id,date_collected,site,lab_sample,date_processed,height_mm,condition,sample_notes,mantle_rftm,ggr1_frozen,ggr2_etoh,cross_histology,date_davidsons,date_etoh,,,
1124ASHC_01,11/13/2024,ASHC,1,11/14/2024,87.84,3_good_minus,,TRUE,TRUE,TRUE,TRUE,11/14/2024,11/15/2024,,,
1124ASHC_02,11/13/2024,ASHC,2,11/14/2024,131.27,4_fair_plus,,TRUE,TRUE,TRUE,TRUE,11/14/2024,11/15/2024,,,
1124ASHC_03,11/13/2024,ASHC,3,11/14/2024,84.7,4_fair_plus,,TRUE,TRUE,TRUE,TRUE,11/14/2024,11/15/2024,,,
1124ASHC_04,11/13/2024,ASHC,4,11/14/2024,103.48,2_good,,TRUE,TRUE,TRUE,TRUE,11/14/2024,11/15/2024,,,
1124ASHC_05,11/13/2024,ASHC,5,11/14/2024,81.49,5_fair,,TRUE,TRUE,TRUE,TRUE,11/14/2024,11/15/2024,,,
1124ASHC_06,11/13/2024,ASHC,6,11/14/2024,108.97,3_good_minus,,TRUE,TRUE,TRUE,TRUE,11/14/2024,11/15/2024,,,
1124ASHC_07,11/13/2024,ASHC,7,11/14/2024,96.21,3_good_minus,,TRUE,TRUE,TRUE,TRUE,11/14/2024,11/15/2024,,,
1124ASHC_08,11/13/2024,ASHC,8,11/14/2024,106.26,4_fair_plus,,TRUE,TRUE,TRUE,TRUE,11/14/2024,11/15/2024,,,
1124ASHC_09,11/13/2024,ASHC,9,11/14/2024,86.5,3_good_minus,,TRUE,TRUE,TRUE,TRUE,11/14/2024,11/15/2024,,,
1124ASHC_10,11/13/2024,ASHC,10,11/14/2024,87.66,4_fair_plus,,TRUE,TRUE,TRUE,TRUE,11/14/2024,11/15/2024,,,
1124ASHC_11,11/13/2024,ASHC,11,11/14/2024,89.78,4_fair_plus,,TRUE,TRUE,TRUE,TRUE,11/14/2024,11/15/2024,,,
1124ASHC_12,11/13/2024,ASHC,12,11/14/2024,104.03,4_fair_plus,,TRUE,TRUE,TRUE,TRUE,11/14/2024,11/15/2024,,,  
1124ASHC_13,11/13/2024,ASHC,13,11/14/2024,113.75,5_fair,,TRUE,TRUE,TRUE,TRUE,11/14/2024,11/15/2024,,,
1124ASHC_14,11/13/2024,ASHC,14,11/14/2024,111.9,5_fair,,TRUE,TRUE,TRUE,TRUE,11/14/2024,11/15/2024,,,
1124ASHC_15,11/13/2024,ASHC,15,11/14/2024,111.97,2_good,,TRUE,TRUE,TRUE,TRUE,11/14/2024,11/15/2024,,,
1124ASHC_16,11/13/2024,ASHC,16,11/14/2024,117.09,3_good_minus,,TRUE,TRUE,TRUE,TRUE,11/14/2024,11/15/2024,,,
1124ASHC_17,11/13/2024,ASHC,17,11/14/2024,115.85,4_fair_plus,,TRUE,TRUE,TRUE,TRUE,11/14/2024,11/15/2024,,,
1124ASHC_18,11/13/2024,ASHC,18,11/14/2024,86.99,4_fair_plus,,TRUE,TRUE,TRUE,TRUE,11/14/2024,11/15/2024,,,
1124ASHC_19,11/13/2024,ASHC,19,11/14/2024,109.22,4_fair_plus,,TRUE,TRUE,TRUE,TRUE,11/14/2024,11/15/2024,,,
1124ASHC_20,11/13/2024,ASHC,20,11/14/2024,105.82,4_fair_plus,,TRUE,TRUE,TRUE,TRUE,11/14/2024,11/15/2024,,,
1124ASHC_21,11/13/2024,ASHC,21,11/14/2024,110.18,3_good_minus,,TRUE,TRUE,TRUE,TRUE,11/14/2024,11/15/2024,,,
1124ASHC_22,11/13/2024,ASHC,22,11/14/2024,99.41,3_good_minus,,TRUE,TRUE,TRUE,TRUE,11/14/2024,11/15/2024,,,
1124ASHC_23,11/13/2024,ASHC,23,11/14/2024,111.73,3_good_minus,,TRUE,TRUE,TRUE,TRUE,11/14/2024,11/15/2024,,,
1124ASHC_24,11/13/2024,ASHC,24,11/14/2024,95.15,4_fair_plus,,TRUE,TRUE,TRUE,TRUE,11/14/2024,11/15/2024,,,
1124ASHC_25,11/13/2024,ASHC,25,11/14/2024,101.75,3_good_minus,,TRUE,TRUE,TRUE,TRUE,11/14/2024,11/15/2024,,,
1124ASHC_26,11/13/2024,ASHC,26,11/14/2024,106.2,3_good_minus,,TRUE,TRUE,TRUE,TRUE,11/14/2024,11/15/2024,,,
1124ASHC_27,11/13/2024,ASHC,27,11/14/2024,113.77,4_fair_plus,,TRUE,TRUE,TRUE,TRUE,11/14/2024,11/15/2024,,,
1124ASHC_28,11/13/2024,ASHC,28,11/14/2024,104.16,4_fair_plus,,TRUE,TRUE,TRUE,TRUE,11/14/2024,11/15/2024,,,
1124ASHC_29,11/13/2024,ASHC,29,11/14/2024,93.39,4_fair_plus,,TRUE,TRUE,TRUE,TRUE,11/14/2024,11/15/2024,,,
1124ASHC_30,11/13/2024,ASHC,30,11/14/2024,104,4_fair_plus,,TRUE,TRUE,TRUE,TRUE,11/14/2024,11/15/2024,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,                                                                                                                     ,,,,,,,,,,,,
