lab_id,date_collected,site,lab_sample,date_processed,height_mm,condition,sample_notes,mantle_rftm,ggr1_frozen,ggr2_etoh,cross_histology,date_davidsons,date_etoh,,,
0925GOLD_01,9/23/2025,GOLD,1,9/24/2025,134.33,3_good_minus,,TRUE,TRUE,TRUE,TRUE,9/24/2025,9/25/2025,,,
0925GOLD_02,9/23/2025,GOLD,2,9/24/2025,150.05,3_good_minus,,TRUE,TRUE,TRUE,TRUE,9/24/2025,9/25/2025,,,
0925GOLD_03,9/23/2025,GOLD,3,9/24/2025,107.36,3_good_minus,,TRUE,TRUE,TRUE,TRUE,9/24/2025,9/25/2025,,,
0925GOLD_04,9/23/2025,GOLD,4,9/24/2025,125.7,3_good_minus,,TRUE,TRUE,TRUE,TRUE,9/24/2025,9/25/2025,,,
0925GOLD_05,9/23/2025,GOLD,5,9/24/2025,116.37,2_good,,TRUE,TRUE,TRUE,TRUE,9/24/2025,9/25/2025,,,
0925GOLD_06,9/23/2025,GOLD,6,9/24/2025,79.26,4_fair_plus,,TRUE,TRUE,TRUE,TRUE,9/24/2025,9/25/2025,,,
0925GOLD_07,9/23/2025,GOLD,7,9/24/2025,147.52,4_fair_plus,,TRUE,TRUE,TRUE,TRUE,9/24/2025,9/25/2025,,,
0925GOLD_08,9/23/2025,GOLD,8,9/24/2025,136.31,2_good,,TRUE,TRUE,TRUE,TRUE,9/24/2025,9/25/2025,,,
0925GOLD_09,9/23/2025,GOLD,9,9/24/2025,123.34,4_fair_plus,,TRUE,TRUE,TRUE,TRUE,9/24/2025,9/25/2025,,,
0925GOLD_10,9/23/2025,GOLD,10,9/24/2025,100.62,4_fair_plus,,TRUE,TRUE,TRUE,TRUE,9/24/2025,9/25/2025,,,
0925GOLD_11,9/23/2025,GOLD,11,9/24/2025,129.73,2_good,,TRUE,TRUE,TRUE,TRUE,9/24/2025,9/25/2025,,,
0925GOLD_12,9/23/2025,GOLD,12,9/24/2025,129.61,3_good_minus,,TRUE,TRUE,TRUE,TRUE,9/24/2025,9/25/2025,,,  
0925GOLD_13,9/23/2025,GOLD,13,9/24/2025,91.6,3_good_minus,,TRUE,TRUE,TRUE,TRUE,9/24/2025,9/25/2025,,,
0925GOLD_14,9/23/2025,GOLD,14,9/24/2025,142.13,4_fair_plus,,TRUE,TRUE,TRUE,TRUE,9/24/2025,9/25/2025,,,
0925GOLD_15,9/23/2025,GOLD,15,9/24/2025,130.05,3_good_minus,,TRUE,TRUE,TRUE,TRUE,9/24/2025,9/25/2025,,,
0925GOLD_16,9/23/2025,GOLD,16,9/24/2025,137.28,3_good_minus,,TRUE,TRUE,TRUE,TRUE,9/24/2025,9/25/2025,,,
0925GOLD_17,9/23/2025,GOLD,17,9/24/2025,106.25,4_fair_plus,,TRUE,TRUE,TRUE,TRUE,9/24/2025,9/25/2025,,,
0925GOLD_18,9/23/2025,GOLD,18,9/24/2025,115.59,4_fair_plus,,TRUE,TRUE,TRUE,TRUE,9/24/2025,9/25/2025,,,
0925GOLD_19,9/23/2025,GOLD,19,9/24/2025,90.31,4_fair_plus,,TRUE,TRUE,TRUE,TRUE,9/24/2025,9/25/2025,,,
0925GOLD_20,9/23/2025,GOLD,20,9/24/2025,103.15,4_fair_plus,,TRUE,TRUE,TRUE,TRUE,9/24/2025,9/25/2025,,,
0925GOLD_21,9/23/2025,GOLD,21,9/24/2025,130.08,2_good,,TRUE,TRUE,TRUE,TRUE,9/24/2025,9/25/2025,,,
0925GOLD_22,9/23/2025,GOLD,22,9/24/2025,93.72,3_good_minus,,TRUE,TRUE,TRUE,TRUE,9/24/2025,9/25/2025,,,
0925GOLD_23,9/23/2025,GOLD,23,9/24/2025,115.93,2_good,,TRUE,TRUE,TRUE,TRUE,9/24/2025,9/25/2025,,,
0925GOLD_24,9/23/2025,GOLD,24,9/24/2025,126.16,2_good,,TRUE,TRUE,TRUE,TRUE,9/24/2025,9/25/2025,,,
0925GOLD_25,9/23/2025,GOLD,25,9/24/2025,144.63,3_good_minus,,TRUE,TRUE,TRUE,TRUE,9/24/2025,9/25/2025,,,
0925GOLD_26,9/23/2025,GOLD,26,9/24/2025,101.13,3_good_minus,,TRUE,TRUE,TRUE,TRUE,9/24/2025,9/25/2025,,,
0925GOLD_27,9/23/2025,GOLD,27,9/24/2025,112.16,5_fair,,TRUE,TRUE,TRUE,TRUE,9/24/2025,9/25/2025,,,
0925GOLD_28,9/23/2025,GOLD,28,9/24/2025,113.06,5_fair,,TRUE,TRUE,TRUE,TRUE,9/24/2025,9/25/2025,,,
0925GOLD_29,9/23/2025,GOLD,29,9/24/2025,123.55,2_good,,TRUE,TRUE,TRUE,TRUE,9/24/2025,9/25/2025,,,
0925GOLD_30,9/23/2025,GOLD,30,9/24/2025,119.93,3_good_minus,,TRUE,TRUE,TRUE,TRUE,9/24/2025,9/25/2025,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,                                                                                                                     ,,,,,,,,,,,,
