lab_id,date_collected,site,lab_sample,date_processed,height_mm,condition,sample_notes,mantle_rftm,ggr1_frozen,ggr2_etoh,cross_histology,date_davidsons,date_etoh,,,
0625ASHC_01,6/16/2025,ASHC,1,6/16/2025,102.8,3_good_minus,,TRUE,TRUE,TRUE,TRUE,6/16/2025,6/17/2025,,,
0625ASHC_02,6/16/2025,ASHC,2,6/16/2025,102.8,3_good_minus,,TRUE,TRUE,TRUE,TRUE,6/16/2025,6/17/2025,,,
0625ASHC_03,6/16/2025,ASHC,3,6/16/2025,104.93,2_good,,TRUE,TRUE,TRUE,TRUE,6/16/2025,6/17/2025,,,
0625ASHC_04,6/16/2025,ASHC,4,6/16/2025,116.56,4_fair_plus,,TRUE,TRUE,TRUE,TRUE,6/16/2025,6/17/2025,,,
0625ASHC_05,6/16/2025,ASHC,5,6/16/2025,103.56,2_good,,TRUE,TRUE,TRUE,TRUE,6/16/2025,6/17/2025,,,
0625ASHC_06,6/16/2025,ASHC,6,6/16/2025,115.07,2_good,,TRUE,TRUE,TRUE,TRUE,6/16/2025,6/17/2025,,,
0625ASHC_07,6/16/2025,ASHC,7,6/16/2025,96.06,2_good,,TRUE,TRUE,TRUE,TRUE,6/16/2025,6/17/2025,,,
0625ASHC_08,6/16/2025,ASHC,8,6/16/2025,105.22,4_fair_plus,,TRUE,TRUE,TRUE,TRUE,6/16/2025,6/17/2025,,,
0625ASHC_09,6/16/2025,ASHC,9,6/16/2025,113.31,4_fair_plus,,TRUE,TRUE,TRUE,TRUE,6/16/2025,6/17/2025,,,
0625ASHC_10,6/16/2025,ASHC,10,6/16/2025,113.31,3_good_minus,,TRUE,TRUE,TRUE,TRUE,6/16/2025,6/17/2025,,,
0625ASHC_11,6/16/2025,ASHC,11,6/16/2025,105.69,2_good,,TRUE,TRUE,TRUE,TRUE,6/16/2025,6/17/2025,,,
0625ASHC_12,6/16/2025,ASHC,12,6/16/2025,105.69,2_good,,TRUE,TRUE,TRUE,TRUE,6/16/2025,6/17/2025,,,  
0625ASHC_13,6/16/2025,ASHC,13,6/16/2025,113.04,3_good_minus,,TRUE,TRUE,TRUE,TRUE,6/16/2025,6/17/2025,,,
0625ASHC_14,6/16/2025,ASHC,14,6/16/2025,99.17,1_very_good,,TRUE,TRUE,TRUE,TRUE,6/16/2025,6/17/2025,,,
0625ASHC_15,6/16/2025,ASHC,15,6/16/2025,115.97,2_good,,TRUE,TRUE,TRUE,TRUE,6/16/2025,6/17/2025,,,
0625ASHC_16,6/16/2025,ASHC,16,6/16/2025,121.45,3_good_minus,,FALSE,TRUE,TRUE,TRUE,6/16/2025,6/17/2025,,,
0625ASHC_17,6/16/2025,ASHC,17,6/16/2025,92.72,3_good_minus,,TRUE,TRUE,TRUE,TRUE,6/16/2025,6/17/2025,,,
0625ASHC_18,6/16/2025,ASHC,18,6/16/2025,120.73,3_good_minus,,TRUE,TRUE,TRUE,TRUE,6/16/2025,6/17/2025,,,
0625ASHC_19,6/16/2025,ASHC,19,6/16/2025,87.39,1_very_good,,TRUE,TRUE,TRUE,TRUE,6/16/2025,6/17/2025,,,
0625ASHC_20,6/16/2025,ASHC,20,6/16/2025,100.17,2_good,,TRUE,TRUE,TRUE,TRUE,6/16/2025,6/17/2025,,,
0625ASHC_21,6/16/2025,ASHC,21,6/16/2025,129.62,3_good_minus,,TRUE,TRUE,TRUE,TRUE,6/16/2025,6/17/2025,,,
0625ASHC_22,6/16/2025,ASHC,22,6/16/2025,119,3_good_minus,,TRUE,TRUE,TRUE,TRUE,6/16/2025,6/17/2025,,,
0625ASHC_23,6/16/2025,ASHC,23,6/16/2025,99.59,3_good_minus,,TRUE,TRUE,TRUE,TRUE,6/16/2025,6/17/2025,,,
0625ASHC_24,6/16/2025,ASHC,24,6/16/2025,106.69,3_good_minus,,TRUE,TRUE,TRUE,TRUE,6/16/2025,6/17/2025,,,
0625ASHC_25,6/16/2025,ASHC,25,6/16/2025,105.44,4_fair_plus,,TRUE,TRUE,TRUE,TRUE,6/16/2025,6/17/2025,,,
0625ASHC_26,6/16/2025,ASHC,26,6/16/2025,112,3_good_minus,,TRUE,TRUE,TRUE,TRUE,6/16/2025,6/17/2025,,,
0625ASHC_27,6/16/2025,ASHC,27,6/16/2025,139.47,1_very_good,,TRUE,TRUE,TRUE,TRUE,6/16/2025,6/17/2025,,,
0625ASHC_28,6/16/2025,ASHC,28,6/16/2025,114.92,4_fair_plus,,TRUE,TRUE,TRUE,TRUE,6/16/2025,6/17/2025,,,
0625ASHC_29,6/16/2025,ASHC,29,6/16/2025,112.15,1_very_good,,TRUE,TRUE,TRUE,TRUE,6/16/2025,6/17/2025,,,
0625ASHC_30,6/16/2025,ASHC,30,6/16/2025,115.31,2_good,,TRUE,TRUE,TRUE,TRUE,6/16/2025,6/17/2025,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,                                                                                                                     ,,,,,,,,,,,,
