lab_id,date_collected,site,lab_sample,date_processed,height_mm,condition,sample_notes,mantle_rftm,ggr1_frozen,ggr2_etoh,cross_histology,date_davidsons,date_etoh,,,
0526GOLD_01,5/26/2026,GOLD,1,5/27/2026,174.4,3_good_minus,,TRUE,TRUE,TRUE,TRUE,5/27/2026,5/28/2026,,,
0526GOLD_02,5/26/2026,GOLD,2,5/27/2026,134.56,2_good,,TRUE,TRUE,TRUE,TRUE,5/27/2026,5/28/2026,,,
0526GOLD_03,5/26/2026,GOLD,3,5/27/2026,122.19,7_poor_plus,,TRUE,TRUE,TRUE,TRUE,5/27/2026,5/28/2026,,,
0526GOLD_04,5/26/2026,GOLD,4,5/27/2026,134.69,3_good_minus,,TRUE,TRUE,TRUE,TRUE,5/27/2026,5/28/2026,,,
0526GOLD_05,5/26/2026,GOLD,5,5/27/2026,142.44,4_fair_plus,,TRUE,TRUE,TRUE,TRUE,5/27/2026,5/28/2026,,,
0526GOLD_06,5/26/2026,GOLD,6,5/27/2026,122.72,6_fair_minus,,TRUE,TRUE,TRUE,TRUE,5/27/2026,5/28/2026,,,
0526GOLD_07,5/26/2026,GOLD,7,5/27/2026,122.02,3_good_minus,,TRUE,TRUE,TRUE,TRUE,5/27/2026,5/28/2026,,,
0526GOLD_08,5/26/2026,GOLD,8,5/27/2026,113.52,2_good,,TRUE,TRUE,TRUE,TRUE,5/27/2026,5/28/2026,,,
0526GOLD_09,5/26/2026,GOLD,9,5/27/2026,115.93,2_good,,TRUE,TRUE,TRUE,TRUE,5/27/2026,5/28/2026,,,
0526GOLD_10,5/26/2026,GOLD,10,5/27/2026,105.93,4_fair_plus,,TRUE,TRUE,TRUE,TRUE,5/27/2026,5/28/2026,,,
0526GOLD_11,5/26/2026,GOLD,11,5/27/2026,114.64,4_fair_plus,,TRUE,TRUE,TRUE,TRUE,5/27/2026,5/28/2026,,,
0526GOLD_12,5/26/2026,GOLD,12,5/27/2026,144.64,3_good_minus,,TRUE,TRUE,TRUE,TRUE,5/27/2026,5/28/2026,,,  
0526GOLD_13,5/26/2026,GOLD,13,5/27/2026,139.32,4_fair_plus,,TRUE,TRUE,TRUE,TRUE,5/27/2026,5/28/2026,,,
0526GOLD_14,5/26/2026,GOLD,14,5/27/2026,140.08,3_good_minus,,TRUE,TRUE,TRUE,TRUE,5/27/2026,5/28/2026,,,
0526GOLD_15,5/26/2026,GOLD,15,5/27/2026,167.37,3_good_minus,,TRUE,TRUE,TRUE,TRUE,5/27/2026,5/28/2026,,,
0526GOLD_16,5/26/2026,GOLD,16,5/27/2026,118.07,3_good_minus,,TRUE,TRUE,TRUE,TRUE,5/27/2026,5/28/2026,,,
0526GOLD_17,5/26/2026,GOLD,17,5/27/2026,154.8,4_fair_plus,,TRUE,TRUE,TRUE,TRUE,5/27/2026,5/28/2026,,,
0526GOLD_18,5/26/2026,GOLD,18,5/27/2026,161.35,4_fair_plus,,TRUE,TRUE,TRUE,TRUE,5/27/2026,5/28/2026,,,
0526GOLD_19,5/26/2026,GOLD,19,5/27/2026,161.85,3_good_minus,,TRUE,TRUE,TRUE,TRUE,5/27/2026,5/28/2026,,,
0526GOLD_20,5/26/2026,GOLD,20,5/27/2026,157.48,3_good_minus,,TRUE,TRUE,TRUE,TRUE,5/27/2026,5/28/2026,,,
0526GOLD_21,5/26/2026,GOLD,21,5/27/2026,143.97,3_good_minus,,TRUE,TRUE,TRUE,TRUE,5/27/2026,5/28/2026,,,
0526GOLD_22,5/26/2026,GOLD,22,5/27/2026,140.23,3_good_minus,,TRUE,TRUE,TRUE,TRUE,5/27/2026,5/28/2026,,,
0526GOLD_23,5/26/2026,GOLD,23,5/27/2026,175.27,6_fair_minus,,TRUE,TRUE,TRUE,TRUE,5/27/2026,5/28/2026,,,
0526GOLD_24,5/26/2026,GOLD,24,5/27/2026,149.55,2_good,,TRUE,TRUE,TRUE,TRUE,5/27/2026,5/28/2026,,,
0526GOLD_25,5/26/2026,GOLD,25,5/27/2026,152.41,5_fair,,TRUE,TRUE,TRUE,TRUE,5/27/2026,5/28/2026,,,
0526GOLD_26,5/26/2026,GOLD,26,5/27/2026,149.48,2_good,,TRUE,TRUE,TRUE,TRUE,5/27/2026,5/28/2026,,,
0526GOLD_27,5/26/2026,GOLD,27,5/27/2026,186.71,5_fair,,TRUE,TRUE,TRUE,TRUE,5/27/2026,5/28/2026,,,
0526GOLD_28,5/26/2026,GOLD,28,5/27/2026,160.73,2_good,,TRUE,TRUE,TRUE,TRUE,5/27/2026,5/28/2026,,,
0526GOLD_29,5/26/2026,GOLD,29,5/27/2026,123.96,3_good_minus,,TRUE,TRUE,TRUE,TRUE,5/27/2026,5/28/2026,,,
0526GOLD_30,5/26/2026,GOLD,30,5/27/2026,156.68,3_good_minus,,TRUE,TRUE,TRUE,TRUE,5/27/2026,5/28/2026,,,
