lab_id,date_collected,site,lab_sample,date_processed,height_mm,condition,sample_notes,mantle_rftm,ggr1_frozen,ggr2_etoh,cross_histology,date_davidsons,date_etoh,,,
0126FENC_01,1/13/2026,FENC,1,1/14/2026,123.34,4_fair_plus,,TRUE,TRUE,TRUE,TRUE,1/14/2026,1/15/2026,,,
0126FENC_02,1/13/2026,FENC,2,1/14/2026,112.62,3_good_minus,,TRUE,TRUE,TRUE,TRUE,1/14/2026,1/15/2026,,,
0126FENC_03,1/13/2026,FENC,3,1/14/2026,94.06,3_good_minus,,TRUE,TRUE,TRUE,TRUE,1/14/2026,1/15/2026,,,
0126FENC_04,1/13/2026,FENC,4,1/14/2026,124.06,4_fair_plus,,TRUE,TRUE,TRUE,TRUE,1/14/2026,1/15/2026,,,
0126FENC_05,1/13/2026,FENC,5,1/14/2026,116.09,2_good,,TRUE,TRUE,TRUE,TRUE,1/14/2026,1/15/2026,,,
0126FENC_06,1/13/2026,FENC,6,1/14/2026,105.61,4_fair_plus,,TRUE,TRUE,TRUE,TRUE,1/14/2026,1/15/2026,,,
0126FENC_07,1/13/2026,FENC,7,1/14/2026,109.01,4_fair_plus,,TRUE,TRUE,TRUE,TRUE,1/14/2026,1/15/2026,,,
0126FENC_08,1/13/2026,FENC,8,1/14/2026,114.53,4_fair_plus,,TRUE,TRUE,TRUE,TRUE,1/14/2026,1/15/2026,,,
0126FENC_09,1/13/2026,FENC,9,1/14/2026,127.79,4_fair_plus,,TRUE,TRUE,TRUE,TRUE,1/14/2026,1/15/2026,,,
0126FENC_10,1/13/2026,FENC,10,1/14/2026,117.22,3_good_minus,,TRUE,TRUE,TRUE,TRUE,1/14/2026,1/15/2026,,,
0126FENC_11,1/13/2026,FENC,11,1/14/2026,125.75,4_fair_plus,,TRUE,TRUE,TRUE,TRUE,1/14/2026,1/15/2026,,,
0126FENC_12,1/13/2026,FENC,12,1/14/2026,114.88,3_good_minus,,TRUE,TRUE,TRUE,TRUE,1/14/2026,1/15/2026,,,  
0126FENC_13,1/13/2026,FENC,13,1/14/2026,121.98,4_fair_plus,,TRUE,TRUE,TRUE,TRUE,1/14/2026,1/15/2026,,,
0126FENC_14,1/13/2026,FENC,14,1/14/2026,111.57,6_fair_minus,,TRUE,TRUE,TRUE,TRUE,1/14/2026,1/15/2026,,,
0126FENC_15,1/13/2026,FENC,15,1/14/2026,91.7,3_good_minus,,TRUE,TRUE,TRUE,TRUE,1/14/2026,1/15/2026,,,
0126FENC_16,1/13/2026,FENC,16,1/14/2026,105.79,3_good_minus,,TRUE,TRUE,TRUE,TRUE,1/14/2026,1/15/2026,,,
0126FENC_17,1/13/2026,FENC,17,1/14/2026,103.65,4_fair_plus,,TRUE,TRUE,TRUE,TRUE,1/14/2026,1/15/2026,,,
0126FENC_18,1/13/2026,FENC,18,1/14/2026,127.56,3_good_minus,,TRUE,TRUE,TRUE,TRUE,1/14/2026,1/15/2026,,,
0126FENC_19,1/13/2026,FENC,19,1/14/2026,129.45,4_fair_plus,,TRUE,TRUE,TRUE,TRUE,1/14/2026,1/15/2026,,,
0126FENC_20,1/13/2026,FENC,20,1/14/2026,120.68,3_good_minus,,TRUE,TRUE,TRUE,TRUE,1/14/2026,1/15/2026,,,
0126FENC_21,1/13/2026,FENC,21,1/14/2026,106.98,4_fair_plus,,TRUE,TRUE,TRUE,TRUE,1/14/2026,1/15/2026,,,
0126FENC_22,1/13/2026,FENC,22,1/14/2026,95.47,3_good_minus,,TRUE,TRUE,TRUE,TRUE,1/14/2026,1/15/2026,,,
0126FENC_23,1/13/2026,FENC,23,1/14/2026,98.66,4_fair_plus,,TRUE,TRUE,TRUE,TRUE,1/14/2026,1/15/2026,,,
0126FENC_24,1/13/2026,FENC,24,1/14/2026,106.14,4_fair_plus,,TRUE,TRUE,TRUE,TRUE,1/14/2026,1/15/2026,,,
0126FENC_25,1/13/2026,FENC,25,1/14/2026,97.34,4_fair_plus,,TRUE,TRUE,TRUE,TRUE,1/14/2026,1/15/2026,,,
0126FENC_26,1/13/2026,FENC,26,1/14/2026,113.64,4_fair_plus,,TRUE,TRUE,TRUE,TRUE,1/14/2026,1/15/2026,,,
0126FENC_27,1/13/2026,FENC,27,1/14/2026,119.43,4_fair_plus,,TRUE,TRUE,TRUE,TRUE,1/14/2026,1/15/2026,,,
0126FENC_28,1/13/2026,FENC,28,1/14/2026,109.49,4_fair_plus,,TRUE,TRUE,TRUE,TRUE,1/14/2026,1/15/2026,,,
0126FENC_29,1/13/2026,FENC,29,1/14/2026,101.82,6_fair_minus,,TRUE,TRUE,TRUE,TRUE,1/14/2026,1/15/2026,,,
0126FENC_30,1/13/2026,FENC,30,1/14/2026,100.61,4_fair_plus,,TRUE,TRUE,TRUE,TRUE,1/14/2026,1/15/2026,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,                                                                                                                     ,,,,,,,,,,,,
