lab_id,date_collected,site,lab_sample,date_processed,height_mm,condition,sample_notes,mantle_rftm,ggr1_frozen,ggr2_etoh,cross_histology,date_davidsons,date_etoh,,,
0725GOLD_01,7/29/2025,GOLD,1,7/30/2025,112.33,3_good_minus,,TRUE,TRUE,TRUE,TRUE,7/30/2025,7/31/2025,,,
0725GOLD_02,7/29/2025,GOLD,2,7/30/2025,87.27,3_good_minus,,TRUE,TRUE,TRUE,TRUE,7/30/2025,7/31/2025,,,
0725GOLD_03,7/29/2025,GOLD,3,7/30/2025,111.79,2_good,,TRUE,TRUE,TRUE,TRUE,7/30/2025,7/31/2025,,,
0725GOLD_04,7/29/2025,GOLD,4,7/30/2025,130.57,4_fair_plus,,TRUE,TRUE,TRUE,TRUE,7/30/2025,7/31/2025,,,
0725GOLD_05,7/29/2025,GOLD,5,7/30/2025,106.33,5_fair,,TRUE,TRUE,TRUE,TRUE,7/30/2025,7/31/2025,,,
0725GOLD_06,7/29/2025,GOLD,6,7/30/2025,94.28,4_fair_plus,,TRUE,TRUE,TRUE,TRUE,7/30/2025,7/31/2025,,,
0725GOLD_07,7/29/2025,GOLD,7,7/30/2025,106.77,5_fair,,TRUE,TRUE,TRUE,TRUE,7/30/2025,7/31/2025,,,
0725GOLD_08,7/29/2025,GOLD,8,7/30/2025,128.76,3_good_minus,,TRUE,TRUE,TRUE,TRUE,7/30/2025,7/31/2025,,,
0725GOLD_09,7/29/2025,GOLD,9,7/30/2025,88.94,3_good_minus,,TRUE,TRUE,TRUE,TRUE,7/30/2025,7/31/2025,,,
0725GOLD_10,7/29/2025,GOLD,10,7/30/2025,112.1,2_good,,TRUE,TRUE,TRUE,TRUE,7/30/2025,7/31/2025,,,
0725GOLD_11,7/29/2025,GOLD,11,7/30/2025,112.36,2_good,,TRUE,TRUE,TRUE,TRUE,7/30/2025,7/31/2025,,,
0725GOLD_12,7/29/2025,GOLD,12,7/30/2025,110.66,4_fair_plus,,TRUE,TRUE,TRUE,TRUE,7/30/2025,7/31/2025,,,  
0725GOLD_13,7/29/2025,GOLD,13,7/30/2025,109.3,5_fair,,TRUE,TRUE,TRUE,TRUE,7/30/2025,7/31/2025,,,
0725GOLD_14,7/29/2025,GOLD,14,7/30/2025,116.83,2_good,,TRUE,TRUE,TRUE,TRUE,7/30/2025,7/31/2025,,,
0725GOLD_15,7/29/2025,GOLD,15,7/30/2025,102.2,3_good_minus,,TRUE,TRUE,TRUE,TRUE,7/30/2025,7/31/2025,,,
0725GOLD_16,7/29/2025,GOLD,16,7/30/2025,103.86,5_fair,,TRUE,TRUE,TRUE,TRUE,7/30/2025,7/31/2025,,,
0725GOLD_17,7/29/2025,GOLD,17,7/30/2025,107.75,3_good_minus,,TRUE,TRUE,TRUE,TRUE,7/30/2025,7/31/2025,,,
0725GOLD_18,7/29/2025,GOLD,18,7/30/2025,84.71,4_fair_plus,,TRUE,TRUE,TRUE,TRUE,7/30/2025,7/31/2025,,,
0725GOLD_19,7/29/2025,GOLD,19,7/30/2025,131.52,4_fair_plus,,TRUE,TRUE,TRUE,TRUE,7/30/2025,7/31/2025,,,
0725GOLD_20,7/29/2025,GOLD,20,7/30/2025,104.37,4_fair_plus,,TRUE,TRUE,TRUE,TRUE,7/30/2025,7/31/2025,,,
0725GOLD_21,7/29/2025,GOLD,21,7/30/2025,126.23,5_fair,ggr1 sample is unusable,TRUE,TRUE,TRUE,TRUE,7/30/2025,7/31/2025,,,
0725GOLD_22,7/29/2025,GOLD,22,7/30/2025,89.49,4_fair_plus,ggr1 sample is unusable,TRUE,TRUE,TRUE,TRUE,7/30/2025,7/31/2025,,,
0725GOLD_23,7/29/2025,GOLD,23,7/30/2025,107.02,5_fair,ggr1 sample is unusable,TRUE,TRUE,TRUE,TRUE,7/30/2025,7/31/2025,,,
0725GOLD_24,7/29/2025,GOLD,24,7/30/2025,113.81,3_good_minus,ggr1 sample is unusable,TRUE,TRUE,TRUE,TRUE,7/30/2025,7/31/2025,,,
0725GOLD_25,7/29/2025,GOLD,25,7/30/2025,132.87,4_fair_plus,ggr1 sample is unusable,TRUE,TRUE,TRUE,TRUE,7/30/2025,7/31/2025,,,
0725GOLD_26,7/29/2025,GOLD,26,7/30/2025,137.51,5_fair,ggr1 sample is unusable,TRUE,TRUE,TRUE,TRUE,7/30/2025,7/31/2025,,,
0725GOLD_27,7/29/2025,GOLD,27,7/30/2025,103.11,3_good_minus,ggr1 sample is unusable,TRUE,TRUE,TRUE,TRUE,7/30/2025,7/31/2025,,,
0725GOLD_28,7/29/2025,GOLD,28,7/30/2025,131.62,4_fair_plus,ggr1 sample is unusable,TRUE,TRUE,TRUE,TRUE,7/30/2025,7/31/2025,,,
0725GOLD_29,7/29/2025,GOLD,29,7/30/2025,125.86,3_good_minus,ggr1 sample is unusable,TRUE,TRUE,TRUE,TRUE,7/30/2025,7/31/2025,,,
0725GOLD_30,7/29/2025,GOLD,30,7/30/2025,88.04,6_fair_minus,ggr1 sample is unusable,TRUE,TRUE,TRUE,TRUE,7/30/2025,7/31/2025,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,                                                                                                                     ,,,,,,,,,,,,
