Sample_ID,Date_collected,Site,Lab_sample,Date_read1,reader1,Sex1,Stage1,Duplicate_read,Date_read2,reader2,Sex2,Stage2,Notes,Sex_final,Stage_final
0125ASHC_01,01-06-2025,ASHC,1,08-13-2025,Sarina Dery,ND,7_Reabsorbing,TRUE,04-15-2026,Kyra Lenderman,ND,7_Reabsorbing,,ND,7_Reabsorbing
0125ASHC_02,01-06-2025,ASHC,2,08-13-2025,Sarina Dery,ND,7_Reabsorbing,TRUE,04-15-2026,Kyra Lenderman,ND,7_Reabsorbing,,ND,7_Reabsorbing
0125ASHC_03,01-06-2025,ASHC,3,08-13-2025,Sarina Dery,Female,7_Reabsorbing,TRUE,04-15-2026,Kyra Lenderman,Female,7_Reabsorbing,,Female,7_Reabsorbing
0125ASHC_04,01-06-2025,ASHC,4,08-13-2025,Sarina Dery,Female,7_Reabsorbing,TRUE,04-15-2026,Kyra Lenderman,Female,7_Reabsorbing,,Female,7_Reabsorbing
0125ASHC_05,01-06-2025,ASHC,5,08-13-2025,Sarina Dery,Male,7_Reabsorbing,TRUE,04-15-2026,Kyra Lenderman,Male,7_Reabsorbing,,Male,7_Reabsorbing
0125ASHC_06,01-06-2025,ASHC,6,08-13-2025,Sarina Dery,ND,7_Reabsorbing,TRUE,04-15-2026,Kyra Lenderman,ND,7_Reabsorbing,,ND,7_Reabsorbing
0125ASHC_07,01-06-2025,ASHC,7,08-13-2025,Sarina Dery,ND,7_Reabsorbing,TRUE,04-15-2026,Kyra Lenderman,ND,7_Reabsorbing,,ND,7_Reabsorbing
0125ASHC_08,01-06-2025,ASHC,8,08-13-2025,Sarina Dery,ND,7_Reabsorbing,TRUE,04-15-2026,Kyra Lenderman,ND,7_Reabsorbing,,ND,7_Reabsorbing
0125ASHC_09,01-06-2025,ASHC,9,08-13-2025,Sarina Dery,Male,7_Reabsorbing,TRUE,04-15-2026,Kyra Lenderman,Male,7_Reabsorbing,,Male,7_Reabsorbing
0125ASHC_10,01-06-2025,ASHC,10,08-13-2025,Sarina Dery,Female,7_Reabsorbing,TRUE,04-15-2026,Kyra Lenderman,Female,7_Reabsorbing,,Female,7_Reabsorbing
0125ASHC_11,01-06-2025,ASHC,11,08-13-2025,Sarina Dery,Female,7_Reabsorbing,TRUE,04-15-2026,Kyra Lenderman,ND,7_Reabsorbing,May be hermaphrodite,ND,7_Reabsorbing
0125ASHC_12,01-06-2025,ASHC,12,08-13-2025,Sarina Dery,Female,7_Reabsorbing,TRUE,04-15-2026,Kyra Lenderman,ND,7_Reabsorbing,,Female,7_Reabsorbing
0125ASHC_13,01-06-2025,ASHC,13,08-13-2025,Sarina Dery,Female,7_Reabsorbing,TRUE,04-15-2026,Kyra Lenderman,Female,7_Reabsorbing,,Female,7_Reabsorbing
0125ASHC_14,01-06-2025,ASHC,14,08-13-2025,Sarina Dery,Female,7_Reabsorbing,TRUE,04-15-2026,Kyra Lenderman,ND,7_Reabsorbing,,Female,7_Reabsorbing
