Sample_ID,Date_collected,Site,Lab_sample,Date_read1,reader1,Sex1,Stage1,Duplicate_read,Date_read2,reader2,Sex2,Stage2,Notes,Sex_final,Stage_final
0525FENC_01,05-05-2025,FENC,1,11-08-2025,Kyra Lenderman,ND,2_Developing,TRUE,02-04-2026,Sarina Dery,ND,2_Developing,,ND,2_Developing
0525FENC_02,05-05-2025,FENC,2,11-08-2025,Kyra Lenderman,Female,3_Early_Active,TRUE,02-04-2026,Sarina Dery,Female,3_Early_Active,,Female,3_Early_Active
0525FENC_03,05-05-2025,FENC,3,11-08-2025,Kyra Lenderman,ND,2_Developing,TRUE,02-04-2026,Sarina Dery,ND,2_Developing,Some spots are early active,ND,2_Developing
0525FENC_04,05-05-2025,FENC,4,11-08-2025,Kyra Lenderman,ND,2_Developing,TRUE,02-04-2026,Sarina Dery,ND,2_Developing,Some eggs present-KL could be hermaphrodite - SD; VGH,Hermaphrodite,3_Early_Active
0525FENC_05,05-05-2025,FENC,5,11-08-2025,Kyra Lenderman,Male,3_Early_Active,TRUE,02-04-2026,Sarina Dery,Male,3_Early_Active,,Male,3_Early_Active
0525FENC_06,05-05-2025,FENC,6,11-08-2025,Kyra Lenderman,Female,3_Early_Active,TRUE,02-04-2026,Sarina Dery,Female,3_Early_Active,,Female,3_Early_Active
0525FENC_07,05-05-2025,FENC,7,11-08-2025,Kyra Lenderman,ND,2_Developing,TRUE,02-04-2026,Sarina Dery,ND,2_Developing,,ND,2_Developing
0525FENC_08,05-05-2025,FENC,8,11-08-2025,Kyra Lenderman,ND,2_Developing,TRUE,02-04-2026,Sarina Dery,ND,2_Developing,,ND,2_Developing
0525FENC_09,05-05-2025,FENC,9,11-08-2025,Kyra Lenderman,ND,2_Developing,TRUE,02-04-2026,Sarina Dery,ND,2_Developing,,ND,2_Developing
0525FENC_10,05-05-2025,FENC,10,11-08-2025,Kyra Lenderman,Female,3_Early_Active,TRUE,02-04-2026,Sarina Dery,Female,3_Early_Active,,Female,3_Early_Active
0525FENC_11,05-05-2025,FENC,11,11-08-2025,Kyra Lenderman,Female,3_Early_Active,TRUE,02-04-2026,Sarina Dery,Female,3_Early_Active,,Female,3_Early_Active
