Sample_ID,Date_collected,Site,Lab_sample,Date_read1,reader1,Sex1,Stage1,Duplicate_read,Date_read2,reader2,Sex2,Stage2,Notes,Sex_final,Stage_final
0725FENC_01,07-16-2025,FENC,1,10-09-2025,Kyra Lenderman,Female,5_Spawning,TRUE,02-13-2026,Sarina Dery,Female,5_Spawning,,Female,5_Spawning
0725FENC_02,07-16-2025,FENC,2,10-09-2025,Kyra Lenderman,Female,5_Spawning,TRUE,02-13-2026,Sarina Dery,Female,5_Spawning,,Female,5_Spawning
0725FENC_03,07-16-2025,FENC,3,10-09-2025,Kyra Lenderman,Female,5_Spawning,TRUE,02-13-2026,Sarina Dery,Female,5_Spawning,some post spawning spots - KL,Female,5_Spawning
0725FENC_04,07-16-2025,FENC,4,10-09-2025,Kyra Lenderman,Male,4_Late_Mature,TRUE,02-13-2026,Sarina Dery,Male,4_Late_Mature,,Male,4_Late_Mature
0725FENC_05,07-16-2025,FENC,5,10-09-2025,Kyra Lenderman,Hermaphrodite,4_Late_Mature,TRUE,02-13-2026,Sarina Dery,Hermaphrodite,4_Late_Mature,sperm may be spawning but eggs are not mature enough - KL,Hermaphrodite,4_Late_Mature
0725FENC_06,07-16-2025,FENC,6,10-09-2025,Kyra Lenderman,Male,5_Spawning,TRUE,02-13-2026,Sarina Dery,Male,5_Spawning,,Male,5_Spawning
0725FENC_07,07-16-2025,FENC,7,10-09-2025,Kyra Lenderman,Male,5_Spawning,TRUE,02-13-2026,Sarina Dery,Male,4_Late_Mature,,Male,3_Early_Active
0725FENC_08,07-16-2025,FENC,8,10-09-2025,Kyra Lenderman,Female,5_Spawning,TRUE,02-13-2026,Sarina Dery,Female,5_Spawning,,Female,5_Spawning
0725FENC_09,07-16-2025,FENC,9,10-09-2025,Kyra Lenderman,Female,5_Spawning,TRUE,02-13-2026,Sarina Dery,Female,5_Spawning,,Female,5_Spawning
0725FENC_10,07-16-2025,FENC,10,10-09-2025,Kyra Lenderman,Female,4_Late_Mature,TRUE,02-13-2026,Sarina Dery,Female,5_Spawning,,Female,4_Late_Mature
0725FENC_11,07-16-2025,FENC,11,10-09-2025,Kyra Lenderman,Male,4_Late_Mature,TRUE,02-13-2026,Sarina Dery,Male,4_Late_Mature,,Male,4_Late_Mature
0725FENC_12,07-16-2025,FENC,12,10-09-2025,Kyra Lenderman,Female,5_Spawning,TRUE,02-13-2026,Sarina Dery,Female,5_Spawning,,Female,5_Spawning
0725FENC_13,07-16-2025,FENC,13,10-09-2025,Kyra Lenderman,Female,4_Late_Mature,TRUE,02-13-2026,Sarina Dery,Female,4_Late_Mature,,Female,4_Late_Mature
0725FENC_14,07-16-2025,FENC,14,10-09-2025,Kyra Lenderman,Female,4_Late_Mature,TRUE,02-13-2026,Sarina Dery,Female,5_Spawning,some spawning spots - KL,Female,4_Late_Mature
0725FENC_15,07-16-2025,FENC,15,10-09-2025,Kyra Lenderman,Female,6_Post_Spawning,TRUE,02-13-2026,Sarina Dery,Female,6_Post_Spawning,some spawning spots - KL,Female,6_Post_Spawning
0725FENC_16,07-16-2025,FENC,16,10-09-2025,Kyra Lenderman,Female,6_Post_Spawning,TRUE,02-13-2026,Sarina Dery,Female,6_Post_Spawning,,Female,6_Post_Spawning
0725FENC_17,07-16-2025,FENC,17,10-09-2025,Kyra Lenderman,Female,6_Post_Spawning,TRUE,02-13-2026,Sarina Dery,Female,5_Spawning,,Female,5_Spawning
0725FENC_18,07-16-2025,FENC,18,10-09-2025,Kyra Lenderman,Female,6_Post_Spawning,TRUE,02-13-2026,Sarina Dery,Female,6_Post_Spawning,,Female,6_Post_Spawning
0725FENC_19,07-16-2025,FENC,19,10-09-2025,Kyra Lenderman,Female,5_Spawning,TRUE,02-13-2026,Sarina Dery,Female,5_Spawning,,Female,5_Spawning
0725FENC_20,07-16-2025,FENC,20,10-09-2025,Kyra Lenderman,Female,4_Late_Mature,TRUE,02-13-2026,Sarina Dery,Female,4_Late_Mature,some parts spawning -SD,Female,4_Late_Mature
0725FENC_21,07-16-2025,FENC,21,10-09-2025,Kyra Lenderman,Female,6_Post_Spawning,TRUE,02-13-2026,Sarina Dery,Female,6_Post_Spawning,,Female,6_Post_Spawning
0725FENC_22,07-16-2025,FENC,22,10-09-2025,Kyra Lenderman,Male,4_Late_Mature,TRUE,02-13-2026,Sarina Dery,Male,4_Late_Mature,,Male,4_Late_Mature
