Sample_ID,Date_collected,Site,Lab_sample,Date_read1,reader1,Sex1,Stage1,Duplicate_read,Date_read2,reader2,Sex2,Stage2,Notes,Sex_final,Stage_final
0725GOLD_01,07-29-2025,GOLD,1,10-07-2025,Kyra Lenderman,Male,5_Spawning,TRUE,02-13-2026,Sarina Dery,Male,5_Spawning,possibly post spawning - SD,Male,5_Spawning
0725GOLD_02,07-29-2025,GOLD,2,10-07-2025,Kyra Lenderman,Male,6_Post_Spawning,TRUE,02-13-2026,Sarina Dery,Male,6_Post_Spawning,,Male,6_Post_Spawning
0725GOLD_03,07-29-2025,GOLD,3,10-07-2025,Kyra Lenderman,ND,7_Reabsorbing,TRUE,02-13-2026,Sarina Dery,ND,7_Reabsorbing,,ND,7_Reabsorbing
0725GOLD_04,07-29-2025,GOLD,4,10-07-2025,Kyra Lenderman,ND,7_Reabsorbing,TRUE,02-13-2026,Sarina Dery,ND,7_Reabsorbing,,ND,7_Reabsorbing
0725GOLD_05,07-29-2025,GOLD,5,10-07-2025,Kyra Lenderman,Female,6_Post_Spawning,TRUE,02-13-2026,Sarina Dery,Female,6_Post_Spawning,,Female,6_Post_Spawning
0725GOLD_06,07-29-2025,GOLD,6,10-07-2025,Kyra Lenderman,Male,5_Spawning,TRUE,02-13-2026,Sarina Dery,Male,5_Spawning,,Male,5_Spawning
0725GOLD_07,07-29-2025,GOLD,7,10-07-2025,Kyra Lenderman,Female,6_Post_Spawning,TRUE,02-13-2026,Sarina Dery,Female,6_Post_Spawning,,Female,6_Post_Spawning
0725GOLD_08,07-29-2025,GOLD,8,10-07-2025,Kyra Lenderman,ND,7_Reabsorbing,TRUE,02-13-2026,Sarina Dery,ND,7_Reabsorbing,,ND,7_Reabsorbing
0725GOLD_09,07-29-2025,GOLD,9,10-07-2025,Kyra Lenderman,Male,4_Late_Mature,TRUE,02-13-2026,Sarina Dery,Male,4_Late_Mature,possibly spawing - SD,Male,4_Late_Mature
0725GOLD_10,07-29-2025,GOLD,10,10-07-2025,Kyra Lenderman,Female,5_Spawning,TRUE,02-13-2026,Sarina Dery,Female,5_Spawning,,Female,5_Spawning
0725GOLD_11,07-29-2025,GOLD,11,10-07-2025,Kyra Lenderman,Male,4_Late_Mature,TRUE,02-13-2026,Sarina Dery,Male,4_Late_Mature,,Male,4_Late_Mature
0725GOLD_12,07-29-2025,GOLD,12,10-07-2025,Kyra Lenderman,Female,6_Post_Spawning,TRUE,02-13-2026,Sarina Dery,Female,6_Post_Spawning,,Female,6_Post_Spawning
0725GOLD_13,07-29-2025,GOLD,13,10-07-2025,Kyra Lenderman,Male,6_Post_Spawning,TRUE,02-13-2026,Sarina Dery,Male,6_Post_Spawning,,Male,6_Post_Spawning
0725GOLD_14,07-29-2025,GOLD,14,10-07-2025,Kyra Lenderman,Male,4_Late_Mature,TRUE,02-02-2026,Sarina Dery,Male,4_Late_Mature,,Male,4_Late_Mature
0725GOLD_15,07-29-2025,GOLD,15,10-07-2025,Kyra Lenderman,Male,4_Late_Mature,TRUE,02-13-2026,Sarina Dery,Male,5_Spawning,,Male,5_Spawning
0725GOLD_16,07-29-2025,GOLD,16,10-07-2025,Kyra Lenderman,Male,5_Spawning,TRUE,02-13-2026,Sarina Dery,Male,5_Spawning,,Male,5_Spawning
0725GOLD_17,07-29-2025,GOLD,17,10-07-2025,Kyra Lenderman,Female,5_Spawning,TRUE,02-13-2026,Sarina Dery,Female,5_Spawning,,Female,5_Spawning
0725GOLD_18,07-29-2025,GOLD,18,10-07-2025,Kyra Lenderman,Male,6_Post_Spawning,TRUE,02-13-2026,Sarina Dery,Male,6_Post_Spawning,,Male,6_Post_Spawning
0725GOLD_19,07-29-2025,GOLD,19,10-07-2025,Kyra Lenderman,Male,6_Post_Spawning,TRUE,02-13-2026,Sarina Dery,Male,6_Post_Spawning,,Male,6_Post_Spawning
0725GOLD_20,07-29-2025,GOLD,20,10-07-2025,Kyra Lenderman,Male,5_Spawning,TRUE,02-13-2026,Sarina Dery,Male,5_Spawning,,Male,5_Spawning
0725GOLD_21,07-29-2025,GOLD,21,10-07-2025,Kyra Lenderman,Female,6_Post_Spawning,TRUE,02-13-2026,Sarina Dery,Female,6_Post_Spawning,,Female,6_Post_Spawning
0725GOLD_22,07-29-2025,GOLD,22,10-07-2025,Kyra Lenderman,Male,6_Post_Spawning,TRUE,02-13-2026,Sarina Dery,Male,6_Post_Spawning,,Male,6_Post_Spawning
0725GOLD_23,07-29-2025,GOLD,23,10-07-2025,Kyra Lenderman,Male,4_Late_Mature,TRUE,02-13-2026,Sarina Dery,Male,4_Late_Mature,,Male,4_Late_Mature
0725GOLD_24,07-29-2025,GOLD,24,10-07-2025,Kyra Lenderman,Female,6_Post_Spawning,TRUE,02-13-2026,Sarina Dery,Female,7_Reabsorbing,,Female,7_Reabsorbing
0725GOLD_25,07-29-2025,GOLD,25,10-07-2025,Kyra Lenderman,ND,7_Reabsorbing,TRUE,02-13-2026,Sarina Dery,ND,7_Reabsorbing,,ND,7_Reabsorbing
0725GOLD_26,07-29-2025,GOLD,26,10-07-2025,Kyra Lenderman,ND,7_Reabsorbing,TRUE,02-13-2026,Sarina Dery,ND,7_Reabsorbing,,ND,7_Reabsorbing
0725GOLD_27,07-29-2025,GOLD,27,10-07-2025,Kyra Lenderman,Female,5_Spawning,TRUE,02-13-2026,Sarina Dery,Female,5_Spawning,,Female,5_Spawning
0725GOLD_28,07-29-2025,GOLD,28,10-07-2025,Kyra Lenderman,ND,7_Reabsorbing,TRUE,02-13-2026,Sarina Dery,ND,7_Reabsorbing,,ND,7_Reabsorbing
0725GOLD_29,07-29-2025,GOLD,29,10-07-2025,Kyra Lenderman,Female,6_Post_Spawning,TRUE,02-13-2026,Sarina Dery,Female,6_Post_Spawning,Potential mantle cyst,Female,6_Post_Spawning
0725GOLD_30,07-29-2025,GOLD,30,10-07-2025,Kyra Lenderman,Female,6_Post_Spawning,TRUE,02-13-2026,Sarina Dery,Female,6_Post_Spawning,,Female,6_Post_Spawning
