Sample_ID,Date_collected,Site,Lab_sample,Date_read1,reader1,Sex1,Stage1,Duplicate_read,Date_read2,reader2,Sex2,Stage2,Notes,Sex_final,Stage_final
0824ASHC_01,08-26-2024,ASHC,1,11-04-2025,Sarina Dery,Male,4_Late_Mature,TRUE,12-31-2025,Kyra Lenderman,Male,6_Post_Spawning,,Male,6_Post_Spawning
0824ASHC_02,08-26-2024,ASHC,2,11-04-2025,Sarina Dery,Female,6_Post_Spawning,TRUE,12-31-2025,Kyra Lenderman,Female,6_Post_Spawning,,Female,6_Post_Spawning
0824ASHC_03,08-26-2024,ASHC,3,11-04-2025,Sarina Dery,ND,7_Reabsorbing,TRUE,12-31-2025,Kyra Lenderman,ND,7_Reabsorbing,,ND,7_Reabsorbing
0824ASHC_04,08-26-2024,ASHC,4,11-04-2025,Sarina Dery,Female,6_Post_Spawning,TRUE,12-31-2025,Kyra Lenderman,Female,6_Post_Spawning,,Female,6_Post_Spawning
0824ASHC_05,08-26-2024,ASHC,5,11-04-2025,Sarina Dery,Female,6_Post_Spawning,TRUE,12-31-2025,Kyra Lenderman,Female,6_Post_Spawning,,Female,6_Post_Spawning
0824ASHC_06,08-26-2024,ASHC,6,11-04-2025,Sarina Dery,ND,7_Reabsorbing,TRUE,12-31-2025,Kyra Lenderman,ND,7_Reabsorbing,,ND,7_Reabsorbing
0824ASHC_07,08-26-2024,ASHC,7,11-04-2025,Sarina Dery,Female,6_Post_Spawning,TRUE,12-31-2025,Kyra Lenderman,Female,6_Post_Spawning,,Female,6_Post_Spawning
0824ASHC_08,08-26-2024,ASHC,8,11-04-2025,Sarina Dery,ND,7_Reabsorbing,TRUE,12-31-2025,Kyra Lenderman,ND,7_Reabsorbing,,ND,7_Reabsorbing
0824ASHC_09,08-26-2024,ASHC,9,11-04-2025,Sarina Dery,Female,6_Post_Spawning,TRUE,12-31-2025,Kyra Lenderman,Female,6_Post_Spawning,,Female,6_Post_Spawning
0824ASHC_10,08-26-2024,ASHC,10,11-04-2025,Sarina Dery,Female,6_Post_Spawning,TRUE,12-31-2025,Kyra Lenderman,Female,6_Post_Spawning,,Female,6_Post_Spawning
0824ASHC_11,08-26-2024,ASHC,11,11-04-2025,Sarina Dery,Female,6_Post_Spawning,TRUE,12-31-2025,Kyra Lenderman,Female,6_Post_Spawning,,Female,6_Post_Spawning
0824ASHC_12,08-26-2024,ASHC,12,11-04-2025,Sarina Dery,ND,7_Reabsorbing,TRUE,12-31-2025,Kyra Lenderman,ND,7_Reabsorbing,,ND,7_Reabsorbing
0824ASHC_13,08-26-2024,ASHC,13,11-04-2025,Sarina Dery,ND,7_Reabsorbing,TRUE,12-31-2025,Kyra Lenderman,ND,7_Reabsorbing,,ND,7_Reabsorbing
0824ASHC_14,08-26-2024,ASHC,14,11-04-2025,Sarina Dery,Female,6_Post_Spawning,TRUE,12-31-2025,Kyra Lenderman,Female,6_Post_Spawning,,Female,6_Post_Spawning
0824ASHC_15,08-26-2024,ASHC,15,11-04-2025,Sarina Dery,Female,6_Post_Spawning,TRUE,12-31-2025,Kyra Lenderman,Female,6_Post_Spawning,,Female,6_Post_Spawning
0824ASHC_16,08-26-2024,ASHC,16,11-04-2025,Sarina Dery,Female,6_Post_Spawning,TRUE,12-31-2025,Kyra Lenderman,Female,6_Post_Spawning,,Female,6_Post_Spawning
0824ASHC_17,08-26-2024,ASHC,17,11-04-2025,Sarina Dery,ND,7_Reabsorbing,TRUE,12-31-2025,Kyra Lenderman,ND,7_Reabsorbing,,ND,7_Reabsorbing
0824ASHC_18,08-26-2024,ASHC,18,11-04-2025,Sarina Dery,Female,6_Post_Spawning,TRUE,12-31-2025,Kyra Lenderman,Female,6_Post_Spawning,,Female,6_Post_Spawning
0824ASHC_19,08-26-2024,ASHC,19,11-04-2025,Sarina Dery,Female,6_Post_Spawning,TRUE,12-31-2025,Kyra Lenderman,Female,6_Post_Spawning,,Female,6_Post_Spawning
0824ASHC_20,08-26-2024,ASHC,20,11-04-2025,Sarina Dery,Female,6_Post_Spawning,TRUE,12-31-2025,Kyra Lenderman,Female,6_Post_Spawning,,Female,6_Post_Spawning
0824ASHC_21,08-26-2024,ASHC,21,11-04-2025,Sarina Dery,Female,6_Post_Spawning,TRUE,12-31-2025,Kyra Lenderman,Female,6_Post_Spawning,,Female,6_Post_Spawning
0824ASHC_22,08-26-2024,ASHC,22,11-04-2025,Sarina Dery,Female,7_Reabsorbing,TRUE,12-31-2025,Kyra Lenderman,Female,7_Reabsorbing,,Female,7_Reabsorbing
0824ASHC_23,08-26-2024,ASHC,23,11-04-2025,Sarina Dery,ND,7_Reabsorbing,TRUE,12-31-2025,Kyra Lenderman,ND,7_Reabsorbing,,ND,7_Reabsorbing
0824ASHC_24,08-26-2024,ASHC,24,11-04-2025,Sarina Dery,Female,6_Post_Spawning,TRUE,12-31-2025,Kyra Lenderman,Female,6_Post_Spawning,,Female,6_Post_Spawning
0824ASHC_25,08-26-2024,ASHC,25,11-04-2025,Sarina Dery,ND,7_Reabsorbing,TRUE,12-31-2025,Kyra Lenderman,ND,7_Reabsorbing,,ND,7_Reabsorbing
0824ASHC_26,08-26-2024,ASHC,26,11-04-2025,Sarina Dery,Female,6_Post_Spawning,TRUE,12-31-2025,Kyra Lenderman,Female,6_Post_Spawning,,Female,6_Post_Spawning
0824ASHC_27,08-26-2024,ASHC,27,11-04-2025,Sarina Dery,ND,7_Reabsorbing,TRUE,12-31-2025,Kyra Lenderman,ND,7_Reabsorbing,,ND,7_Reabsorbing
0824ASHC_28,08-26-2024,ASHC,28,11-04-2025,Sarina Dery,ND,7_Reabsorbing,TRUE,12-31-2025,Kyra Lenderman,ND,7_Reabsorbing,,ND,7_Reabsorbing
0824ASHC_29,08-26-2024,ASHC,29,11-04-2025,Sarina Dery,ND,7_Reabsorbing,TRUE,12-31-2025,Kyra Lenderman,ND,7_Reabsorbing,,ND,7_Reabsorbing
0824ASHC_30,08-26-2024,ASHC,30,11-04-2025,Sarina Dery,Female,7_Reabsorbing,TRUE,12-31-2025,Kyra Lenderman,Female,7_Reabsorbing,,Female,7_Reabsorbing
