Sample_ID,Date_collected,Site,Lab_sample,Date_read1,reader1,Sex1,Stage1,Duplicate_read,Date_read2,reader2,Sex2,Stage2,Notes,Sex_final,Stage_final
0924ASHC_01,09-23-2024,ASHC,1,11-04-2025,Sarina Dery,Female,7_Reabsorbing,TRUE,12-31-2025,Kyra Lenderman,Female,7_Reabsorbing,,Female,7_Reabsorbing
0924ASHC_02,09-23-2024,ASHC,2,11-04-2025,Sarina Dery,ND,7_Reabsorbing,TRUE,12-31-2025,Kyra Lenderman,ND,7_Reabsorbing,,ND,7_Reabsorbing
0924ASHC_03,09-23-2024,ASHC,3,11-04-2025,Sarina Dery,Female,6_Post_Spawning,TRUE,12-31-2025,Kyra Lenderman,Female,6_Post_Spawning,,Female,6_Post_Spawning
0924ASHC_04,09-23-2024,ASHC,4,11-04-2025,Sarina Dery,ND,7_Reabsorbing,TRUE,12-31-2025,Kyra Lenderman,ND,7_Reabsorbing,,ND,7_Reabsorbing
0924ASHC_05,09-23-2024,ASHC,5,11-04-2025,Sarina Dery,ND,7_Reabsorbing,TRUE,12-31-2025,Kyra Lenderman,ND,7_Reabsorbing,,ND,7_Reabsorbing
0924ASHC_06,09-23-2024,ASHC,6,11-04-2025,Sarina Dery,ND,7_Reabsorbing,TRUE,12-31-2025,Kyra Lenderman,ND,7_Reabsorbing,,ND,7_Reabsorbing
0924ASHC_07,09-23-2024,ASHC,7,11-04-2025,Sarina Dery,Female,5_Spawning,TRUE,12-31-2025,Kyra Lenderman,Female,4_Late_Mature,,Female,4_Late_Mature
0924ASHC_08,09-23-2024,ASHC,8,11-04-2025,Sarina Dery,Female,6_Post_Spawning,TRUE,12-31-2025,Kyra Lenderman,Female,6_Post_Spawning,,Female,6_Post_Spawning
0924ASHC_09,09-23-2024,ASHC,9,11-04-2025,Sarina Dery,Female,6_Post_Spawning,TRUE,12-31-2025,Kyra Lenderman,Female,6_Post_Spawning,,Female,6_Post_Spawning
0924ASHC_10,09-23-2024,ASHC,10,11-04-2025,Sarina Dery,Female,7_Reabsorbing,TRUE,12-31-2025,Kyra Lenderman,Female,7_Reabsorbing,,Female,7_Reabsorbing
0924ASHC_11,09-23-2024,ASHC,11,11-04-2025,Sarina Dery,ND,7_Reabsorbing,TRUE,12-31-2025,Kyra Lenderman,ND,7_Reabsorbing,,ND,7_Reabsorbing
0924ASHC_12,09-23-2024,ASHC,12,11-04-2025,Sarina Dery,Female,6_Post_Spawning,TRUE,12-31-2025,Kyra Lenderman,Female,7_Reabsorbing,,Female,7_Reabsorbing
0924ASHC_13,09-23-2024,ASHC,13,11-04-2025,Sarina Dery,ND,7_Reabsorbing,TRUE,12-31-2025,Kyra Lenderman,ND,7_Reabsorbing,,ND,7_Reabsorbing
0924ASHC_14,09-23-2024,ASHC,14,11-04-2025,Sarina Dery,ND,7_Reabsorbing,TRUE,12-31-2025,Kyra Lenderman,ND,7_Reabsorbing,,ND,7_Reabsorbing
0924ASHC_15,09-23-2024,ASHC,15,11-04-2025,Sarina Dery,Female,6_Post_Spawning,TRUE,12-31-2025,Kyra Lenderman,Female,6_Post_Spawning,,Female,6_Post_Spawning
0924ASHC_16,09-23-2024,ASHC,16,11-04-2025,Sarina Dery,ND,7_Reabsorbing,TRUE,12-31-2025,Kyra Lenderman,ND,7_Reabsorbing,,ND,7_Reabsorbing
0924ASHC_17,09-23-2024,ASHC,17,11-04-2025,Sarina Dery,ND,7_Reabsorbing,TRUE,12-31-2025,Kyra Lenderman,ND,7_Reabsorbing,,ND,7_Reabsorbing
0924ASHC_18,09-23-2024,ASHC,18,11-04-2025,Sarina Dery,Female,7_Reabsorbing,TRUE,12-31-2025,Kyra Lenderman,Female,7_Reabsorbing,,Female,7_Reabsorbing
0924ASHC_19,09-23-2024,ASHC,19,11-04-2025,Sarina Dery,ND,7_Reabsorbing,TRUE,12-31-2025,Kyra Lenderman,ND,7_Reabsorbing,,ND,7_Reabsorbing
0924ASHC_20,09-23-2024,ASHC,20,11-04-2025,Sarina Dery,Female,6_Post_Spawning,TRUE,12-31-2025,Kyra Lenderman,Female,6_Post_Spawning,,Female,6_Post_Spawning
0924ASHC_21,09-23-2024,ASHC,21,11-04-2025,Sarina Dery,Female,6_Post_Spawning,TRUE,12-31-2025,Kyra Lenderman,Female,6_Post_Spawning,,Female,6_Post_Spawning
0924ASHC_22,09-23-2024,ASHC,22,11-04-2025,Sarina Dery,ND,7_Reabsorbing,TRUE,12-31-2025,Kyra Lenderman,ND,7_Reabsorbing,,ND,7_Reabsorbing
0924ASHC_23,09-23-2024,ASHC,23,11-04-2025,Sarina Dery,ND,7_Reabsorbing,TRUE,12-31-2025,Kyra Lenderman,ND,7_Reabsorbing,,ND,7_Reabsorbing
0924ASHC_24,09-23-2024,ASHC,24,11-04-2025,Sarina Dery,Female,6_Post_Spawning,TRUE,12-31-2025,Kyra Lenderman,Female,6_Post_Spawning,,Female,6_Post_Spawning
0924ASHC_25,09-23-2024,ASHC,25,11-04-2025,Sarina Dery,Female,6_Post_Spawning,TRUE,12-31-2025,Kyra Lenderman,Female,7_Reabsorbing,,Female,7_Reabsorbing
0924ASHC_26,09-23-2024,ASHC,26,11-04-2025,Sarina Dery,Female,7_Reabsorbing,TRUE,12-31-2025,Kyra Lenderman,Female,7_Reabsorbing,,Female,7_Reabsorbing
