Sample_ID,Date_collected,Site,Lab_sample,Date_read1,reader1,Sex1,Stage1,Duplicate_read,Date_read2,reader2,Sex2,Stage2,Notes,Sex_final,Stage_final
0424FENC_01,04-02-2024,FENC,1,06-30-2025,Sarina Dery,ND,2_Developing,TRUE,09-22-2025,Kyra Lenderman,ND,2_Developing,,ND,2_Developing
0424FENC_02,04-02-2024,FENC,2,06-30-2025,Sarina Dery,ND,2_Developing,TRUE,09-22-2025,Kyra Lenderman,ND,2_Developing,,ND,2_Developing
0424FENC_03,04-02-2024,FENC,3,06-30-2025,Sarina Dery,ND,2_Developing,TRUE,09-22-2025,Kyra Lenderman,ND,2_Developing,,ND,2_Developing
0424FENC_04,04-02-2024,FENC,4,06-30-2025,Sarina Dery,Female,3_Early_Active,TRUE,09-22-2025,Kyra Lenderman,Female,3_Early_Active,,Female,3_Early_Active
0424FENC_05,04-02-2024,FENC,5,06-30-2025,Sarina Dery,Female,3_Early_Active,TRUE,09-22-2025,Kyra Lenderman,Female,3_Early_Active,,Female,3_Early_Active
0424FENC_06,04-02-2024,FENC,6,06-30-2025,Sarina Dery,Female,3_Early_Active,TRUE,09-22-2025,Kyra Lenderman,Female,3_Early_Active,,Female,3_Early_Active
0424FENC_07,04-02-2024,FENC,7,06-30-2025,Sarina Dery,ND,2_Developing,TRUE,09-22-2025,Kyra Lenderman,ND,2_Developing,,ND,2_Developing
0424FENC_08,04-02-2024,FENC,8,06-30-2025,Sarina Dery,ND,2_Developing,TRUE,09-22-2025,Kyra Lenderman,ND,2_Developing,,ND,2_Developing
0424FENC_09,04-02-2024,FENC,9,06-30-2025,Sarina Dery,ND,2_Developing,TRUE,09-22-2025,Kyra Lenderman,ND,2_Developing,,ND,2_Developing
0424FENC_10,04-02-2024,FENC,10,06-30-2025,Sarina Dery,ND,2_Developing,TRUE,09-22-2025,Kyra Lenderman,ND,2_Developing,,ND,2_Developing
0424FENC_11,04-02-2024,FENC,11,06-30-2025,Sarina Dery,Male,3_Early_Active,TRUE,09-22-2025,Kyra Lenderman,Male,3_Early_Active,,Male,3_Early_Active
0424FENC_12,04-02-2024,FENC,12,06-30-2025,Sarina Dery,ND,2_Developing,TRUE,09-22-2025,Kyra Lenderman,ND,2_Developing,,ND,2_Developing
0424FENC_13,04-02-2024,FENC,13,06-30-2025,Sarina Dery,ND,2_Developing,TRUE,09-22-2025,Kyra Lenderman,ND,2_Developing,,ND,2_Developing
0424FENC_14,04-02-2024,FENC,14,06-30-2025,Sarina Dery,ND,2_Developing,TRUE,09-22-2025,Kyra Lenderman,ND,2_Developing,,ND,2_Developing
0424FENC_15,04-02-2024,FENC,15,06-30-2025,Sarina Dery,Female,3_Early_Active,TRUE,09-22-2025,Kyra Lenderman,Female,3_Early_Active,,Female,3_Early_Active
0424FENC_16,04-02-2024,FENC,16,06-30-2025,Sarina Dery,Female,3_Early_Active,TRUE,09-22-2025,Kyra Lenderman,Female,3_Early_Active,,Female,3_Early_Active
0424FENC_17,04-02-2024,FENC,17,06-30-2025,Sarina Dery,ND,2_Developing,TRUE,09-22-2025,Kyra Lenderman,ND,2_Developing,,ND,2_Developing
0424FENC_18,04-02-2024,FENC,18,06-30-2025,Sarina Dery,Female,3_Early_Active,TRUE,09-22-2025,Kyra Lenderman,Female,3_Early_Active,,Female,3_Early_Active
0424FENC_19,04-02-2024,FENC,19,06-30-2025,Sarina Dery,Female,3_Early_Active,TRUE,09-22-2025,Kyra Lenderman,Female,3_Early_Active,,Female,3_Early_Active
0424FENC_20,04-02-2024,FENC,20,06-30-2025,Sarina Dery,ND,2_Developing,TRUE,09-22-2025,Kyra Lenderman,ND,2_Developing,,ND,2_Developing
0424FENC_21,04-02-2024,FENC,21,06-30-2025,Sarina Dery,Female,3_Early_Active,TRUE,09-22-2025,Kyra Lenderman,Female,3_Early_Active,,Female,3_Early_Active
0424FENC_22,04-02-2024,FENC,22,06-30-2025,Sarina Dery,Female,3_Early_Active,TRUE,09-22-2025,Kyra Lenderman,Female,3_Early_Active,,Female,3_Early_Active
0424FENC_23,04-02-2024,FENC,23,06-30-2025,Sarina Dery,Female,3_Early_Active,TRUE,09-22-2025,Kyra Lenderman,Female,3_Early_Active,,Female,3_Early_Active
0424FENC_24,04-02-2024,FENC,24,06-30-2025,Sarina Dery,ND,2_Developing,TRUE,09-22-2025,Kyra Lenderman,ND,2_Developing,,ND,2_Developing
0424FENC_25,04-02-2024,FENC,25,12-01-2025,Sarina Dery,Female,3_Early_Active,TRUE,09-22-2025,Kyra Lenderman,ND,2_Developing,,ND,2_Developing
0424FENC_26,04-02-2024,FENC,26,06-30-2025,Sarina Dery,Female,3_Early_Active,TRUE,09-22-2025,Kyra Lenderman,Female,3_Early_Active,,Female,3_Early_Active
0424FENC_27,04-02-2024,FENC,27,06-30-2025,Sarina Dery,Female,3_Early_Active,TRUE,09-22-2025,Kyra Lenderman,Female,3_Early_Active,,Female,3_Early_Active
0424FENC_28,04-02-2024,FENC,28,06-30-2025,Sarina Dery,Male,3_Early_Active,TRUE,09-22-2025,Kyra Lenderman,Male,3_Early_Active,,Male,3_Early_Active
0424FENC_29,04-02-2024,FENC,29,06-30-2025,Sarina Dery,ND,2_Developing,TRUE,09-22-2025,Kyra Lenderman,ND,2_Developing,,ND,2_Developing
0424FENC_30,04-02-2024,FENC,30,06-30-2025,Sarina Dery,Female,3_Early_Active,TRUE,09-22-2025,Kyra Lenderman,Female,3_Early_Active,,Female,3_Early_Active
